"","alpha","beta","gamma","delta","lambda","luce"
"lambda",0.0121040954181098,0.0132070528193774,-0.00975205659163217,-0.0941367340986572,1.41077228294274,-0.00122937502930694
"luce",-0.0193096105641791,-0.00069495224868932,0.00128183874056667,-0.0186023866624059,-0.00122937502930694,0.0721936164466184
"alpha",0.072759374614896,0.00529353288433566,-0.00182679140291622,-0.000642939051347395,0.011593756740901,-0.00245724615757628
"beta",0.00529353288433566,0.0631208680389614,0.0123704212282708,-0.00378358265028102,-0.0497415297988087,-0.0119721615583416
"gamma",-0.00182679140291622,0.0123704212282708,0.0721925536080463,0.00345092561972973,0.0622973736238923,0.00808693577868907
"delta",-0.000642939051347395,-0.00378358265028102,0.00345092561972973,0.0382940069680693,-0.00787142203696355,-0.00318530867783216
"lambda",0.011593756740901,-0.0497415297988087,0.0622973736238923,-0.00787142203696355,1.01892941425544,-0.0506402832517528
"luce",-0.00245724615757628,-0.0119721615583416,0.00808693577868907,-0.00318530867783216,-0.0506402832517528,0.063211465484393
"alpha",0.0731763492476143,-0.0047407120587214,0.00954892182075185,0.000810424524014205,0.0118573737403659,-0.0167290426229872
"beta",-0.0047407120587214,0.0829203977314658,0.00170273555614256,-0.00845978155739805,-0.0149657805957558,0.00644079521519296
"gamma",0.00954892182075185,0.00170273555614256,0.0398410547382538,0.000747609663009968,-0.00424369663439877,0.00633467555590805
"delta",0.000810424524014205,-0.00845978155739805,0.000747609663009968,0.0143744700463182,-0.0374523027422344,-0.00627608255114484
"lambda",0.0118573737403659,-0.0149657805957558,-0.00424369663439877,-0.0374523027422344,1.41520857542892,0.00495660256172984
"luce",-0.0167290426229872,0.00644079521519296,0.00633467555590805,-0.00627608255114484,0.00495660256172984,0.0633221073219284
"alpha",0.0528359742780835,-0.00038158686517212,0.00725426420277992,0.00118449778719401,0.00147368485175386,-0.00955636846975845
"beta",-0.00038158686517212,0.0773866843110565,-8.23758555745723e-07,-0.00625250969307417,0.00671296840481015,0.000800929121893727
"gamma",0.00725426420277992,-8.23758555745723e-07,0.037682862697184,8.18399094272564e-05,0.00280804754090034,0.00381607706058878
"delta",0.00118449778719401,-0.00625250969307417,8.18399094272564e-05,0.0137487778801259,-0.0402997200037449,-0.00370564207592213
"lambda",0.00147368485175386,0.00671296840481015,0.00280804754090034,-0.0402997200037449,1.38714574310123,0.00537026131115091
"luce",-0.00955636846975845,0.000800929121893727,0.00381607706058878,-0.00370564207592213,0.00537026131115091,0.0373408228469094
"alpha",0.0640372429582481,0.000959210909743824,-0.00979282203957048,-0.00399715872560033,-0.0125342710258785,-0.0161706803218632
"beta",0.000959210909743824,0.0760779024480337,0.00363091765683992,-0.0123941795191835,-0.0157416121286612,-0.00633009271893266
"gamma",-0.00979282203957048,0.00363091765683992,0.0347698885198893,0.00828952057534291,0.0197020344309862,-0.00448003869857698
"delta",-0.00399715872560033,-0.0123941795191835,0.00828952057534291,0.0418701080596835,-0.0687704867743294,-0.0202877853906311
"lambda",-0.0125342710258785,-0.0157416121286612,0.0197020344309862,-0.0687704867743294,1.26264566118452,-0.0223166050313231
"luce",-0.0161706803218632,-0.00633009271893266,-0.00448003869857698,-0.0202877853906311,-0.0223166050313231,0.0724037938463688
"alpha",0.0726371961765969,0.000488004931398592,0.00799712670335503,0.00082347931165999,0.00296191377885957,-0.0188110779343058
"beta",0.000488004931398592,0.0759094728594134,-0.00205270364133268,-0.0178188717176933,0.0195018540177037,0.00267015770026226
"gamma",0.00799712670335503,-0.00205270364133268,0.0505648437518673,0.00509112273324311,-0.00242233900683039,0.00768984314825687
"delta",0.00082347931165999,-0.0178188717176933,0.00509112273324311,0.0438795669141199,-0.0844935925062955,-0.013589514507061
"lambda",0.00296191377885957,0.0195018540177037,-0.00242233900683039,-0.0844935925062955,1.36021056649531,0.016246633502596
"luce",-0.0188110779343058,0.00267015770026226,0.00768984314825687,-0.013589514507061,0.016246633502596,0.0625569950905265
"alpha",0.064334559403277,0.00374819644566379,0.000311408449873515,0.000393636532786364,0.0157319342257355,-0.021141568397321
"beta",0.00374819644566379,0.0802822617026289,-0.000975190288199018,-0.0138378817995647,0.00429140854616286,-0.00150380879027069
"gamma",0.000311408449873515,-0.000975190288199018,0.0644668260937662,0.0123911383049744,-0.00688814313741958,0.00667229001965946
"delta",0.000393636532786364,-0.0138378817995647,0.0123911383049744,0.0549628824354947,-0.100240904028642,-0.01971365206487
"lambda",0.0157319342257355,0.00429140854616286,-0.00688814313741958,-0.100240904028642,1.27757702184819,-0.00665610446622389
"luce",-0.021141568397321,-0.00150380879027069,0.00667229001965946,-0.01971365206487,-0.00665610446622389,0.0689726407637307
"alpha",0.0523261837712386,0.00107567169536473,0.000984442057503955,0.000746122734652074,-0.00862749120769587,-0.00726681700991038
"beta",0.00107567169536473,0.077102204163137,-3.24948740518348e-05,-0.00891077631530392,-0.00087644700758252,0.00410016032783733
"gamma",0.000984442057503955,-3.24948740518348e-05,0.0362863810830955,0.00285361127129614,-0.00727743816486635,0.00669805319874048
"delta",0.000746122734652074,-0.00891077631530392,0.00285361127129614,0.0177631782711838,-0.0449311249930665,-0.0110735440992358
"lambda",-0.00862749120769587,-0.00087644700758252,-0.00727743816486635,-0.0449311249930665,1.34301947838252,0.0128777946683593
"luce",-0.00726681700991038,0.00410016032783733,0.00669805319874048,-0.0110735440992358,0.0128777946683593,0.0674351120190782
"alpha",0.0574753987005919,-0.000415517005940166,-0.00476047027840952,-0.00335026217355814,0.00327166725445467,-0.00867715684326591
"beta",-0.000415517005940166,0.076199122997993,0.00225825285022211,-0.0146452069886939,0.00115562015265049,0.00209899759981618
"gamma",-0.00476047027840952,0.00225825285022211,0.0515595997600352,0.0163923857167171,0.0091747557525815,0.00202579146265845
"delta",-0.00335026217355814,-0.0146452069886939,0.0163923857167171,0.0474242051060506,-0.078072584554132,-0.0152321428438095
"lambda",0.00327166725445467,0.00115562015265049,0.0091747557525815,-0.078072584554132,1.2967394950395,-0.0108961499518233
"luce",-0.00867715684326591,0.00209899759981618,0.00202579146265845,-0.0152321428438095,-0.0108961499518233,0.064729668869238
"alpha",0.0574232844651898,-0.000387631460280897,-0.0072835390415339,-0.0073746042624884,0.00293122714166279,-0.00395227201830272
"beta",-0.000387631460280897,0.075211862008284,0.00235900042944879,-0.018593710597071,-0.0260404333339746,-0.000975233933934889
"gamma",-0.0072835390415339,0.00235900042944879,0.0482331933458041,0.0127131370596039,0.0322369238144598,0.000507325793018477
"delta",-0.0073746042624884,-0.018593710597071,0.0127131370596039,0.0534912683456416,-0.0678833899807849,-0.0142232476855523
"lambda",0.00293122714166279,-0.0260404333339746,0.0322369238144598,-0.0678833899807849,1.24451215333972,-0.0271707642466439
"luce",-0.00395227201830272,-0.000975233933934889,0.000507325793018477,-0.0142232476855523,-0.0271707642466439,0.0568957727456969
"alpha",0.0391800025440722,-0.000940863067992607,0.0058201480177649,0.00282494119702683,0.0109332088235779,0.000298279820197527
"beta",-0.000940863067992607,0.069031363517057,-0.000368898098334509,-0.0223265871065024,-0.0176020205400575,-6.43706429287607e-05
"gamma",0.0058201480177649,-0.000368898098334509,0.0224146176731444,0.00174811193299059,0.000194582728944868,0.00790776722454519
"delta",0.00282494119702683,-0.0223265871065024,0.00174811193299059,0.075861816000649,-0.114427794975105,-0.0145949101862565
"lambda",0.0109332088235779,-0.0176020205400575,0.000194582728944868,-0.114427794975105,1.10280591570158,-0.0226028288235777
"luce",0.000298279820197527,-6.43706429287607e-05,0.00790776722454519,-0.0145949101862565,-0.0226028288235777,0.0690369288170945
"alpha",0.0708134545237496,0.00389792347045941,0.00176826876871375,-0.000291126642194839,0.0057877753247587,-0.00222714853272216
"beta",0.00389792347045941,0.0725798477966961,0.00882058222095933,-0.00834003075356154,-0.0612334781970203,-0.0108129638660075
"gamma",0.00176826876871375,0.00882058222095933,0.0667945647296551,0.00472629855736678,0.0478341932984696,0.0102970589157382
"delta",-0.000291126642194839,-0.00834003075356154,0.00472629855736678,0.0464875188723174,-0.0340717887597307,-0.0104426935975515
"lambda",0.0057877753247587,-0.0612334781970203,0.0478341932984696,-0.0340717887597307,1.0841224421501,-0.0614442111844071
"luce",-0.00222714853272216,-0.0108129638660075,0.0102970589157382,-0.0104426935975515,-0.0614442111844071,0.0751348938466753
"alpha",0.0697562365508991,0.000376519511695858,0.00586334340902571,0.00443370190408954,0.0139943786315487,-0.0158536779189832
"beta",0.000376519511695858,0.0688630109021653,-0.000772192860341722,-0.0177247930501853,-0.0337239660567704,-0.00100892639198552
"gamma",0.00586334340902571,-0.000772192860341722,0.043560372726949,0.00502660292417182,0.0100042873620561,0.00583880009888457
"delta",0.00443370190408954,-0.0177247930501853,0.00502660292417182,0.0742719475530102,-0.102845375737844,-0.0200857290191861
"lambda",0.0139943786315487,-0.0337239660567704,0.0100042873620561,-0.102845375737844,1.17630749444392,-0.0311964132799975
"luce",-0.0158536779189832,-0.00100892639198552,0.00583880009888457,-0.0200857290191861,-0.0311964132799975,0.0708465139459606
"alpha",0.0766878603407501,0.00385071817924893,-0.00936798118760881,-0.000260729876210824,-0.0125748739665082,-0.000944277545725498
"beta",0.00385071817924893,0.0706743295827225,0.0139318916444121,-0.00272616541081403,-0.0536674902306428,-0.0122313411623526
"gamma",-0.00936798118760881,0.0139318916444121,0.0711780466624811,0.00263174354624059,0.0637559245846206,0.00479672342400774
"delta",-0.000260729876210824,-0.00272616541081403,0.00263174354624059,0.0380858500748835,-0.00778382812515353,-0.00269646522935963
"lambda",-0.0125748739665082,-0.0536674902306428,0.0637559245846206,-0.00778382812515353,1.00034954813073,-0.0421839826916934
"luce",-0.000944277545725498,-0.0122313411623526,0.00479672342400774,-0.00269646522935963,-0.0421839826916934,0.0594053593204263
"alpha",0.063138892159694,-0.00256662993936004,-0.0119348224363489,-0.0020169798169661,-0.0145575835572068,-0.0186484391055957
"beta",-0.00256662993936004,0.0788507202057793,0.00606599781532248,-0.0138153704551214,-0.00936392841752701,-0.00463977902859842
"gamma",-0.0119348224363489,0.00606599781532248,0.0503239830744649,0.00842134089249228,0.0232264305428498,-0.000710446255568248
"delta",-0.0020169798169661,-0.0138153704551214,0.00842134089249228,0.0447899424711505,-0.0608186561382131,-0.0200065862700316
"lambda",-0.0145575835572068,-0.00936392841752701,0.0232264305428498,-0.0608186561382131,1.28072714001842,-0.0383060518654205
"luce",-0.0186484391055957,-0.00463977902859842,-0.000710446255568248,-0.0200065862700316,-0.0383060518654205,0.0723697180488868
"alpha",0.0775258653319441,0.00266140325136013,-0.0144750213157646,-0.00468572476826956,-0.0178901295778451,-0.0117210581453254
"beta",0.00266140325136013,0.0750005742122799,0.00285396304792988,-0.0146962648054161,-0.0407221798321884,-0.00922412038206681
"gamma",-0.0144750213157646,0.00285396304792988,0.0576551243197176,0.00965945193632628,0.0323613882174163,0.00229372773154108
"delta",-0.00468572476826956,-0.0146962648054161,0.00965945193632628,0.0501651168291377,-0.0646785176847742,-0.0168264199558861
"lambda",-0.0178901295778451,-0.0407221798321884,0.0323613882174163,-0.0646785176847742,1.23253009024167,-0.0545658192742505
"luce",-0.0117210581453254,-0.00922412038206681,0.00229372773154108,-0.0168264199558861,-0.0545658192742505,0.0735722788900925
"alpha",0.0329533122066978,0.00115655775322734,0.00321331131402885,-0.000375947187415791,0.000315940080219371,-0.005735160945912
"beta",0.00115655775322734,0.0742625873471383,0.000834715269486748,-0.00540216074896513,0.0114058189831669,0.00156667832242815
"gamma",0.00321331131402885,0.000834715269486748,0.0558713885911345,-6.4942955669759e-05,0.00712877082828556,0.00281646246148636
"delta",-0.000375947187415791,-0.00540216074896513,-6.4942955669759e-05,0.0113896852613384,-0.0343012359221467,-0.00304192903778161
"lambda",0.000315940080219371,0.0114058189831669,0.00712877082828556,-0.0343012359221467,1.3631608290081,0.00574946556114213
"luce",-0.005735160945912,0.00156667832242815,0.00281646246148636,-0.00304192903778161,0.00574946556114213,0.0281352170334966
"alpha",0.0659769477480045,0.00627135067225342,0.00415947523502305,-0.00278639774121071,0.0205944482591552,-0.00349311056043542
"beta",0.00627135067225342,0.0721239337760536,0.00563764802704728,-0.00617816298299584,-0.0857693609817637,-0.00941128633982622
"gamma",0.00415947523502305,0.00563764802704728,0.0616480660523148,0.00291284016994526,0.0408530445032055,0.0108718412981077
"delta",-0.00278639774121071,-0.00617816298299584,0.00291284016994526,0.04973253179117,-0.0404398799148783,-0.00673357735518238
"lambda",0.0205944482591552,-0.0857693609817637,0.0408530445032055,-0.0404398799148783,1.16779193688813,-0.0752496826600117
"luce",-0.00349311056043542,-0.00941128633982622,0.0108718412981077,-0.00673357735518238,-0.0752496826600117,0.0692285466597291
"alpha",0.0719685007492509,0.0075364136829277,0.0063755620622485,-0.000339527075101817,0.0133427808928195,-0.00999123870221438
"beta",0.0075364136829277,0.0782979662684386,0.00489514199220022,-0.00961286798767336,-0.0832311488092182,-0.0072119996627376
"gamma",0.0063755620622485,0.00489514199220022,0.0583143355047359,0.00393783707925824,0.0208333033934557,0.00970452705173778
"delta",-0.000339527075101817,-0.00961286798767336,0.00393783707925824,0.053486053436078,-0.0684934184665546,-0.0115644476745273
"lambda",0.0133427808928195,-0.0832311488092182,0.0208333033934557,-0.0684934184665546,1.1957751405145,-0.0644471650981714
"luce",-0.00999123870221438,-0.0072119996627376,0.00970452705173778,-0.0115644476745273,-0.0644471650981714,0.0727556586060912
"alpha",0.0703613368484235,0.00394895808864907,0.0063016011367071,-0.000126306199902676,0.0211682770333546,-0.00746468434283732
"beta",0.00394895808864907,0.0707721734495735,0.00936698175265275,-0.00308667698575076,-0.0915319080583431,-0.008478219310856
"gamma",0.0063016011367071,0.00936698175265275,0.0606424396061942,0.00156007018705651,0.0408783415805799,0.012049182213204
"delta",-0.000126306199902676,-0.00308667698575076,0.00156007018705651,0.0454621020828743,-0.0496868995796242,-0.00881648313746734
"lambda",0.0211682770333546,-0.0915319080583431,0.0408783415805799,-0.0496868995796242,1.14683097656141,-0.06323497654212
"luce",-0.00746468434283732,-0.008478219310856,0.012049182213204,-0.00881648313746734,-0.06323497654212,0.0729502630656402
"alpha",0.0700941144553604,0.000575409648290817,-0.0123501690288917,-0.00507974824545696,-0.0162012543636861,-0.0166659061098601
"beta",0.000575409648290817,0.0754248137676263,0.00378235042736026,-0.0106067275970544,-0.00556303196749972,-0.0028193535125182
"gamma",-0.0123501690288917,0.00378235042736026,0.0459721351207003,0.00996129868814626,0.0122765250705278,-0.000589336401500279
"delta",-0.00507974824545696,-0.0106067275970544,0.00996129868814626,0.0395966167290714,-0.0795373613847278,-0.018880949615372
"lambda",-0.0162012543636861,-0.00556303196749972,0.0122765250705278,-0.0795373613847278,1.37142176357206,0.00469877053111546
"luce",-0.0166659061098601,-0.0028193535125182,-0.000589336401500279,-0.018880949615372,0.00469877053111546,0.0727928289870335
"alpha",0.0631184425042925,0.00297459057442237,0.00174428696793512,0.00303088812164228,0.0117964159774121,-0.0207276708689451
"beta",0.00297459057442237,0.0682684307800157,0.00297471576326513,-0.0162212399071382,-0.0655000032932418,-0.00434857176249414
"gamma",0.00174428696793512,0.00297471576326513,0.0706697569067686,0.0097685291803927,0.0177516610363745,0.00763518106518595
"delta",0.00303088812164228,-0.0162212399071382,0.0097685291803927,0.0634753920151405,-0.0649611494087687,-0.0165030722060584
"lambda",0.0117964159774121,-0.0655000032932418,0.0177516610363745,-0.0649611494087687,1.23331842389189,-0.055210975002919
"luce",-0.0207276708689451,-0.00434857176249414,0.00763518106518595,-0.0165030722060584,-0.055210975002919,0.0715532058944464
"alpha",0.0715902413573934,-0.000484772306870675,-0.00702776055454233,-0.00544536475427082,-0.00301094863438717,-0.016178807297553
"beta",-0.000484772306870675,0.0744142736731141,-0.00136328542615447,-0.0160401467944452,-0.0199692966236805,-0.00210774936789792
"gamma",-0.00702776055454233,-0.00136328542615447,0.0580396901024401,0.015267493270224,0.0250914370919779,0.000597757470635226
"delta",-0.00544536475427082,-0.0160401467944452,0.015267493270224,0.0598975657386967,-0.088683221990732,-0.0209784651807208
"lambda",-0.00301094863438717,-0.0199692966236805,0.0250914370919779,-0.088683221990732,1.24487661282499,-0.0171525230443999
"luce",-0.016178807297553,-0.00210774936789792,0.000597757470635226,-0.0209784651807208,-0.0171525230443999,0.0715084227878509
"alpha",0.0740580637252596,-0.00346846052836591,-0.0130939982914897,0.000822439730501202,-0.0200610839236765,-0.003482939716351
"beta",-0.00346846052836591,0.062052855594235,0.0131551462991622,-0.00151064995853908,-0.0072803939512434,-0.00864405756907739
"gamma",-0.0130939982914897,0.0131551462991622,0.0660718569186039,0.000206475438815419,0.0463803987575903,0.00219868438026519
"delta",0.000822439730501202,-0.00151064995853908,0.000206475438815419,0.0329332093050603,-0.00749653989149727,-0.00183572079905138
"lambda",-0.0200610839236765,-0.0072803939512434,0.0463803987575903,-0.00749653989149727,0.826761786083492,-0.0257584342518958
"luce",-0.003482939716351,-0.00864405756907739,0.00219868438026519,-0.00183572079905138,-0.0257584342518958,0.0518666397786248
"alpha",0.063585457216307,-0.00189506724881707,0.000157280156228636,0.00122720294478126,-0.00237156683382819,-0.0196538913745906
"beta",-0.00189506724881707,0.0777586028944073,-0.000776454317849289,-0.00866032266114912,0.0106713655443211,0.00167062363985228
"gamma",0.000157280156228636,-0.000776454317849289,0.058002043606587,0.00553363977271076,-0.00175237653500976,0.00570181879422821
"delta",0.00122720294478126,-0.00866032266114912,0.00553363977271076,0.0252857489991672,-0.0564502171876522,-0.00933950095817616
"lambda",-0.00237156683382819,0.0106713655443211,-0.00175237653500976,-0.0564502171876522,1.3266607838668,0.00766912400775536
"luce",-0.0196538913745906,0.00167062363985228,0.00570181879422821,-0.00933950095817616,0.00766912400775536,0.0593868869148406
"alpha",0.0731668969185452,-0.00229002651295185,-0.0147444936639631,-0.000777454621514059,-0.0206614184833912,-0.0157583436843134
"beta",-0.00229002651295185,0.0752727641361848,0.00817205497533084,-0.0110192247448522,-0.0219551531381964,-0.010477419104285
"gamma",-0.0147444936639631,0.00817205497533084,0.0535966090597107,0.00224789461035192,0.0554994841120088,0.000536810606539287
"delta",-0.000777454621514059,-0.0110192247448522,0.00224789461035192,0.0405161986040565,-0.0615177616313907,-0.0144836785221307
"lambda",-0.0206614184833912,-0.0219551531381964,0.0554994841120088,-0.0615177616313907,1.2067399818246,-0.0624509638892883
"luce",-0.0157583436843134,-0.010477419104285,0.000536810606539287,-0.0144836785221307,-0.0624509638892883,0.0748415951883795
"alpha",0.0668343268158824,-0.00143077428240474,-0.00925639687702449,0.000908387680875575,0.0108703406189587,-0.0190252162162348
"beta",-0.00143077428240474,0.0709172201262969,0.0116234976022266,-0.00775091999903427,-0.0346417179389595,-0.00668639403426022
"gamma",-0.00925639687702449,0.0116234976022266,0.0700699957820983,0.00464184422461881,0.0304055575505301,0.00833558647621391
"delta",0.000908387680875575,-0.00775091999903427,0.00464184422461881,0.0474210943441255,-0.0633413860161778,-0.017574958226128
"lambda",0.0108703406189587,-0.0346417179389595,0.0304055575505301,-0.0633413860161778,1.21848130117269,-0.0725349972785253
"luce",-0.0190252162162348,-0.00668639403426022,0.00833558647621391,-0.017574958226128,-0.0725349972785253,0.0767783130185047
"alpha",0.0728861083331408,-0.00191881790874415,-0.0111196443993557,-0.00284780959295606,-0.00529382438073831,-0.00973673264926416
"beta",-0.00191881790874415,0.0752707226908673,0.0069463603235163,-0.0114496619543776,-0.0479350636422239,-0.00749042919532331
"gamma",-0.0111196443993557,0.0069463603235163,0.0580140321043323,0.00792466101389184,0.0513295568228014,0.000522331662837648
"delta",-0.00284780959295606,-0.0114496619543776,0.00792466101389184,0.0493574328891594,-0.0551101438994754,-0.0146387971486165
"lambda",-0.00529382438073831,-0.0479350636422239,0.0513295568228014,-0.0551101438994754,1.20958479947037,-0.0578918500743804
"luce",-0.00973673264926416,-0.00749042919532331,0.000522331662837648,-0.0146387971486165,-0.0578918500743804,0.0738351474561228
"alpha",0.0670936372790159,0.00136838714572703,-0.00635685724937433,-0.00569959726995736,0.0139659864531775,-0.0103432266535369
"beta",0.00136838714572703,0.0735391672788236,0.00247917141716807,-0.0147330756242755,-0.027012390451441,-0.00581057525023498
"gamma",-0.00635685724937433,0.00247917141716807,0.066842581138034,0.0151262096147085,0.033128507325697,0.00272499536023226
"delta",-0.00569959726995736,-0.0147330756242755,0.0151262096147085,0.0576828874119908,-0.0818659584291447,-0.0186585530515728
"lambda",0.0139659864531775,-0.027012390451441,0.033128507325697,-0.0818659584291447,1.28509629807357,-0.0287024636537669
"luce",-0.0103432266535369,-0.00581057525023498,0.00272499536023226,-0.0186585530515728,-0.0287024636537669,0.0730602596284612
"alpha",0.0751470957632229,-0.00152834612121521,-0.0102374623714199,0.000315147839878913,-0.0192512069764027,-0.00187220430181696
"beta",-0.00152834612121521,0.0582314332195258,0.0108810184841234,-0.00299043653012904,-0.0140595196493087,-0.00682358553941999
"gamma",-0.0102374623714199,0.0108810184841234,0.0598489955353761,0.000658205976415215,0.0454664528829474,0.00120762852079174
"delta",0.000315147839878913,-0.00299043653012904,0.000658205976415215,0.0343653620589439,-0.00475342842523702,-0.00315916956867535
"lambda",-0.0192512069764027,-0.0140595196493087,0.0454664528829474,-0.00475342842523702,0.808106447996115,-0.0118886905787305
"luce",-0.00187220430181696,-0.00682358553941999,0.00120762852079174,-0.00315916956867535,-0.0118886905787305,0.0537040201714427
"alpha",0.0421260223712439,0.00224930424664371,-0.00507024049277708,-0.000147791626826493,-0.00184580853377291,-0.0111787486888107
"beta",0.00224930424664371,0.0761253615336613,0.000474459246822958,-0.0122306171285493,-0.0658477200719556,-0.00389254817545482
"gamma",-0.00507024049277708,0.000474459246822958,0.070061644426291,0.0106026255840049,0.0306903178695955,-9.56956804544113e-05
"delta",-0.000147791626826493,-0.0122306171285493,0.0106026255840049,0.0525137663552004,-0.0611578040168603,-0.0166676402368079
"lambda",-0.00184580853377291,-0.0658477200719556,0.0306903178695955,-0.0611578040168603,1.27060592267595,-0.0290153487661579
"luce",-0.0111787486888107,-0.00389254817545482,-9.56956804544113e-05,-0.0166676402368079,-0.0290153487661579,0.050383230881081
"alpha",0.0600593459764681,0.00387837534745599,0.00573214136250781,0.0010954857633044,0.017466236785373,-0.0136756687988666
"beta",0.00387837534745599,0.0769626717396891,0.00414954078518559,-0.0108201526647409,-0.0883347728558757,-0.00340634220868879
"gamma",0.00573214136250781,0.00414954078518559,0.0605902178665177,0.00292236915477113,0.00601364633492842,0.00915222998468746
"delta",0.0010954857633044,-0.0108201526647409,0.00292236915477113,0.0582637856899204,-0.0651397757232632,-0.0162262872562424
"lambda",0.017466236785373,-0.0883347728558757,0.00601364633492842,-0.0651397757232632,1.1771550549582,-0.0515164974363868
"luce",-0.0136756687988666,-0.00340634220868879,0.00915222998468746,-0.0162262872562424,-0.0515164974363868,0.0634866760454869
"alpha",0.0634143487161271,0.000587037732997366,0.00542505460433521,0.00493048987964739,0.00149631525515509,-0.0136743425207318
"beta",0.000587037732997366,0.0771058325893193,0.00824841726680635,-0.0120181285008653,-0.0310759533854428,-0.00586226009669669
"gamma",0.00542505460433521,0.00824841726680635,0.0652911632638103,0.0104384200159172,0.0123522210765707,0.00912234468442589
"delta",0.00493048987964739,-0.0120181285008653,0.0104384200159172,0.061591828165966,-0.0876429719591476,-0.0176684245564712
"lambda",0.00149631525515509,-0.0310759533854428,0.0123522210765707,-0.0876429719591476,1.17817471579096,-0.0524193055268042
"luce",-0.0136743425207318,-0.00586226009669669,0.00912234468442589,-0.0176684245564712,-0.0524193055268042,0.0743490448945043
"alpha",0.0574885122664667,-0.00319970512997743,0.00548524863876346,0.0019824631838344,-0.000735180752616146,-0.0191889832204723
"beta",-0.00319970512997743,0.0782919309170455,-0.00200662331034911,-0.011526818399002,-0.00236271467235669,0.00581345143023769
"gamma",0.00548524863876346,-0.00200662331034911,0.0577953910006946,0.00463004095980613,-0.0132582198515354,0.00703652205280585
"delta",0.0019824631838344,-0.011526818399002,0.00463004095980613,0.0233894697023185,-0.0531881932357703,-0.00979823459370036
"lambda",-0.000735180752616146,-0.00236271467235669,-0.0132582198515354,-0.0531881932357703,1.35471265241998,0.0033654502825251
"luce",-0.0191889832204723,0.00581345143023769,0.00703652205280585,-0.00979823459370036,0.0033654502825251,0.0649574561240915
"alpha",0.0759675658734745,-0.00161371668064288,-0.0110254470604802,-0.00391635084555071,0.0142055317258103,-0.00772006246274651
"beta",-0.00161371668064288,0.0715316505033763,0.0142921621179109,-0.00897277704596072,-0.0420289374399915,-0.00974431245853549
"gamma",-0.0110254470604802,0.0142921621179109,0.0732221129833848,0.00344463480125217,0.0577206461144881,0.0054169217973123
"delta",-0.00391635084555071,-0.00897277704596072,0.00344463480125217,0.044564908424093,-0.0362670293014844,-0.0129224501602808
"lambda",0.0142055317258103,-0.0420289374399915,0.0577206461144881,-0.0362670293014844,1.12588811900243,-0.069573647714223
"luce",-0.00772006246274651,-0.00974431245853549,0.0054169217973123,-0.0129224501602808,-0.069573647714223,0.0775636679947184
