"","beta","delta","lambdaluce"
"beta",0.0519531986307049,-0.00820960302770909,-0.0905405368869102
"delta",-0.00820960302770909,0.00649265408341079,0.0088587460110932
"lambdaluce",-0.0905405368869102,0.0088587460110932,2.26472360064823
"beta",0.0145001568812387,-0.00686276909880445,-0.0987690375148338
"delta",-0.00686276909880445,0.0114092789056339,0.040301291800848
"lambdaluce",-0.0987690375148338,0.040301291800848,1.95162053042224
"beta",0.0234941023573226,-0.00192845901408983,-0.0895885128482782
"delta",-0.00192845901408983,0.0100143818838864,0.0214553811059018
"lambdaluce",-0.0895885128482782,0.0214553811059018,0.656221446229468
"beta",0.0254194511501806,-0.00262864021207245,-0.0499817344549877
"delta",-0.00262864021207245,0.0144434656254077,0.0136143814379975
"lambdaluce",-0.0499817344549877,0.0136143814379975,2.09890693215916
"beta",0.00855337502561393,-0.000632032759891059,-0.0466873986373714
"delta",-0.000632032759891059,0.025470185379042,0.0344329815700906
"lambdaluce",-0.0466873986373714,0.0344329815700906,0.859400288484608
"beta",0.0196802457756758,-0.00109622976852704,-0.141564847164014
"delta",-0.00109622976852704,0.00714074962330354,0.0164910447982467
"lambdaluce",-0.141564847164014,0.0164910447982467,2.0106625485982
"beta",0.00874256538972496,-0.00245362410935563,-0.00910892982197847
"delta",-0.00245362410935563,0.0116082540850279,-0.00322709197375332
"lambdaluce",-0.00910892982197847,-0.00322709197375332,2.1889973730071
"beta",0.0151597578105527,-0.000345271305569296,-0.0957615793008623
"delta",-0.000345271305569296,0.0103237823431364,0.055152693540619
"lambdaluce",-0.0957615793008623,0.055152693540619,1.77179375750892
"beta",0.0680207024695565,-0.0061510104616121,-0.0798710964261375
"delta",-0.0061510104616121,0.004492218318067,-0.0107332262519896
"lambdaluce",-0.0798710964261375,-0.0107332262519896,2.17014661559849
"beta",0.0230197489886333,-0.00503795435711113,-0.0399997828520954
"delta",-0.00503795435711113,0.00354298927365035,0.0135572451117577
"lambdaluce",-0.0399997828520954,0.0135572451117577,2.15682958813945
"beta",0.0273573111172317,-0.00487403953829654,-0.133165709268694
"delta",-0.00487403953829654,0.00524898224940933,0.0587035473432255
"lambdaluce",-0.133165709268694,0.0587035473432255,2.06762063450384
"beta",0.0325519380470718,-0.016620801407311,-0.0732333363725337
"delta",-0.016620801407311,0.0115340285290577,0.0162019567477127
"lambdaluce",-0.0732333363725337,0.0162019567477127,2.25257859498503
"beta",0.070745150220029,-0.00352269194882172,-0.0646451443880376
"delta",-0.00352269194882172,0.00210377554035385,-0.00343802346057975
"lambdaluce",-0.0646451443880376,-0.00343802346057975,2.10118206250446
"beta",0.0532391634084553,-0.00912804631911625,-0.0921811280448223
"delta",-0.00912804631911625,0.00687835863539519,0.00978318129961296
"lambdaluce",-0.0921811280448223,0.00978318129961296,2.24935561175983
"beta",0.0293867281232488,0.00230511043818749,-0.120871690429386
"delta",0.00230511043818749,0.0109477527232898,0.061308671247224
"lambdaluce",-0.120871690429386,0.061308671247224,1.92524115257367
"beta",0.026591638033162,-0.00732584089271396,-0.0670504859141259
"delta",-0.00732584089271396,0.00272991584257798,0.0196763132181566
"lambdaluce",-0.0670504859141259,0.0196763132181566,2.25954257176769
"beta",0.0692429040085717,-0.00778924796565592,-0.0948498318118007
"delta",-0.00778924796565592,0.00694955658614899,-0.00460491178838449
"lambdaluce",-0.0948498318118007,-0.00460491178838449,2.11070845879751
"beta",0.0521946823979824,-0.0102672160814809,-0.11154022819752
"delta",-0.0102672160814809,0.0120010006499154,-0.000257291069220355
"lambdaluce",-0.11154022819752,-0.000257291069220355,2.08385534498883
"beta",0.0531482197966422,-0.00813369051698782,-0.0674357417414298
"delta",-0.00813369051698782,0.00724268669855765,0.00972066837191697
"lambdaluce",-0.0674357417414298,0.00972066837191697,2.07948968877869
"beta",0.0110441541931611,-0.000683448204293887,-0.0833818760316995
"delta",-0.000683448204293887,0.0100934707191182,0.0234966642247349
"lambdaluce",-0.0833818760316995,0.0234966642247349,1.696010237327
"beta",0.05076004467922,-0.00767229570784596,-0.100675977209532
"delta",-0.00767229570784596,0.00642655798753136,0.0128568907595441
"lambdaluce",-0.100675977209532,0.0128568907595441,2.25298433096819
"beta",0.0155798399999915,-0.0032810219940463,-0.0183909066119611
"delta",-0.0032810219940463,0.00612255948627478,0.00839967447795523
"lambdaluce",-0.0183909066119611,0.00839967447795523,2.18623176859617
"beta",0.0509328419239492,-0.00982281409940401,-0.0808210589954172
"delta",-0.00982281409940401,0.011245295555733,0.00460826225039582
"lambdaluce",-0.0808210589954172,0.00460826225039582,2.26225638298324
"beta",0.00806711288574289,-0.00222536544282208,-0.0264674553270312
"delta",-0.00222536544282208,0.00567288115667517,0.00484793617866484
"lambdaluce",-0.0264674553270312,0.00484793617866484,2.2142367843567
"beta",0.00626686717903896,-0.00155390034344602,-0.0471384144058068
"delta",-0.00155390034344602,0.0174653768171998,0.022584607695534
"lambdaluce",-0.0471384144058068,0.022584607695534,1.14936404605695
"beta",0.0110513641595897,-6.44499717948295e-05,-0.0479518125327515
"delta",-6.44499717948295e-05,0.00754381299704408,0.00194895624368063
"lambdaluce",-0.0479518125327515,0.00194895624368063,0.459183257933829
"beta",0.0114184418935587,-0.00342901599466352,-0.00568302907636643
"delta",-0.00342901599466352,0.0122912549944915,0.0111970870657903
"lambdaluce",-0.00568302907636643,0.0111970870657903,2.19716203300131
"beta",0.0693407320638999,-0.00346174252121442,-0.0569557148491296
"delta",-0.00346174252121442,0.00192264515521969,-0.00597832890851747
"lambdaluce",-0.0569557148491296,-0.00597832890851747,2.11825453671824
"beta",0.023698536612345,-0.00918722956270636,-0.0445992970653839
"delta",-0.00918722956270636,0.00806983516094294,0.0110899845505015
"lambdaluce",-0.0445992970653839,0.0110899845505015,2.24311922682356
"beta",0.0295508762360314,0.00138719413432961,-0.0999648248114276
"delta",0.00138719413432961,0.00601576598903831,0.0218954128447425
"lambdaluce",-0.0999648248114276,0.0218954128447425,1.89790895877184
"beta",0.0123399712745644,-0.00171821171298221,-0.0913563352885203
"delta",-0.00171821171298221,0.0159330677133294,0.0649023090667135
"lambdaluce",-0.0913563352885203,0.0649023090667135,1.75831287215141
"beta",0.0194309507072076,-0.00391510569056151,-0.0677845046940701
"delta",-0.00391510569056151,0.0155330445192463,0.0222800005432832
"lambdaluce",-0.0677845046940701,0.0222800005432832,0.581163464754489
"beta",0.0218545657692808,-0.00413446023720607,-0.0999106651659963
"delta",-0.00413446023720607,0.00932052572240723,0.0374176087582034
"lambdaluce",-0.0999106651659963,0.0374176087582034,1.02851503040329
"beta",0.0518540223900012,-0.00992211363798723,-0.087593688048706
"delta",-0.00992211363798723,0.00628738439441798,0.00857948763309941
"lambdaluce",-0.087593688048706,0.00857948763309941,2.26152885475839
"beta",0.0136157850979125,-0.00463266292319529,-0.106397554461353
"delta",-0.00463266292319529,0.0117608446739564,0.0364398351899446
"lambdaluce",-0.106397554461353,0.0364398351899446,1.68980300628721
"beta",0.0560352922980076,-0.0114358417419526,-0.0960154366612939
"delta",-0.0114358417419526,0.00776342276549532,0.0158219654021121
"lambdaluce",-0.0960154366612939,0.0158219654021121,2.21799663856786
"beta",0.00778329746395093,-0.00093888002973885,-0.0606863735651235
"delta",-0.00093888002973885,0.00803930604421326,0.0352811117419677
"lambdaluce",-0.0606863735651235,0.0352811117419677,1.84466278145883
"beta",0.0515014477799235,-0.0095292776278294,-0.0985585587581464
"delta",-0.0095292776278294,0.00581862522887437,0.00787247217611739
"lambdaluce",-0.0985585587581464,0.00787247217611739,2.17769914239419
"beta",0.0151878166546814,-0.00642879883348711,0.0332152120465864
"delta",-0.00642879883348711,0.00509367751841294,-0.0157444638740387
"lambdaluce",0.0332152120465864,-0.0157444638740387,2.12040524791363
"beta",0.0116087826466875,-0.000692528589759636,-0.0588213499104606
"delta",-0.000692528589759636,0.0170023231543545,0.0373792101215624
"lambdaluce",-0.0588213499104606,0.0373792101215624,0.721273688949898
"beta",0.0647591648099702,-0.00700535489837643,-0.0803613634494768
"delta",-0.00700535489837643,0.00529372234667067,-0.00857410235861889
"lambdaluce",-0.0803613634494768,-0.00857410235861889,2.077150186025
"beta",0.0272750589139692,-0.00784913323983304,-0.0536818587452684
"delta",-0.00784913323983304,0.00459508273976166,0.0113147202864375
"lambdaluce",-0.0536818587452684,0.0113147202864375,2.09534511039135
"beta",0.0114415312331344,0.00100783038542548,-0.0618273795208778
"delta",0.00100783038542548,0.0119084066664178,0.017967329072407
"lambdaluce",-0.0618273795208778,0.017967329072407,0.723457703867899
"beta",0.0551204152660827,-0.00729645854584066,-0.105903812807389
"delta",-0.00729645854584066,0.00774281221032585,0.0164269094580821
"lambdaluce",-0.105903812807389,0.0164269094580821,2.24468144175919
"beta",0.06730995905452,-0.00633372921164223,-0.0934774684446444
"delta",-0.00633372921164223,0.00522712675152645,-0.00792462518864333
"lambdaluce",-0.0934774684446444,-0.00792462518864333,2.11280636294715
"beta",0.0570186325260871,-0.00920837368256113,-0.0979087906461726
"delta",-0.00920837368256113,0.00708319251474364,0.0115053368360429
"lambdaluce",-0.0979087906461726,0.0115053368360429,2.16520667194757
"beta",0.0113289991874302,-0.000243752427561254,-0.0754474717539975
"delta",-0.000243752427561254,0.00845304031746962,0.0258614590827
"lambdaluce",-0.0754474717539975,0.0258614590827,1.56953189178651
"beta",0.0185609036814294,-0.00564782125639741,-0.0275319261545774
"delta",-0.00564782125639741,0.00396162807592325,0.00917603566634355
"lambdaluce",-0.0275319261545774,0.00917603566634355,2.24777560169943
"beta",0.00855914777054777,-0.00199377747014591,-0.00974525730490314
"delta",-0.00199377747014591,0.00588045317896854,0.00682846507199651
"lambdaluce",-0.00974525730490314,0.00682846507199651,2.14706256608276
"beta",0.0161127342180354,-0.0034569581812902,-0.0644340561496786
"delta",-0.0034569581812902,0.00603831590078209,0.025547659356932
"lambdaluce",-0.0644340561496786,0.025547659356932,1.15670222035197
"beta",0.0559043336789506,-0.00916090092129999,-0.110342223233374
"delta",-0.00916090092129999,0.0061515655985955,0.0132582270520025
"lambdaluce",-0.110342223233374,0.0132582270520025,2.22669673575651
"beta",0.0546159714686419,-0.00886792420416492,-0.102599894607493
"delta",-0.00886792420416492,0.00561971631375075,0.0127156501805401
"lambdaluce",-0.102599894607493,0.0127156501805401,2.33810286986331
"beta",0.029587142544482,-0.00589055879822347,-0.0589667011155123
"delta",-0.00589055879822347,0.00366966380490262,0.0181350820831535
"lambdaluce",-0.0589667011155123,0.0181350820831535,2.39695036943894
"beta",0.0555586893342506,-0.00757357285028785,-0.100137146187956
"delta",-0.00757357285028785,0.00714161790266841,0.0158286200610165
"lambdaluce",-0.100137146187956,0.0158286200610165,2.18958610471472
"beta",0.0130797370959873,0.000759092601176682,-0.0933970467580271
"delta",0.000759092601176682,0.0099554672688254,0.0169232183626662
"lambdaluce",-0.0933970467580271,0.0169232183626662,1.65178754551225
"beta",0.0321914939675055,-0.00347877312623032,-0.121760614089326
"delta",-0.00347877312623032,0.00502963240169646,0.051028760940241
"lambdaluce",-0.121760614089326,0.051028760940241,1.96486472924982
"beta",0.0103596772771965,-0.00361678702198762,-0.0500642828505306
"delta",-0.00361678702198762,0.00991254737705168,0.00747691626325864
"lambdaluce",-0.0500642828505306,0.00747691626325864,2.36079883163201
"beta",0.0129930861684015,-0.00349735479262164,-0.10782720400472
"delta",-0.00349735479262164,0.0169958333580495,0.0439832894235248
"lambdaluce",-0.10782720400472,0.0439832894235248,2.13212933478836
"beta",0.0149194580895542,-0.00720092753736692,-0.0274498358511849
"delta",-0.00720092753736692,0.006682157423742,0.0252962510051083
"lambdaluce",-0.0274498358511849,0.0252962510051083,1.52184006587644
"beta",0.0669843317905657,-0.00839394007971066,-0.0950878338869108
"delta",-0.00839394007971066,0.00615921786913151,-0.00884638300706273
"lambdaluce",-0.0950878338869108,-0.00884638300706273,1.98860820563016
"beta",0.0684911114607666,-0.00462628611600714,-0.0666490461426389
"delta",-0.00462628611600714,0.00273058518916335,-0.00671776597197861
"lambdaluce",-0.0666490461426389,-0.00671776597197861,2.02993355430309
"beta",0.0537214114070961,-0.00771505840874559,-0.0916615947015955
"delta",-0.00771505840874559,0.00628025098870201,0.0069390093281153
"lambdaluce",-0.0916615947015955,0.0069390093281153,2.17553093077156
"beta",0.0241816125919086,-0.00591590786265175,-0.120907843622284
"delta",-0.00591590786265175,0.00789711469621024,0.0488688154065296
"lambdaluce",-0.120907843622284,0.0488688154065296,1.17881997754947
"beta",0.0702369272038706,-0.00581934634167471,-0.0489470082173535
"delta",-0.00581934634167471,0.00378024862773235,-0.00786873658589311
"lambdaluce",-0.0489470082173535,-0.00786873658589311,2.18864582109953
"beta",0.0109444082288044,-0.00267131282304271,-0.0940819541923995
"delta",-0.00267131282304271,0.0107187033587451,0.0557035548784765
"lambdaluce",-0.0940819541923995,0.0557035548784765,2.03877655946579
"beta",0.0606540892135687,-0.0111751366204248,-0.0877597289693767
"delta",-0.0111751366204248,0.00692790598269706,-0.00806777183149359
"lambdaluce",-0.0877597289693767,-0.00806777183149359,2.0280201567679
"beta",0.0061933577139992,0.000144484551829111,-0.0531932668805047
"delta",0.000144484551829111,0.0184313180028054,0.0567065370214321
"lambdaluce",-0.0531932668805047,0.0567065370214321,2.12440907722109
"beta",0.020262534295606,-0.00046632321702537,-0.134689952422267
"delta",-0.00046632321702537,0.00654026185751894,0.0132815647465624
"lambdaluce",-0.134689952422267,0.0132815647465624,1.91412026155918
"beta",0.0673073183857728,-0.00528966852112278,-0.0502467207592011
"delta",-0.00528966852112278,0.00325724874867486,-0.00903373292267283
"lambdaluce",-0.0502467207592011,-0.00903373292267283,2.04970470062377
"beta",0.0535092479023534,-0.00952191868601111,-0.0824701709986458
"delta",-0.00952191868601111,0.00637904440472153,0.00398289056960322
"lambdaluce",-0.0824701709986458,0.00398289056960322,2.18463201372638
"beta",0.0145134594392769,-0.00292990772320106,-0.093126124352443
"delta",-0.00292990772320106,0.00336274091594036,0.0419774889605873
"lambdaluce",-0.093126124352443,0.0419774889605873,2.24033047345187
"beta",0.0682521044565096,-0.00716938202977363,-0.0896348493624621
"delta",-0.00716938202977363,0.00509262921758407,-0.00101291449131919
"lambdaluce",-0.0896348493624621,-0.00101291449131919,2.06662978656275
"beta",0.0693614432630844,-0.00546831296516835,-0.0746090823534019
"delta",-0.00546831296516835,0.00417697569260863,-0.00968400684878934
"lambdaluce",-0.0746090823534019,-0.00968400684878934,1.99376903390355
"beta",0.0674227856185602,-0.00481176720706268,-0.0635828361495564
"delta",-0.00481176720706268,0.00303577058949003,-0.00609189513425666
"lambdaluce",-0.0635828361495564,-0.00609189513425666,1.95510212350715
"beta",0.0214170464297061,-0.0042328714169759,-0.0447235004487022
"delta",-0.0042328714169759,0.0117740648224986,0.00617566222546564
"lambdaluce",-0.0447235004487022,0.00617566222546564,2.37635350349646
"beta",0.0122375965165956,0.000452192334246612,-0.0997616073805656
"delta",0.000452192334246612,0.0139164355361347,0.0224970563409766
"lambdaluce",-0.0997616073805656,0.0224970563409766,2.04798588467834
"beta",0.0308806294051946,-0.00880111986742882,-0.0570984344327078
"delta",-0.00880111986742882,0.00290664167374365,0.0113775848380431
"lambdaluce",-0.0570984344327078,0.0113775848380431,2.23190711911165
"beta",0.0223954897610538,-0.000516659264229281,-0.124238840669825
"delta",-0.000516659264229281,0.00827584433406479,0.0266941460219296
"lambdaluce",-0.124238840669825,0.0266941460219296,1.3202828086861
"beta",0.0131137157256567,-0.00793109943986082,0.0183025579409689
"delta",-0.00793109943986082,0.0100255484792435,-0.0307095446432386
"lambdaluce",0.0183025579409689,-0.0307095446432386,1.78829053032049
"beta",0.0141228201741556,-0.00560504457455336,-0.0414895508779239
"delta",-0.00560504457455336,0.0101447472991299,0.00770159843347432
"lambdaluce",-0.0414895508779239,0.00770159843347432,2.09552967339626
"beta",0.0132300457297069,0.00149654658454995,-0.0966416030366198
"delta",0.00149654658454995,0.0122460979267264,0.0376903658075683
"lambdaluce",-0.0966416030366198,0.0376903658075683,2.23580739232447
"beta",0.0207442373875439,-0.00147223795677527,-0.0510831321420477
"delta",-0.00147223795677527,0.00967252170579572,-0.00062098206882167
"lambdaluce",-0.0510831321420477,-0.00062098206882167,2.18589107322884
"beta",0.0115866286108364,-0.000790919607789022,-0.0838312259051892
"delta",-0.000790919607789022,0.0073916707644828,0.0230078246954021
"lambdaluce",-0.0838312259051892,0.0230078246954021,2.0393939850528
"beta",0.0637123086118756,-0.0100390687782675,-0.104987884689002
"delta",-0.0100390687782675,0.0076087640045478,-0.00219932303647257
"lambdaluce",-0.104987884689002,-0.00219932303647257,2.13160832128373
"beta",0.00856978960929196,4.44854398438338e-05,-0.0536792072019699
"delta",4.44854398438338e-05,0.018808831919075,0.0212646573380841
"lambdaluce",-0.0536792072019699,0.0212646573380841,1.14215903770803
"beta",0.0715279978727906,-0.00524753174766268,-0.0655780344814982
"delta",-0.00524753174766268,0.00311228762432,-0.00758160714024307
"lambdaluce",-0.0655780344814982,-0.00758160714024307,2.02830250588462
"beta",0.0658362381220952,-0.00463962252597477,-0.0692418902944582
"delta",-0.00463962252597477,0.00367094799244684,-0.0071397399972567
"lambdaluce",-0.0692418902944582,-0.0071397399972567,2.25010528228678
"beta",0.00910837039914472,-0.00250891601357956,-0.00952924424526777
"delta",-0.00250891601357956,0.00686034213742331,0.0073884885617197
"lambdaluce",-0.00952924424526777,0.0073884885617197,2.20636241332378
"beta",0.0181436494284302,-0.00841921778966063,-0.0355935647550224
"delta",-0.00841921778966063,0.00592157882781672,0.00624465985313196
"lambdaluce",-0.0355935647550224,0.00624465985313196,2.1362827022235
"beta",0.0245280157551412,-0.0078548822798576,-0.0726645534005209
"delta",-0.0078548822798576,0.00456363511232009,0.0213677967198656
"lambdaluce",-0.0726645534005209,0.0213677967198656,1.97888200372724
"beta",0.0192478926186222,-0.00665818832847908,-0.0142290916635938
"delta",-0.00665818832847908,0.00334162207032758,0.00448947454138559
"lambdaluce",-0.0142290916635938,0.00448947454138559,2.13361323822093
"beta",0.071451351989859,-0.00607411723042901,-0.0749759887275379
"delta",-0.00607411723042901,0.00368351324778171,-0.00273972895958829
"lambdaluce",-0.0749759887275379,-0.00273972895958829,2.1434558567761
"beta",0.0576726434506469,-0.00488176301762531,-0.0963855070015818
"delta",-0.00488176301762531,0.0095187507426261,0.0143885111247216
"lambdaluce",-0.0963855070015818,0.0143885111247216,2.26275441205553
"beta",0.0679321179298798,-0.00542854080191005,-0.0561136213267373
"delta",-0.00542854080191005,0.00392708988863003,-0.0100729428326191
"lambdaluce",-0.0561136213267373,-0.0100729428326191,2.07925012943134
"beta",0.00820350339725185,-0.00216238957515604,-0.013798750107299
"delta",-0.00216238957515604,0.0112956459691821,-0.00110359184914305
"lambdaluce",-0.013798750107299,-0.00110359184914305,2.05085200015065
"beta",0.0673504582041011,-0.00590782602286386,-0.0680676228350386
"delta",-0.00590782602286386,0.00373871824152066,-0.0079680178826195
"lambdaluce",-0.0680676228350386,-0.0079680178826195,2.00705530771236
"beta",0.0678336483787535,-0.00587287360217517,-0.0878165259381572
"delta",-0.00587287360217517,0.00377049717138637,-0.00654595213982782
"lambdaluce",-0.0878165259381572,-0.00654595213982782,2.13010970883739
"beta",0.00843461350227421,-0.000132070955246312,-0.0388030238040128
"delta",-0.000132070955246312,0.0192964528961189,0.00998532828334063
"lambdaluce",-0.0388030238040128,0.00998532828334063,0.592830080666024
"beta",0.0333893661092264,-0.0106483095366093,-0.0642078576844158
"delta",-0.0106483095366093,0.00445738256384026,0.0221195528815217
"lambdaluce",-0.0642078576844158,0.0221195528815217,2.20228437304734
"beta",0.0675704863407271,-0.00683765505285719,-0.0868486543072193
"delta",-0.00683765505285719,0.00483187243844087,-0.00888353888078392
"lambdaluce",-0.0868486543072193,-0.00888353888078392,2.00851152321906
"beta",0.00674422669032395,0.000143559876769277,-0.0480944709850141
"delta",0.000143559876769277,0.0168693326681009,0.0108843023961154
"lambdaluce",-0.0480944709850141,0.0108843023961154,1.08446378035889
"beta",0.0176083498579777,-0.000777370523788703,-0.0973742218161682
"delta",-0.000777370523788703,0.0120257723059661,0.0189694614904549
"lambdaluce",-0.0973742218161682,0.0189694614904549,1.19449728410685
"beta",0.0240288017162307,-0.00720079968807422,-0.0866868427050947
"delta",-0.00720079968807422,0.0118795889618632,0.0123251251856534
"lambdaluce",-0.0866868427050947,0.0123251251856534,1.96416046585428
"beta",0.0464114961140094,-0.00818860986368398,-0.0815044142344538
"delta",-0.00818860986368398,0.00515036681706584,0.00443702449951344
"lambdaluce",-0.0815044142344538,0.00443702449951344,2.23849511334495
"beta",0.0129990480327987,-0.00246619557554192,-0.0895724623911671
"delta",-0.00246619557554192,0.0164373190213483,0.0439992056988711
"lambdaluce",-0.0895724623911671,0.0439992056988711,1.29449227211834
"beta",0.0240507594634478,-0.00747232371135732,-0.122892402276582
"delta",-0.00747232371135732,0.00324934802779066,0.0391830842984505
"lambdaluce",-0.122892402276582,0.0391830842984505,2.00690165932288
"beta",0.0100531061905351,-0.000858069607452782,-0.0960769809230908
"delta",-0.000858069607452782,0.0105913626250332,0.0251698921457738
"lambdaluce",-0.0960769809230908,0.0251698921457738,2.26526898879227
"beta",0.0131149579845885,-0.00612482978215718,-0.0291780633147154
"delta",-0.00612482978215718,0.00637658857823154,0.0179341159100528
"lambdaluce",-0.0291780633147154,0.0179341159100528,1.76315454010294
"beta",0.0144118807226189,8.86875146690024e-05,-0.0950290534986125
"delta",8.86875146690024e-05,0.0148639094158004,0.0291127398385785
"lambdaluce",-0.0950290534986125,0.0291127398385785,1.67189378957745
"beta",0.0614855673811899,-0.00992652463988503,-0.106487977629143
"delta",-0.00992652463988503,0.0062087005075725,-0.00156679963593121
"lambdaluce",-0.106487977629143,-0.00156679963593121,2.07093957877918
"beta",0.0513028271534103,-0.0096933051653234,-0.104164557512388
"delta",-0.0096933051653234,0.00609084077379129,0.0155643505767476
"lambdaluce",-0.104164557512388,0.0155643505767476,2.39021874551184
"beta",0.0510464187418875,-0.00808341867843841,-0.0900465045989593
"delta",-0.00808341867843841,0.00648185930557347,0.0131537459593311
"lambdaluce",-0.0900465045989593,0.0131537459593311,2.27880048565677
"beta",0.00906507686372968,-0.00255403265879529,-0.0189995821484032
"delta",-0.00255403265879529,0.00544304737632271,-0.000599653369467696
"lambdaluce",-0.0189995821484032,-0.000599653369467696,2.18363936225522
"beta",0.0298301296128994,-0.00879588339006585,-0.0897147218474936
"delta",-0.00879588339006585,0.00307435045367806,0.0266751629681396
"lambdaluce",-0.0897147218474936,0.0266751629681396,2.22897048132801
"beta",0.0103127763289877,-0.00247722111922229,-0.0982004487215243
"delta",-0.00247722111922229,0.0109843189857344,0.0294545371867751
"lambdaluce",-0.0982004487215243,0.0294545371867751,1.67855888511709
"beta",0.0497450839021675,-0.00883841596289802,-0.100447129381182
"delta",-0.00883841596289802,0.00538889500012324,0.0120574169481778
"lambdaluce",-0.100447129381182,0.0120574169481778,2.16252550062447
"beta",0.0528773782621955,-0.0078791480393337,-0.0833532040536274
"delta",-0.0078791480393337,0.00519157707747369,0.00722289714089832
"lambdaluce",-0.0833532040536274,0.00722289714089832,2.24658302902507
"beta",0.00895453933693156,-0.00346818521543001,-0.0157885284600827
"delta",-0.00346818521543001,0.00619104451401309,0.00742064316757421
"lambdaluce",-0.0157885284600827,0.00742064316757421,2.1947523120671
"beta",0.0114301628768818,-0.000495858133881587,-0.0726548945255875
"delta",-0.000495858133881587,0.0143181830006329,0.0227555314475097
"lambdaluce",-0.0726548945255875,0.0227555314475097,1.58252064852312
"beta",0.0100719305630586,-0.000795992260751117,-0.0857601847307593
"delta",-0.000795992260751117,0.0108638402630822,0.0608332368377177
"lambdaluce",-0.0857601847307593,0.0608332368377177,2.03690386330214
"beta",0.0236817883033294,-0.0068389072802907,-0.0272565336425333
"delta",-0.0068389072802907,0.00340855069134973,0.0105805596979331
"lambdaluce",-0.0272565336425333,0.0105805596979331,2.06480773913329
"beta",0.0546986387538852,-0.00741642676374197,-0.0827274224889535
"delta",-0.00741642676374197,0.0080021053189186,0.00753209519291464
"lambdaluce",-0.0827274224889535,0.00753209519291464,2.21790004441444
"beta",0.0162400292008075,-0.00641383942953943,-0.107212783500045
"delta",-0.00641383942953943,0.0108848182553069,0.0491878692246265
"lambdaluce",-0.107212783500045,0.0491878692246265,1.52980190611514
"beta",0.0224641999677625,-0.00377469474796877,-0.0457612664498185
"delta",-0.00377469474796877,0.0112442352853091,0.00159604801883414
"lambdaluce",-0.0457612664498185,0.00159604801883414,2.11916580869679
"beta",0.018937924979459,2.23697770286607e-05,-0.0890409618916009
"delta",2.23697770286607e-05,0.00676165518054762,0.00276575767135027
"lambdaluce",-0.0890409618916009,0.00276575767135027,0.89693986925718
"beta",0.0726573583390526,-0.00392688154786976,-0.0728291481301945
"delta",-0.00392688154786976,0.00224937936789132,-0.00478817737828779
"lambdaluce",-0.0728291481301945,-0.00478817737828779,2.07348157602072
"beta",0.0578772544916604,-0.00974542568929925,-0.0912562746221886
"delta",-0.00974542568929925,0.00612743184045548,-0.00924822625338486
"lambdaluce",-0.0912562746221886,-0.00924822625338486,1.96422484540664
"beta",0.0169443063632822,-0.00720456612661623,-0.0770976024535908
"delta",-0.00720456612661623,0.00704958449033588,0.0401184436143443
"lambdaluce",-0.0770976024535908,0.0401184436143443,2.15413885257139
"beta",0.0154901305216309,-0.00623428119182661,-0.106753703577072
"delta",-0.00623428119182661,0.0120120895961293,0.0448392606364585
