"","alpha","beta","gamma","delta","lambda","luce"
"alpha",0.000367237640585233,0.000298852963097091,-0.000111399938043391,2.71525777258772e-05,-0.000770712924276961,-0.00181386495799073
"beta",0.000298852963097091,0.0402790532690035,-6.24520983520358e-05,-0.00622741609658885,-0.0914816176287741,-0.00418535573688469
"gamma",-0.000111399938043391,-6.24520983520358e-05,5.73235360052939e-05,-7.8029490983337e-06,0.000371185332423015,0.000372310481095014
"delta",2.71525777258772e-05,-0.00622741609658885,-7.8029490983337e-06,0.00132928487912695,-0.000338242406051684,-9.41516533509289e-05
"lambda",-0.000770712924276961,-0.0914816176287741,0.000371185332423015,-0.000338242406051684,1.17203943410945,0.00225023460745333
"luce",-0.00181386495799073,-0.00418535573688469,0.000372310481095014,-9.41516533509289e-05,0.00225023460745333,0.0242968663793904
"alpha",0.0212421139088575,0.000694483918336865,-0.000702466930409569,0.000378317163129892,0.00899581435478781,-0.012862992587425
"beta",0.000694483918336865,0.0319786353918332,2.83343392640738e-05,-0.00657543511490559,-0.0582548752764711,-0.00952137771923509
"gamma",-0.000702466930409569,2.83343392640738e-05,0.000814131252097654,5.49239988029107e-06,-0.000523289345623102,2.46613726140557e-05
"delta",0.000378317163129892,-0.00657543511490559,5.49239988029107e-06,0.0021531259004304,-0.00791885097578506,-0.0011852654497598
"lambda",0.00899581435478781,-0.0582548752764711,-0.000523289345623102,-0.00791885097578506,1.22323936199435,-0.0406658701823408
"luce",-0.012862992587425,-0.00952137771923509,2.46613726140557e-05,-0.0011852654497598,-0.0406658701823408,0.0775669236354179
"alpha",0.00123431949460631,-0.000130425676174668,-0.000405514094949612,7.81856997461089e-05,0.00845358444537755,-0.00427668841391327
"beta",-0.000130425676174668,0.000947378599564404,4.94086827817048e-05,-0.000360882066764635,-0.00774990708754721,0.000259287000102727
"gamma",-0.000405514094949612,4.94086827817048e-05,0.000171671158762221,-2.81057545865067e-05,-0.00263110048718527,0.00127376819247956
"delta",7.81856997461089e-05,-0.000360882066764635,-2.81057545865067e-05,0.000320296479512271,0.00291521852339474,-0.000115547116317466
"lambda",0.00845358444537755,-0.00774990708754721,-0.00263110048718527,0.00291521852339474,0.118597253730808,-0.0313999130680093
"luce",-0.00427668841391327,0.000259287000102727,0.00127376819247956,-0.000115547116317466,-0.0313999130680093,0.0228062839569779
"alpha",0.0013689365877544,-8.92882038731369e-05,-0.000398580486003462,6.89419834656545e-05,0.0157537560606283,-0.00463481098777724
"beta",-8.92882038731369e-05,0.00295306529894113,4.95403149294228e-05,-0.000417804345485992,-0.0297885137985505,0.000276164847586948
"gamma",-0.000398580486003462,4.95403149294228e-05,0.00136007274293343,-4.12366070923673e-05,-0.00449066417697998,0.00117914917050962
"delta",6.89419834656545e-05,-0.000417804345485992,-4.12366070923673e-05,0.000265543103105285,0.0055750919636879,-0.000145385486947229
"lambda",0.0157537560606283,-0.0297885137985505,-0.00449066417697998,0.0055750919636879,0.534825698519671,-0.0635949506548893
"luce",-0.00463481098777724,0.000276164847586948,0.00117914917050962,-0.000145385486947229,-0.0635949506548893,0.0200459067877569
"alpha",0.00140386199808303,0.00010921978460317,-0.000610803896706911,-7.02728268977179e-05,0.00457616860564288,-0.0016642813425384
"beta",0.00010921978460317,0.000424235442197673,0.00013881382457066,-0.000351185099363836,-0.0083984019027442,-0.000371551924389375
"gamma",-0.000610803896706911,0.00013881382457066,0.0156941510971528,-0.000145752327763419,-0.00144978931223161,-0.000308132330224578
"delta",-7.02728268977179e-05,-0.000351185099363836,-0.000145752327763419,0.000480513322418775,0.00658942462006069,0.000333795418576211
"lambda",0.00457616860564288,-0.0083984019027442,-0.00144978931223161,0.00658942462006069,0.488372179505828,-0.0270148066531462
"luce",-0.0016642813425384,-0.000371551924389375,-0.000308132330224578,0.000333795418576211,-0.0270148066531462,0.00815243702052002
"alpha",0.00130091148879054,0.000334665242732869,-0.000779999860856507,-9.04485882141457e-06,0.00744341226300394,-0.00581342406655613
"beta",0.000334665242732869,0.00262870706796729,-0.000166486937383673,-0.000152199622109324,-0.0135360337087396,-0.00162536653427183
"gamma",-0.000779999860856507,-0.000166486937383673,0.00358580881858711,5.21729129827062e-05,-0.00429250152579847,0.00354103776587382
"delta",-9.04485882141457e-06,-0.000152199622109324,5.21729129827062e-05,0.000398170106153293,0.0016374973193045,7.86638469750479e-05
"lambda",0.00744341226300394,-0.0135360337087396,-0.00429250152579847,0.0016374973193045,0.163314829859446,-0.0386530673327843
"luce",-0.00581342406655613,-0.00162536653427183,0.00354103776587382,7.86638469750479e-05,-0.0386530673327843,0.0303594928645588
"alpha",0.000696434618002812,5.94972944159695e-05,-0.000205737839289781,-3.88068126158744e-05,0.00742892973344575,-0.00257665600108172
"beta",5.94972944159695e-05,0.000317168735125287,-1.61032303733154e-05,-0.000317095773579775,-0.00472597275410018,-0.000125181787302436
"gamma",-0.000205737839289781,-1.61032303733154e-05,0.000108021330946349,1.52029381645008e-05,-0.00192575098548637,0.000720562232027112
"delta",-3.88068126158744e-05,-0.000317095773579775,1.52029381645008e-05,0.000782261318881198,0.00691602737882466,0.000508082676923297
"lambda",0.00742892973344575,-0.00472597275410018,-0.00192575098548637,0.00691602737882466,0.24436895116773,-0.0337948942986127
"luce",-0.00257665600108172,-0.000125181787302436,0.000720562232027112,0.000508082676923297,-0.0337948942986127,0.0183067127236565
"alpha",0.00278393367955423,0.000484463034457549,0.000179248584327514,-0.000251608332371846,0.0161160331185104,-0.00798572771647606
"beta",0.000484463034457549,0.00497117962834325,-0.000303622460031215,-0.00335617730609034,-0.0499303481394393,-0.00236209643126625
"gamma",0.000179248584327514,-0.000303622460031215,0.00283119746056915,0.000254115818354558,-0.00425524618094441,0.00334467404059864
"delta",-0.000251608332371846,-0.00335617730609034,0.000254115818354558,0.00297534301836169,0.0316800576791271,0.00136649847471835
"lambda",0.0161160331185104,-0.0499303481394393,-0.00425524618094441,0.0316800576791271,0.915027500732974,-0.0637647825410735
"luce",-0.00798572771647606,-0.00236209643126625,0.00334467404059864,0.00136649847471835,-0.0637647825410735,0.035315889972721
"alpha",0.0142465828749819,0.000131672003584239,-0.00212423543092899,-4.09293054934632e-05,0.0348611707201542,-0.0148881635350618
"beta",0.000131672003584239,0.00163040634632282,1.21844985910501e-05,-0.000619716785913442,-0.0146585103087362,-0.000907952149722584
"gamma",-0.00212423543092899,1.21844985910501e-05,0.000487128709489495,-6.9430310600523e-08,0.00129959438911924,-0.000549127167212808
"delta",-4.09293054934632e-05,-0.000619716785913442,-6.9430310600523e-08,0.000333142506167548,0.00614351096138849,0.00026563865706303
"lambda",0.0348611707201542,-0.0146585103087362,0.00129959438911924,0.00614351096138849,0.604932317392925,-0.16517013980321
"luce",-0.0148881635350618,-0.000907952149722584,-0.000549127167212808,0.00026563865706303,-0.16517013980321,0.0744285542475925
"alpha",0.00321830922804489,0.0018960184311021,-0.000423181103674775,0.00013754330047494,0.0019122002290336,-0.00947362259203053
"beta",0.0018960184311021,0.0353716947220741,-0.000409266226806191,-0.00448728023385689,-0.0926806853052562,-0.00609556792600141
"gamma",-0.000423181103674775,-0.000409266226806191,0.0040321057666891,8.55174270360446e-06,0.00194067934105666,0.00102167024700478
"delta",0.00013754330047494,-0.00448728023385689,8.55174270360446e-06,0.000880859606953995,-0.00112986344593548,-0.000487964568478938
"lambda",0.0019122002290336,-0.0926806853052562,0.00194067934105666,-0.00112986344593548,1.25464514202334,-0.0076180968823484
"luce",-0.00947362259203053,-0.00609556792600141,0.00102167024700478,-0.000487964568478938,-0.0076180968823484,0.0320605778159736
"alpha",0.00215692647851027,-2.23150980381425e-06,-0.000985808540806999,2.43462288530109e-06,0.0144887862241134,-0.00935981846401797
"beta",-2.23150980381425e-06,0.000435926936283947,-1.09113440260081e-05,-0.0001036916381282,-0.00295971222448628,-0.000189443477819078
"gamma",-0.000985808540806999,-1.09113440260081e-05,0.000652589398216731,2.24814509966125e-06,-0.00622647979785102,0.00405743803073007
"delta",2.43462288530109e-06,-0.0001036916381282,2.24814509966125e-06,5.05161364703736e-05,0.000594202166736475,-0.000137887772214781
"lambda",0.0144887862241134,-0.00295971222448628,-0.00622647979785102,0.000594202166736475,0.130545288386345,-0.061997397856555
"luce",-0.00935981846401797,-0.000189443477819078,0.00405743803073007,-0.000137887772214781,-0.061997397856555,0.0528370955019821
"alpha",0.000777675275299978,7.69532915676905e-05,-0.000188660832457571,-2.22173120609061e-05,0.012471211319632,-0.00428553855628156
"beta",7.69532915676905e-05,0.0046189836888357,-2.56834540719263e-05,-0.00145761314857509,-0.0450506861706722,-0.0029542053442907
"gamma",-0.000188660832457571,-2.56834540719263e-05,0.000482623768052431,7.55786349870329e-06,-0.00326820973430359,0.00116130932222865
"delta",-2.22173120609061e-05,-0.00145761314857509,7.55786349870329e-06,0.000547244044599042,0.0142644572365706,0.00135514559302221
"lambda",0.012471211319632,-0.0450506861706722,-0.00326820973430359,0.0142644572365706,0.727060409383087,-0.0511070645923422
"luce",-0.00428553855628156,-0.0029542053442907,0.00116130932222865,0.00135514559302221,-0.0511070645923422,0.0341174540926756
"alpha",0.000826755090951659,0.000429730545986732,-0.000273121802791676,-9.10432075010282e-05,0.00393151416739073,-0.00430243887943783
"beta",0.000429730545986732,0.0101108029420838,-0.000230077903010745,-0.00243623196422458,-0.0530002127551735,-0.00323351500241871
"gamma",-0.000273121802791676,-0.000230077903010745,0.000369386530696418,5.15435128453267e-05,-0.00049659148841948,0.00151382431958386
"delta",-9.10432075010282e-05,-0.00243623196422458,5.15435128453267e-05,0.000600129392896667,0.0129544744412571,0.000702477156261576
"lambda",0.00393151416739073,-0.0530002127551735,-0.00049659148841948,0.0129544744412571,0.377277684496056,-0.018455331135642
"luce",-0.00430243887943783,-0.00323351500241871,0.00151382431958386,0.000702477156261576,-0.018455331135642,0.0277863049861431
"alpha",0.00946653221584123,0.00315769827927097,-0.000634827971330328,0.000174816134263982,0.0114495840551926,-0.0246881800959663
"beta",0.00315769827927097,0.049492406168017,-5.8950613610591e-05,-0.00185406453163615,-0.0663678241602702,-0.0103228759705853
"gamma",-0.000634827971330328,-5.8950613610591e-05,0.000140518009170308,7.25845987347959e-06,-0.000900648124034563,0.00118142038176962
"delta",0.000174816134263982,-0.00185406453163615,7.25845987347959e-06,0.00135770715114504,-0.00179249451673816,-0.000466830619879788
"lambda",0.0114495840551926,-0.0663678241602702,-0.000900648124034563,-0.00179249451673816,1.22750452772293,-0.0330621071247346
"luce",-0.0246881800959663,-0.0103228759705853,0.00118142038176962,-0.000466830619879788,-0.0330621071247346,0.0768169781372135
"alpha",0.00563429419233729,0.00279116410616664,-0.000575958120588388,0.000255711800190754,0.0203443974195089,-0.0104086790403816
"beta",0.00279116410616664,0.0112489692313163,-0.00029875523527534,-0.00233967200855647,-0.0470732389619436,-0.00730730424902703
"gamma",-0.000575958120588388,-0.00029875523527534,0.000125460280666207,1.43300284889517e-05,-0.00176622457518336,0.00197085615093077
"delta",0.000255711800190754,-0.00233967200855647,1.43300284889517e-05,0.00126002230531862,0.00220407539821162,0.000823425495791475
"lambda",0.0203443974195089,-0.0470732389619436,-0.00176622457518336,0.00220407539821162,0.795252149251619,-0.0315365225641972
"luce",-0.0104086790403816,-0.00730730424902703,0.00197085615093077,0.000823425495791475,-0.0315365225641972,0.0513052270801157
"alpha",0.00104267616697808,6.10313806108796e-05,0.000104901722563945,-1.9738334731499e-05,0.00695790846441053,-0.00193386523040045
"beta",6.10313806108796e-05,0.00334178555210284,2.51000261695522e-05,-0.000277359897411856,-0.0321103378962802,-7.03113689873425e-05
"gamma",0.000104901722563945,2.51000261695522e-05,0.00411362755198788,1.75071856694652e-05,-0.00358869042712059,0.00089559401609411
"delta",-1.9738334731499e-05,-0.000277359897411856,1.75071856694652e-05,0.000182569195485987,0.00332256758594319,-2.52038944863912e-05
"lambda",0.00695790846441053,-0.0321103378962802,-0.00358869042712059,0.00332256758594319,0.452589424990052,-0.0284798951507504
"luce",-0.00193386523040045,-7.03113689873425e-05,0.00089559401609411,-2.52038944863912e-05,-0.0284798951507504,0.0075246402923215
"alpha",0.0230109147375261,-0.000312411110031231,-0.00098225499321317,5.84591379855074e-05,0.00454563492870636,-0.00503275127372858
"beta",-0.000312411110031231,0.00597195287274363,2.426427959503e-05,-0.00132765016218998,-0.0144884559978342,-0.00246909326875539
"gamma",-0.00098225499321317,2.426427959503e-05,0.00125627234595657,-8.49925629179461e-06,0.000107219543954418,-0.000234394600626232
"delta",5.84591379855074e-05,-0.00132765016218998,-8.49925629179461e-06,0.000341174256082037,0.00328098337637472,0.000537039519537867
"lambda",0.00454563492870636,-0.0144884559978342,0.000107219543954418,0.00328098337637472,0.637674159411814,-0.0328622680655092
"luce",-0.00503275127372858,-0.00246909326875539,-0.000234394600626232,0.000537039519537867,-0.0328622680655092,0.0445352326222164
"alpha",0.00439785384067729,0.00253371240929909,-0.000489630255430303,5.14429947016898e-05,0.00549078738968232,-0.0144326897252766
"beta",0.00253371240929909,0.045086267588727,-0.000230359994130703,-0.0055378129458746,-0.0958901106904724,-0.00907797968053022
"gamma",-0.000489630255430303,-0.000230359994130703,0.000150460657730972,-7.10718713900813e-06,-0.000255836490784285,0.00145677039619638
"delta",5.14429947016898e-05,-0.0055378129458746,-7.10718713900813e-06,0.00095570657025659,-0.000171086448089765,-0.000146659411669974
"lambda",0.00549078738968232,-0.0958901106904724,-0.000255836490784285,-0.000171086448089765,1.24652773963001,-0.0196376356052301
"luce",-0.0144326897252766,-0.00907797968053022,0.00145677039619638,-0.000146659411669974,-0.0196376356052301,0.0524018097985767
"alpha",0.00557619875947262,0.00205434326619695,-0.000216220016784722,-0.000141995024724215,0.0314563951293217,-0.0169759899697558
"beta",0.00205434326619695,0.00423110365540211,-6.24367400637047e-05,-0.000222429976345312,-0.0258728951579923,-0.00675764484107595
"gamma",-0.000216220016784722,-6.24367400637047e-05,0.000147615151778152,1.44335585503332e-05,-0.0010142503669914,0.000570675309798301
"delta",-0.000141995024724215,-0.000222429976345312,1.44335585503332e-05,0.000155328439638034,0.00101293717153028,0.000474148791256712
"lambda",0.0314563951293217,-0.0258728951579923,-0.0010142503669914,0.00101293717153028,0.695877397063614,-0.111524014296242
"luce",-0.0169759899697558,-0.00675764484107595,0.000570675309798301,0.000474148791256712,-0.111524014296242,0.059559758337067
"alpha",0.00136364614694644,0.000609980102390598,-0.000533961443586856,-2.81752940244669e-05,0.00297255877550202,-0.00407505533514071
"beta",0.000609980102390598,0.0150499799496803,-0.00032492698098336,-0.00236401884797488,-0.030095783276505,-0.00396442053271309
"gamma",-0.000533961443586856,-0.00032492698098336,0.015467941960251,2.51236490875144e-05,-0.00154325209701436,5.83068086245138e-05
"delta",-2.81752940244669e-05,-0.00236401884797488,2.51236490875144e-05,0.00124029993471308,0.00228628878152634,0.000103054345284959
"lambda",0.00297255877550202,-0.030095783276505,-0.00154325209701436,0.00228628878152634,0.6954793107439,-0.0149520019433745
"luce",-0.00407505533514071,-0.00396442053271309,5.83068086245138e-05,0.000103054345284959,-0.0149520019433745,0.0266996711373005
"alpha",0.0035066743158332,0.0002293626550509,-0.000634430077925401,-0.00021311106973855,0.0353579810941982,-0.00997142566814899
"beta",0.0002293626550509,0.000798639494486058,-5.25410722910437e-05,-0.000722811320727204,-0.00893239061744106,-0.000738895608666383
"gamma",-0.000634430077925401,-5.25410722910437e-05,0.00663561829713618,-9.86475631819695e-05,-0.00523572746004407,0.00157265792499015
"delta",-0.00021311106973855,-0.000722811320727204,-9.86475631819695e-05,0.00311370828717385,0.0100119055508789,0.00062273608409761
"lambda",0.0353579810941982,-0.00893239061744106,-0.00523572746004407,0.0100119055508789,0.678857312192423,-0.126192616297847
"luce",-0.00997142566814899,-0.000738895608666383,0.00157265792499015,0.00062273608409761,-0.126192616297847,0.0363221224482566
"alpha",0.00509472174287976,0.00406775222782792,-0.000985204546747223,-0.000926617029870677,0.00842327878888004,-0.0154993975086185
"beta",0.00406775222782792,0.0108948879865484,-0.000858269778628661,-0.00237902846754608,-0.054255212925716,-0.0137220866458409
"gamma",-0.000985204546747223,-0.000858269778628661,0.000264137693512143,0.000197496268994039,-0.00132372313271173,0.00327749587606349
"delta",-0.000926617029870677,-0.00237902846754608,0.000197496268994039,0.000531952747953406,0.0119368055812113,0.00316981967199786
"lambda",0.00842327878888004,-0.054255212925716,-0.00132372313271173,0.0119368055812113,0.748853066340707,-0.0238184853570177
"luce",-0.0154993975086185,-0.0137220866458409,0.00327749587606349,0.00316981967199786,-0.0238184853570177,0.0534909473230122
"alpha",0.00384056484468552,0.00101400561890686,0.000164874567222861,-0.00102931568887224,0.00861800892858187,-0.0136494228954135
"beta",0.00101400561890686,0.00505156872179851,1.03761518671212e-05,-0.00211893394813605,-0.0195484419136494,-0.00380651240110708
"gamma",0.000164874567222861,1.03761518671212e-05,0.00244572681750381,-4.06214794420856e-05,-0.00135460326485082,0.000140420144422783
"delta",-0.00102931568887224,-0.00211893394813605,-4.06214794420856e-05,0.00291344738668572,0.0248514499557443,0.00400002629804754
"lambda",0.00861800892858187,-0.0195484419136494,-0.00135460326485082,0.0248514499557443,0.850994431636455,-0.0360345471234158
"luce",-0.0136494228954135,-0.00380651240110708,0.000140420144422783,0.00400002629804754,-0.0360345471234158,0.054557838127071
"alpha",0.00375125069296425,0.00213463540305686,-0.0009785361142544,9.86884526481067e-05,0.00910358283966793,-0.0133189256170896
"beta",0.00213463540305686,0.0227528324531765,0.000294694350899275,-0.00507509595744806,-0.0797270740074289,-0.00899585241003362
"gamma",-0.0009785361142544,0.000294694350899275,0.00860536476300626,-0.000237900934836133,0.00077611076083715,0.00246610590865473
"delta",9.86884526481067e-05,-0.00507509595744806,-0.000237900934836133,0.00199282972239323,0.00144798823039657,-0.000364611577956457
"lambda",0.00910358283966793,-0.0797270740074289,0.00077611076083715,0.00144798823039657,1.10735444525632,-0.0368292878746848
"luce",-0.0133189256170896,-0.00899585241003362,0.00246610590865473,-0.000364611577956457,-0.0368292878746848,0.0562623293351717
"alpha",0.00456603267182262,0.000950199377913236,-0.000433497282177592,-0.000551233712904718,0.0247129410672141,-0.0141125474162027
"beta",0.000950199377913236,0.00439226712306215,-0.00018317325397272,-0.00262772206182481,-0.0422132770788197,-0.00328033792243749
"gamma",-0.000433497282177592,-0.00018317325397272,0.000944476819604642,9.98681631254271e-05,-0.00265361150031025,0.00188754080943574
"delta",-0.000551233712904718,-0.00262772206182481,9.98681631254271e-05,0.00198841382386709,0.0230873865995266,0.00183768603709328
"lambda",0.0247129410672141,-0.0422132770788197,-0.00265361150031025,0.0230873865995266,0.853605066931812,-0.0859532674452338
"luce",-0.0141125474162027,-0.00328033792243749,0.00188754080943574,0.00183768603709328,-0.0859532674452338,0.050281305739957
"alpha",0.00190133725249298,-5.42497949513272e-05,-0.00109337015597719,3.36431871483921e-05,0.0189676739838088,-0.00803785707390104
"beta",-5.42497949513272e-05,0.00148201283390038,-2.57896475398741e-05,-0.000386944505363869,-0.0145693699725419,0.000209809429701663
"gamma",-0.00109337015597719,-2.57896475398741e-05,0.00633125890760831,-1.54487175178165e-05,-0.00835800075290721,0.00395948829305747
"delta",3.36431871483921e-05,-0.000386944505363869,-1.54487175178165e-05,0.00059646825177216,0.0044553543494577,-9.67453255012284e-06
"lambda",0.0189676739838088,-0.0145693699725419,-0.00835800075290721,0.0044553543494577,0.380135359202866,-0.0910175860730927
"luce",-0.00803785707390104,0.000209809429701663,0.00395948829305747,-9.67453255012284e-06,-0.0910175860730927,0.0397434008393237
"alpha",0.00135542613695485,0.000559478146289183,-0.000462803537411509,0.000134558341478654,0.00723996200038576,-0.00573541494421596
"beta",0.000559478146289183,0.00437372736810775,-0.000153071144229926,7.93852286959567e-05,-0.0224190857147652,-0.00269365516153342
"gamma",-0.000462803537411509,-0.000153071144229926,0.000665407301868177,-5.70456367979085e-05,-0.00295169806642891,0.00210295346815842
"delta",0.000134558341478654,7.93852286959567e-05,-5.70456367979085e-05,0.00287002758479476,0.00215667119377761,-0.000575696723472515
