"","beta","delta","lambdaluce"
"delta",-0.00811032191679114,0.00271983710117548,0.0164714492803612
"lambdaluce",-0.182788271174574,0.0164714492803612,2.2142228938891
"beta",0.00124018038131988,-0.000461855644782781,-0.0124799805921868
"delta",-0.000461855644782781,0.000356374996693447,0.00452505114428344
"lambdaluce",-0.0124799805921868,0.00452505114428344,0.174451529277946
"beta",0.0026564501759619,-0.000410509574909754,-0.0169087179287385
"delta",-0.000410509574909754,0.000266013355343059,0.00325242678870896
"lambdaluce",-0.0169087179287385,0.00325242678870896,0.11949363185972
"beta",0.00100754749259149,-0.000745576943026764,-0.0164889149849498
"delta",-0.000745576943026764,0.000812971146374712,0.0122634488338429
"lambdaluce",-0.0164889149849498,0.0122634488338429,0.392335289900852
"beta",0.00349654538128287,-0.000155786176642002,-0.0203585828206625
"delta",-0.000155786176642002,0.000415229238167223,0.00186461061512975
"lambdaluce",-0.0203585828206625,0.00186461061512975,0.133671665559559
"beta",0.000348653863580574,-0.00034431683913547,-0.00460615664978518
"delta",-0.00034431683913547,0.000897977475373619,0.0131659105971341
"lambdaluce",-0.00460615664978518,0.0131659105971341,0.584789063195967
"beta",0.00568792729780312,-0.00354638368315912,-0.0532793134288353
"delta",-0.00354638368315912,0.00283462349964085,0.0321075685736877
"lambdaluce",-0.0532793134288353,0.0321075685736877,0.636582568288775
"beta",0.00228197597791833,-0.000825800183305114,-0.0198232572660819
"delta",-0.000825800183305114,0.000407539641134843,0.00769823408397119
"lambdaluce",-0.0198232572660819,0.00769823408397119,0.195752603431035
"beta",0.0442441819898597,-0.005493863973736,-0.14344090392862
"delta",-0.005493863973736,0.00103919418367876,-0.00322125676639377
"lambdaluce",-0.14344090392862,-0.00322125676639377,2.16532328573398
"beta",0.000406073749239276,-6.25580493186861e-05,-0.0108006072520283
"delta",-6.25580493186861e-05,4.37404139165587e-05,-0.00244857705099031
"lambdaluce",-0.0108006072520283,-0.00244857705099031,1.21694371172818
"beta",0.00853122288274994,-0.00272865247389997,-0.103130837180646
"delta",-0.00272865247389997,0.001008649783845,0.0374787844338413
"lambdaluce",-0.103130837180646,0.0374787844338413,1.53823090865736
"beta",0.0075273080386987,-0.00171832468159558,-0.0453457909582055
"delta",-0.00171832468159558,0.000403967245139923,0.0102262872098277
"lambdaluce",-0.0453457909582055,0.0102262872098277,0.339017094227442
"beta",0.0536350763847815,-0.00223008010503718,-0.106401025555314
"delta",-0.00223008010503718,0.00132539154604727,-0.00144745483684147
"lambdaluce",-0.106401025555314,-0.00144745483684147,2.07663901704373
"beta",0.023981527296141,-0.00387910952927454,-0.07596502289241
"delta",-0.00387910952927454,0.00231001297896398,0.00471415137311903
"lambdaluce",-0.07596502289241,0.00471415137311903,2.13438494435998
"beta",0.00408511100024704,-0.000331395260725235,-0.0247017558532925
"delta",-0.000331395260725235,0.000211899124578838,0.00245491841032746
"lambdaluce",-0.0247017558532925,0.00245491841032746,0.161799357694961
"beta",0.00727916287040201,-0.00166839404126089,-0.0350435756788498
"delta",-0.00166839404126089,0.000427617569573035,0.00827157483055272
"lambdaluce",-0.0350435756788498,0.00827157483055272,1.47343988669472
"beta",0.0469520962208321,-0.00544493910300032,-0.135005223367774
"delta",-0.00544493910300032,0.000936032387536566,-0.0038824505458484
"lambdaluce",-0.135005223367774,-0.0038824505458484,2.22309950392772
"beta",0.00518431118174711,-0.000284860050665859,-0.0641682290953208
"delta",-0.000284860050665859,0.000178780956889313,0.00379523631117562
"lambdaluce",-0.0641682290953208,0.00379523631117562,0.859003323661957
"beta",0.02467459615675,-0.00388556673290411,-0.0747455027884
"delta",-0.00388556673290411,0.00220025534416348,0.00305261102495066
"lambdaluce",-0.0747455027884,0.00305261102495066,1.9996944661508
"beta",0.000903157856189689,-0.00079627335915668,-0.0136485880580526
"delta",-0.00079627335915668,0.00329118204295909,0.0136311059385858
"lambdaluce",-0.0136485880580526,0.0136311059385858,0.26750606335952
"beta",0.015617435199243,-0.00345228649986851,-0.15536815848529
"delta",-0.00345228649986851,0.000782504697834821,0.0361918912448347
"lambdaluce",-0.15536815848529,0.0361918912448347,2.032974845188
"beta",0.00509919177207455,-0.00215165655637372,-0.0410670707844075
"delta",-0.00215165655637372,0.00321093821722114,0.0547251599074266
"lambdaluce",-0.0410670707844075,0.0547251599074266,1.90418767604272
"beta",0.0321494389342349,-0.00723732877190689,-0.161650617873067
"delta",-0.00723732877190689,0.00260872112818074,0.00880768137676195
"lambdaluce",-0.161650617873067,0.00880768137676195,2.2148946718465
"beta",0.00498615438503624,-0.00297076084542793,-0.047257326177859
"delta",-0.00297076084542793,0.00223341640230113,0.027192857921843
"lambdaluce",-0.047257326177859,0.027192857921843,0.564935626403858
"beta",0.00158255138883734,-0.000378853841681307,-0.0152830432246936
"delta",-0.000378853841681307,0.00063245863459127,0.00503125838793861
"lambdaluce",-0.0152830432246936,0.00503125838793861,0.182005288654414
"beta",0.00615614829323216,3.67094229030445e-05,-0.0322291026315525
"delta",3.67094229030445e-05,0.00283791627505052,0.00166734841277786
"lambdaluce",-0.0322291026315525,0.00166734841277786,0.182569542618247
"beta",0.00392725256714963,-0.00131691222684133,-0.0302019295417374
"delta",-0.00131691222684133,0.000555828787182344,0.00947992444221334
"lambdaluce",-0.0302019295417374,0.00947992444221334,0.458448068551656
"beta",0.00684495412694792,6.16860068258751e-05,-0.0833379548996733
"delta",6.16860068258751e-05,0.00141561296081751,-0.000732622342785237
"lambdaluce",-0.0833379548996733,-0.000732622342785237,1.22160346267509
"beta",0.00024515572751015,-0.000209721675550561,-0.00355592524796034
"delta",-0.000209721675550561,0.000385071147757935,-0.00624376043092488
"lambdaluce",-0.00355592524796034,-0.00624376043092488,1.01507857669117
"beta",0.00468287438257553,-0.0022314815390807,-0.040894125799962
"delta",-0.0022314815390807,0.00245726802772113,0.0194725879144809
"lambdaluce",-0.040894125799962,0.0194725879144809,0.480905562245545
"beta",0.00224243983822061,-0.000346441423947609,-0.0278512702035274
"delta",-0.000346441423947609,0.000283575472400508,0.00616684220705576
"lambdaluce",-0.0278512702035274,0.00616684220705576,0.392624145735298
"beta",0.00149090767673116,-0.000404823183394356,-0.00532834217258819
"delta",-0.000404823183394356,0.000490250780288272,0.00157967933009467
"lambdaluce",-0.00532834217258819,0.00157967933009467,0.0220307548587188
"beta",0.00202728189245637,-0.000762018526263998,-0.021051561187263
"delta",-0.000762018526263998,0.000397690284352145,0.00848724434960528
"lambdaluce",-0.021051561187263,0.00848724434960528,0.249394473961863
"beta",0.0259440170884386,-0.00443568902780528,-0.0914431927041355
"delta",-0.00443568902780528,0.00234663309761689,0.00975894779198463
"lambdaluce",-0.0914431927041355,0.00975894779198463,2.16235876337396
"beta",0.000783209610818061,-0.000580142107711681,-0.0211701564848754
"delta",-0.000580142107711681,0.00110075689508506,0.0168863908951122
"lambdaluce",-0.0211701564848754,0.0168863908951122,0.687919094182783
"beta",0.0255705685283098,-0.0037290377666938,-0.0889262764611218
"delta",-0.0037290377666938,0.00220542232303459,0.00502568384395427
"lambdaluce",-0.0889262764611218,0.00502568384395427,2.13434891006112
"beta",0.000754983421461437,-0.00027706953020962,-0.0145402035335873
"delta",-0.00027706953020962,0.00130964553126285,0.00648991761101462
"lambdaluce",-0.0145402035335873,0.00648991761101462,0.381956952852829
"beta",0.0252822549936796,-0.00378687807412548,-0.0848694310794411
"delta",-0.00378687807412548,0.00220910829765428,0.00527019308009178
"lambdaluce",-0.0848694310794411,0.00527019308009178,2.28232815541443
"beta",0.00104157689864829,-0.000265171759938697,-0.0124614934217081
"delta",-0.000265171759938697,0.00020001777754545,0.00304471490024533
"lambdaluce",-0.0124614934217081,0.00304471490024533,1.70949457377132
"beta",0.00479074906927385,-0.000362891435005484,-0.0429434693251046
"delta",-0.000362891435005484,0.000192615098583355,0.00380379294148718
"lambdaluce",-0.0429434693251046,0.00380379294148718,0.414801105080399
"beta",0.0127974889767104,-0.000577498942080384,-0.139194649644752
"delta",-0.000577498942080384,0.000171643093035706,0.00465251585491494
"lambdaluce",-0.139194649644752,0.00465251585491494,1.70990284457861
"beta",0.00168748172595468,-0.000655312638916075,-0.0403849323419478
"delta",-0.000655312638916075,0.000282752329360193,0.0147410621103867
"lambdaluce",-0.0403849323419478,0.0147410621103867,1.4625566813724
"beta",0.00152067160074734,-8.11700251329801e-06,-0.00538308928352407
"delta",-8.11700251329801e-06,0.00258979089878768,0.000767549868063282
"lambdaluce",-0.00538308928352407,0.000767549868063282,0.0249488154346462
"beta",0.0450963335162555,-0.00591339992001332,-0.126633970010175
"delta",-0.00591339992001332,0.00112499385886666,-0.00333290347895442
"lambdaluce",-0.126633970010175,-0.00333290347895442,1.95101586754611
"beta",0.0491262638492656,-0.00373175316540091,-0.100777558973684
"delta",-0.00373175316540091,0.000524185612302185,-0.00634701985663695
"lambdaluce",-0.100777558973684,-0.00634701985663695,2.02232188887288
"beta",0.0255333223200756,-0.00386115706267047,-0.20484665269301
"delta",-0.00386115706267047,0.00104139742813485,0.0413500744877662
"lambdaluce",-0.20484665269301,0.0413500744877662,2.32084845964517
"beta",0.000947728573679812,-0.000682191180314927,-0.0217442500347955
"delta",-0.000682191180314927,0.00136638016479593,0.0170822464324685
"lambdaluce",-0.0217442500347955,0.0170822464324685,0.603847329542619
"beta",0.0026443681154702,-0.000826116938413929,-0.0161609612807759
"delta",-0.000826116938413929,0.000306960446181891,0.00515390617122644
"lambdaluce",-0.0161609612807759,0.00515390617122644,0.118539432846039
"beta",0.00535358807631138,-0.00178205296878129,-0.0316404480776076
"delta",-0.00178205296878129,0.00264210433105222,0.041565858640023
"lambdaluce",-0.0316404480776076,0.041565858640023,1.446856481431
"beta",0.00311386952715929,-0.000818383464386237,-0.0191445862239301
"delta",-0.000818383464386237,0.00177292559851933,0.00803595722528516
"lambdaluce",-0.0191445862239301,0.00803595722528516,0.224707146631333
"beta",0.0258635861481887,-0.00433000151968287,-0.0838625843020333
"delta",-0.00433000151968287,0.00237892822052945,0.00905631545581382
"lambdaluce",-0.0838625843020333,0.00905631545581382,2.0405141936708
"beta",0.0270067671855665,-0.00449208110224521,-0.0904559354307071
"delta",-0.00449208110224521,0.00238292261896854,0.0100797453807157
"lambdaluce",-0.0904559354307071,0.0100797453807157,2.11658362442102
"beta",0.00149976394700304,-0.000297594350434448,-0.00717184788832104
"delta",-0.000297594350434448,8.75264114848688e-05,0.00226851784842538
"lambdaluce",-0.00717184788832104,0.00226851784842538,0.193148214336004
"beta",0.00697159704554744,-0.00143734042216685,-0.0407088473810039
"delta",-0.00143734042216685,0.000417308471596832,0.00924389263721334
"lambdaluce",-0.0407088473810039,0.00924389263721334,0.26647068718287
"beta",0.00162036505968939,-0.000557041133112649,-0.0150049988875544
"delta",-0.000557041133112649,0.00324920654636339,0.00575530577100191
"lambdaluce",-0.0150049988875544,0.00575530577100191,0.173540752099063
"beta",0.0102927524536206,-0.000528812398080143,-0.0732755010306227
"delta",-0.000528812398080143,0.000157011188907707,0.00357310108696435
"lambdaluce",-0.0732755010306227,0.00357310108696435,0.570259855964788
"beta",0.00124974583056163,-0.000626704787307442,-0.0218560301318073
"delta",-0.000626704787307442,0.000757234570108769,0.00996016470396465
"lambdaluce",-0.0218560301318073,0.00996016470396465,0.686568677144927
"beta",0.00152028111094895,-0.000613415510952241,-0.0173156934857132
"delta",-0.000613415510952241,0.000418191792197101,0.00750212574065872
"lambdaluce",-0.0173156934857132,0.00750212574065872,0.226021143700853
"beta",0.00545726356235399,-0.00241218052767841,-0.0366819626314322
"delta",-0.00241218052767841,0.00113435940878763,0.0215002399758592
"lambdaluce",-0.0366819626314322,0.0215002399758592,1.46942290730276
"beta",0.00281020051017199,-0.000195018198779864,-0.0380301445186606
"delta",-0.000195018198779864,0.000201854543954851,0.00362649169067226
"lambdaluce",-0.0380301445186606,0.00362649169067226,0.567246391613079
"beta",0.0532955586841914,-0.00257951911464816,-0.0881922100520961
"delta",-0.00257951911464816,0.00144156842927474,-0.00212728766433283
"lambdaluce",-0.0881922100520961,-0.00212728766433283,2.1896324673977
"beta",0.0493122330069598,-0.00571348522233363,-0.138646021664651
"delta",-0.00571348522233363,0.000936384091041065,-0.00229867409600112
"lambdaluce",-0.138646021664651,-0.00229867409600112,2.17548065560445
"beta",0.00180421449051541,-0.000389113773910433,-0.0143444687088763
"delta",-0.000389113773910433,0.000382723269968148,0.00416290880000192
"lambdaluce",-0.0143444687088763,0.00416290880000192,0.133015766228246
"beta",0.0508147978323295,-0.00133030760349522,-0.101289279985324
"delta",-0.00133030760349522,0.00107322008754607,-0.00182579268293494
"lambdaluce",-0.101289279985324,-0.00182579268293494,2.24016246846801
"beta",0.00194910069878469,-0.00062121120164775,-0.0155584002854825
"delta",-0.00062121120164775,0.000384999335862273,0.0058354616379302
"lambdaluce",-0.0155584002854825,0.0058354616379302,0.143123847539283
"beta",0.00996681547717313,-0.000757672751343992,-0.115238666311784
"delta",-0.000757672751343992,0.000218715110698164,0.00754543612263235
"lambdaluce",-0.115238666311784,0.00754543612263235,1.47452451318953
"beta",0.000829829244329572,-0.000413541529154106,-0.015068693283872
"delta",-0.000413541529154106,0.000788023662684425,0.010496784820253
"lambdaluce",-0.015068693283872,0.010496784820253,0.379165486118781
"beta",0.00110083515844698,-0.000763552992825509,-0.0158150310875223
"delta",-0.000763552992825509,0.00253727064330112,0.0112429961225776
"lambdaluce",-0.0158150310875223,0.0112429961225776,0.273695667723719
"beta",0.056843385278911,-0.000777781730758366,-0.105225355364059
"delta",-0.000777781730758366,0.00098322348164481,-0.00417508351006543
"lambdaluce",-0.105225355364059,-0.00417508351006543,2.14520208459721
"beta",0.0141838430730009,-0.00242707742130947,-0.0998596953988266
"delta",-0.00242707742130947,0.000574279202820142,0.0184716231972073
"lambdaluce",-0.0998596953988266,0.0184716231972073,0.798209995934724
"beta",0.00441567544202633,-0.00134098241488198,-0.0254705295462054
"delta",-0.00134098241488198,0.000458245098073693,0.00800890853943879
"lambdaluce",-0.0254705295462054,0.00800890853943879,0.168758156810837
"beta",0.0506712468619815,-0.00344308114911363,-0.141441505667021
"delta",-0.00344308114911363,0.000929057108324636,-0.00180632214247066
"lambdaluce",-0.141441505667021,-0.00180632214247066,2.22114029809413
"beta",0.0535500833959397,-0.00221454502515,-0.138029732364204
"delta",-0.00221454502515,0.00149926140338285,-0.00201911033886791
"lambdaluce",-0.138029732364204,-0.00201911033886791,2.19579706334299
"beta",0.0512025123075241,-0.00108644127444787,-0.114991222523821
"delta",-0.00108644127444787,0.00107078333003585,-0.00415303595603679
"lambdaluce",-0.114991222523821,-0.00415303595603679,2.13662486693986
"beta",0.00432156430714344,-0.0012388975586726,-0.00744039370196121
"delta",-0.0012388975586726,0.0022110148166518,0.0308416515959571
"lambdaluce",-0.00744039370196121,0.0308416515959571,1.25046041443468
"beta",0.00133987813812366,-0.000469675356094389,-0.0116784495369896
"delta",-0.000469675356094389,0.00162479408437769,0.00437299587466457
"lambdaluce",-0.0116784495369896,0.00437299587466457,0.11849967583105
"beta",0.0105530774822389,-0.00239487308442522,-0.128449212205577
"delta",-0.00239487308442522,0.00054958611018234,0.0294614916090299
"lambdaluce",-0.128449212205577,0.0294614916090299,2.14674397181029
"beta",0.0061875431492469,-0.000553794922683284,-0.0380526563652719
"delta",-0.000553794922683284,0.000179955641300005,0.00358027226464044
"lambdaluce",-0.0380526563652719,0.00358027226464044,0.254239685088776
"beta",0.00090782916703346,-0.000221733419529527,-0.0038445579346583
"delta",-0.000221733419529527,9.16971490702723e-05,0.00110077077920515
"lambdaluce",-0.0038445579346583,0.00110077077920515,0.0290476119324214
"beta",0.00136357963411095,-0.000919404502810913,-0.0128758349160644
"delta",-0.000919404502810913,0.00332981129757007,0.00886058255154235
"lambdaluce",-0.0128758349160644,0.00886058255154235,0.144903792597393
"beta",0.00130675151869347,-0.000909192270112664,-0.0156118996825098
"delta",-0.000909192270112664,0.00212398073895375,0.0117713966255586
"lambdaluce",-0.0156118996825098,0.0117713966255586,0.222735077031545
"beta",0.00401147752127689,-0.00233944211001381,-0.0277453231998674
"delta",-0.00233944211001381,0.00338935963776048,0.0249206454198051
"lambdaluce",-0.0277453231998674,0.0249206454198051,1.70868692461287
"beta",0.000910513924920938,-0.000470607692723459,-0.0133830779935689
"delta",-0.000470607692723459,0.000730474756148116,0.00783971117664824
"lambdaluce",-0.0133830779935689,0.00783971117664824,0.284375847243943
"beta",0.0549311083973118,-0.00122653059954993,-0.111775508198949
"delta",-0.00122653059954993,0.000960217363583694,-0.00386695367406609
"lambdaluce",-0.111775508198949,-0.00386695367406609,2.29059259108325
"beta",0.00126699079714705,-0.000324884008473136,-0.0128016038928208
"delta",-0.000324884008473136,0.00271324762861113,0.00391644538489265
"lambdaluce",-0.0128016038928208,0.00391644538489265,0.17207833334662
"beta",0.0234304841738856,-0.000319941181788294,-0.175037135897884
"delta",-0.000319941181788294,0.00152736712530752,0.00204946803572969
"lambdaluce",-0.175037135897884,0.00204946803572969,1.61775795703102
"beta",0.0535067136514979,-0.00111734338226932,-0.114229345969951
"delta",-0.00111734338226932,0.00113624631676553,-0.00326940991250755
"lambdaluce",-0.114229345969951,-0.00326940991250755,2.2447324055912
"beta",0.00613523624194653,-0.00372932183969305,-0.0572842720447186
"delta",-0.00372932183969305,0.00246617336043616,0.0259914893335018
"lambdaluce",-0.0572842720447186,0.0259914893335018,1.91575262220404
"beta",0.00368287816978178,-0.0008659640582502,-0.0237319024383577
"delta",-0.0008659640582502,0.000218322532089943,0.00460716560360051
"lambdaluce",-0.0237319024383577,0.00460716560360051,1.14177956836455
"beta",0.00359982298851556,-0.000905415854887736,-0.0659074141281695
"delta",-0.000905415854887736,0.000275675339896671,0.0171478298956177
"lambdaluce",-0.0659074141281695,0.0171478298956177,1.61293447956156
"beta",0.000711558235325495,-0.000147613829531347,0.0011805084713385
"delta",-0.000147613829531347,9.25309819849986e-05,0.00541334917977527
"lambdaluce",0.0011805084713385,0.00541334917977527,0.941724032313019
"beta",0.0237873246556969,0.000146667317953589,-0.174833051121342
"delta",0.000146667317953589,0.00134395021844503,-0.00203687503869716
"lambdaluce",-0.174833051121342,-0.00203687503869716,1.60847883543422
"beta",0.0355183766798257,-0.00800799187926037,-0.130418958351082
"delta",-0.00800799187926037,0.00270985336650907,0.000610165460655811
"lambdaluce",-0.130418958351082,0.000610165460655811,2.06727303445488
"beta",0.0533074891609476,-0.00340117072471223,-0.119794315140834
"delta",-0.00340117072471223,0.00136921711749269,-0.00238450876067173
"lambdaluce",-0.119794315140834,-0.00238450876067173,2.16746292361325
"beta",0.00400410178251348,-0.000963129505822982,-0.00341108216502109
"delta",-0.000963129505822982,0.00192151908625363,0.0212871588595826
"lambdaluce",-0.00341108216502109,0.0212871588595826,1.07392110672111
"beta",0.023490913013457,-0.000432281806421451,-0.165290926473588
"delta",-0.000432281806421451,0.00159947227820082,0.00303713050106502
"lambdaluce",-0.165290926473588,0.00303713050106502,1.42836336550799
"beta",0.0541855082877316,-0.00155652636889005,-0.108377876346932
"delta",-0.00155652636889005,0.00117891102563865,-0.001775948909452
"lambdaluce",-0.108377876346932,-0.001775948909452,2.18821060188848
"beta",0.0028825070692803,-0.0013586269293696,-0.0181600510516102
"delta",-0.0013586269293696,0.00693080688432231,0.00823845587842701
"lambdaluce",-0.0181600510516102,0.00823845587842701,0.134267702806031
"beta",0.00808311396053185,-0.00194475917617088,-0.0523680676548879
"delta",-0.00194475917617088,0.000489026131657953,0.0093804308730963
"lambdaluce",-0.0523680676548879,0.0093804308730963,1.61364628682452
"beta",0.0504520705726714,-0.00110869223902574,-0.111979194847186
"delta",-0.00110869223902574,0.000865050391793887,-0.00111850657227252
"lambdaluce",-0.111979194847186,-0.00111850657227252,2.14857662901436
"beta",0.0010062756049796,-0.000203909503920946,-0.0154276903751319
"delta",-0.000203909503920946,0.000608658560286415,0.0061495012140246
"lambdaluce",-0.0154276903751319,0.0061495012140246,0.325748331627417
"beta",0.000880460289510035,-0.000569728814102234,-0.0154091996201541
"delta",-0.000569728814102234,0.00249992588162245,0.0125180041589001
"lambdaluce",-0.0154091996201541,0.0125180041589001,0.37118335840651
"beta",0.00104540547767426,-0.000694151779982252,-0.0142312642079482
"delta",-0.000694151779982252,0.00135231852118393,0.010359212666736
"lambdaluce",-0.0142312642079482,0.010359212666736,0.245276892139901
"beta",0.0252888222671582,-0.00396907549070163,-0.0772453887857232
"delta",-0.00396907549070163,0.00233162197532218,0.00456309840876685
"lambdaluce",-0.0772453887857232,0.00456309840876685,2.00673471634757
"beta",0.00223433051195648,-0.00041086230792977,-0.0160766502727303
"delta",-0.00041086230792977,0.000282916787022034,0.00391164037060652
"lambdaluce",-0.0160766502727303,0.00391164037060652,0.132593171819428
"beta",0.00788819587923586,-0.00217043225110597,-0.0628133411183537
"delta",-0.00217043225110597,0.000616445636439776,0.0178365775492249
"lambdaluce",-0.0628133411183537,0.0178365775492249,0.634110946772015
"beta",0.000913689404617359,-0.000408232435909992,-0.0182143145289482
"delta",-0.000408232435909992,0.000509802690200248,0.0118722974310872
"lambdaluce",-0.0182143145289482,0.0118722974310872,0.491741925464272
"beta",0.00153928170235624,-0.000823216091758677,-0.0100052636834494
"delta",-0.000823216091758677,0.000702334074674733,0.00521228897285692
"lambdaluce",-0.0100052636834494,0.00521228897285692,0.0905502012117906
"beta",0.00135074839393387,-0.000316523742675769,-0.00915936597727647
"delta",-0.000316523742675769,0.00227893085495216,0.00238730846651845
"lambdaluce",-0.00915936597727647,0.00238730846651845,0.076468826063166
"beta",0.0243899273438473,-0.000455631693721588,-0.187526826295961
"delta",-0.000455631693721588,0.000675700086944586,0.00162682223241827
"lambdaluce",-0.187526826295961,0.00162682223241827,1.75085262208687
"beta",0.0255660847571837,-0.00406238901638533,-0.0896005330849472
"delta",-0.00406238901638533,0.00234791805624019,0.00184299495672975
"lambdaluce",-0.0896005330849472,0.00184299495672975,2.09335392422641
"beta",0.0113862781818351,-0.00353276194972727,-0.131835044170306
"delta",-0.00353276194972727,0.0011355917726581,0.0429274321902473
"lambdaluce",-0.131835044170306,0.0429274321902473,1.83883764749043
"beta",0.00148391489504073,-6.61525202036987e-05,0.00987922086165799
"delta",-6.61525202036987e-05,0.000983437486302038,0.00938067969098113
"lambdaluce",0.00987922086165799,0.00938067969098113,1.04858522207458
"beta",0.0127428912427879,-0.00318514285423739,-0.0856257014210427
"delta",-0.00318514285423739,0.000814054044570938,0.0216833527582415
"lambdaluce",-0.0856257014210427,0.0216833527582415,0.680851294913123
"beta",0.00133032947595794,-0.000203413785412991,-0.00642580676586089
"delta",-0.000203413785412991,0.00119432856259202,0.00115258821223077
"lambdaluce",-0.00642580676586089,0.00115258821223077,0.0364510658005515
"beta",0.0261116520220363,-0.00424065029994021,-0.0854804763143623
"delta",-0.00424065029994021,0.00237283125346813,0.0103128887866917
"lambdaluce",-0.0854804763143623,0.0103128887866917,2.10856423403934
"beta",0.0357137675502968,-0.00542769233786282,-0.183202596396901
"delta",-0.00542769233786282,0.00127670601314676,0.00759246091828993
"lambdaluce",-0.183202596396901,0.00759246091828993,2.29169966350574
"beta",0.00469502338095282,-0.00134819246974425,-0.0151774593544728
"delta",-0.00134819246974425,0.00214882193863555,0.0274146766799672
"lambdaluce",-0.0151774593544728,0.0274146766799672,1.08493294050792
"beta",0.000933743626321569,-0.000242707830650253,-0.0134075324312506
"delta",-0.000242707830650253,0.00257798265594543,0.00565654208210635
"lambdaluce",-0.0134075324312506,0.00565654208210635,0.288295610713325
"beta",0.000565637726395434,-0.000296410629867664,-0.0167958002839038
"delta",-0.000296410629867664,0.000386761680920826,0.0130462303623004
"lambdaluce",-0.0167958002839038,0.0130462303623004,0.728898680862344
"beta",0.00461617866044875,-0.00134145757635473,-0.0623443153458162
"delta",-0.00134145757635473,0.000452677875131704,0.0173001991231948
"lambdaluce",-0.0623443153458162,0.0173001991231948,1.1287582328768
"beta",0.00559650632023237,-0.00142781294814472,-0.0670592515175747
"delta",-0.00142781294814472,0.000599516788885859,0.0211395303369744
"lambdaluce",-0.0670592515175747,0.0211395303369744,0.965483791209133
"beta",0.00127190545851099,-0.000633660158110616,-0.016229969638956
"delta",-0.000633660158110616,0.00106006408379402,0.00831253301173022
"lambdaluce",-0.016229969638956,0.00831253301173022,0.24148125074066
"beta",0.000413681863082016,-0.000318077811229409,-0.00318613868769093
"delta",-0.000318077811229409,0.000547621968689517,0.00390003126622559
"lambdaluce",-0.00318613868769093,0.00390003126622559,0.307985494748559
"beta",0.00346630386032161,-3.25036689070782e-05,-0.0289037214446447
"delta",-3.25036689070782e-05,0.00293315159947049,0.00359869853379131
"lambdaluce",-0.0289037214446447,0.00359869853379131,0.268969118707321
"beta",0.0509908655056035,-0.0011267270773861,-0.109363524331906
"delta",-0.0011267270773861,0.000894706747428639,-0.00178549715754082
"lambdaluce",-0.109363524331906,-0.00178549715754082,2.23331915831355
"beta",0.00433531900745184,-0.000213146145931985,-0.0588171193218784
"delta",-0.000213146145931985,0.000168977516640096,0.00321408606869502
"lambdaluce",-0.0588171193218784,0.00321408606869502,0.867397527567663
"beta",0.000649408898725968,-0.000490227722556062,-0.00934758404489292
"delta",-0.000490227722556062,0.000621591916368234,0.00762881624080401
"lambdaluce",-0.00934758404489292,0.00762881624080401,0.230361086297755
"beta",0.00173010250875364,-0.000617345151464403,-0.0211608739611076
"delta",-0.000617345151464403,0.000321345989466669,0.00770178402239845
