"","alpha","beta","gamma","delta","lambda","luce"
"gamma",-0.0174640303339786,0.006304934791854,0.0374745739873659,-0.01411287690315,0.0162509708763155,-0.00334686295731756
"delta",0.0164486729496061,-0.0190882125269237,-0.01411287690315,0.0458966540198786,-0.0741740356703597,-0.0191876846341628
"lambda",-0.0222794025039591,-0.018904817388496,0.0162509708763155,-0.0741740356703597,1.26498368677611,-0.00528725391617193
"luce",-0.013059825773471,0.00304587356546782,-0.00334686295731756,-0.0191876846341628,-0.00528725391617193,0.0811144807537101
"alpha",0.0438353643543185,-0.00189276155976487,-0.0213821837921885,0.00126481195825372,0.0101438043345555,-0.00124222124435969
"beta",-0.00189276155976487,0.0778129629786424,0.00437623175160478,-0.0139307745451745,-0.00192109461596947,-0.000855477286016678
"gamma",-0.0213821837921885,0.00437623175160478,0.104942287187507,-0.00206518741777058,0.00159669992087792,-0.0262258615909939
"delta",0.00126481195825372,-0.0139307745451745,-0.00206518741777058,0.0130553020393494,-0.027514759427776,-0.00305132114743274
"lambda",0.0101438043345555,-0.00192109461596947,0.00159669992087792,-0.027514759427776,1.33986479226228,-0.00515513406648081
"luce",-0.00124222124435969,-0.000855477286016678,-0.0262258615909939,-0.00305132114743274,-0.00515513406648081,0.0701755544977795
"alpha",0.00655313986328949,-0.000668390091970046,-0.00352258337386663,0.00143011666728293,0.058527482685271,-0.0102418131661224
"beta",-0.000668390091970046,0.00301530203760157,0.00181119612641077,0.000670539732339896,-0.03353450973485,0.00149753568086512
"gamma",-0.00352258337386663,0.00181119612641077,0.0146366350437439,-0.00254498043128528,-0.0104546277322202,-0.00325500603093805
"delta",0.00143011666728293,0.000670539732339896,-0.00254498043128528,0.00351432991666603,-0.00262796097894799,-0.00208094789606356
"lambda",0.058527482685271,-0.03353450973485,-0.0104546277322202,-0.00262796097894799,1.05824097923473,-0.146253177744751
"luce",-0.0102418131661224,0.00149753568086512,-0.00325500603093805,-0.00208094789606356,-0.146253177744751,0.0708771867527299
"alpha",0.00329339937333812,-0.000141196499373653,-0.000208511708651531,0.0017385719520094,0.0124998863563419,-0.00976712598361733
"beta",-0.000141196499373653,0.00576842729384207,0.000520505970864008,-0.00233373026311454,-0.0284671374061916,-0.00349803060743985
"gamma",-0.000208511708651531,0.000520505970864008,0.0034352915770771,0.000653034092803553,-0.00702704416864817,-0.00345168518139956
"delta",0.0017385719520094,-0.00233373026311454,0.000653034092803553,0.00308154754758852,-0.00085677578498544,-0.00358035760024995
"lambda",0.0124998863563419,-0.0284671374061916,-0.00702704416864817,-0.00085677578498544,0.713140619422211,-0.0218905124777707
"luce",-0.00976712598361733,-0.00349803060743985,-0.00345168518139956,-0.00358035760024995,-0.0218905124777707,0.0743681962774795
"alpha",0.0467676632049747,-0.000555925881741686,-0.0224919417703104,0.000567911269469261,0.0139016651737047,-0.00305401273605484
"beta",-0.000555925881741686,0.00247081974260655,0.00354473782965308,0.000284275872521883,-0.0158276938973596,-0.0029562001396344
"gamma",-0.0224919417703104,0.00354473782965308,0.0663092038846318,7.98604676825094e-05,-0.00961874750089708,-0.00344583853374827
"delta",0.000567911269469261,0.000284275872521883,7.98604676825094e-05,0.000892930681377575,-0.00695118847078479,-0.00193793632437304
"lambda",0.0139016651737047,-0.0158276938973596,-0.00961874750089708,-0.00695118847078479,0.828873995484982,-0.0315282218146204
"luce",-0.00305401273605484,-0.0029562001396344,-0.00344583853374827,-0.00193793632437304,-0.0315282218146204,0.0626254871026731
"alpha",0.00460140443315138,-0.00431311713180456,-0.00285837582412364,0.0067357130927715,-0.00190315700293399,-0.012293050468537
"beta",-0.00431311713180456,0.0768720080033505,0.0053212907559228,-0.0306320805733672,0.0156776531287811,0.0112596008077792
"gamma",-0.00285837582412364,0.0053212907559228,0.0159739245559325,-0.0055227432672392,-0.00251178347997211,-0.00227284451366214
"delta",0.0067357130927715,-0.0306320805733672,-0.0055227432672392,0.0477170044644485,-0.0640900688965863,-0.0180371521571383
"lambda",-0.00190315700293399,0.0156776531287811,-0.00251178347997211,-0.0640900688965863,1.40428301189918,-0.00422556296776003
"luce",-0.012293050468537,0.0112596008077792,-0.00227284451366214,-0.0180371521571383,-0.00422556296776003,0.0722545263711942
"alpha",0.00429911743869776,-0.00363057690657823,-0.000837495478665995,0.0087403969354719,0.00254905022044886,-0.0131177263346104
"beta",-0.00363057690657823,0.06521578587908,0.00185717214720775,-0.0329840716188736,0.0112658715688247,0.0104111128625206
"gamma",-0.000837495478665995,0.00185717214720775,0.0127806885803938,-0.00495526987032837,0.0015077997894339,0.000362480514738478
"delta",0.0087403969354719,-0.0329840716188736,-0.00495526987032837,0.0607251627140989,-0.0496597679575816,-0.0275040439921343
"lambda",0.00254905022044886,0.0112658715688247,0.0015077997894339,-0.0496597679575816,1.32532794360444,-0.0136785962064653
"luce",-0.0131177263346104,0.0104111128625206,0.000362480514738478,-0.0275040439921343,-0.0136785962064653,0.0740332536239742
"alpha",0.00436038913458348,-0.0017409949126549,0.000373808947085778,0.00486470348690665,0.000105686692386669,-0.0146220929335062
"beta",-0.0017409949126549,0.0576152323836233,0.00278517883722466,-0.0231011175517836,-0.0278703660975084,0.00464396678573966
"gamma",0.000373808947085778,0.00278517883722466,0.0107182874737511,-0.00261776138209582,-0.00560812099641001,-0.00596301347110033
"delta",0.00486470348690665,-0.0231011175517836,-0.00261776138209582,0.0412327587693168,-0.037569425344213,-0.0136481861080263
"lambda",0.000105686692386669,-0.0278703660975084,-0.00560812099641001,-0.037569425344213,1.33474651792169,2.09523091058758e-05
"luce",-0.0146220929335062,0.00464396678573966,-0.00596301347110033,-0.0136481861080263,2.09523091058758e-05,0.077782015797429
"alpha",0.0482109039343031,-0.00309350027520089,-0.0255959577577316,0.000588656952066796,0.00413443612086853,-0.00263071723778982
"beta",-0.00309350027520089,0.0241544886690846,0.0140815892189978,-0.00404598038604125,-0.0297723516931209,-0.00659542073431493
"gamma",-0.0255959577577316,0.0140815892189978,0.0823121857865138,-0.00136799078481277,0.00657155853263956,-0.0105316622921585
"delta",0.000588656952066796,-0.00404598038604125,-0.00136799078481277,0.00133955337416595,-0.00735963419623355,-0.00193768156831444
"lambda",0.00413443612086853,-0.0297723516931209,0.00657155853263956,-0.00735963419623355,1.06971379880936,0.000235025705334151
"luce",-0.00263071723778982,-0.00659542073431493,-0.0105316622921585,-0.00193768156831444,0.000235025705334151,0.084277379747619
"alpha",0.0710080235487646,-0.00474409229372041,-0.0387798340531542,0.00188047411803262,0.0032975078126982,0.00142103425505238
"beta",-0.00474409229372041,0.0768011302710137,0.00276973928616221,-0.0132952144560953,0.0152654254684887,-0.000122503756107806
"gamma",-0.0387798340531542,0.00276973928616221,0.0654620409050898,-0.00162915992377559,0.00417189654719587,-0.00964424572391029
"delta",0.00188047411803262,-0.0132952144560953,-0.00162915992377559,0.0157874034910121,-0.0368117684109016,-0.00554730213831014
"lambda",0.0032975078126982,0.0152654254684887,0.00417189654719587,-0.0368117684109016,1.35957539817184,-0.00342472963836787
"luce",0.00142103425505238,-0.000122503756107806,-0.00964424572391029,-0.00554730213831014,-0.00342472963836787,0.0816736214202823
"alpha",0.00264256931839839,1.39341175451307e-05,-0.000349846656491068,0.00115998200487277,0.0168996106048188,-0.0046626818362284
"beta",1.39341175451307e-05,0.00267358366083667,0.00100888877998735,-0.00130286070343683,-0.0152153499268858,-0.000727488616518562
"gamma",-0.000349846656491068,0.00100888877998735,0.00494515477611744,-0.00103429835187215,0.00617341054888113,-0.00223913949363248
"delta",0.00115998200487277,-0.00130286070343683,-0.00103429835187215,0.0021596980536655,-0.00513048197168364,-0.00168307466291592
"lambda",0.0168996106048188,-0.0152153499268858,0.00617341054888113,-0.00513048197168364,0.68621863001936,-0.0248907313575669
"luce",-0.0046626818362284,-0.000727488616518562,-0.00223913949363248,-0.00168307466291592,-0.0248907313575669,0.0563979346788122
"alpha",0.00141385593845208,-0.000704235547050124,-0.000230993291307323,0.00147566769834852,-0.000103469923123284,-0.00211060783292731
"beta",-0.000704235547050124,0.0708654032596242,0.00029709832431453,-0.0269645284087717,0.00930552581429657,0.0031135880262852
"gamma",-0.000230993291307323,0.00029709832431453,0.00400331443641485,-0.000746632046465373,0.00281311749578144,-0.00138005022979086
"delta",0.00147566769834852,-0.0269645284087717,-0.000746632046465373,0.053991683190401,-0.0894036021021515,-0.00619424182686298
"lambda",-0.000103469923123284,0.00930552581429657,0.00281311749578144,-0.0894036021021515,1.3796268436384,0.011403967123596
"luce",-0.00211060783292731,0.0031135880262852,-0.00138005022979086,-0.00619424182686298,0.011403967123596,0.0304101540712143
"alpha",0.00387910687701795,-0.00218622576621535,0.000105448739664484,0.00252082529004179,0.00011613951098107,-0.0120826522088897
"beta",-0.00218622576621535,0.0775818715917162,-0.000160475209230794,-0.0164958937806464,0.010400456556052,0.00640484070186801
"gamma",0.000105448739664484,-0.000160475209230794,0.0111132654315477,-0.000366186770902146,-0.000785901049837887,-0.00162957344418033
"delta",0.00252082529004179,-0.0164958937806464,-0.000366186770902146,0.0238430835306864,-0.0361348546008565,-0.00794389469805114
"lambda",0.00011613951098107,0.010400456556052,-0.000785901049837887,-0.0361348546008565,1.32666223446864,-0.00909620279251861
"luce",-0.0120826522088897,0.00640484070186801,-0.00162957344418033,-0.00794389469805114,-0.00909620279251861,0.0627816263949247
"alpha",0.00317390912527481,-0.000824816852435992,0.00105651869854034,0.00216799006795085,0.00161459657473326,-0.00811705245533059
"beta",-0.000824816852435992,0.0651948160145531,0.000245202257195907,-0.0245859670876481,0.0179106450541848,0.00171431545127306
"gamma",0.00105651869854034,0.000245202257195907,0.00430155546172028,-0.000667203996424558,0.00240345771447859,-0.000449903078345739
"delta",0.00216799006795085,-0.0245859670876481,-0.000667203996424558,0.0400905573207824,-0.0525613588014556,-0.00783668086515901
"lambda",0.00161459657473326,0.0179106450541848,0.00240345771447859,-0.0525613588014556,1.38445851750691,-0.0112111662893983
"luce",-0.00811705245533059,0.00171431545127306,-0.000449903078345739,-0.00783668086515901,-0.0112111662893983,0.0521099340866157
"alpha",0.0364708755589817,0.00074553015196307,-0.0128406516935918,0.001431128323287,0.0290285356345389,-0.000473462292791615
"beta",0.00074553015196307,0.00268119670187276,0.00748346272243998,0.000683666243366487,-0.0150179030404719,-0.0022088242571487
"gamma",-0.0128406516935918,0.00748346272243998,0.0767057584929214,0.000246819018693483,-0.00861450520843591,-0.016384873171601
"delta",0.001431128323287,0.000683666243366487,0.000246819018693483,0.00245766724443314,0.00187618119093379,-0.000842177312173381
"lambda",0.0290285356345389,-0.0150179030404719,-0.00861450520843591,0.00187618119093379,0.982552293432271,-0.162818498700501
"luce",-0.000473462292791615,-0.0022088242571487,-0.016384873171601,-0.000842177312173381,-0.162818498700501,0.0754492920857253
"alpha",0.0660373129688319,-0.00443733790017954,-0.0335165707902731,0.0118673340398865,-0.0174373252380536,-0.00434729001973294
"beta",-0.00443733790017954,0.0454820075769954,0.00711264794785483,-0.0249845812848062,-0.0051160073846649,0.0010832567134234
"gamma",-0.0335165707902731,0.00711264794785483,0.0510778783163001,-0.0123236614139873,0.00946033884227728,-0.00315619073094484
"delta",0.0118673340398865,-0.0249845812848062,-0.0123236614139873,0.0537458651100694,-0.0802137676164383,-0.0164405648453823
"lambda",-0.0174373252380536,-0.0051160073846649,0.00946033884227728,-0.0802137676164383,1.19572235686512,-0.0161113068221219
"luce",-0.00434729001973294,0.0010832567134234,-0.00315619073094484,-0.0164405648453823,-0.0161113068221219,0.0821943321403998
"alpha",0.0483135155234939,0.000294927601714422,-0.0231690448799911,-0.000338285580266573,0.00158117668421973,-0.00386578309640246
"beta",0.000294927601714422,0.000973715989637198,0.00315378741859098,-0.000291074367298837,-0.00614841728438893,-0.00105762909684354
"gamma",-0.0231690448799911,0.00315378741859098,0.0859823844782885,-0.000290709479689306,-0.00385366489818824,-0.0021698851884409
"delta",-0.000338285580266573,-0.000291074367298837,-0.000290709479689306,0.000525876009887258,0.00286951346333717,0.000495347088613621
"lambda",0.00158117668421973,-0.00614841728438893,-0.00385366489818824,0.00286951346333717,0.876767764984269,-0.0733084122331177
"luce",-0.00386578309640246,-0.00105762909684354,-0.0021698851884409,0.000495347088613621,-0.0733084122331177,0.067470810031284
"alpha",0.0631950808854744,-0.00122148026619585,-0.0330904375855348,0.000245895324170427,0.0162729165669721,0.000355030970165161
"beta",-0.00122148026619585,0.00524595738726772,0.0027580242828733,0.000707810439785818,-0.0417942629118824,-0.00470370819749215
"gamma",-0.0330904375855348,0.0027580242828733,0.0715083902457698,-0.000518326010947906,0.00260295028483203,-0.00806042959027169
"delta",0.000245895324170427,0.000707810439785818,-0.000518326010947906,0.00182548428800412,-0.0172263377374589,-0.00216611633615359
"lambda",0.0162729165669721,-0.0417942629118824,0.00260295028483203,-0.0172263377374589,1.13109026788692,-0.110788423184578
"luce",0.000355030970165161,-0.00470370819749215,-0.00806042959027169,-0.00216611633615359,-0.110788423184578,0.0755559095261685
"alpha",0.00943706287687864,0.00272646259779344,-0.000291264644605348,0.00382646236089132,0.0279860117323188,-0.0136737487220751
"beta",0.00272646259779344,0.00532588979371861,0.00290011856363539,0.00286046005554573,-0.0428110762902562,-0.00353243631202946
"gamma",-0.000291264644605348,0.00290011856363539,0.0212800148660807,-0.00234042138967965,-0.0152684046590611,-0.00287094485251743
"delta",0.00382646236089132,0.00286046005554573,-0.00234042138967965,0.0124615366542811,-0.0305916946887087,-0.00747583217391614
"lambda",0.0279860117323188,-0.0428110762902562,-0.0152684046590611,-0.0305916946887087,0.973327649934508,-0.0981684476559217
"luce",-0.0136737487220751,-0.00353243631202946,-0.00287094485251743,-0.00747583217391614,-0.0981684476559217,0.0569358420851913
"alpha",0.00362774210167342,0.000952562087290746,-0.00183076486174421,0.00593836235666008,0.0206090416837618,-0.00854230240231336
"beta",0.000952562087290746,0.0165076786006913,0.00179169455842361,-0.00626614241458389,-0.0376468856639671,-0.00466225041389403
"gamma",-0.00183076486174421,0.00179169455842361,0.00643877693213962,-0.00472086929030453,-0.0154489602371969,-0.00104879340784878
"delta",0.00593836235666008,-0.00626614241458389,-0.00472086929030453,0.0395088891482256,-0.0204393987187509,-0.0054613223835087
"lambda",0.0206090416837618,-0.0376468856639671,-0.0154489602371969,-0.0204393987187509,1.20824360420139,-0.0412051466500663
"luce",-0.00854230240231336,-0.00466225041389403,-0.00104879340784878,-0.0054613223835087,-0.0412051466500663,0.0576313281703001
"alpha",0.0033041563458392,-6.60994768934643e-05,-0.000472520730025193,0.0006563635368352,0.0324822307956928,-0.00566028054821473
"beta",-6.60994768934643e-05,0.00250214431156338,0.000723671288265445,0.000759436278044501,-0.0277981959604431,0.00159506074010219
"gamma",-0.000472520730025193,0.000723671288265445,0.00495422599965627,-0.00104796676469614,-0.00762446273767614,-2.38922461209827e-05
"delta",0.0006563635368352,0.000759436278044501,-0.00104796676469614,0.00329667263584991,-0.00380464515263077,-3.71698739523735e-05
"lambda",0.0324822307956928,-0.0277981959604431,-0.00762446273767614,-0.00380464515263077,0.684804601075637,-0.0760281746382527
"luce",-0.00566028054821473,0.00159506074010219,-2.38922461209827e-05,-3.71698739523735e-05,-0.0760281746382527,0.0324097482219141
"alpha",0.0218576322583516,-0.000919029943916242,-0.0141007322255701,0.00136052933055244,0.0523070850071478,-0.00807211441642464
"beta",-0.000919029943916242,0.00358456518665447,0.00532243310028281,9.95678748333395e-06,-0.0242271698963246,-0.000211705958535273
"gamma",-0.0141007322255701,0.00532243310028281,0.0333835974969785,-0.00186007978581122,-0.0174640978606039,-0.00598577004628509
"delta",0.00136052933055244,9.95678748333395e-06,-0.00186007978581122,0.00222147436462485,-0.000391277276220243,5.31527734269863e-05
"lambda",0.0523070850071478,-0.0242271698963246,-0.0174640978606039,-0.000391277276220243,0.917416508628559,-0.161344711254071
"luce",-0.00807211441642464,-0.000211705958535273,-0.00598577004628509,5.31527734269863e-05,-0.161344711254071,0.0745590782748326
"alpha",0.0555398401060993,-0.000812517958639012,-0.0337971840233776,0.000491671207466514,0.0131584613713207,-0.00108642727662494
"beta",-0.000812517958639012,0.00243650197708035,0.00400747968261928,0.00189252560006837,-0.0189226663338184,-0.00466926356790572
"gamma",-0.0337971840233776,0.00400747968261928,0.0883344252441322,-0.001293845249692,-0.0256683273471675,-0.00879097597591549
"delta",0.000491671207466514,0.00189252560006837,-0.001293845249692,0.00722784091622948,-0.0235816504593314,-0.00718904931669398
"lambda",0.0131584613713207,-0.0189226663338184,-0.0256683273471675,-0.0235816504593314,0.704476867830159,-0.0451793223785801
"luce",-0.00108642727662494,-0.00466926356790572,-0.00879097597591549,-0.00718904931669398,-0.0451793223785801,0.0593099305995934
"alpha",0.0463019680171662,-0.00613612187824431,-0.0264933035637649,0.00885090573166136,0.026589826659863,-0.00631934666070097
"beta",-0.00613612187824431,0.0347737588812841,0.0133292531306318,-0.0101696641974632,-0.0462112369743904,-0.00736327240525482
"gamma",-0.0264933035637649,0.0133292531306318,0.0476846372835117,-0.00800960487760194,-0.0153684752509518,-0.0133035733871742
"delta",0.00885090573166136,-0.0101696641974632,-0.00800960487760194,0.0155871367758295,-0.0271962803063165,-0.00680432329281728
"lambda",0.026589826659863,-0.0462112369743904,-0.0153684752509518,-0.0271962803063165,1.21545497711747,-0.016007237237376
"luce",-0.00631934666070097,-0.00736327240525482,-0.0133035733871742,-0.00680432329281728,-0.016007237237376,0.0784213827346462
"alpha",0.00418238688633509,-0.000472767786326293,0.00128559348509437,0.00132052082421583,0.000701759702045221,-0.0142213552808881
"beta",-0.000472767786326293,0.0122314095486278,0.00207573794098743,-0.00326734725402798,-0.0278152264911239,0.000815585361053809
"gamma",0.00128559348509437,0.00207573794098743,0.00788443280320384,-9.63108294324918e-05,-0.00621728086670646,-0.00573518349784657
"delta",0.00132052082421583,-0.00326734725402798,-9.63108294324918e-05,0.00218663776634012,-0.0178032918987702,-0.00399462164475968
"lambda",0.000701759702045221,-0.0278152264911239,-0.00621728086670646,-0.0178032918987702,1.18389122378907,-0.0148431531903822
"luce",-0.0142213552808881,0.000815585361053809,-0.00573518349784657,-0.00399462164475968,-0.0148431531903822,0.0750783951284651
"alpha",0.00985293032902236,-0.000949404061654696,-0.00613109490744812,0.000994464907777403,0.00275114536604026,-0.0112668615910749
"beta",-0.000949404061654696,0.0136548065188147,0.00319153202164267,-0.00242042198589828,-0.0382777726178233,-0.00206654151097472
"gamma",-0.00613109490744812,0.00319153202164267,0.0304844527187992,0.000720870171915522,-0.0105957926761197,-0.00993807191533052
"delta",0.000994464907777403,-0.00242042198589828,0.000720870171915522,0.00123765403774186,-0.0124794435989698,-0.00330892809044672
"lambda",0.00275114536604026,-0.0382777726178233,-0.0105957926761197,-0.0124794435989698,1.26806084632891,-0.018037145091022
"luce",-0.0112668615910749,-0.00206654151097472,-0.00993807191533052,-0.00330892809044672,-0.018037145091022,0.0805247645363748
"alpha",0.0523944124484953,-0.00325212041947129,-0.0368542567453257,0.00560335660473325,-0.0189715263745694,-0.0036300555341707
"beta",-0.00325212041947129,0.0527239273964566,0.0128842360353312,-0.0152534124761022,-0.0400892692008132,-0.00350971134762108
"gamma",-0.0368542567453257,0.0128842360353312,0.0923166426765867,-0.00612729148859162,-0.00994439554042984,-0.00920235267396381
"delta",0.00560335660473325,-0.0152534124761022,-0.00612729148859162,0.021901873680263,-0.0375781392804779,-0.00702227493587194
"lambda",-0.0189715263745694,-0.0400892692008132,-0.00994439554042984,-0.0375781392804779,1.32046361403129,-0.00934266926355034
"luce",-0.0036300555341707,-0.00350971134762108,-0.00920235267396381,-0.00702227493587194,-0.00934266926355034,0.0802795799753793
"alpha",0.0404329761594997,-0.000578360330262807,-0.0103168494045044,0.000979955438873296,0.0530743700952991,0.00582947866210886
"beta",-0.000578360330262807,0.00266638296482545,0.00362287087137409,0.000885992224449232,-0.00883079084726638,-0.000670851347439638
"gamma",-0.0103168494045044,0.00362287087137409,0.0443231774887357,0.000337279625956921,-0.00140590548271388,-0.00190953580983952
"delta",0.000979955438873296,0.000885992224449232,0.000337279625956921,0.00154230835734031,-0.000917269890727023,-6.62665468593061e-05
"lambda",0.0530743700952991,-0.00883079084726638,-0.00140590548271388,-0.000917269890727023,0.844000503583194,-0.038651216625907
"luce",0.00582947866210886,-0.000670851347439638,-0.00190953580983952,-6.62665468593061e-05,-0.038651216625907,0.0632707794221451
"alpha",0.0144922220033313,-0.00266046467853177,-0.00696086621139264,0.00747923355720623,-0.0119827722001506,-0.0101297112787096
"beta",-0.00266046467853177,0.0658341885426827,0.00124541785879213,-0.0169629537115757,-0.00177763634687671,0.003820705985246
"gamma",-0.00696086621139264,0.00124541785879213,0.00707672630452645,-0.00233418814146063,0.00471428428219979,-0.00579056241259883
"delta",0.00747923355720623,-0.0169629537115757,-0.00233418814146063,0.0318804275580343,-0.0609988677206603,-0.0120997379635151
"lambda",-0.0119827722001506,-0.00177763634687671,0.00471428428219979,-0.0609988677206603,1.23902409429394,0.0232326931526258
"luce",-0.0101297112787096,0.003820705985246,-0.00579056241259883,-0.0120997379635151,0.0232326931526258,0.0823695596108199
"alpha",0.05322994764717,-0.0014082907851292,-0.033748099230171,0.000972590941147919,0.0369826175234551,-0.00385395649835748
"beta",-0.0014082907851292,0.00782085733725181,0.00730543938371876,0.00110162509167552,-0.048875351001651,-0.00529231964890365
"gamma",-0.033748099230171,0.00730543938371876,0.0819753439997613,-0.00160157530890369,-0.0614046835543839,-0.00628349762607189
"delta",0.000972590941147919,0.00110162509167552,-0.00160157530890369,0.00948939371631962,-0.0123787629256539,-0.0032585165112809
"lambda",0.0369826175234551,-0.048875351001651,-0.0614046835543839,-0.0123787629256539,1.00294083145742,-0.13774079604662
"luce",-0.00385395649835748,-0.00529231964890365,-0.00628349762607189,-0.0032585165112809,-0.13774079604662,0.0749408947716058
"alpha",0.052747018413764,0.000201929074051278,-0.0328697817513527,0.0120043566286944,0.0227285444878152,-0.00167848781895027
"beta",0.000201929074051278,0.00671036255375151,0.00282309800989448,-0.00234860438439418,-0.0251070094991142,-0.00266608917230675
"gamma",-0.0328697817513527,0.00282309800989448,0.0956779623869825,-0.0172158578412414,-0.0394407254366912,-0.0122794103341543
"delta",0.0120043566286944,-0.00234860438439418,-0.0172158578412414,0.0560300941003549,0.000696344242926828,-0.00496712833199422
"lambda",0.0227285444878152,-0.0251070094991142,-0.0394407254366912,0.000696344242926828,0.896319302435553,-0.0736686675244501
"luce",-0.00167848781895027,-0.00266608917230675,-0.0122794103341543,-0.00496712833199422,-0.0736686675244501,0.0627937950330833
"alpha",0.00391019017935315,0.00179668800571838,-0.00207788834269798,0.00279045847959679,0.0241053316813375,-0.00839964548017457
"beta",0.00179668800571838,0.00676280031937366,0.00201337392286627,0.00131583415455604,-0.0439331705794834,-0.00363170039542346
"gamma",-0.00207788834269798,0.00201337392286627,0.011479074747322,-0.00190530051294076,-0.0204818007425846,-0.000450814537153324
"delta",0.00279045847959679,0.00131583415455604,-0.00190530051294076,0.0173538706595219,-0.0264177840093477,-0.00721020539971795
"lambda",0.0241053316813375,-0.0439331705794834,-0.0204818007425846,-0.0264177840093477,1.07080204800977,-0.0869757520779427
"luce",-0.00839964548017457,-0.00363170039542346,-0.000450814537153324,-0.00721020539971795,-0.0869757520779427,0.0536712790551832
"alpha",0.0311766576006789,0.000529914230456157,-0.00817464495801426,0.00121636751069821,0.0197623907091791,-0.00393727437738089
"beta",0.000529914230456157,0.00339624376168146,0.00631833476203951,0.000137894661425434,-0.0296342134600044,-0.00429887659698711
"gamma",-0.00817464495801426,0.00631833476203951,0.0646416956350194,-0.00177308208419807,-0.0319474360028624,-0.00517529332253097
"delta",0.00121636751069821,0.000137894661425434,-0.00177308208419807,0.00259669732244151,-0.0095562231924041,-0.00335185440777684
"lambda",0.0197623907091791,-0.0296342134600044,-0.0319474360028624,-0.0095562231924041,0.930697348647664,-0.0770755402506998
"luce",-0.00393727437738089,-0.00429887659698711,-0.00517529332253097,-0.00335185440777684,-0.0770755402506998,0.0684822271657908
"alpha",0.0302774168673161,0.000748491825467114,-0.00870444270662514,0.00184681354631303,0.0180595695001067,-0.00927893662775834
"beta",0.000748491825467114,0.00588397778335297,0.00640047150070112,0.000953204538288618,-0.0483967267771279,-0.00540630450138841
"gamma",-0.00870444270662514,0.00640047150070112,0.0668661185505494,-0.000542682993399643,-0.0146369560512007,-0.0062772450373037
"delta",0.00184681354631303,0.000953204538288618,-0.000542682993399643,0.00189573888095776,-0.0158959076252243,-0.00280598241890586
"lambda",0.0180595695001067,-0.0483967267771279,-0.0146369560512007,-0.0158959076252243,1.03156168156707,-0.0824143223248534
"luce",-0.00927893662775834,-0.00540630450138841,-0.0062772450373037,-0.00280598241890586,-0.0824143223248534,0.0678934856853699
"alpha",0.0489446755919001,0.00242646749291459,-0.0297983651968346,0.00207351420541058,0.0151365465592868,-0.00244502622687739
"beta",0.00242646749291459,0.00901271666599707,0.00401418333928555,0.000101840526655777,-0.0469785554801394,-0.00794528753778586
"gamma",-0.0297983651968346,0.00401418333928555,0.0749254765204372,-0.00297274975630521,-0.028147044175954,-0.014183149565077
"delta",0.00207351420541058,0.000101840526655777,-0.00297274975630521,0.0215411527618297,-0.020120904113787,-0.00609315681646644
"lambda",0.0151365465592868,-0.0469785554801394,-0.028147044175954,-0.020120904113787,1.08764884301334,-0.11256331120992
"luce",-0.00244502622687739,-0.00794528753778586,-0.014183149565077,-0.00609315681646644,-0.11256331120992,0.0777211742101254
"alpha",0.00355317192702185,-0.00275387475898651,-0.00102054636347118,0.00687729667427894,-0.00123106045478339,-0.0125573469306799
"beta",-0.00275387475898651,0.0665437780714418,0.00209810585945999,-0.0291905981618454,0.00293007456412751,0.00914708964165941
"gamma",-0.00102054636347118,0.00209810585945999,0.0104212913098924,-0.00321574474473185,-0.00174990245691756,-4.65270063876791e-05
"delta",0.00687729667427894,-0.0291905981618454,-0.00321574474473185,0.0505063346063917,-0.0483944555915204,-0.0235880463471225
"lambda",-0.00123106045478339,0.00293007456412751,-0.00174990245691756,-0.0483944555915204,1.40218913666424,-0.00492596976960033
"luce",-0.0125573469306799,0.00914708964165941,-4.65270063876791e-05,-0.0235880463471225,-0.00492596976960033,0.0735485093431229
"alpha",0.0187553057265698,0.00527354513039703,-0.00271481180989089,0.000701236481681481,0.00251203133414998,-0.0105108490279556
"beta",0.00527354513039703,0.0108431913305093,0.00698552938264667,-6.57151932646981e-06,-0.0610253453520159,-0.00918034179428853
"gamma",-0.00271481180989089,0.00698552938264667,0.0597871973471015,-0.00168424106742422,-0.0663933526064483,-0.0109205332113378
"delta",0.000701236481681481,-6.57151932646981e-06,-0.00168424106742422,0.0137112446340009,-0.00736946273384142,-0.00394609184155789
"lambda",0.00251203133414998,-0.0610253453520159,-0.0663933526064483,-0.00736946273384142,1.0979166691342,-0.0722678324928113
"luce",-0.0105108490279556,-0.00918034179428853,-0.0109205332113378,-0.00394609184155789,-0.0722678324928113,0.0647321233549471
"alpha",0.0117404198166078,0.00300114966730454,-0.00523081302583176,0.00116531504355655,0.00576990151293446,-0.00624457258598343
"beta",0.00300114966730454,0.00488946552994689,0.000619278751942667,0.000637603403223479,-0.027690159619205,-0.00469717704633782
"gamma",-0.00523081302583176,0.000619278751942667,0.038269506169911,-0.00313148120069578,-0.037463361386339,-0.00211944896164989
"delta",0.00116531504355655,0.000637603403223479,-0.00313148120069578,0.011986082055646,-0.00966859828316709,-0.00172578935697455
"lambda",0.00576990151293446,-0.027690159619205,-0.037463361386339,-0.00966859828316709,0.784188978036623,-0.0444115017037413
"luce",-0.00624457258598343,-0.00469717704633782,-0.00211944896164989,-0.00172578935697455,-0.0444115017037413,0.0429442738588833
