"","alpha","beta","gamma","delta","lambda","luce"
"gamma",-0.0364573194464173,0.00783178795264254,0.0681231801941147,-0.00319414203387994,-0.00611712389696972,-0.0119936418901584
"delta",0.00172515918172539,-0.0157210353365479,-0.00319414203387994,0.017421408819335,-0.0247463030525215,-0.00660343098987666
"lambda",0.00602426957831984,-0.0198729779987605,-0.00611712389696972,-0.0247463030525215,1.28877077762086,-0.0178332625118626
"luce",0.00523832381211714,0.000113087225787021,-0.0119936418901584,-0.00660343098987666,-0.0178332625118626,0.0783573595541087
"alpha",0.00319324162685246,-0.00139105823416268,-0.000544201169874094,0.00446809445379638,0.00887333957209231,-0.00435321710161604
"beta",-0.00139105823416268,0.0428916422447977,0.00156851738311922,-0.0233519464767945,-0.0399619240128334,-0.00261967280269016
"gamma",-0.000544201169874094,0.00156851738311922,0.00491539351474029,-0.00139074492190675,-0.0101931643856641,-0.00147192506000256
"delta",0.00446809445379638,-0.0233519464767945,-0.00139074492190675,0.0602861303263695,-0.0251913534668628,-0.00448424589292628
"lambda",0.00887333957209231,-0.0399619240128334,-0.0101931643856641,-0.0251913534668628,1.3191441399582,-0.0086949087053991
"luce",-0.00435321710161604,-0.00261967280269016,-0.00147192506000256,-0.00448424589292628,-0.0086949087053991,0.0529898944372088
"alpha",0.0614786698841821,-0.00302203765206169,-0.0339927769588139,0.00177537460933123,0.0144493831306303,-8.66877819359308e-05
"beta",-0.00302203765206169,0.00859771587751496,0.00804327915822728,-0.00120456902662931,-0.0512182187739882,-0.00777786609397621
"gamma",-0.0339927769588139,0.00804327915822728,0.079796304218543,-0.00266541416781564,-0.0111843246108035,-0.00953173043088779
"delta",0.00177537460933123,-0.00120456902662931,-0.00266541416781564,0.00211319056951915,-0.0134015387267182,-0.00211500429431039
"lambda",0.0144493831306303,-0.0512182187739882,-0.0111843246108035,-0.0134015387267182,1.21973405254314,-0.0717060433411788
"luce",-8.66877819359308e-05,-0.00777786609397621,-0.00953173043088779,-0.00211500429431039,-0.0717060433411788,0.0784456795422777
"alpha",0.00198893771379046,0.00053209914881266,-0.000757570696001524,0.00155302502064573,0.0138234443119894,-0.00282839607705849
"beta",0.00053209914881266,0.00313604806731314,0.00121218370473116,0.00152817950337263,-0.0295962713626729,-0.00183699030396129
"gamma",-0.000757570696001524,0.00121218370473116,0.00336616584839655,-0.000346901241857496,-0.00861939602787908,-0.00045131785428842
"delta",0.00155302502064573,0.00152817950337263,-0.000346901241857496,0.0059432045761338,-0.0244484852312439,-0.00250450219486977
"lambda",0.0138234443119894,-0.0295962713626729,-0.00861939602787908,-0.0244484852312439,0.753525389324103,-0.0110359214454676
"luce",-0.00282839607705849,-0.00183699030396129,-0.00045131785428842,-0.00250450219486977,-0.0110359214454676,0.0301522124372696
"alpha",0.00374295744322169,-0.000159571827059365,0.000746414044054715,0.00707735634648306,-0.00430544545408029,-0.0105865733503228
"beta",-0.000159571827059365,0.0578477256109276,0.00208082082447615,-0.0205551976411254,-0.0172935898713669,0.00323638127460481
"gamma",0.000746414044054715,0.00208082082447615,0.0036685939089123,-0.000843313258311112,-0.00182205063829322,0.000183454774433753
"delta",0.00707735634648306,-0.0205551976411254,-0.000843313258311112,0.0703223288338593,-0.0792899841065424,-0.0159695996941639
"lambda",-0.00430544545408029,-0.0172935898713669,-0.00182205063829322,-0.0792899841065424,1.27351011396417,-0.00230080486345662
"luce",-0.0105865733503228,0.00323638127460481,0.000183454774433753,-0.0159695996941639,-0.00230080486345662,0.0655413382303791
"alpha",0.0499961164342774,-4.00254226276055e-05,-0.0195610835344227,0.000289453760088944,0.0144936508840082,-0.00404093206652327
"beta",-4.00254226276055e-05,0.0027392882832766,0.00425762066046995,0.00153144249561984,-0.019087748797914,-0.00159967206600321
"gamma",-0.0195610835344227,0.00425762066046995,0.0984353782379041,0.000114327738823479,-0.00655544421367737,-0.0110285437513391
"delta",0.000289453760088944,0.00153144249561984,0.000114327738823479,0.00360923094484972,-0.00871623044564552,-0.00159211631878452
"lambda",0.0144936508840082,-0.019087748797914,-0.00655544421367737,-0.00871623044564552,0.97870426080221,-0.154271444767677
"luce",-0.00404093206652327,-0.00159967206600321,-0.0110285437513391,-0.00159211631878452,-0.154271444767677,0.0709678274667787
"alpha",0.0125996125864118,0.0012920423442143,-0.00356586324659199,0.00193576106016061,-0.000313511382805931,-0.0122008680016424
"beta",0.0012920423442143,0.0453942153467754,0.00800560440980351,-0.0150745724423502,-0.0473020619771334,0.00505371130089729
"gamma",-0.00356586324659199,0.00800560440980351,0.0340474571329576,-0.00362655820792733,-0.0138323963503911,-0.00403452825579114
"delta",0.00193576106016061,-0.0150745724423502,-0.00362655820792733,0.0152937945232566,-0.0127276416929487,-0.00947069311475116
"lambda",-0.000313511382805931,-0.0473020619771334,-0.0138323963503911,-0.0127276416929487,1.25798918317606,-0.00491647823810484
"luce",-0.0122008680016424,0.00505371130089729,-0.00403452825579114,-0.00947069311475116,-0.00491647823810484,0.0799917810549277
"alpha",0.00659309807907343,0.000260955698328888,-0.00350207008044498,0.00302484423833398,0.0331190463422133,-0.00196248847105636
"beta",0.000260955698328888,0.00159262532471737,0.00197536739614336,0.000443966184115051,-0.0146548928621348,-0.000732528778762374
"gamma",-0.00350207008044498,0.00197536739614336,0.0171567701587111,-0.002850861009828,-0.0125507207975892,0.000376622767581668
"delta",0.00302484423833398,0.000443966184115051,-0.002850861009828,0.00447972050641724,0.00180980461893085,-0.000249090912639742
"lambda",0.0331190463422133,-0.0146548928621348,-0.0125507207975892,0.00180980461893085,0.712087493387769,-0.0399817072312578
"luce",-0.00196248847105636,-0.000732528778762374,0.000376622767581668,-0.000249090912639742,-0.0399817072312578,0.0382855325784629
"alpha",0.0601757566660335,6.14339280183324e-05,-0.0255422939167004,-0.000622011642996093,0.0168040326514364,-0.00143917378076296
"beta",6.14339280183324e-05,0.00107880730426707,0.00197543969889013,0.000193984257122482,-0.00579436468863886,-0.00081964877264128
"gamma",-0.0255422939167004,0.00197543969889013,0.0877504361337991,-0.0018158793153041,0.0353037523627016,-0.00443729051096918
"delta",-0.000622011642996093,0.000193984257122482,-0.0018158793153041,0.00149299292768172,-0.00610612981927711,-0.000811658970092188
"lambda",0.0168040326514364,-0.00579436468863886,0.0353037523627016,-0.00610612981927711,0.923638338813972,-0.13765898172465
"luce",-0.00143917378076296,-0.00081964877264128,-0.00443729051096918,-0.000811658970092188,-0.13765898172465,0.0762658273766007
"alpha",0.0349603963000352,0.0012484710967874,-0.0179550365457721,0.00339409495408204,0.0358680580469012,-0.00250912555207282
"beta",0.0012484710967874,0.0060856039698448,0.0034041191897845,0.000596040606172495,-0.0382973596823287,-0.00377223168593047
"gamma",-0.0179550365457721,0.0034041191897845,0.0267832198785012,-0.00171499079028032,-0.0238130565688263,-0.00973512852266867
"delta",0.00339409495408204,0.000596040606172495,-0.00171499079028032,0.0101661381434456,-0.0272943455529627,-0.00330716726833369
"lambda",0.0358680580469012,-0.0382973596823287,-0.0238130565688263,-0.0272943455529627,1.04923927139973,-0.125395754014182
"luce",-0.00250912555207282,-0.00377223168593047,-0.00973512852266867,-0.00330716726833369,-0.125395754014182,0.0758257622524235
"alpha",0.0129025006513719,1.84474683301722e-05,-0.00054502338538397,0.00113513150460565,0.00153022065314773,-0.0124163733478498
"beta",1.84474683301722e-05,0.0726530923022058,0.00794092772338795,-0.0132176459086401,-0.0231384925952551,0.0012704213712946
"gamma",-0.00054502338538397,0.00794092772338795,0.0369783615242617,-0.00371916345005188,-0.00807969086207555,-0.0018820499960978
"delta",0.00113513150460565,-0.0132176459086401,-0.00371916345005188,0.0135507250909511,-0.0193511831666821,-0.0043459823855688
"lambda",0.00153022065314773,-0.0231384925952551,-0.00807969086207555,-0.0193511831666821,1.38513781793275,-0.00580426398326019
"luce",-0.0124163733478498,0.0012704213712946,-0.0018820499960978,-0.0043459823855688,-0.00580426398326019,0.0804351074485361
"alpha",0.00169436438774048,0.000266495433589257,-0.000352015771536109,0.000406143686341892,0.0108796960977813,-0.000695710885874281
"beta",0.000266495433589257,0.00160476690372919,0.000325117173547614,0.000512615331122074,-0.0168083133164957,0.00129712631955442
"gamma",-0.000352015771536109,0.000325117173547614,0.00957984560930478,-0.00144551777535582,0.0233154340002633,-0.00727789050109357
"delta",0.000406143686341892,0.000512615331122074,-0.00144551777535582,0.00233481400625284,-0.0164836440541479,0.00198901791725769
"lambda",0.0108796960977813,-0.0168083133164957,0.0233154340002633,-0.0164836440541479,0.490008056502002,-0.0669671568583128
"luce",-0.000695710885874281,0.00129712631955442,-0.00727789050109357,0.00198901791725769,-0.0669671568583128,0.0684653317781884
"alpha",0.00255426561763281,0.00101118373235403,0.000168678913297018,0.00603849149906202,0.0132456000735405,-0.0044901072304313
"beta",0.00101118373235403,0.0214545307190598,0.000637638744021636,-0.00735299537194252,-0.0469651154713779,-0.00184590955015367
"gamma",0.000168678913297018,0.000637638744021636,0.00208479556737216,-0.00190454746338142,-0.00518836896442812,-0.000155761753437708
"delta",0.00603849149906202,-0.00735299537194252,-0.00190454746338142,0.054626013530854,-0.00422443547962269,-0.00035310245807028
"lambda",0.0132456000735405,-0.0469651154713779,-0.00518836896442812,-0.00422443547962269,1.18094860245869,-0.0219152216391686
"luce",-0.0044901072304313,-0.00184590955015367,-0.000155761753437708,-0.00035310245807028,-0.0219152216391686,0.0602904835534695
"alpha",0.00810426278117414,-0.000136440236400642,-0.00552590831549771,0.00139205422895421,0.0364914270965112,-0.0106668586215689
"beta",-0.000136440236400642,0.00538556588066081,0.0040246296106053,3.44743830357602e-05,-0.0455712807947268,-0.00463277232073328
"gamma",-0.00552590831549771,0.0040246296106053,0.0228627948645482,-0.00127038759477563,-0.00486760020434365,-0.00583594228870241
"delta",0.00139205422895421,3.44743830357602e-05,-0.00127038759477563,0.00185986093983772,-0.00781375018158233,-0.0019911128704828
"lambda",0.0364914270965112,-0.0455712807947268,-0.00486760020434365,-0.00781375018158233,1.11773901166374,-0.0970649902310343
"luce",-0.0106668586215689,-0.00463277232073328,-0.00583594228870241,-0.0019911128704828,-0.0970649902310343,0.0717633388299612
"alpha",0.0591816433353019,-0.000901477391861558,-0.0255184634899874,0.0013650414027313,-0.0104193844395018,0.000154472758066073
"beta",-0.000901477391861558,0.0774995073857838,0.00231070058223398,-0.0109884132136839,-0.0161097989364408,0.00147456683951335
"gamma",-0.0255184634899874,0.00231070058223398,0.0391011345165599,-0.00110587164440625,0.00900220857547586,-0.010155372947158
"delta",0.0013650414027313,-0.0109884132136839,-0.00110587164440625,0.00866607252954635,-0.0230987750289574,-0.00294755416848564
"lambda",-0.0104193844395018,-0.0161097989364408,0.00900220857547586,-0.0230987750289574,1.35388270596544,-0.0213493639542332
"luce",0.000154472758066073,0.00147456683951335,-0.010155372947158,-0.00294755416848564,-0.0213493639542332,0.0799632900185944
"alpha",0.0069525612377553,-0.000219881679013581,-0.003593195980089,0.000810847800239504,0.014333188793046,-0.00870518695801275
"beta",-0.000219881679013581,0.00516006562412765,0.00114076093002506,-0.000930665302581889,-0.0258165528041091,-0.00323429018770139
"gamma",-0.003593195980089,0.00114076093002506,0.00458776688501526,-8.85853815456839e-05,9.0950769619381e-05,-0.00233168582494332
"delta",0.000810847800239504,-0.000930665302581889,-8.85853815456839e-05,0.000904399185629228,-0.00757270405053542,-0.00251901588583991
"lambda",0.014333188793046,-0.0258165528041091,9.0950769619381e-05,-0.00757270405053542,0.904255852874136,-0.0355148584432281
"luce",-0.00870518695801275,-0.00323429018770139,-0.00233168582494332,-0.00251901588583991,-0.0355148584432281,0.0677098146169465
"alpha",0.0579472571945868,-0.00525123174640445,-0.0447261169930031,0.00217763991062301,-0.00464147824197064,0.00227262256287609
"beta",-0.00525123174640445,0.0662565717251796,0.0110896655751404,-0.0160375016813428,-0.0368596281744604,0.000261755490030735
"gamma",-0.0447261169930031,0.0110896655751404,0.103525491187511,-0.00396944755763586,0.00108728317172858,-0.0136705887597374
"delta",0.00217763991062301,-0.0160375016813428,-0.00396944755763586,0.0148930737249814,-0.016786494298587,-0.004494034229531
"lambda",-0.00464147824197064,-0.0368596281744604,0.00108728317172858,-0.016786494298587,1.29329477186233,-0.00458554731437201
"luce",0.00227262256287609,0.000261755490030735,-0.0136705887597374,-0.004494034229531,-0.00458554731437201,0.0837779362655889
"alpha",0.0583150075925195,-0.0001288377603365,-0.0315061663797968,0.000316663792245976,0.00124035632766347,-0.00185509205119084
"beta",-0.0001288377603365,0.0023151091092774,0.00176635112685716,0.000627290106190758,-0.0161650773756868,-0.0043424485729032
"gamma",-0.0315061663797968,0.00176635112685716,0.0880295417577138,-0.000254709732625908,0.0021751450778514,-0.00286353333751844
"delta",0.000316663792245976,0.000627290106190758,-0.000254709732625908,0.00087475575905668,-0.00528789450695635,-0.00145933125674675
"lambda",0.00124035632766347,-0.0161650773756868,0.0021751450778514,-0.00528789450695635,0.907470302249021,-0.0531471902712778
"luce",-0.00185509205119084,-0.0043424485729032,-0.00286353333751844,-0.00145933125674675,-0.0531471902712778,0.0696282380164551
"alpha",0.0599804084430837,-0.0022250437718347,-0.0141844023186956,0.00263984293670864,0.00409054431244846,-0.000358479680416447
"beta",-0.0022250437718347,0.0717071703845767,-0.000586085322605637,-0.00956082422658967,0.0118504038877101,0.00271557256860602
"gamma",-0.0141844023186956,-0.000586085322605637,0.0151058159472507,6.18377988891843e-05,-0.000443379442341188,-0.00762331687145724
"delta",0.00263984293670864,-0.00956082422658967,6.18377988891843e-05,0.00892411371643391,-0.0327190011968369,-0.00399167935459684
"lambda",0.00409054431244846,0.0118504038877101,-0.000443379442341188,-0.0327190011968369,1.43900238363301,0.0116630385194616
"luce",-0.000358479680416447,0.00271557256860602,-0.00762331687145724,-0.00399167935459684,0.0116630385194616,0.0808771564368309
"alpha",0.0818769807423941,-0.00288231458567349,-0.0350865571084011,0.0039171101232993,-0.00389663122271599,0.00437800587534596
"beta",-0.00288231458567349,0.0648840338736612,0.00494435187836068,-0.0128967703497955,-0.0113600064823651,-0.00147403149286882
"gamma",-0.0350865571084011,0.00494435187836068,0.0542980353384277,-0.00155744833117141,-0.0114782280399181,-0.0106982360603987
"delta",0.0039171101232993,-0.0128967703497955,-0.00155744833117141,0.0115291911125656,-0.0237631503523428,-0.00344453868056828
"lambda",-0.00389663122271599,-0.0113600064823651,-0.0114782280399181,-0.0237631503523428,1.34586792374887,0.0105721007186525
"luce",0.00437800587534596,-0.00147403149286882,-0.0106982360603987,-0.00344453868056828,0.0105721007186525,0.0840308424318431
"alpha",0.053857702658541,0.000953668849351185,-0.0170412191521056,0.000620294246376495,0.0498587723107213,0.0012957709953044
"beta",0.000953668849351185,0.00313513452800391,0.00208651882093683,0.000169768969036933,-0.0188378308175974,-0.00320579319110784
"gamma",-0.0170412191521056,0.00208651882093683,0.052233596709395,-4.24091470410301e-05,0.00450451459289431,-0.00522574772277476
"delta",0.000620294246376495,0.000169768969036933,-4.24091470410301e-05,0.000324958043222011,-0.00215421762999845,-0.000683706376356366
"lambda",0.0498587723107213,-0.0188378308175974,0.00450451459289431,-0.00215421762999845,0.962896066199505,-0.0767871699039168
"luce",0.0012957709953044,-0.00320579319110784,-0.00522574772277476,-0.000683706376356366,-0.0767871699039168,0.071783094314573
"alpha",0.047452374051933,0.00108247899946177,-0.0270633371569373,0.00230570242738093,0.017713897393965,-0.00200093895568373
"beta",0.00108247899946177,0.0081733026542735,0.00577036934851394,0.00166692829058167,-0.0514507791081666,-0.00486346226850724
"gamma",-0.0270633371569373,0.00577036934851394,0.0716081057298033,-0.00173406307873491,-0.0389192858859161,-0.0113067485256479
"delta",0.00230570242738093,0.00166692829058167,-0.00173406307873491,0.0144607865126741,-0.0259581676288506,-0.00403665043718692
"lambda",0.017713897393965,-0.0514507791081666,-0.0389192858859161,-0.0259581676288506,1.09090276692871,-0.123612468667439
"luce",-0.00200093895568373,-0.00486346226850724,-0.0113067485256479,-0.00403665043718692,-0.123612468667439,0.0710293163558163
"alpha",0.0592378669508688,-0.00135845565785248,-0.0237778591284383,0.00116077878884358,0.0216119494682475,-0.00129341064610702
"beta",-0.00135845565785248,0.00464836655479639,0.00359461326931338,0.00035036987294366,-0.0380014688857642,-0.0050497533290052
"gamma",-0.0237778591284383,0.00359461326931338,0.0581824722629323,-0.000399669848334134,-0.00340068920236379,-0.00910277672793605
"delta",0.00116077878884358,0.00035036987294366,-0.000399669848334134,0.00128959290711296,-0.0133978981672117,-0.00181539059950663
"lambda",0.0216119494682475,-0.0380014688857642,-0.00340068920236379,-0.0133978981672117,1.10242848525432,-0.0999292014319348
"luce",-0.00129341064610702,-0.0050497533290052,-0.00910277672793605,-0.00181539059950663,-0.0999292014319348,0.07623782251512
"alpha",0.0549090278357101,0.000372771879428174,-0.0229905773589246,0.00031622070563517,-0.0063903455834169,-0.00216776165689073
"beta",0.000372771879428174,0.00248301586622976,0.00148393797485167,0.00233868422843952,-0.0130688984414128,-0.00355142553359767
"gamma",-0.0229905773589246,0.00148393797485167,0.0810089933339332,-0.00174603867603837,0.00461456546439291,-0.00455757103271431
"delta",0.00031622070563517,0.00233868422843952,-0.00174603867603837,0.00350115928758718,-0.0118257377036598,-0.00424023341251884
"lambda",-0.0063903455834169,-0.0130688984414128,0.00461456546439291,-0.0118257377036598,0.82863707113027,-0.0558989219098092
"luce",-0.00216776165689073,-0.00355142553359767,-0.00455757103271431,-0.00424023341251884,-0.0558989219098092,0.0727073465210318
"alpha",0.0508466261470154,-0.00334833558375645,-0.0317723221137519,0.00288920918189276,0.0145394172574493,0.000343019548721887
"beta",-0.00334833558375645,0.0288196877073042,0.0176200024945924,-0.00816332745848126,-0.0439170838510663,-0.00694274265501674
"gamma",-0.0317723221137519,0.0176200024945924,0.0984412377698589,-0.00569330407855952,-0.02224884115453,-0.0135347398825532
"delta",0.00288920918189276,-0.00816332745848126,-0.00569330407855952,0.00761533452998308,-0.0128765371735321,-0.00393554413763676
"lambda",0.0145394172574493,-0.0439170838510663,-0.02224884115453,-0.0128765371735321,1.26200142583026,0.0163104725822297
"luce",0.000343019548721887,-0.00694274265501674,-0.0135347398825532,-0.00393554413763676,0.0163104725822297,0.0848182865010098
"alpha",0.0610976245349967,-0.00053643482330915,-0.028861238556505,-0.00125077623908959,-0.000100248388872559,0.000481699006265267
"beta",-0.00053643482330915,0.00434235597639005,0.00160123683657529,0.00300831590612568,-0.0198074540352683,-0.00264363650464927
"gamma",-0.028861238556505,0.00160123683657529,0.0793201141706382,-0.00202452453637505,0.0107196400298389,-0.00838246975360904
"delta",-0.00125077623908959,0.00300831590612568,-0.00202452453637505,0.00784126090391666,-0.00688576865215054,-0.00176193878230338
"lambda",-0.000100248388872559,-0.0198074540352683,0.0107196400298389,-0.00688576865215054,0.570696855520433,-0.0746323913988294
"luce",0.000481699006265267,-0.00264363650464927,-0.00838246975360904,-0.00176193878230338,-0.0746323913988294,0.054492950658676
"alpha",0.040872228893151,0.00193701278445566,-0.0225436292486832,0.00157362847418828,0.0124645330772222,-0.0029710043999018
"beta",0.00193701278445566,0.00883619057665159,0.00501882340334216,-0.000748334883411361,-0.0395358485351653,-0.00522865336531816
"gamma",-0.0225436292486832,0.00501882340334216,0.0923806965743667,-0.00848516793971177,-0.0587048354313591,-0.0177891082141619
"delta",0.00157362847418828,-0.000748334883411361,-0.00848516793971177,0.0365332565824198,-0.0106781718809746,-0.00916154532016096
"lambda",0.0124645330772222,-0.0395358485351653,-0.0587048354313591,-0.0106781718809746,1.18692813152829,-0.0873675587216916
"luce",-0.0029710043999018,-0.00522865336531816,-0.0177891082141619,-0.00916154532016096,-0.0873675587216916,0.0687800222783525
"alpha",0.00761105208395349,-0.00119146052297449,-0.00487429252698997,0.00152940711800531,0.000881035910627327,-0.00885957955361547
"beta",-0.00119146052297449,0.0724733116232927,0.00277138852064534,-0.0115908559374253,0.00727853409897276,0.000596265991393473
"gamma",-0.00487429252698997,0.00277138852064534,0.03707560331582,-0.00188973050921524,-0.00423618631164156,-0.0111849949961867
"delta",0.00152940711800531,-0.0115908559374253,-0.00188973050921524,0.0103098801706837,-0.0215768171361143,-0.00208682533925416
"lambda",0.000881035910627327,0.00727853409897276,-0.00423618631164156,-0.0215768171361143,1.30078776636053,-0.00714976721646787
"luce",-0.00885957955361547,0.000596265991393473,-0.0111849949961867,-0.00208682533925416,-0.00714976721646787,0.0483980278133235
"alpha",0.00451157444328648,0.00081877874924471,-0.00163370773273646,0.00154363278258483,0.0294086790081848,-0.00516869657181815
"beta",0.00081877874924471,0.00283320261991908,0.00165112783483144,0.00123837082241776,-0.0243404828913454,-0.00394918462237903
"gamma",-0.00163370773273646,0.00165112783483144,0.00889465310899021,-0.000161334863888101,-0.00457494466506312,-0.0059076686251082
"delta",0.00154363278258483,0.00123837082241776,-0.000161334863888101,0.00230677242688891,-0.00689848095425082,-0.00230612645368146
