"","alpha","beta","gamma","delta","lambda","luce"
"lambda",-0.0121744896421695,0.00820484319686155,0.00192323302795759,-0.0245583195412069,1.34273861714811,0.000971570602696237
"luce",-0.00810603417542512,-0.000139396879701543,-0.0052087967259762,-0.00296757967364535,0.000971570602696237,0.0832089478443742
"alpha",0.00644044552963679,0.000282171081211297,-0.0032060473661806,0.000847162049812291,0.0102224257907916,-0.0103816947454258
"beta",0.000282171081211297,0.00682157543860417,0.000613356910329025,-0.00164019171448424,-0.0245085173741229,-0.000855950765506503
"gamma",-0.0032060473661806,0.000613356910329025,0.00474009474124918,0.000175171401940414,-0.00247126943473191,-0.00109059739990138
"delta",0.000847162049812291,-0.00164019171448424,0.000175171401940414,0.0016976106341221,-0.0156103864797719,-0.00368438841063843
"lambda",0.0102224257907916,-0.0245085173741229,-0.00247126943473191,-0.0156103864797719,1.10090946987834,-0.0367274155152603
"luce",-0.0103816947454258,-0.000855950765506503,-0.00109059739990138,-0.00368438841063843,-0.0367274155152603,0.0696777214233657
"alpha",0.0729537200086622,-0.00431047225778141,-0.0379062045059289,0.000945216012715414,-0.00716722942355383,0.00248590934029955
"beta",-0.00431047225778141,0.0791957516282051,0.00469446435871963,-0.0196330838447268,0.0119804206838995,0.00572586323935625
"gamma",-0.0379062045059289,0.00469446435871963,0.0721958800043937,-0.000826585408508339,0.00502608433075953,-0.0117402278574789
"delta",0.000945216012715414,-0.0196330838447268,-0.000826585408508339,0.0223407911127927,-0.0528977788454631,-0.0105195269002796
"lambda",-0.00716722942355383,0.0119804206838995,0.00502608433075953,-0.0528977788454631,1.35469559498647,-0.00155289894638345
"luce",0.00248590934029955,0.00572586323935625,-0.0117402278574789,-0.0105195269002796,-0.00155289894638345,0.0833813035640872
"alpha",0.0723471542173478,0.000275527539887235,-0.0347481803836003,0.000538061525008272,9.19748596936737e-05,-0.00244896896394676
"beta",0.000275527539887235,0.00301647921875786,0.000765262762296577,-0.000152594383350025,-0.0100098441326411,-0.00213211354054925
"gamma",-0.0347481803836003,0.000765262762296577,0.0711730229386693,-0.000224803873000455,-0.0038039010622527,-0.0069071147618845
"delta",0.000538061525008272,-0.000152594383350025,-0.000224803873000455,0.0019842911904526,-0.00365560300218533,-0.00044523326878746
"lambda",9.19748596936737e-05,-0.0100098441326411,-0.0038039010622527,-0.00365560300218533,0.883983494348491,-0.0482047429862275
"luce",-0.00244896896394676,-0.00213211354054925,-0.0069071147618845,-0.00044523326878746,-0.0482047429862275,0.0726439789716954
"alpha",0.0476373706102458,-0.00237555550546121,-0.0142906013226207,0.00169355279914997,0.00244565673233332,-0.00689727211302677
"beta",-0.00237555550546121,0.0807155803636244,0.00133223257674669,-0.0138910633703632,0.0143375016542493,0.00639135900500596
"gamma",-0.0142906013226207,0.00133223257674669,0.0140606611224675,-0.000363176926300036,0.00230693810881718,-0.00351868966918161
"delta",0.00169355279914997,-0.0138910633703632,-0.000363176926300036,0.0152858452324228,-0.0362761357980532,-0.00667961364962237
"lambda",0.00244565673233332,0.0143375016542493,0.00230693810881718,-0.0362761357980532,1.33081617835137,0.00447600565702105
"luce",-0.00689727211302677,0.00639135900500596,-0.00351868966918161,-0.00667961364962237,0.00447600565702105,0.0878659940552047
"alpha",0.0731646971373147,-0.00340604643052096,-0.0274058545723157,0.00151071826222917,0.00886982850753464,-0.00207259602119742
"beta",-0.00340604643052096,0.0630383941019708,0.00380066004165946,-0.0131963771377567,-0.0494105881608982,-0.00693760379569935
"gamma",-0.0274058545723157,0.00380066004165946,0.0426173145968923,-0.00122974498654233,0.000906295726788241,-0.00768615178208393
"delta",0.00151071826222917,-0.0131963771377567,-0.00122974498654233,0.00813631112974023,-0.014815735918028,-0.00263569578795808
"lambda",0.00886982850753464,-0.0494105881608982,0.000906295726788241,-0.014815735918028,1.30082334486175,-0.0175570705753862
"luce",-0.00207259602119742,-0.00693760379569935,-0.00768615178208393,-0.00263569578795808,-0.0175570705753862,0.0796712238981023
"alpha",0.0519692041520777,0.000115116687504099,-0.0296903171171645,0.000165418491054069,0.0093230215528918,-0.00449561532853832
"beta",0.000115116687504099,0.00227329381908213,0.00122761677837986,-0.00021708774693874,-0.00267815207637499,-0.000871108094488532
"gamma",-0.0296903171171645,0.00122761677837986,0.0675760786418395,-0.0001445649506429,-0.000357420285926468,-0.00233883907285856
"delta",0.000165418491054069,-0.00021708774693874,-0.0001445649506429,0.000281182275512358,-0.00124955595152656,-0.000210085807322119
"lambda",0.0093230215528918,-0.00267815207637499,-0.000357420285926468,-0.00124955595152656,0.861397932840237,-0.0925252372709697
"luce",-0.00449561532853832,-0.000871108094488532,-0.00233883907285856,-0.000210085807322119,-0.0925252372709697,0.0699897069340696
"alpha",0.0617275156648541,0.000563021953445074,-0.0374509552573991,5.20951565976307e-05,0.0112953644113383,0.000138428122009104
"beta",0.000563021953445074,0.00829678910251544,0.000336133780532624,0.000805792402572255,-0.0475987925893961,-0.00664557759703857
"gamma",-0.0374509552573991,0.000336133780532624,0.0743922118611316,-0.000988701769898882,-0.00343804913338463,-0.0092294360984999
"delta",5.20951565976307e-05,0.000805792402572255,-0.000988701769898882,0.0144965424124075,-0.00961372364806821,-0.00144097814253984
"lambda",0.0112953644113383,-0.0475987925893961,-0.00343804913338463,-0.00961372364806821,1.10253136904741,-0.0929630558980186
"luce",0.000138428122009104,-0.00664557759703857,-0.0092294360984999,-0.00144097814253984,-0.0929630558980186,0.0735580147696004
"alpha",0.030311876885565,-0.000933191838539219,-0.0191702667632337,0.0004504692005016,0.0358901512007975,-0.0115098194785645
"beta",-0.000933191838539219,0.00569455109824781,0.00326389664852695,-0.00155709647115714,-0.0365722347302859,-0.00452390987703888
"gamma",-0.0191702667632337,0.00326389664852695,0.0374654125122107,-0.000587859328123083,-0.00565566657313632,-0.00171579006953647
"delta",0.0004504692005016,-0.00155709647115714,-0.000587859328123083,0.00200636006640747,0.00421929666820284,-5.14335499599382e-05
"lambda",0.0358901512007975,-0.0365722347302859,-0.00565566657313632,0.00421929666820284,1.05254269869179,-0.113588484452626
"luce",-0.0115098194785645,-0.00452390987703888,-0.00171579006953647,-5.14335499599382e-05,-0.113588484452626,0.0715774218118001
"alpha",0.0553593034049226,3.73219263454801e-05,-0.0294846189337538,0.00052757394437427,-0.0012386584686873,-0.00360673261842119
"beta",3.73219263454801e-05,0.00291108995600346,0.000957000153228999,0.000618101006689676,-0.0157415256929778,-0.0027783331144653
"gamma",-0.0294846189337538,0.000957000153228999,0.0561055136175986,-0.000695292785975084,-0.00469261073061293,-0.00371444552375975
"delta",0.00052757394437427,0.000618101006689676,-0.000695292785975084,0.00309207596182999,0.000470153486974811,-0.00014535966051014
"lambda",-0.0012386584686873,-0.0157415256929778,-0.00469261073061293,0.000470153486974811,0.926308591440277,-0.0439220023231377
"luce",-0.00360673261842119,-0.0027783331144653,-0.00371444552375975,-0.00014535966051014,-0.0439220023231377,0.0680731414082049
"alpha",0.0145877668525276,0.00300780539786541,0.00241219616835411,-4.07656430319285e-05,-0.000221545441195648,-0.0107211230264111
"beta",0.00300780539786541,0.0209022851908486,0.00528329799428589,-0.00646965642774932,-0.0517482008675617,-0.00773827263639464
"gamma",0.00241219616835411,0.00528329799428589,0.0731199361923271,-0.00263045097847151,0.00626735758979833,0.000156955899930777
"delta",-4.07656430319285e-05,-0.00646965642774932,-0.00263045097847151,0.0058026703467352,-0.00826600437760032,-0.00277050261096893
"lambda",-0.000221545441195648,-0.0517482008675617,0.00626735758979833,-0.00826600437760032,1.16651737076269,-0.015855283863569
"luce",-0.0107211230264111,-0.00773827263639464,0.000156955899930777,-0.00277050261096893,-0.015855283863569,0.0754897357908078
"alpha",0.0717486540124053,-0.000585254340761465,-0.0347467986476553,5.51135100421057e-05,0.00543979990592661,0.00203843664573135
"beta",-0.000585254340761465,0.00356356086934632,0.00102303770941156,0.000272819286552189,-0.0141276761984893,-0.0010056326842839
"gamma",-0.0347467986476553,0.00102303770941156,0.0681595123117573,-0.000462128387770737,0.0069166713551913,-0.00715368227581668
"delta",5.51135100421057e-05,0.000272819286552189,-0.000462128387770737,0.00346878465998455,-0.00261941703399935,-0.000168920531283122
"lambda",0.00543979990592661,-0.0141276761984893,0.0069166713551913,-0.00261941703399935,0.684025151099845,-0.0957249926826798
"luce",0.00203843664573135,-0.0010056326842839,-0.00715368227581668,-0.000168920531283122,-0.0957249926826798,0.0590083484195432
"alpha",0.0186127389851954,0.000770955345406438,-0.00529648778123899,0.00937138067306846,0.00854376687022601,-0.014599472466689
"beta",0.000770955345406438,0.0320190657744872,0.00339990739661344,-0.0196614369049925,-0.0568595782003418,-0.00345584874725109
"gamma",-0.00529648778123899,0.00339990739661344,0.0460148959748477,-0.0052971690733831,-0.0147755007896336,-0.0038447471185819
"delta",0.00937138067306846,-0.0196614369049925,-0.0052971690733831,0.0620149571312093,-0.0193049555092412,-0.01418807768577
"lambda",0.00854376687022601,-0.0568595782003418,-0.0147755007896336,-0.0193049555092412,1.28579333549847,-0.0508197907478864
"luce",-0.014599472466689,-0.00345584874725109,-0.0038447471185819,-0.01418807768577,-0.0508197907478864,0.0808858716081845
"alpha",0.0103125331844454,-0.00277928494253053,-0.00262783127223849,0.00403124366013205,0.000262249529253423,-0.0145393918209116
"beta",-0.00277928494253053,0.0737867872729281,0.00547242094698647,-0.0365591871894635,0.049727018557994,0.00633917181862971
"gamma",-0.00262783127223849,0.00547242094698647,0.0294981548436246,-0.00684135902906632,0.00150989501363923,0.00204605181641722
"delta",0.00403124366013205,-0.0365591871894635,-0.00684135902906632,0.0670108844068384,-0.0712854038814239,-0.0153890898908371
"lambda",0.000262249529253423,0.049727018557994,0.00150989501363923,-0.0712854038814239,1.3373832961287,-0.0120514808060493
"luce",-0.0145393918209116,0.00633917181862971,0.00204605181641722,-0.0153890898908371,-0.0120514808060493,0.0791407349026599
"alpha",0.00269803726592964,0.00041768312510938,-0.00113910448361956,0.000505692304782879,0.0127112562310759,-0.000866999494618855
"beta",0.00041768312510938,0.00332905324390834,0.000125081758626148,-0.000254927165089533,-0.0357975629948544,-0.000174335881565302
"gamma",-0.00113910448361956,0.000125081758626148,0.00186490512024308,-0.000318690439638496,-0.00458636693976433,-0.00112305210634109
"delta",0.000505692304782879,-0.000254927165089533,-0.000318690439638496,0.00326409864647117,-0.0110989329626752,0.000191660349744302
