"","alpha","beta","gamma","delta","lambda","luce"
"gamma",-0.00116476144710411,4.05649480230418e-05,0.0273669411336707,0.000500851029654215,0.00136646332587282,0.0056831074104873
"delta",-1.45472637776663e-05,-0.000755595465705764,0.000500851029654215,0.00870191615401871,0.0169617334158253,0.0017585657840296
"lambda",0.0065853153052529,-0.0579302514839801,0.00136646332587282,0.0169617334158253,1.10879611289497,-0.0322294403063822
"luce",-0.00882480471883868,-0.00803095586042657,0.0056831074104873,0.0017585657840296,-0.0322294403063822,0.0641914702822348
"alpha",0.0140610844549911,0.00435183725061333,-0.00137771198814755,-6.82648438028105e-05,0.013701560602526,-0.0194187555010681
"beta",0.00435183725061333,0.0347462366580005,0.000154566108068519,-0.00821693882117019,-0.0483890817721151,-0.009591539293441
"gamma",-0.00137771198814755,0.000154566108068519,0.00331361696611556,8.86797057308431e-05,-0.000462809530987494,0.00326759855514922
"delta",-6.82648438028105e-05,-0.00821693882117019,8.86797057308431e-05,0.00508275484432426,0.00477964371872028,0.000641471395032253
"lambda",0.013701560602526,-0.0483890817721151,-0.000462809530987494,0.00477964371872028,1.03186068429897,-0.0248395587034389
"luce",-0.0194187555010681,-0.009591539293441,0.00326759855514922,0.000641471395032253,-0.0248395587034389,0.0743904345572813
"alpha",0.016506564965447,0.000430243317882372,-0.000662957226376601,0.000141901776203719,0.00628872568874107,-0.0224695047046046
"beta",0.000430243317882372,0.00745031151834998,-0.000144704498176244,-0.00259613641642622,-0.0084920042604465,-0.00206373169865692
"gamma",-0.000662957226376601,-0.000144704498176244,0.00637309636462406,0.000320307715849765,0.000497099990724756,0.00144356269345517
"delta",0.000141901776203719,-0.00259613641642622,0.000320307715849765,0.00572530656727976,0.00179456700714974,0.000586369509968787
"lambda",0.00628872568874107,-0.0084920042604465,0.000497099990724756,0.00179456700714974,1.19601034523814,-0.0247094975493674
"luce",-0.0224695047046046,-0.00206373169865692,0.00144356269345517,0.000586369509968787,-0.0247094975493674,0.0779093862257792
"alpha",0.0116259287364953,0.00270976192840479,0.000382653611155209,-0.000253869543854455,0.00726618422555232,-0.0130729015247264
"beta",0.00270976192840479,0.0341245654778999,-0.000180301619793714,-0.00767916483107711,-0.0478093635737602,-0.0102407283895489
"gamma",0.000382653611155209,-0.000180301619793714,0.0220350280578374,0.000331592824271217,-0.000534495334181203,0.00313110809270985
"delta",-0.000253869543854455,-0.00767916483107711,0.000331592824271217,0.00426537871588487,0.0027027596294458,0.000929075166211913
"lambda",0.00726618422555232,-0.0478093635737602,-0.000534495334181203,0.0027027596294458,1.12159779592478,-0.022534123700958
"luce",-0.0130729015247264,-0.0102407283895489,0.00313110809270985,0.000929075166211913,-0.022534123700958,0.0755232659325534
"alpha",0.00714510373702697,0.000512920677679297,0.00107191825778,-8.22409416349417e-05,0.00134249829492359,-0.00832533416914044
"beta",0.000512920677679297,0.00630436443215674,-3.31800911030887e-05,-0.00242575736516132,-0.00963641815405366,-0.00156535671711804
"gamma",0.00107191825778,-3.31800911030887e-05,0.0459736520717411,0.000276082004986959,-0.0177545316608751,0.00675680093303722
"delta",-8.22409416349417e-05,-0.00242575736516132,0.000276082004986959,0.00600646463276634,0.00381727595658163,0.000390127621964124
"lambda",0.00134249829492359,-0.00963641815405366,-0.0177545316608751,0.00381727595658163,1.19673040176313,-0.0187658820161073
"luce",-0.00832533416914044,-0.00156535671711804,0.00675680093303722,0.000390127621964124,-0.0187658820161073,0.0689736919156955
"alpha",0.00999981868546739,0.00207808002657954,0.000838550609850394,-0.00105892712777902,0.0177125604293416,-0.0138087096050803
"beta",0.00207808002657954,0.0101296876419088,0.000156668169981,-0.00331763761211942,-0.0639231444571333,-0.0109214861894304
"gamma",0.000838550609850394,0.000156668169981,0.0282688361741864,0.000455992673448785,-0.00277055591439739,0.00399159614386943
"delta",-0.00105892712777902,-0.00331763761211942,0.000455992673448785,0.0173562687083966,0.0243626381777671,0.00537610239775819
"lambda",0.0177125604293416,-0.0639231444571333,-0.00277055591439739,0.0243626381777671,1.14597845741834,-0.06700567714327
"luce",-0.0138087096050803,-0.0109214861894304,0.00399159614386943,0.00537610239775819,-0.06700567714327,0.0773472473668558
"alpha",0.00656793564018769,0.00132006783512998,-0.00169439173843108,0.00014510185252095,0.0159511324987064,-0.0128385746439045
"beta",0.00132006783512998,0.0074234796698511,-0.000383735714567298,-0.000122700475910444,-0.037512303361566,-0.00506325345046014
"gamma",-0.00169439173843108,-0.000383735714567298,0.00912137294465483,-3.36765107080031e-05,0.000542130621010162,0.00294684794430157
"delta",0.00014510185252095,-0.000122700475910444,-3.36765107080031e-05,0.00501215525505603,-0.000174851846399961,0.000224188050770046
"lambda",0.0159511324987064,-0.037512303361566,0.000542130621010162,-0.000174851846399961,0.763259742843122,-0.0745920839423468
"luce",-0.0128385746439045,-0.00506325345046014,0.00294684794430157,0.000224188050770046,-0.0745920839423468,0.0522913462626147
"alpha",0.0113302639114072,0.000946863542226496,-0.00425505486913311,0.000274219813158635,0.0373544773710794,-0.00457876349524951
"beta",0.000946863542226496,0.00321728146293079,-0.000199410066013432,-0.00207693366692251,-0.0348975070079786,-0.000827116342418951
"gamma",-0.00425505486913311,-0.000199410066013432,0.00268645471163442,-0.000116465902611832,-0.0131067629368084,0.00130429204093064
"delta",0.000274219813158635,-0.00207693366692251,-0.000116465902611832,0.0026892301849044,0.0143023187022762,0.000807963396831718
