"","alpha","gamma","luce"
"alpha",0.00661737025322329,7.11926109595486e-05,-0.012471699203472
"gamma",7.11926109595486e-05,0.0250971026745807,0.00530268384752414
"luce",-0.012471699203472,0.00530268384752414,0.0810013493488738
"alpha",0.00409035935167132,-0.0011888708669628,-0.0134435281306398
"gamma",-0.0011888708669628,0.00191920272871276,0.0025717992152687
"luce",-0.0134435281306398,0.0025717992152687,0.0642826596696059
"alpha",0.0105636258890583,0.00266982818295261,-0.0103309708006415
"gamma",0.00266982818295261,0.0480598400040628,0.00254270819389253
"luce",-0.0103309708006415,0.00254270819389253,0.0799875534349766
"alpha",0.0210619814179927,-0.00879954666724459,-0.0166254691610703
"gamma",-0.00879954666724459,0.00621138977849401,-0.000143889301854836
"luce",-0.0166254691610703,-0.000143889301854836,0.0800801538473034
"alpha",0.0132162051018519,-0.00625044472312488,-0.0104926915990739
"gamma",-0.00625044472312488,0.0798312257714636,-0.000505598705530098
"luce",-0.0104926915990739,-0.000505598705530098,0.0800300854871987
"alpha",0.00167110321693342,-0.000217160998426386,-0.00500644157130052
"gamma",-0.000217160998426386,0.00216136498388254,8.48714065882008e-05
"luce",-0.00500644157130052,8.48714065882008e-05,0.0458601916338382
"alpha",0.00125267607565036,-4.10676526068005e-06,-0.00400857195550363
"gamma",-4.10676526068005e-06,0.000497177362214676,0.000554572142547941
"luce",-0.00400857195550363,0.000554572142547941,0.0453085933828154
"alpha",0.00428327339975836,-0.000647997752869286,-0.0154605013996726
"gamma",-0.000647997752869286,0.00688495556883789,0.00126167131270887
"luce",-0.0154605013996726,0.00126167131270887,0.0765128550863874
"alpha",0.0466204615012561,-0.019561399317037,-0.0117190375609044
"gamma",-0.019561399317037,0.0345077815155771,-0.00606324611980508
"luce",-0.0117190375609044,-0.00606324611980508,0.0834822513014293
"alpha",0.00362366365467793,-0.0012777619837185,-0.00609895000534704
"gamma",-0.0012777619837185,0.00134208576020558,-0.00247273034721175
"luce",-0.00609895000534704,-0.00247273034721175,0.0567533292042783
"alpha",0.00640459628582889,-0.00497379367332616,-0.00753105818851497
"gamma",-0.00497379367332616,0.0584848288873953,0.00532032694767714
"luce",-0.00753105818851497,0.00532032694767714,0.0818766820876621
"alpha",0.0629910689793896,-0.00772352476875755,-0.00555164729850315
"gamma",-0.00772352476875755,0.00844302521033544,-0.0031620157257941
"luce",-0.00555164729850315,-0.0031620157257941,0.0768803812606855
"alpha",0.0252847093191746,-0.00679397563707177,-0.0116328882328334
"gamma",-0.00679397563707177,0.00273587559023073,-0.001498389908659
"luce",-0.0116328882328334,-0.001498389908659,0.0784428980093896
"alpha",0.0547852647600254,-0.0112419390184975,-0.0105080112825885
"gamma",-0.0112419390184975,0.00697836526239683,-0.00176775232822621
"luce",-0.0105080112825885,-0.00176775232822621,0.0801914225382772
"alpha",0.0106292972743284,0.00203511516757943,-0.00843987804218504
"gamma",0.00203511516757943,0.0282015438312659,0.00613397194411972
"luce",-0.00843987804218504,0.00613397194411972,0.0796841211950068
"alpha",0.00872312013710713,0.000235034856166247,-0.00899050857175576
"gamma",0.000235034856166247,0.042953660574263,0.00639187151048217
"luce",-0.00899050857175576,0.00639187151048217,0.0828533352458186
"alpha",0.00973523257096985,-0.00453978234424886,-0.0197719944547446
"gamma",-0.00453978234424886,0.00510502828768924,0.00222281943770455
"luce",-0.0197719944547446,0.00222281943770455,0.0829781437638332
"alpha",0.0624690694940315,-0.00734813793184847,-0.00872018817091795
"gamma",-0.00734813793184847,0.00523759158965262,-0.00075520122668333
"luce",-0.00872018817091795,-0.00075520122668333,0.0816994707329894
"alpha",0.0120771947421018,0.00525666676357383,-0.0101113013127618
"gamma",0.00525666676357383,0.051364898181486,0.00580907483263198
"luce",-0.0101113013127618,0.00580907483263198,0.0793475913756711
"alpha",0.0146479190231828,-0.0125869987535216,-0.0129152683182102
"gamma",-0.0125869987535216,0.0743433465712039,0.00784552853076252
"luce",-0.0129152683182102,0.00784552853076252,0.0853771174572237
"alpha",0.00934064507117984,0.00250902846050012,-0.00951219995691955
"gamma",0.00250902846050012,0.0313248686878159,0.00268958878610845
"luce",-0.00951219995691955,0.00268958878610845,0.0824010151749179
"alpha",0.00289086343588947,-0.000438408513928708,-0.0111271930402525
"gamma",-0.000438408513928708,0.00596928149664758,0.000279147996852961
"luce",-0.0111271930402525,0.000279147996852961,0.0657121802277414
"alpha",0.00163343624995127,-0.000391607643431748,-0.00372310098906419
"gamma",-0.000391607643431748,0.000503499557566737,-9.34205909587108e-05
"luce",-0.00372310098906419,-9.34205909587108e-05,0.0421039526437437
"alpha",0.00385454579821579,-0.001016160472579,-0.0133745790174673
"gamma",-0.001016160472579,0.00223313554973429,0.00305400798838142
"luce",-0.0133745790174673,0.00305400798838142,0.065367728199644
"alpha",0.0147304520279274,-0.00816795933424332,-0.0114185478468202
"gamma",-0.00816795933424332,0.053428480345151,0.00175659835922767
"luce",-0.0114185478468202,0.00175659835922767,0.080221019602125
"alpha",0.00896356534805857,0.00289098396299262,-0.00757374689165564
"gamma",0.00289098396299262,0.0700870231334292,0.00894617536136366
"luce",-0.00757374689165564,0.00894617536136366,0.0836631966862877
"alpha",0.0338545316405581,-0.00970897896530014,-0.0114039255820327
"gamma",-0.00970897896530014,0.00426406748979641,-0.0012863394811752
"luce",-0.0114039255820327,-0.0012863394811752,0.0767656264146609
"alpha",0.00565187179874157,-0.00103930682551458,-0.0172592610893463
"gamma",-0.00103930682551458,0.0120447889981513,0.00153115837867873
"luce",-0.0172592610893463,0.00153115837867873,0.0788246249542714
"alpha",0.00374083694022073,-0.000966476971508773,-0.0141078616842717
"gamma",-0.000966476971508773,0.00855545374016166,0.00247932640857503
"luce",-0.0141078616842717,0.00247932640857503,0.07265694331242
"alpha",0.054454890023586,-0.0157919851291252,-0.0105228181890194
"gamma",-0.0157919851291252,0.0149085604234358,-0.000966135724668172
"luce",-0.0105228181890194,-0.000966135724668172,0.0817621675421444
"alpha",0.0114385965421049,0.0065344594318236,-0.0106314705757556
"gamma",0.0065344594318236,0.0596095798060998,0.00599430077522903
"luce",-0.0106314705757556,0.00599430077522903,0.0836316370858788
"alpha",0.00161043941520061,-0.000388788690268142,-0.006618264309927
"gamma",-0.000388788690268142,0.00111646672445071,0.00213869544443385
"luce",-0.006618264309927,0.00213869544443385,0.0589670442337099
"alpha",0.00861914498210813,0.00318980695383374,-0.0135205019793335
"gamma",0.00318980695383374,0.0246094940615303,0.00232619908478086
"luce",-0.0135205019793335,0.00232619908478086,0.0810745573515905
"alpha",0.00629586524730281,-0.00245107995918046,-0.00746735236880395
"gamma",-0.00245107995918046,0.00171988007411357,-0.00107357507069426
"luce",-0.00746735236880395,-0.00107357507069426,0.0520006164875998
"alpha",0.0112058925744914,-0.00434957245460899,-0.0164697791123465
"gamma",-0.00434957245460899,0.0254613616880472,0.00479418467229135
"luce",-0.0164697791123465,0.00479418467229135,0.0819262518275074
"alpha",0.00893196527899736,0.00247208248176763,-0.00826025676798617
"gamma",0.00247208248176763,0.0543088895704888,0.00512674017077981
"luce",-0.00826025676798617,0.00512674017077981,0.0823406968551908
"alpha",0.059100066534387,-0.0125212938119098,-0.0054447367475815
"gamma",-0.0125212938119098,0.0114488370210179,-0.0026965761936864
"luce",-0.0054447367475815,-0.0026965761936864,0.0794736500300711
"alpha",0.00397214007668676,-0.00105087987242372,-0.0148998587788789
"gamma",-0.00105087987242372,0.00253060630246198,0.00339342772861828
"luce",-0.0148998587788789,0.00339342772861828,0.074246211238747
"alpha",0.00176858985758023,-0.000677815703810172,-0.00567856988282013
"gamma",-0.000677815703810172,0.00239533928155845,0.00115318714036991
"luce",-0.00567856988282013,0.00115318714036991,0.0361309525191304
"alpha",0.00259687534336768,-0.00052608437809655,-0.0078655613125443
"gamma",-0.00052608437809655,0.000662481915795169,0.000412786098212997
"luce",-0.0078655613125443,0.000412786098212997,0.0530011545451484
"alpha",0.0111101169736375,-0.00822204618185358,-0.00833648701236701
"gamma",-0.00822204618185358,0.0665843902718802,0.00542091309100571
"luce",-0.00833648701236701,0.00542091309100571,0.0837484392856457
"alpha",0.00954511643224487,-0.000507735728952141,-0.00912544032410817
"gamma",-0.000507735728952141,0.0438899956528157,0.00505464547229433
"luce",-0.00912544032410817,0.00505464547229433,0.0855383532631901
"alpha",0.0275914111346727,-0.0125817508863251,-0.0170407727819742
"gamma",-0.0125817508863251,0.0153515453196019,0.00347411094521772
"luce",-0.0170407727819742,0.00347411094521772,0.0793681172986345
"alpha",0.0663094281444503,-0.0100617617209391,-0.0082937845235951
"gamma",-0.0100617617209391,0.00954267314698753,-0.00161235427428727
"luce",-0.0082937845235951,-0.00161235427428727,0.080282238699441
"alpha",0.0635453027100811,-0.0098993087691836,-0.0130243709257921
"gamma",-0.0098993087691836,0.00930343940987104,-0.00105123772739562
"luce",-0.0130243709257921,-0.00105123772739562,0.0831159478644945
"alpha",0.0566283447861624,-0.0108477913105187,-0.0116673751877272
"gamma",-0.0108477913105187,0.00990220041729511,-0.00200433555625336
"luce",-0.0116673751877272,-0.00200433555625336,0.086808497963214
"alpha",0.00333563940122835,-4.130259093207e-05,-0.0114882198478605
"gamma",-4.130259093207e-05,0.0083572029518143,0.00151441781467118
"luce",-0.0114882198478605,0.00151441781467118,0.0729427472563475
"alpha",0.00313507594071047,-0.00118974529802977,-0.0110387129528671
"gamma",-0.00118974529802977,0.00311486780827119,0.00271368365577553
"luce",-0.0110387129528671,0.00271368365577553,0.0605003173604416
"alpha",0.00170071503543584,-0.000470792668569471,-0.00594438480939556
"gamma",-0.000470792668569471,0.0063103567372784,0.001035533287694
"luce",-0.00594438480939556,0.001035533287694,0.0410484299555576
"alpha",0.0127689681364648,-0.00448722349527945,-0.0107784592918774
"gamma",-0.00448722349527945,0.0631044373252653,-0.000801399152267983
"luce",-0.0107784592918774,-0.000801399152267983,0.0799977501608788
"alpha",0.0668507230201194,-0.0218798448078095,-0.0106623701304767
"gamma",-0.0218798448078095,0.0257982310139991,-0.00152067612631755
"luce",-0.0106623701304767,-0.00152067612631755,0.0850286458852445
"alpha",0.00630539027520999,-0.00186836926457752,-0.0169729210232973
"gamma",-0.00186836926457752,0.0125273636097931,0.00445490502529417
"luce",-0.0169729210232973,0.00445490502529417,0.0784077169194784
"alpha",0.0523051010294987,-0.0147939595447444,-0.0119551620768944
"gamma",-0.0147939595447444,0.0131261172464975,0.000120077340973198
"luce",-0.0119551620768944,0.000120077340973198,0.0771322833298393
"alpha",0.00597001146550732,-0.00139591379141053,-0.0159091181384347
"gamma",-0.00139591379141053,0.0149237319944925,0.00460893135077014
"luce",-0.0159091181384347,0.00460893135077014,0.0716396617106145
"alpha",0.00413680771729469,-0.000216345425478146,-0.0151650822589315
"gamma",-0.000216345425478146,0.00492088279548207,0.00093479848273606
"luce",-0.0151650822589315,0.00093479848273606,0.0733658126292684
"alpha",0.0565621342986879,-0.0184112457460362,-0.0134579905342043
"gamma",-0.0184112457460362,0.022083554774695,-0.00106358922960922
"luce",-0.0134579905342043,-0.00106358922960922,0.0861437003987546
"alpha",0.00416185810791437,-0.00115568314767855,-0.0152043907439003
"gamma",-0.00115568314767855,0.00404487955542026,0.00315445902494318
"luce",-0.0152043907439003,0.00315445902494318,0.072690607545449
"alpha",0.00505758928312393,-0.00178324236448345,-0.00601057224533015
"gamma",-0.00178324236448345,0.0517379834025962,0.00878617718426749
"luce",-0.00601057224533015,0.00878617718426749,0.0847237917987007
"alpha",0.00284409635266008,-0.000631849245414203,-0.01021235255167
"gamma",-0.000631849245414203,0.00137367029533606,0.001697161575972
"luce",-0.01021235255167,0.001697161575972,0.0602207531013315
"alpha",0.00946439062283934,0.00318744927678305,-0.00697554542055736
"gamma",0.00318744927678305,0.0519560261699022,0.00739218493320238
"luce",-0.00697554542055736,0.00739218493320238,0.0793781157639918
"alpha",0.00113487711513007,-0.000118022741634034,-0.00409572850088321
"gamma",-0.000118022741634034,0.00211427397290727,-0.000302254758184945
"luce",-0.00409572850088321,-0.000302254758184945,0.0495902194880953
"alpha",0.0192634326495289,-0.00689014320068231,-0.0105427619582094
"gamma",-0.00689014320068231,0.0037878938503125,-0.00259714051912241
"luce",-0.0105427619582094,-0.00259714051912241,0.0842093950150693
"alpha",0.00349802255477629,-0.00103001244055999,-0.0130736217267886
"gamma",-0.00103001244055999,0.00403490243559318,0.00224429003412993
"luce",-0.0130736217267886,0.00224429003412993,0.0686699787301275
"alpha",0.00541927553470776,-0.000376256621745945,-0.0146579762896981
"gamma",-0.000376256621745945,0.0159796399552467,0.00385778025528123
"luce",-0.0146579762896981,0.00385778025528123,0.0806481527661666
"alpha",0.00773572672789145,-0.00434787728827792,-0.00844075274475387
"gamma",-0.00434787728827792,0.0753859782439534,0.0110794433087746
"luce",-0.00844075274475387,0.0110794433087746,0.073865113013444
"alpha",0.000431809967699787,-0.000109538845082904,-0.00108397407109826
"gamma",-0.000109538845082904,0.000598601945399303,0.000404857944813581
"luce",-0.00108397407109826,0.000404857944813581,0.0396701224540322
"alpha",0.00362225315508258,-0.000435139511580707,-0.0110676593596156
"gamma",-0.000435139511580707,0.00731553658343474,0.000947932731918965
"luce",-0.0110676593596156,0.000947932731918965,0.0479732433188958
"alpha",0.0097947709412157,-0.0015552074564817,-0.0173388259309334
"gamma",-0.0015552074564817,0.0139554422599408,0.00236307909344574
"luce",-0.0173388259309334,0.00236307909344574,0.0848738175011423
"alpha",0.011489093646102,0.00411594492384917,-0.0105437214435401
"gamma",0.00411594492384917,0.0508414048578554,0.00549876050995328
"luce",-0.0105437214435401,0.00549876050995328,0.0852270850606381
"alpha",0.00634855404471603,-0.00577895419769229,-0.00683065717257578
"gamma",-0.00577895419769229,0.0898820939879859,0.013375731955413
"luce",-0.00683065717257578,0.013375731955413,0.082192028510073
"alpha",0.00138139860061592,-0.00038257983940969,-0.00480460994027478
"gamma",-0.00038257983940969,0.000885734410349499,0.0019867674813164
"luce",-0.00480460994027478,0.0019867674813164,0.0471116227361385
"alpha",0.00857050117222767,-0.000444403503259906,-0.00778908354736682
"gamma",-0.000444403503259906,0.0812417096909466,0.00928543230121707
"luce",-0.00778908354736682,0.00928543230121707,0.0752306741238727
"alpha",0.0101311697613562,-0.00606064511048679,-0.0171183517813749
"gamma",-0.00606064511048679,0.024975127726366,0.000699949850379149
"luce",-0.0171183517813749,0.000699949850379149,0.0819879371982345
"alpha",0.0671672557561843,-0.0122815204929997,-0.00815029946451373
"gamma",-0.0122815204929997,0.0126045002218479,-0.00186691016841815
"luce",-0.00815029946451373,-0.00186691016841815,0.0803037505907929
"alpha",0.0059021863993981,-0.00076804002293772,-0.00633007235120114
"gamma",-0.00076804002293772,0.0750201716938034,0.00480151850764593
"luce",-0.00633007235120114,0.00480151850764593,0.074762173075838
"alpha",0.00379802984456978,-0.00107390540896529,-0.0146260781075106
"gamma",-0.00107390540896529,0.00430240692848611,0.00334727364635755
"luce",-0.0146260781075106,0.00334727364635755,0.0750481425665176
"alpha",0.00413009074087181,-0.00085946326100396,-0.0151100349416632
"gamma",-0.00085946326100396,0.00681983761866614,0.0019966873475508
"luce",-0.0151100349416632,0.0019966873475508,0.0742216067840567
"alpha",0.00435622239332588,-0.00127589197220655,-0.0162829731594516
"gamma",-0.00127589197220655,0.0126274265538549,0.00325320049479068
"luce",-0.0162829731594516,0.00325320049479068,0.083690290908083
"alpha",0.0033511919314186,-0.000966564979109814,-0.0118353396630786
"gamma",-0.000966564979109814,0.00229678180040365,0.00169647205164337
"luce",-0.0118353396630786,0.00169647205164337,0.0619068744049342
"alpha",0.0461884983168483,-0.017452954827304,-0.0143946301934234
"gamma",-0.017452954827304,0.018651657271719,-0.000443229156306441
"luce",-0.0143946301934234,-0.000443229156306441,0.0817464086971737
"alpha",0.00390188676313455,-0.00168183599030059,-0.0136355018170961
"gamma",-0.00168183599030059,0.0107482922209087,0.00450531080159675
"luce",-0.0136355018170961,0.00450531080159675,0.0735770907189852
"alpha",0.00212238233970497,-0.000459235203220255,-0.00785214474489596
"gamma",-0.000459235203220255,0.00105108837906207,0.0025064771190497
"luce",-0.00785214474489596,0.0025064771190497,0.0601860939900556
"alpha",0.00220899410920958,-0.000507097514594994,-0.00772450784225604
"gamma",-0.000507097514594994,0.00267260689058421,0.0016746936094886
"luce",-0.00772450784225604,0.0016746936094886,0.0553232431540643
"alpha",0.0470790672625901,-0.0195966070318881,-0.0120351089808761
"gamma",-0.0195966070318881,0.0255943475956904,-0.00135227828967047
"luce",-0.0120351089808761,-0.00135227828967047,0.0808962557446279
"alpha",0.0196492618801743,-0.0110300290962953,-0.019974561333256
"gamma",-0.0110300290962953,0.0210752351095095,0.00412433753546012
"luce",-0.019974561333256,0.00412433753546012,0.0796283139183528
"alpha",0.00462590707141631,-0.00151455534315997,-0.0163707007966832
"gamma",-0.00151455534315997,0.0115642056354716,0.00354752954758676
"luce",-0.0163707007966832,0.00354752954758676,0.0782306601428902
"alpha",0.0126570214818284,0.00747093629975119,-0.0123212995612588
"gamma",0.00747093629975119,0.0708335253548507,-0.0023513230964637
"luce",-0.0123212995612588,-0.0023513230964637,0.0768402614499923
"alpha",0.0120357385736136,0.00864754985066085,-0.00823306270126934
"gamma",0.00864754985066085,0.0694833662099129,0.00802776578011364
"luce",-0.00823306270126934,0.00802776578011364,0.0709716164142131
"alpha",0.0649303890078793,-0.0107898177388814,-0.00548777294040421
"gamma",-0.0107898177388814,0.0126789665213771,-0.00296379802340336
"luce",-0.00548777294040421,-0.00296379802340336,0.0738099930350314
"alpha",0.00736938056540455,0.00371838053081081,-0.00557081778573411
"gamma",0.00371838053081081,0.0404461106054212,0.0103962418176403
"luce",-0.00557081778573411,0.0103962418176403,0.0843822863722573
"alpha",0.0365138363468353,-0.0128838215908957,-0.018712813322064
"gamma",-0.0128838215908957,0.0111182375989496,0.00206388679919213
"luce",-0.018712813322064,0.00206388679919213,0.0808681322085922
"alpha",0.012574793355126,-0.00686429004468407,-0.00997407745981722
"gamma",-0.00686429004468407,0.04983987623469,0.00105242973663546
"luce",-0.00997407745981722,0.00105242973663546,0.0797057539949493
"alpha",0.0603104238708645,-0.0128493379906167,-0.00591508555284045
"gamma",-0.0128493379906167,0.0158048833619993,-0.00371309588580008
"luce",-0.00591508555284045,-0.00371309588580008,0.0800519979275586
"alpha",0.0132426815769171,-0.0022900808991744,-0.0161791182674685
"gamma",-0.0022900808991744,0.0226713427630502,0.000953067417981593
"luce",-0.0161791182674685,0.000953067417981593,0.0820121956046453
"alpha",0.0081700031481876,-0.00171865931408874,-0.00766185686193257
"gamma",-0.00171865931408874,0.0489658603116806,0.00218158398083011
"luce",-0.00766185686193257,0.00218158398083011,0.0829974613098751
"alpha",0.00232916666492745,-0.000499549984261535,-0.00837823485794204
"gamma",-0.000499549984261535,0.00209363988711048,0.00156958407486291
"luce",-0.00837823485794204,0.00156958407486291,0.0515150243502413
"alpha",0.00704742978845932,-0.00224486712805186,-0.0186544629472947
"gamma",-0.00224486712805186,0.00243429631009157,0.00189209840508009
"luce",-0.0186544629472947,0.00189209840508009,0.078659332112582
"alpha",0.0573508285225386,-0.012663268433234,-0.00951160663147464
"gamma",-0.012663268433234,0.012717021860601,-0.00373229634548546
"luce",-0.00951160663147464,-0.00373229634548546,0.083260136169788
"alpha",0.00731565103945653,-0.000657617679405349,-0.00721184253036699
"gamma",-0.000657617679405349,0.0505614429519157,0.00563218550557035
"luce",-0.00721184253036699,0.00563218550557035,0.0766963264823948
"alpha",0.0652996976052278,-0.0106437214313283,-0.00959555254605086
"gamma",-0.0106437214313283,0.00978266659808063,-1.58097961368662e-05
"luce",-0.00959555254605086,-1.58097961368662e-05,0.0800031074785756
"alpha",0.00584347062468873,-0.00121922132452338,-0.0150133076788497
"gamma",-0.00121922132452338,0.0185636213785575,0.0015774021497607
"luce",-0.0150133076788497,0.0015774021497607,0.0800088473780344
"alpha",0.0397847611420833,-0.0141944917827359,-0.0191054784452503
"gamma",-0.0141944917827359,0.0151333055477906,-0.00123725828056023
"luce",-0.0191054784452503,-0.00123725828056023,0.085055704274543
"alpha",0.00311060577551862,-0.00120915384675111,-0.011371434979001
"gamma",-0.00120915384675111,0.00824161630950007,0.00385503968356484
"luce",-0.011371434979001,0.00385503968356484,0.0655023074256862
"alpha",0.00963888055006897,0.00323355483059261,-0.00762844630167314
"gamma",0.00323355483059261,0.0465359477459626,0.00598028090374832
"luce",-0.00762844630167314,0.00598028090374832,0.0834982705576194
"alpha",0.041295665894934,-0.0128132921161158,-0.0140508775479947
"gamma",-0.0128132921161158,0.0135510243253902,0.00126386515886744
"luce",-0.0140508775479947,0.00126386515886744,0.0826822396821538
"alpha",0.025696697238074,-0.0120211194589972,-0.0144178927028042
"gamma",-0.0120211194589972,0.0104545145646155,-0.000315972695499458
"luce",-0.0144178927028042,-0.000315972695499458,0.0779003888311862
"alpha",0.0633171433478626,-0.0181110587476428,-0.00814035067106731
"gamma",-0.0181110587476428,0.0206123241247211,-0.00153304169824941
"luce",-0.00814035067106731,-0.00153304169824941,0.0762726148749197
"alpha",0.00496244541557477,-0.00162298720689017,-0.0152560715238743
"gamma",-0.00162298720689017,0.0155825969939211,0.00291566162204639
"luce",-0.0152560715238743,0.00291566162204639,0.0672945912178165
"alpha",0.0633169868005288,-0.0101620741199376,-0.00882481648221168
"gamma",-0.0101620741199376,0.01142783631427,-0.00191452793332962
"luce",-0.00882481648221168,-0.00191452793332962,0.0793704128175778
"alpha",0.00380387969366002,-0.000485776410007312,-0.0120636078184163
"gamma",-0.000485776410007312,0.00853678718461254,0.00124088218005669
"luce",-0.0120636078184163,0.00124088218005669,0.0510312009710973
"alpha",0.00372295887115282,-0.000982412698236049,-0.0132370449513391
"gamma",-0.000982412698236049,0.0023835472953931,0.00195934053915644
"luce",-0.0132370449513391,0.00195934053915644,0.0671024413629281
"alpha",0.00966987881095707,0.00311425386354689,-0.0114566418264431
"gamma",0.00311425386354689,0.0217553401097637,0.00438190873703207
"luce",-0.0114566418264431,0.00438190873703207,0.0874456214548236
"alpha",0.00626907096014744,-0.00234908350829963,-0.0143567713290868
"gamma",-0.00234908350829963,0.00220936596604411,0.000981631612618709
"luce",-0.0143567713290868,0.000981631612618709,0.0682725928374494
"alpha",0.0666334767030234,-0.0110669632685664,-0.0106168836112487
"gamma",-0.0110669632685664,0.0155128457810442,-0.00195022712106489
"luce",-0.0106168836112487,-0.00195022712106489,0.0839097852129444
"alpha",0.0509374564887162,-0.0342172791030021,-0.0125121523816857
"gamma",-0.0342172791030021,0.0736436210984265,0.00432410256182297
"luce",-0.0125121523816857,0.00432410256182297,0.0817018584806712
"alpha",0.00878515801080789,0.0012923706297723,-0.0119004655223434
"gamma",0.0012923706297723,0.025614110435575,0.00519393865348628
"luce",-0.0119004655223434,0.00519393865348628,0.0813219204013519
"alpha",0.0270553201403316,-0.0157038268479885,-0.0143932126328374
"gamma",-0.0157038268479885,0.0271732771784557,0.00140263769568562
"luce",-0.0143932126328374,0.00140263769568562,0.0780627310139716
"alpha",0.0122095042817156,-0.00394706414000026,-0.0102613193441481
"gamma",-0.00394706414000026,0.0761598828173901,-0.000585571253583757
"luce",-0.0102613193441481,-0.000585571253583757,0.0816620687432817
"alpha",0.00156414751191249,-0.000321754395142837,-0.00658822434497832
"gamma",-0.000321754395142837,0.00151015190755363,0.00117200052530715
"luce",-0.00658822434497832,0.00117200052530715,0.0578673441905177
"alpha",0.0667688084347665,-0.0139186512730594,-0.0080334399327869
"gamma",-0.0139186512730594,0.0165552912041642,-0.00312018900932559
"luce",-0.0080334399327869,-0.00312018900932559,0.0876846339941387
"alpha",0.00394562923350387,-0.000626897597297972,-0.0140690410597981
"gamma",-0.000626897597297972,0.0138465056811093,0.00233798013376336
"luce",-0.0140690410597981,0.00233798013376336,0.0791534964752546
"alpha",0.00494057616524624,-0.000854840547572347,-0.0151456346371846
"gamma",-0.000854840547572347,0.00433424363296321,0.00162228260013039
"luce",-0.0151456346371846,0.00162228260013039,0.0669708092178746
"alpha",0.065067023528899,-0.0110934553531732,-0.0128883946096557
"gamma",-0.0110934553531732,0.0101917076060358,-0.00124108419265872
"luce",-0.0128883946096557,-0.00124108419265872,0.0842294867777295
"alpha",0.00558714305328025,-0.000224265228133562,-0.0143504518843649
"gamma",-0.000224265228133562,0.0200067719313709,0.00116038770486688
"luce",-0.0143504518843649,0.00116038770486688,0.0856200472871049
"alpha",0.0008824214621712,-0.000340252450909269,-0.00250346274807286
"gamma",-0.000340252450909269,0.00101727339089797,0.00113168314905293
"luce",-0.00250346274807286,0.00113168314905293,0.0471957071887455
"alpha",0.067650109432999,-0.0110636877777256,-0.011963903332207
"gamma",-0.0110636877777256,0.0115260117295438,-0.00148328255717236
"luce",-0.011963903332207,-0.00148328255717236,0.0820739006328413
