"","alpha","gamma","luce"
"gamma",-0.00213078271706777,0.00380256290156988,0.00277346010799736
"luce",-0.014905140922872,0.00277346010799736,0.0707064678983045
"alpha",0.060441668940958,-0.00861479368136624,-0.00656378881957854
"gamma",-0.00861479368136624,0.00727513062834863,-0.00181019374814037
"luce",-0.00656378881957854,-0.00181019374814037,0.0833577986051785
"alpha",0.00820373023880907,-0.00201818446955952,-0.017918365020883
"gamma",-0.00201818446955952,0.00740346728034442,0.00131745144804621
"luce",-0.017918365020883,0.00131745144804621,0.0774665248824274
"alpha",0.0038226880941525,-0.00092248769480754,-0.0126486287188563
"gamma",-0.00092248769480754,0.00500204563693487,0.00222171443080451
"luce",-0.0126486287188563,0.00222171443080451,0.0583061435627368
"alpha",0.00376958491590831,-8.13401253994804e-05,-0.0130894220374107
"gamma",-8.13401253994804e-05,0.00376310230218306,0.000637462289860155
"luce",-0.0130894220374107,0.000637462289860155,0.0637552297297024
"alpha",0.0723162046647259,-0.0206096367167316,-0.0087873057624431
"gamma",-0.0206096367167316,0.0278021313008461,-0.00205589746609734
"luce",-0.0087873057624431,-0.00205589746609734,0.0813431069048061
"alpha",0.00856107961458131,-0.000837459456316554,-0.00790379925750111
"gamma",-0.000837459456316554,0.0328105902755538,0.0035490613733349
"luce",-0.00790379925750111,0.0035490613733349,0.0823018285592069
"alpha",0.0111383611015378,-0.00828585182996741,-0.00887069592333765
"gamma",-0.00828585182996741,0.0617385967629643,0.00447547095856376
"luce",-0.00887069592333765,0.00447547095856376,0.0790670842597174
"alpha",0.00116652846435345,-0.000198769883663242,-0.00315717716327787
"gamma",-0.000198769883663242,0.00125851841927887,0.000674942505752486
"luce",-0.00315717716327787,0.000674942505752486,0.0376523622246126
"alpha",0.000800298716569417,-0.000255784654571352,-0.00111912918100305
"gamma",-0.000255784654571352,0.000910365131208462,-0.000157248348019474
"luce",-0.00111912918100305,-0.000157248348019474,0.0344530424936356
"alpha",0.0651566466545483,-0.0154406588994771,-0.00675420592234615
"gamma",-0.0154406588994771,0.020817801502999,-0.00330963314973883
"luce",-0.00675420592234615,-0.00330963314973883,0.0812895196847747
"alpha",0.000985594470977198,-0.000150621769310326,-0.00407928462821092
"gamma",-0.000150621769310326,0.00117446994089831,-0.000158912253643514
"luce",-0.00407928462821092,-0.000158912253643514,0.0536644136942361
"alpha",0.0637376395540132,-0.00909314937014914,-0.0086545958909694
"gamma",-0.00909314937014914,0.0106411165145079,-0.00162678917085471
"luce",-0.0086545958909694,-0.00162678917085471,0.0857386124657414
"alpha",0.051868249274101,-0.0202768462443957,-0.00819132593474438
"gamma",-0.0202768462443957,0.0344678958924116,-0.00507076016406341
"luce",-0.00819132593474438,-0.00507076016406341,0.0830551319203255
"alpha",0.0252465778588616,-0.0118473025946933,-0.00939028704866614
"gamma",-0.0118473025946933,0.010133696386716,-0.00513638836333173
"luce",-0.00939028704866614,-0.00513638836333173,0.0811944296517155
"alpha",0.0102610770979811,0.00225515960228846,-0.00928182530880715
"gamma",0.00225515960228846,0.0476377264957061,0.00732919226102023
"luce",-0.00928182530880715,0.00732919226102023,0.0805760790080399
"alpha",0.00504911898687662,9.3701511180095e-05,-0.0134396988011235
"gamma",9.3701511180095e-05,0.0194807027934132,0.00271936104199752
"luce",-0.0134396988011235,0.00271936104199752,0.0752237851688809
"alpha",0.00380157958981675,-0.000758192540891246,-0.0134343056669035
"gamma",-0.000758192540891246,0.00303985894108199,0.00188334246910715
"luce",-0.0134343056669035,0.00188334246910715,0.0641041845096812
