"","alpha","gamma","luce"
"alpha",0.0104450489791912,-0.00466741375491241,-0.00494994113368535
"gamma",-0.00466741375491241,0.00733809428737488,0.000577189079257592
"luce",-0.00494994113368535,0.000577189079257592,0.0750947759362226
"alpha",0.00814140393694925,6.26852549535377e-05,-0.00496196779461599
"gamma",6.26852549535377e-05,0.00475429792042421,0.00207670244473636
"luce",-0.00496196779461599,0.00207670244473636,0.0810753033751531
"alpha",0.0101300743491546,0.000416558705776187,-0.0161164366999179
"gamma",0.000416558705776187,0.0145196782761825,0.0046608665508386
"luce",-0.0161164366999179,0.0046608665508386,0.0813246569642714
"alpha",0.0274840665623693,-0.00315527486303406,-0.0101236771576352
"gamma",-0.00315527486303406,0.00430494013198484,0.00134350623694348
"luce",-0.0101236771576352,0.00134350623694348,0.0753369727556112
"alpha",0.0275737019012236,-0.00321336159808256,-0.00712295821985784
"gamma",-0.00321336159808256,0.00436465761917971,0.00121583658087187
"luce",-0.00712295821985784,0.00121583658087187,0.0726794610988937
"alpha",0.00558571142446553,0.00118922854855447,-0.00600462298253254
"gamma",0.00118922854855447,0.0568326879846771,0.00701265993633342
"luce",-0.00600462298253254,0.00701265993633342,0.0661202171106674
"alpha",0.0388765856602921,-0.00446105452945019,-0.0142516878877775
"gamma",-0.00446105452945019,0.0057966957034351,-0.00106898766179728
"luce",-0.0142516878877775,-0.00106898766179728,0.083106219624127
"alpha",0.032897557863359,-0.00534292327931142,-0.0165995506955221
"gamma",-0.00534292327931142,0.00750213065878898,0.00108518511927291
"luce",-0.0165995506955221,0.00108518511927291,0.0761087039660973
"alpha",0.0426966723643746,-0.00452784519526606,-0.0151831516653196
"gamma",-0.00452784519526606,0.00563671410000936,0.000533308236112824
"luce",-0.0151831516653196,0.000533308236112824,0.0829706676806584
"alpha",0.0132898129442734,0.000484395386692595,-0.0175554392854361
"gamma",0.000484395386692595,0.0135576291743841,0.00320406060728809
"luce",-0.0175554392854361,0.00320406060728809,0.081426803228083
"alpha",0.0143463982262492,0.00215841896944734,-0.0145431647566741
"gamma",0.00215841896944734,0.0236712427083326,0.00428972596727905
"luce",-0.0145431647566741,0.00428972596727905,0.0799381063845393
"alpha",0.02855549424547,-0.00269252724433817,-0.00941196811156838
"gamma",-0.00269252724433817,0.00431340296888756,0.000686568497383341
"luce",-0.00941196811156838,0.000686568497383341,0.0670614884616295
"alpha",0.0398779655830591,-0.0039889194523468,-0.0144879964533779
"gamma",-0.0039889194523468,0.00475773001898072,-0.000110132824972121
"luce",-0.0144879964533779,-0.000110132824972121,0.0837504299557995
"alpha",0.0092613797436539,0.0023456019226347,-0.0096210754749023
"gamma",0.0023456019226347,0.0369382156799817,0.00594514158467155
"luce",-0.0096210754749023,0.00594514158467155,0.0795242253942074
"alpha",0.00692115186351722,0.00154344191515305,-0.00772467649437023
"gamma",0.00154344191515305,0.0513889240866158,0.00844869162063646
"luce",-0.00772467649437023,0.00844869162063646,0.0721853397353885
"alpha",0.0130598045307561,0.00282452567795011,-0.0131780760397722
"gamma",0.00282452567795011,0.0259060600821765,0.00416670495410404
"luce",-0.0131780760397722,0.00416670495410404,0.0821101281480817
"alpha",0.010286923056262,-0.00072390166333426,-0.0144715723575938
"gamma",-0.00072390166333426,0.0159927420172668,0.00431597935855908
"luce",-0.0144715723575938,0.00431597935855908,0.0809026374115434
"alpha",0.0139081804259355,-0.0036185712001533,-0.00507326758844654
"gamma",-0.0036185712001533,0.00285576300309902,0.00175478876161631
"luce",-0.00507326758844654,0.00175478876161631,0.0746280619648496
"alpha",0.00948878002511478,-0.00278891852668747,-0.0101012852636216
"gamma",-0.00278891852668747,0.0105842544140299,0.00314442571385213
"luce",-0.0101012852636216,0.00314442571385213,0.0808665804956191
"alpha",0.00871098095186581,0.00165500715482473,-0.0100693276241541
"gamma",0.00165500715482473,0.0387984060947788,0.00783574599719305
"luce",-0.0100693276241541,0.00783574599719305,0.0819558854526627
"alpha",0.00791081793120707,0.00186592933238088,-0.00881741881219827
"gamma",0.00186592933238088,0.0403714046010191,0.00472043632416224
"luce",-0.00881741881219827,0.00472043632416224,0.0777741499853642
"alpha",0.026494878184654,-0.0031420047788054,-0.00822175448847416
"gamma",-0.0031420047788054,0.00352016422445375,0.00102680112786697
"luce",-0.00822175448847416,0.00102680112786697,0.071869497803926
"alpha",0.013139232626004,-0.00190129790056371,-0.0199864581831611
"gamma",-0.00190129790056371,0.00902008924144951,0.00592338567275849
"luce",-0.0199864581831611,0.00592338567275849,0.0833783894633584
"alpha",0.00824734366600725,0.0010276966743517,-0.0121217457012947
"gamma",0.0010276966743517,0.00882046200882433,0.000939323560511378
"luce",-0.0121217457012947,0.000939323560511378,0.075501313445826
"alpha",0.0149178462173915,0.00444790063566945,-0.0184268060016732
"gamma",0.00444790063566945,0.0277852738328666,0.00378005975214165
"luce",-0.0184268060016732,0.00378005975214165,0.077666854821789
"alpha",0.0127906668254449,0.00295750708711119,-0.0143659175013507
"gamma",0.00295750708711119,0.0162400972633652,0.00189121697690389
"luce",-0.0143659175013507,0.00189121697690389,0.0796645928738355
"alpha",0.00731325090308136,-0.00187178380303863,-0.00342343486665476
"gamma",-0.00187178380303863,0.0077053146348807,0.000473315108314029
"luce",-0.00342343486665476,0.000473315108314029,0.0745651363392945
"alpha",0.00968193643818376,0.00123105945491622,-0.015218238240652
"gamma",0.00123105945491622,0.010271637608228,0.00252693759939264
"luce",-0.015218238240652,0.00252693759939264,0.0830971448281155
"alpha",0.0263720223991153,-0.0039048570080439,-0.0078337018308716
"gamma",-0.0039048570080439,0.00375267065834915,0.000322886588487953
"luce",-0.0078337018308716,0.000322886588487953,0.0741508330619282
"alpha",0.0112479543343434,0.00327304380373504,-0.0127658880327644
"gamma",0.00327304380373504,0.0426083053537265,0.00441157106375501
"luce",-0.0127658880327644,0.00441157106375501,0.0780279416348979
"alpha",0.0129697061302468,0.000528889103463989,-0.0150330845600971
"gamma",0.000528889103463989,0.0298390449011334,0.00509072005864908
"luce",-0.0150330845600971,0.00509072005864908,0.0823575605230351
"alpha",0.0166083353319076,0.000652288088629153,-0.0210965709920146
"gamma",0.000652288088629153,0.00660653475352085,0.00384910050723066
"luce",-0.0210965709920146,0.00384910050723066,0.079710734761342
"alpha",0.0109453786581817,-0.00390982345997639,-0.00945450221729357
"gamma",-0.00390982345997639,0.00955814005043329,0.00322390144903076
"luce",-0.00945450221729357,0.00322390144903076,0.072412737805574
"alpha",0.0100874046258235,-0.00424735888881668,-0.0111147836997095
"gamma",-0.00424735888881668,0.00873019378094677,0.00549742473858059
"luce",-0.0111147836997095,0.00549742473858059,0.0764693924997538
"alpha",0.0196718847636778,-0.00578966346537742,-0.00856852625860247
"gamma",-0.00578966346537742,0.00348204025070297,0.00243144981404723
"luce",-0.00856852625860247,0.00243144981404723,0.0792313496489317
"alpha",0.0103077133661504,0.00330174937222804,-0.0110012378810447
"gamma",0.00330174937222804,0.0429804570281905,0.00662031484975029
"luce",-0.0110012378810447,0.00662031484975029,0.0805761789841127
"alpha",0.0104157340947035,0.00318038649344037,-0.0129663186463505
"gamma",0.00318038649344037,0.0404783654723442,0.00352964884496188
"luce",-0.0129663186463505,0.00352964884496188,0.0800398326846122
"alpha",0.0327018878952633,-0.0049551610362924,-0.0172418067139384
"gamma",-0.0049551610362924,0.00694472501328967,0.00085017738255292
"luce",-0.0172418067139384,0.00085017738255292,0.0823656707057642
"alpha",0.0373197231960304,-0.00434781482502785,-0.0134738810082285
"gamma",-0.00434781482502785,0.00575579191166745,-0.000787267705883157
"luce",-0.0134738810082285,-0.000787267705883157,0.0827156474054531
"alpha",0.00966381455310118,0.0005941818738063,-0.0171754870141281
"gamma",0.0005941818738063,0.00832672065228945,0.00135243787213596
"luce",-0.0171754870141281,0.00135243787213596,0.0797732350979869
"alpha",0.0375221192856732,-0.00414439109678872,-0.0114945471673614
"gamma",-0.00414439109678872,0.00595411931413058,-0.00158506032250174
"luce",-0.0114945471673614,-0.00158506032250174,0.0833936716595606
"alpha",0.0105878090366913,0.000961417033477504,-0.0141237945272534
"gamma",0.000961417033477504,0.0140731997129267,0.00404510382323543
"luce",-0.0141237945272534,0.00404510382323543,0.080550117863656
"alpha",0.0102375525189489,-0.0018524234863652,-0.013034375394987
"gamma",-0.0018524234863652,0.00563828664517087,0.00416764530333525
"luce",-0.013034375394987,0.00416764530333525,0.0762924084527052
"alpha",0.00901269233662573,-0.000310997558040789,-0.012675059667319
"gamma",-0.000310997558040789,0.0139601929132276,0.00368406020603361
"luce",-0.012675059667319,0.00368406020603361,0.0762067749790372
"alpha",0.00505590468404097,0.000518673661919025,-0.00515780014660736
"gamma",0.000518673661919025,0.0531508150234143,0.00576384015194379
"luce",-0.00515780014660736,0.00576384015194379,0.0611204012410127
"alpha",0.043073677912675,-0.00490660424306635,-0.0137545285611614
"gamma",-0.00490660424306635,0.00505109327022879,-0.00090337550715635
"luce",-0.0137545285611614,-0.00090337550715635,0.0851714504933823
"alpha",0.0118637288369013,0.000537534605427534,-0.0151072488083997
"gamma",0.000537534605427534,0.0203155907944941,0.00351436443562539
"luce",-0.0151072488083997,0.00351436443562539,0.0809667022065065
"alpha",0.0164949499189543,0.00139288271574137,-0.023515244300076
"gamma",0.00139288271574137,0.00907122190392391,0.00152753043095189
"luce",-0.023515244300076,0.00152753043095189,0.0830902723050977
"alpha",0.00948868746498192,-0.000872414401613148,-0.0129820814525514
"gamma",-0.000872414401613148,0.00976869121890324,0.00464913260527981
"luce",-0.0129820814525514,0.00464913260527981,0.0751795353808309
"alpha",0.00925917918255993,0.000198767172392447,-0.0142003472753494
"gamma",0.000198767172392447,0.00868192512334599,0.0030363257627607
"luce",-0.0142003472753494,0.0030363257627607,0.0770911194743892
"alpha",0.0418727888175366,-0.00242762287259769,-0.0121360133557051
"gamma",-0.00242762287259769,0.00217761625462076,-0.000116033875716496
"luce",-0.0121360133557051,-0.000116033875716496,0.0836744135406814
"alpha",0.010574357432936,-0.00148692147252223,-0.0161965643035053
"gamma",-0.00148692147252223,0.0143856463954168,0.00624006060804877
"luce",-0.0161965643035053,0.00624006060804877,0.0797504000687235
"alpha",0.00615940773814614,0.00138011464302395,-0.0055666614415195
"gamma",0.00138011464302395,0.0510143757982602,0.00407964594864616
"luce",-0.0055666614415195,0.00407964594864616,0.061393513247648
"alpha",0.0146860768485382,-0.00295091364161294,-0.0105028891709944
"gamma",-0.00295091364161294,0.00357342528734607,0.00290964742521868
"luce",-0.0105028891709944,0.00290964742521868,0.0752309652009416
"alpha",0.0123931536574991,0.00208598222315253,-0.0129767026977129
"gamma",0.00208598222315253,0.0462981173123513,0.00670652355278973
"luce",-0.0129767026977129,0.00670652355278973,0.0749661803524002
"alpha",0.0073936024448164,-0.00139177822721913,-0.00361639000958235
"gamma",-0.00139177822721913,0.00787808996892356,0.000860521311555993
"luce",-0.00361639000958235,0.000860521311555993,0.0755482660696825
"alpha",0.0339158070859936,-0.00468219361850577,-0.0129108010619711
"gamma",-0.00468219361850577,0.00706455367274106,-6.05520230599258e-05
"luce",-0.0129108010619711,-6.05520230599258e-05,0.0818069304084454
"alpha",0.0117243431079687,-0.00208797934485491,-0.0176554111861044
"gamma",-0.00208797934485491,0.00402360790535962,0.00540256166419021
"luce",-0.0176554111861044,0.00540256166419021,0.0813787063500775
"alpha",0.0203598930998103,0.00299001103400539,-0.0191763788189412
"gamma",0.00299001103400539,0.0273851879699539,0.00102929535291112
"luce",-0.0191763788189412,0.00102929535291112,0.0632076228733794
"alpha",0.00744091920263021,0.00152740024878454,-0.00775791840462733
"gamma",0.00152740024878454,0.0544267482595246,0.00744922061523306
"luce",-0.00775791840462733,0.00744922061523306,0.0686515340672093
"alpha",0.00955122777144704,-0.00393491170196843,-0.00403723789765958
"gamma",-0.00393491170196843,0.00646458580663869,-7.72411517395245e-05
"luce",-0.00403723789765958,-7.72411517395245e-05,0.0738509623070549
"alpha",0.0142125551862409,8.02681797601182e-05,-0.011399621800649
"gamma",8.02681797601182e-05,0.00977745362411028,0.00137501872531705
"luce",-0.011399621800649,0.00137501872531705,0.0340125205869386
"alpha",0.0137606860327439,0.0029711265029273,-0.0154780161753972
"gamma",0.0029711265029273,0.0250658059570768,0.00497688352334441
"luce",-0.0154780161753972,0.00497688352334441,0.0815967507197684
"alpha",0.00747043114406684,0.00137297236238668,-0.00895466308355772
"gamma",0.00137297236238668,0.0432356502163475,0.00394041098574289
"luce",-0.00895466308355772,0.00394041098574289,0.0683612533597123
"alpha",0.0107199787439083,0.000738184466848342,-0.0180673332842259
"gamma",0.000738184466848342,0.00965711221004682,0.000511597292467988
"luce",-0.0180673332842259,0.000511597292467988,0.0783688746529918
"alpha",0.0108401118938645,-0.00215432295773797,-0.000438755012134724
"gamma",-0.00215432295773797,0.00195606566074537,1.57208038331002e-05
"luce",-0.000438755012134724,1.57208038331002e-05,0.0820175083137984
"alpha",0.0091813999663269,0.00239659246593269,-0.0085632295798113
"gamma",0.00239659246593269,0.0328956059868968,0.00127136209442209
"luce",-0.0085632295798113,0.00127136209442209,0.0618193660819127
"alpha",0.033975049431297,-0.00518740948767008,-0.0146997822923474
"gamma",-0.00518740948767008,0.00683565556553984,0.000615703619341664
"luce",-0.0146997822923474,0.000615703619341664,0.080322409718995
"alpha",0.0400848323280331,-0.00487490782407218,-0.0174924241389107
"gamma",-0.00487490782407218,0.00582186834088376,0.00127124967698322
"luce",-0.0174924241389107,0.00127124967698322,0.0815918130211021
"alpha",0.0129089971901607,0.00300920723487528,-0.0199618901397816
"gamma",0.00300920723487528,0.0125176509951562,0.00256542323831346
"luce",-0.0199618901397816,0.00256542323831346,0.0826017021785295
"alpha",0.00823096669208861,-0.000484115558653628,-0.0138058243606888
"gamma",-0.000484115558653628,0.0130225241582162,0.00442321988634817
"luce",-0.0138058243606888,0.00442321988634817,0.0783627187689166
"alpha",0.00980521383284886,-0.000164733859357975,-0.0139751179403596
"gamma",-0.000164733859357975,0.01070741807082,0.00271140039637145
"luce",-0.0139751179403596,0.00271140039637145,0.0775484558330035
"alpha",0.0126784829610991,-0.00204961990065864,-0.0178390561762621
"gamma",-0.00204961990065864,0.00510489115809067,0.00423359114711687
"luce",-0.0178390561762621,0.00423359114711687,0.0841160680370013
"alpha",0.0116746919074074,-0.0012149896117252,-0.0153834150990692
"gamma",-0.0012149896117252,0.00453759779850101,0.00446522013990336
"luce",-0.0153834150990692,0.00446522013990336,0.0781499782506991
"alpha",0.0338521707812349,-0.00489525517253581,-0.0158621674884534
"gamma",-0.00489525517253581,0.00696024880053481,-0.000439916297049884
"luce",-0.0158621674884534,-0.000439916297049884,0.0816142704909102
"alpha",0.0102767575902247,-0.00219157276826836,-0.0169623299597469
"gamma",-0.00219157276826836,0.0101543346405126,0.00576126136494875
"luce",-0.0169623299597469,0.00576126136494875,0.083409815424441
"alpha",0.0137301252031526,-0.00258207367043864,-0.00714864850306293
"gamma",-0.00258207367043864,0.00282466572542816,0.00213521543982882
"luce",-0.00714864850306293,0.00213521543982882,0.0757087831653996
"alpha",0.0114082346754544,-0.00343929447736688,-0.0131537513302073
"gamma",-0.00343929447736688,0.0103544130700165,0.00513208691792157
"luce",-0.0131537513302073,0.00513208691792157,0.0786579514824087
"alpha",0.0399110091190692,-0.00305013136112679,-0.0119327677259951
"gamma",-0.00305013136112679,0.00447784133749664,-0.000782741544062716
"luce",-0.0119327677259951,-0.000782741544062716,0.0775060519645763
"alpha",0.0100558577641755,-0.000564540990899178,-0.0151103683864093
"gamma",-0.000564540990899178,0.0165914123668255,0.00534364071972685
"luce",-0.0151103683864093,0.00534364071972685,0.0804326384275381
"alpha",0.0114424001332635,0.000799816779033154,-0.0154013864050057
"gamma",0.000799816779033154,0.0172391614145606,0.00336407713144036
"luce",-0.0154013864050057,0.00336407713144036,0.0823400807990155
"alpha",0.0133563381859439,0.00228860934467225,-0.0124326279020865
"gamma",0.00228860934467225,0.0219628583121677,0.00300406713802884
"luce",-0.0124326279020865,0.00300406713802884,0.0753522544877735
"alpha",0.00884162566164092,0.000921951476432327,-0.00878900735118488
"gamma",0.000921951476432327,0.0269498018337029,0.0051300109826093
"luce",-0.00878900735118488,0.0051300109826093,0.0758095215575445
"alpha",0.0109828168002951,0.00282280878150299,-0.0135055430513135
"gamma",0.00282280878150299,0.0410217014142574,0.00666028560681391
"luce",-0.0135055430513135,0.00666028560681391,0.0805309869394867
"alpha",0.0114400218841892,0.00271070219414492,-0.0121349543467841
"gamma",0.00271070219414492,0.0265633617790176,0.00211015525659216
"luce",-0.0121349543467841,0.00211015525659216,0.0809259602621037
"alpha",0.0326177981687914,-0.00420168787766679,-0.0185263726858053
"gamma",-0.00420168787766679,0.0067224200119552,0.0011068218390745
"luce",-0.0185263726858053,0.0011068218390745,0.0841171447996333
"alpha",0.0117403354042106,0.00187953546332875,-0.0185428134012205
"gamma",0.00187953546332875,0.010922359267758,0.00151134570301715
"luce",-0.0185428134012205,0.00151134570301715,0.0809005499508874
"alpha",0.0396335367581859,-0.00350528119815352,-0.0122452553518795
"gamma",-0.00350528119815352,0.00472835535883771,-0.00104450190179824
"luce",-0.0122452553518795,-0.00104450190179824,0.0798599242794481
"alpha",0.0136499352309657,0.00312182913682615,-0.0205999034133484
"gamma",0.00312182913682615,0.0157340909651448,0.00207599065041804
"luce",-0.0205999034133484,0.00207599065041804,0.0796802889514828
"alpha",0.0104313518907859,0.000353986519439344,-0.0188660059112912
"gamma",0.000353986519439344,0.00777371288165879,-8.80858718395815e-06
"luce",-0.0188660059112912,-8.80858718395815e-06,0.0817741114954117
"alpha",0.0116618054254778,-0.00333998869126394,-0.00394942941147772
"gamma",-0.00333998869126394,0.00326730373312286,0.000866805728038636
"luce",-0.00394942941147772,0.000866805728038636,0.0795144037183567
"alpha",0.0241355326599401,-0.00489478444628255,-0.0103418946218618
"gamma",-0.00489478444628255,0.00266462018550946,0.00260542165795586
"luce",-0.0103418946218618,0.00260542165795586,0.078311024288855
"alpha",0.040294182270281,-0.00442083395530455,-0.0134343848738261
"gamma",-0.00442083395530455,0.00698103179309678,-0.00107776679785698
"luce",-0.0134343848738261,-0.00107776679785698,0.0780388995874635
"alpha",0.00718812391749855,0.00193789644535759,-0.00940791495907714
"gamma",0.00193789644535759,0.044855251069062,0.00482523504708174
"luce",-0.00940791495907714,0.00482523504708174,0.0724670778960018
"alpha",0.0142523023480314,0.00354421679919466,-0.0198261064047388
"gamma",0.00354421679919466,0.0107275486487717,0.00347123468431453
"luce",-0.0198261064047388,0.00347123468431453,0.0794506147209083
"alpha",0.0100312939682574,-0.00204609647005133,-0.0143575843772168
"gamma",-0.00204609647005133,0.0155937080750693,0.00539666627072116
"luce",-0.0143575843772168,0.00539666627072116,0.0770355906982064
"alpha",0.0355218305604615,-0.00451690364141934,-0.0161554309130929
"gamma",-0.00451690364141934,0.00628673193796374,-0.000426574161311493
"luce",-0.0161554309130929,-0.000426574161311493,0.0830772246925794
"alpha",0.0097800586298493,-0.00151469599986414,-0.0138673287968872
"gamma",-0.00151469599986414,0.00828573140744486,0.00432747137707803
"luce",-0.0138673287968872,0.00432747137707803,0.0770950728899362
"alpha",0.00881536971651522,0.00294613684647797,-0.00917711196510025
"gamma",0.00294613684647797,0.0482345959209199,0.00891017724585044
"luce",-0.00917711196510025,0.00891017724585044,0.081673767339321
"alpha",0.0409390842554101,-0.00373367583225103,-0.0145241330026972
"gamma",-0.00373367583225103,0.00460808206985561,-0.000121912031706316
"luce",-0.0145241330026972,-0.000121912031706316,0.0791520000805818
"alpha",0.0404004871570611,-0.00477889841864558,-0.0141346432886119
"gamma",-0.00477889841864558,0.00622101705435763,-0.000732031677320874
"luce",-0.0141346432886119,-0.000732031677320874,0.0803773973143054
"alpha",0.040229763281228,-0.00364420595614549,-0.0133521881128539
"gamma",-0.00364420595614549,0.00419918932918934,-0.000106973798321639
"luce",-0.0133521881128539,-0.000106973798321639,0.0824038312577153
"alpha",0.0125862451652463,0.00167587839040322,-0.0170659856616397
"gamma",0.00167587839040322,0.0108217224424475,0.00230340499954436
"luce",-0.0170659856616397,0.00230340499954436,0.0808037139436477
"alpha",0.0399530981516175,-0.00356014110286746,-0.0114728158822769
"gamma",-0.00356014110286746,0.00378346613465161,-8.23428187451663e-05
"luce",-0.0114728158822769,-8.23428187451663e-05,0.0828638135028266
"alpha",0.00879456900389742,-7.18462579225306e-05,-0.0118883384127994
"gamma",-7.18462579225306e-05,0.0063485787046733,0.00305173656696506
"luce",-0.0118883384127994,0.00305173656696506,0.0810025113213656
"alpha",0.0206055695545325,-0.00501749403803903,-0.0103942672120912
"gamma",-0.00501749403803903,0.00238459270888466,0.00246153858954527
"luce",-0.0103942672120912,0.00246153858954527,0.0774164935861695
"alpha",0.0144400607268509,0.00179111178275834,-0.0160083141397106
"gamma",0.00179111178275834,0.0280709924630836,0.00442886583978881
"luce",-0.0160083141397106,0.00442886583978881,0.0796012395151387
"alpha",0.0224676982698439,-0.0047882267388285,-0.0096202077423905
"gamma",-0.0047882267388285,0.00242897317234137,0.00226745055732057
"luce",-0.0096202077423905,0.00226745055732057,0.0757093957664236
"alpha",0.0110374527777722,0.000892101651797204,-0.0182627118200661
"gamma",0.000892101651797204,0.00924608749091065,-0.000579336960087958
"luce",-0.0182627118200661,-0.000579336960087958,0.0766713797160941
"alpha",0.0156907105028531,0.00106731127536852,-0.0230560788890392
"gamma",0.00106731127536852,0.00831171420253894,0.00119827902735203
"luce",-0.0230560788890392,0.00119827902735203,0.0788811339756578
"alpha",0.0107635728864364,0.000175094424620233,-0.0167496995230124
"gamma",0.000175094424620233,0.0131877594430974,0.00392167362536083
"luce",-0.0167496995230124,0.00392167362536083,0.0869159429493113
"alpha",0.0128853063735131,-0.00152865502256602,-0.0192052146491944
"gamma",-0.00152865502256602,0.00577217493090204,0.00502058073417681
"luce",-0.0192052146491944,0.00502058073417681,0.0849073662607339
"alpha",0.0070084115996688,0.0014654651851399,-0.00589211467435513
"gamma",0.0014654651851399,0.0296314649246211,0.00262912171475457
"luce",-0.00589211467435513,0.00262912171475457,0.0565541193485823
"alpha",0.010420762363268,-0.0028073408382567,-0.0105469654244568
"gamma",-0.0028073408382567,0.0100173415785751,0.00378260570853602
"luce",-0.0105469654244568,0.00378260570853602,0.0744581998993553
"alpha",0.0421221747453591,-0.0030566417789779,-0.0135185969604246
"gamma",-0.0030566417789779,0.00282710368486452,-0.000840540875189039
"luce",-0.0135185969604246,-0.000840540875189039,0.0815723105595509
"alpha",0.0126908623659594,0.00169684516645467,-0.0165778252791726
"gamma",0.00169684516645467,0.0190038871001158,0.00341665302047259
"luce",-0.0165778252791726,0.00341665302047259,0.078825605778379
"alpha",0.0152429500948371,0.000819112952559653,-0.0176304518049751
"gamma",0.000819112952559653,0.0248196172019472,0.0050865189721398
"luce",-0.0176304518049751,0.0050865189721398,0.0801650881226968
"alpha",0.0403116774774503,-0.00319670978828416,-0.00939525453403077
"gamma",-0.00319670978828416,0.00296157257682019,-0.000337314547188583
"luce",-0.00939525453403077,-0.000337314547188583,0.0801835545878885
"alpha",0.012503299551947,0.00141192474899012,-0.0164194190207581
"gamma",0.00141192474899012,0.0178376461117418,0.00266210271977782
"luce",-0.0164194190207581,0.00266210271977782,0.0826272447045174
"alpha",0.0131461148209075,-0.00247818337218865,-0.00194096508920047
"gamma",-0.00247818337218865,0.00212470113646789,0.0020876840365873
"luce",-0.00194096508920047,0.0020876840365873,0.0835847669484846
"alpha",0.0431736725615828,-0.00228868094668786,-0.0127094016556678
"gamma",-0.00228868094668786,0.00242054575355254,6.6058503716097e-06
"luce",-0.0127094016556678,6.6058503716097e-06,0.077110232466011
"alpha",0.0395918143992553,-0.00451001272780024,-0.0124130666971397
"gamma",-0.00451001272780024,0.00468281548138374,0.000399156646639016
"luce",-0.0124130666971397,0.000399156646639016,0.0764014759855305
