"","alpha","beta","gamma","delta","lambda","luce"
"delta",-0.00154410208077504,0.00104998401886704,0.000974794784451758,0.0428511593427084,0.0336150866191192,0.00323661197620306
"lambda",0.00382250152894367,-0.0763011769971844,-0.0106129583523074,0.0336150866191192,1.16347508715134,-0.0613443946928875
"luce",-0.0120100083161233,-0.0113115289081323,0.00708107684983411,0.00323661197620306,-0.0613443946928875,0.0518812596643428
"alpha",0.0530841618552639,0.00157893103748615,0.00538762962462289,0.000698224818045939,-0.00534828748112798,-0.00768051264746899
"beta",0.00157893103748615,0.0699587707737136,-0.00258929830124077,-0.00473683916478766,-0.071140147524725,-0.00498400971251679
"gamma",0.00538762962462289,-0.00258929830124077,0.0543919971861371,0.000207416818196285,-0.00877748695465826,0.00477272339895347
"delta",0.000698224818045939,-0.00473683916478766,0.000207416818196285,0.0424209948833971,0.024218473521146,0.000921086779692121
"lambda",-0.00534828748112798,-0.071140147524725,-0.00877748695465826,0.024218473521146,0.729937915754974,-0.0558283091943923
"luce",-0.00768051264746899,-0.00498400971251679,0.00477272339895347,0.000921086779692121,-0.0558283091943923,0.0356457677651386
"alpha",0.0714572460279694,0.00109233610364947,0.00444670171959514,-0.00125030875216651,-0.00211669750242235,-0.00780510479357325
"beta",0.00109233610364947,0.0527114382585126,-0.00393258909549429,-0.00603252413366008,-0.0281605318809485,-0.0060693869824628
"gamma",0.00444670171959514,-0.00393258909549429,0.0626115215486025,0.000386040768465523,-0.00319138843776738,0.000438973754896638
"delta",-0.00125030875216651,-0.00603252413366008,0.000386040768465523,0.04050505142268,0.00936025864287304,8.06165500989613e-05
"lambda",-0.00211669750242235,-0.0281605318809485,-0.00319138843776738,0.00936025864287304,0.305287107569839,-0.0246021488785603
"luce",-0.00780510479357325,-0.0060693869824628,0.000438973754896638,8.06165500989613e-05,-0.0246021488785603,0.0329683500191802
"alpha",0.0636523076939135,0.000585088721696735,-0.00793213649868393,-0.000314557236915904,0.0236938378193147,-0.0148554198181391
"beta",0.000585088721696735,0.0537903021453392,0.00251516880785451,-0.00243934046799128,-0.0705128022692138,-0.00811010439065158
"gamma",-0.00793213649868393,0.00251516880785451,0.0518777873251024,0.00136343644012746,-0.0121651410594469,-0.0043147831815077
"delta",-0.000314557236915904,-0.00243934046799128,0.00136343644012746,0.0118628277207714,-0.0101243635166381,-0.00118451941761149
"lambda",0.0236938378193147,-0.0705128022692138,-0.0121651410594469,-0.0101243635166381,1.03654550454621,-0.0832421715090602
"luce",-0.0148554198181391,-0.00811010439065158,-0.0043147831815077,-0.00118451941761149,-0.0832421715090602,0.0611725782831948
"alpha",0.0551220647122781,0.00154254948409126,0.00603221244036764,-0.000535425536626256,-0.00488897928507964,-0.00222462480796345
"beta",0.00154254948409126,0.0753830030318306,-0.000188250418420623,-0.00436213560432699,-0.0364617784246588,-0.00422770741004044
"gamma",0.00603221244036764,-0.000188250418420623,0.0519984546894663,0.0021538187686407,0.00370442423663515,0.00202588432939564
"delta",-0.000535425536626256,-0.00436213560432699,0.0021538187686407,0.00788085755394837,-0.0109861534803024,-0.00208979491048481
"lambda",-0.00488897928507964,-0.0364617784246588,0.00370442423663515,-0.0109861534803024,1.16654858739887,-0.0247207088196034
"luce",-0.00222462480796345,-0.00422770741004044,0.00202588432939564,-0.00208979491048481,-0.0247207088196034,0.0541213078109112
"alpha",0.0725625306046701,0.000581155912999463,-0.00341127374816547,-0.000766265784347444,-0.00698120192321946,-0.00199397881619123
"beta",0.000581155912999463,0.0751198536933822,0.0013358091190996,-0.0059394007790606,-0.0538642406419561,-0.00476069167139677
"gamma",-0.00341127374816547,0.0013358091190996,0.0571232459556584,0.00395947452329129,0.00718498743103005,-0.00208343352252172
"delta",-0.000766265784347444,-0.0059394007790606,0.00395947452329129,0.0170151691480924,0.0128661329932419,0.000743995139722148
"lambda",-0.00698120192321946,-0.0538642406419561,0.00718498743103005,0.0128661329932419,1.02927882078272,-0.0309183545964942
"luce",-0.00199397881619123,-0.00476069167139677,-0.00208343352252172,0.000743995139722148,-0.0309183545964942,0.0591034006984567
"alpha",0.0652620693444302,0.000171535778369938,-0.00589523060762881,-0.00317019794498348,-0.00623511587294679,-0.0154630392923967
"beta",0.000171535778369938,0.0691862922976027,0.000380139389942689,-2.94520721271084e-05,-0.0290701186323614,-0.00593272105866076
"gamma",-0.00589523060762881,0.000380139389942689,0.0247524090896685,0.00246208089430226,0.0115477498765896,-0.000413473212267955
"delta",-0.00317019794498348,-2.94520721271084e-05,0.00246208089430226,0.014630788565334,0.0145943128899059,-0.00186892638434408
"lambda",-0.00623511587294679,-0.0290701186323614,0.0115477498765896,0.0145943128899059,1.02518079072884,-0.0361607116737859
"luce",-0.0154630392923967,-0.00593272105866076,-0.000413473212267955,-0.00186892638434408,-0.0361607116737859,0.0690612868902173
"alpha",0.057614807781542,0.00215634587264093,0.00111583951139621,0.000819715147542123,0.00638598920766379,-0.00488373264154164
"beta",0.00215634587264093,0.03822841756775,0.000576753322405741,-0.00102361677484314,-0.0560279905439653,-0.00706227167130783
"gamma",0.00111583951139621,0.000576753322405741,0.0353501230401692,0.00455607469876092,0.00292027883515073,0.00212708789211492
"delta",0.000819715147542123,-0.00102361677484314,0.00455607469876092,0.0524140709833533,0.0252222615509554,0.00503631112112046
"lambda",0.00638598920766379,-0.0560279905439653,0.00292027883515073,0.0252222615509554,0.770439761457859,-0.0695828810056229
"luce",-0.00488373264154164,-0.00706227167130783,0.00212708789211492,0.00503631112112046,-0.0695828810056229,0.065636906762663
"alpha",0.0705142422703495,-0.00144934503579348,0.00554354896431866,-0.000262439009418313,0.0105605605303275,-0.00691162450950859
"beta",-0.00144934503579348,0.0630374861218997,0.00161940831463134,0.00380009103684178,-0.0721818266259534,-0.00822283696192465
"gamma",0.00554354896431866,0.00161940831463134,0.0353566998923995,0.0023935196289866,0.000861955160614736,0.00878876521430619
"delta",-0.000262439009418313,0.00380009103684178,0.0023935196289866,0.0326724965696801,0.036134959581168,0.00668126589268803
"lambda",0.0105605605303275,-0.0721818266259534,0.000861955160614736,0.036134959581168,1.19835673882793,-0.097770263579537
"luce",-0.00691162450950859,-0.00822283696192465,0.00878876521430619,0.00668126589268803,-0.097770263579537,0.0759455739464013
"alpha",0.070185255781348,0.000555311489384718,0.00424137802703942,0.000191919801726299,0.00606528712082749,-0.00579221790293812
"beta",0.000555311489384718,0.0439944221897307,0.000666578740501287,0.000316958879779582,-0.00776617761991557,-0.00583199388474503
"gamma",0.00424137802703942,0.000666578740501287,0.0410092696981681,0.00030508034582854,-0.00354425721604106,0.00623383038569115
"delta",0.000191919801726299,0.000316958879779582,0.00030508034582854,0.0114571629901134,0.0165072360651293,0.00325482645081881
"lambda",0.00606528712082749,-0.00776617761991557,-0.00354425721604106,0.0165072360651293,1.07758255584242,-0.0578082672937964
"luce",-0.00579221790293812,-0.00583199388474503,0.00623383038569115,0.00325482645081881,-0.0578082672937964,0.0714937688600659
"alpha",0.0536920260228269,0.00185039403081891,-0.00525526135923422,0.00105208417621354,0.00177097854632838,-0.00604217608840811
"beta",0.00185039403081891,0.0559106899510917,0.00061411572267268,-0.00296207121964037,-0.0322668231520561,-0.00535447077389719
"gamma",-0.00525526135923422,0.00061411572267268,0.0639961902635913,0.0014514766262272,-0.00311266934144439,0.00169743117775896
"delta",0.00105208417621354,-0.00296207121964037,0.0014514766262272,0.0614566228806456,0.010545190902347,0.000695422999206044
"lambda",0.00177097854632838,-0.0322668231520561,-0.00311266934144439,0.010545190902347,0.368912240565237,-0.0211208017662137
"luce",-0.00604217608840811,-0.00535447077389719,0.00169743117775896,0.000695422999206044,-0.0211208017662137,0.0235912970506429
"alpha",0.0618399274897295,-0.00164354821528381,0.00313019456083311,0.00113790630874931,-0.00048017158561023,-0.00182505044217082
"beta",-0.00164354821528381,0.0596261360252618,0.00016476860615997,-0.00464826735815815,-0.0428593008710645,-0.00562826345020279
"gamma",0.00313019456083311,0.00016476860615997,0.0523387228972387,0.000925926615561895,0.00441614939170768,0.00411628883335337
"delta",0.00113790630874931,-0.00464826735815815,0.000925926615561895,0.0228477585236592,0.0129325062856507,0.00228873579952151
"lambda",-0.00048017158561023,-0.0428593008710645,0.00441614939170768,0.0129325062856507,0.996579270590311,-0.0365297717658098
"luce",-0.00182505044217082,-0.00562826345020279,0.00411628883335337,0.00228873579952151,-0.0365297717658098,0.057136479076417
"alpha",0.0607330656188685,0.000504034853431125,-0.00450234116967563,-0.00106778686660161,0.0139051941177542,-0.0137613408002805
"beta",0.000504034853431125,0.0663118024896005,-0.0022935303881018,0.000664693635178303,-0.0805438252766444,-0.00890127143373641
"gamma",-0.00450234116967563,-0.0022935303881018,0.0694491409175388,0.0011113720605852,0.0126165241144186,-0.00104450718442073
"delta",-0.00106778686660161,0.000664693635178303,0.0011113720605852,0.0297108338677915,0.0117803641496108,0.000761858940256958
"lambda",0.0139051941177542,-0.0805438252766444,0.0126165241144186,0.0117803641496108,1.02443893626592,-0.0749688099088333
"luce",-0.0137613408002805,-0.00890127143373641,-0.00104450718442073,0.000761858940256958,-0.0749688099088333,0.049509933277287
"alpha",0.0761710669844171,0.000341832267197992,-0.0133108019793328,-0.000692401141469605,0.00747359232951155,-0.00625101419051814
"beta",0.000341832267197992,0.0465410180395403,0.00134560048613609,-0.00427616309851214,-0.0805877884092325,-0.0106418841040145
"gamma",-0.0133108019793328,0.00134560048613609,0.0412039228813147,-7.3864656022457e-06,-0.000619258090806029,-0.00768691535466758
"delta",-0.000692401141469605,-0.00427616309851214,-7.3864656022457e-06,0.0310810026720078,0.0271634110149361,0.00440538236838034
"lambda",0.00747359232951155,-0.0805877884092325,-0.000619258090806029,0.0271634110149361,1.10164527528286,-0.0656979530666446
"luce",-0.00625101419051814,-0.0106418841040145,-0.00768691535466758,0.00440538236838034,-0.0656979530666446,0.0739904533283665
"alpha",0.0524459577646267,0.0041521589726846,0.00454107618175548,-0.00193111438083741,-0.00199401124875661,-0.0101133385482064
"beta",0.0041521589726846,0.0678710405328218,-0.00211428862378523,-0.00216079721439515,-0.0658862998474669,-0.00996408285694322
"gamma",0.00454107618175548,-0.00211428862378523,0.0668950284923559,0.00207488922716269,-0.0150208588695292,0.00579256780458815
"delta",-0.00193111438083741,-0.00216079721439515,0.00207488922716269,0.0244403752470007,0.0311358862901331,0.00251541894799437
"lambda",-0.00199401124875661,-0.0658862998474669,-0.0150208588695292,0.0311358862901331,1.07554070492661,-0.0474853711335072
"luce",-0.0101133385482064,-0.00996408285694322,0.00579256780458815,0.00251541894799437,-0.0474853711335072,0.0373575393943919
"alpha",0.0637346222568629,0.000499596337343544,0.00542231666039422,-0.000757637043874802,0.0198867117715645,-0.000831770265332712
"beta",0.000499596337343544,0.0338334882372552,0.0012608466879738,-0.00637522757874858,-0.0168867155589032,-0.00165007625798884
"gamma",0.00542231666039422,0.0012608466879738,0.0308237444653173,0.000586866809436469,0.0118268315720761,0.00574115610458632
"delta",-0.000757637043874802,-0.00637522757874858,0.000586866809436469,0.0196629976428355,0.00251770158079601,0.00114002358131323
"lambda",0.0198867117715645,-0.0168867155589032,0.0118268315720761,0.00251770158079601,0.983750491581837,-0.0212170646780788
"luce",-0.000831770265332712,-0.00165007625798884,0.00574115610458632,0.00114002358131323,-0.0212170646780788,0.0537887519393371
"alpha",0.0648275932357169,0.000302374462106643,-0.00349572858997425,-1.06191562256254e-05,-0.00146441542130483,-0.00320619153932293
"beta",0.000302374462106643,0.0699020327200475,0.000856449166894359,-0.0182726933353293,-0.0633846442887122,-0.0124887249517612
"gamma",-0.00349572858997425,0.000856449166894359,0.0522654611454841,0.00114873319695766,0.00565581045406069,0.00170930998722061
"delta",-1.06191562256254e-05,-0.0182726933353293,0.00114873319695766,0.0184730756449418,0.0240314563389809,0.0037816380812257
"lambda",-0.00146441542130483,-0.0633846442887122,0.00565581045406069,0.0240314563389809,1.03174229700609,-0.0244450562007689
"luce",-0.00320619153932293,-0.0124887249517612,0.00170930998722061,0.0037816380812257,-0.0244450562007689,0.057139106371006
"alpha",0.0693989410969621,0.00231522809360778,0.00651525457545251,0.000690627358902617,0.0115337279626985,-0.0113837870887421
"beta",0.00231522809360778,0.0577192320357326,-0.0019684775170458,-0.00390890407594062,-0.0788930039239162,-0.0116272039836425
"gamma",0.00651525457545251,-0.0019684775170458,0.0511012895739811,0.00304679086136767,0.00886060023722207,0.00798479331561393
"delta",0.000690627358902617,-0.00390890407594062,0.00304679086136767,0.029151353260868,0.0355038564263717,0.0063362623834644
"lambda",0.0115337279626985,-0.0788930039239162,0.00886060023722207,0.0355038564263717,1.16490525450965,-0.0683760854144936
"luce",-0.0113837870887421,-0.0116272039836425,0.00798479331561393,0.0063362623834644,-0.0683760854144936,0.0686853653835685
"alpha",0.071771390206073,-0.000952133260022942,-0.00788302892003474,-0.00541216109212569,-0.0113893856951991,-0.00565533954880095
"beta",-0.000952133260022942,0.0704228913431472,0.00266669527587393,-0.00401367071228721,-0.0258674428018597,-0.00745470570929496
"gamma",-0.00788302892003474,0.00266669527587393,0.0486682605699755,0.00292014471517831,0.00474624109027161,-0.00104230068811117
"delta",-0.00541216109212569,-0.00401367071228721,0.00292014471517831,0.0209608779099334,0.0192925001584952,-0.000838223574417829
"lambda",-0.0113893856951991,-0.0258674428018597,0.00474624109027161,0.0192925001584952,0.943918260392011,-0.0184168283790487
"luce",-0.00565533954880095,-0.00745470570929496,-0.00104230068811117,-0.000838223574417829,-0.0184168283790487,0.0527921520447744
"alpha",0.0660303939447721,-9.28638299035251e-05,-0.00419125950894821,-0.00116739756097299,-0.0105726720362916,-0.0038953822678934
"beta",-9.28638299035251e-05,0.0664035746162838,0.00190540876360524,-0.00330986196192605,-0.0132858582857596,-0.00369969408640229
"gamma",-0.00419125950894821,0.00190540876360524,0.0468449027558822,0.00540558552336077,0.0250936303047423,0.00383427274673405
"delta",-0.00116739756097299,-0.00330986196192605,0.00540558552336077,0.0134781919826709,0.0218247798754673,0.00288329354055164
"lambda",-0.0105726720362916,-0.0132858582857596,0.0250936303047423,0.0218247798754673,0.798788609705219,-0.0172297463778008
"luce",-0.0038953822678934,-0.00369969408640229,0.00383427274673405,0.00288329354055164,-0.0172297463778008,0.0479875541803946
"alpha",0.0686908882668715,0.00214888912239296,-0.00189877677298261,-0.00108131426885272,0.00530825017417307,-0.00891184479287373
"beta",0.00214888912239296,0.0703457092182299,-0.00120607564364593,-0.0110366859084503,-0.0640858004544223,-0.0073120217696332
"gamma",-0.00189877677298261,-0.00120607564364593,0.0742077477821686,0.00447311635436478,-0.00766432967931341,0.00465779000189028
"delta",-0.00108131426885272,-0.0110366859084503,0.00447311635436478,0.0396983584509794,0.0234505173641649,0.00210929691912867
"lambda",0.00530825017417307,-0.0640858004544223,-0.00766432967931341,0.0234505173641649,0.691658529328631,-0.0536849831516817
"luce",-0.00891184479287373,-0.0073120217696332,0.00465779000189028,0.00210929691912867,-0.0536849831516817,0.0429546786351532
"alpha",0.0659058051798685,-0.000145141500445257,-0.00453917736197804,0.00195737065420074,-0.00790311373144521,-0.0131500127990719
"beta",-0.000145141500445257,0.058182554667166,0.00334051065153153,0.00376828073343371,-0.0312920255489603,-0.0053007294323724
"gamma",-0.00453917736197804,0.00334051065153153,0.0379968685428415,0.00120717642045347,0.0137709270184117,-0.00044519773064101
"delta",0.00195737065420074,0.00376828073343371,0.00120717642045347,0.0379065296534025,0.012498497174621,0.00220012748299204
"lambda",-0.00790311373144521,-0.0312920255489603,0.0137709270184117,0.012498497174621,0.812524098719675,-0.0155607641863433
"luce",-0.0131500127990719,-0.0053007294323724,-0.00044519773064101,0.00220012748299204,-0.0155607641863433,0.059703305878655
"alpha",0.0664686728030942,-0.00297202726923934,-0.00331291138319506,0.000791224255890294,-0.00975739461732973,-0.00918886487231665
"beta",-0.00297202726923934,0.0759108428100684,-0.00194232442190012,-0.00603970808184888,0.00400673798668296,0.00356257551997176
"gamma",-0.00331291138319506,-0.00194232442190012,0.0363001106897397,0.00034044628814311,-0.00203143149832616,0.00257925367790879
"delta",0.000791224255890294,-0.00603970808184888,0.00034044628814311,0.0106926428647341,-0.0235318016977231,-0.00434074244235373
"lambda",-0.00975739461732973,0.00400673798668296,-0.00203143149832616,-0.0235318016977231,1.21843094430596,-0.020810893490671
"luce",-0.00918886487231665,0.00356257551997176,0.00257925367790879,-0.00434074244235373,-0.020810893490671,0.0669936642276377
"alpha",0.063674298422384,-0.000577071973861014,-0.00813367522826637,-0.00259292632805618,0.00664128697701734,-0.0158101680017389
"beta",-0.000577071973861014,0.0705786028682729,0.00133268115473343,-0.00294930930645637,-0.0498950174241444,-0.00954324572249866
"gamma",-0.00813367522826637,0.00133268115473343,0.0383155442291312,0.00332685348297868,0.00411386219646301,-0.00659696148023144
"delta",-0.00259292632805618,-0.00294930930645637,0.00332685348297868,0.0213283952550019,0.00241747810493136,-0.00346338075273578
"lambda",0.00664128697701734,-0.0498950174241444,0.00411386219646301,0.00241747810493136,1.04585060936082,-0.0474130792693078
"luce",-0.0158101680017389,-0.00954324572249866,-0.00659696148023144,-0.00346338075273578,-0.0474130792693078,0.0738275473029378
"alpha",0.0603630100128582,0.00144130107395215,-0.00312020653834026,-0.00144728186498049,0.00743373288889192,-0.0198234981345999
"beta",0.00144130107395215,0.0721927601524871,-0.00131571713744741,-0.00272178866544443,-0.0398375796379862,-0.00992939589672727
"gamma",-0.00312020653834026,-0.00131571713744741,0.0596823383434286,0.00372282881866181,-0.00262379868307706,-0.00166769992623033
"delta",-0.00144728186498049,-0.00272178866544443,0.00372282881866181,0.0149651704237362,-0.0135475899236408,-0.00502756133937305
"lambda",0.00743373288889192,-0.0398375796379862,-0.00262379868307706,-0.0135475899236408,1.10432372515634,-0.037962366264822
"luce",-0.0198234981345999,-0.00992939589672727,-0.00166769992623033,-0.00502756133937305,-0.037962366264822,0.074666131167446
"alpha",0.0581451378475862,0.00291674345936486,-0.0019839402271006,5.86669341345722e-05,0.00122077315813251,-0.0159013175329024
"beta",0.00291674345936486,0.0570377354167084,0.00115968079051837,-0.00999434960633903,-0.0334647300698491,-0.0125856903668321
"gamma",-0.0019839402271006,0.00115968079051837,0.0619174244254965,0.00119513572976168,0.003684257699213,-0.000179462129876775
"delta",5.86669341345722e-05,-0.00999434960633903,0.00119513572976168,0.0203257899639104,0.00508859142975836,0.0013967928093002
"lambda",0.00122077315813251,-0.0334647300698491,0.003684257699213,0.00508859142975836,0.998155984650533,-0.0467020808474364
"luce",-0.0159013175329024,-0.0125856903668321,-0.000179462129876775,0.0013967928093002,-0.0467020808474364,0.0709144853764038
"alpha",0.0669601434948039,0.00267294635496295,0.000602009573124521,-0.000650109157766536,-0.00709840801365114,-0.00809340131181974
"beta",0.00267294635496295,0.0745548824327164,-0.00226105328929362,-0.00978390484056136,-0.0575558526632463,-0.0101094609994154
"gamma",0.000602009573124521,-0.00226105328929362,0.0598294834628677,0.00155732689624205,0.00531904274732803,0.00588732333835057
"delta",-0.000650109157766536,-0.00978390484056136,0.00155732689624205,0.0199892208000574,0.0043130891857874,0.000869991023839952
"lambda",-0.00709840801365114,-0.0575558526632463,0.00531904274732803,0.0043130891857874,0.990503891355379,-0.07759123258944
"luce",-0.00809340131181974,-0.0101094609994154,0.00588732333835057,0.000869991023839952,-0.07759123258944,0.0659135766734725
"alpha",0.0732772236415378,0.00176054450604309,-0.00326749884261307,-0.00152759941158231,0.010524376850904,-0.0146602905833673
"beta",0.00176054450604309,0.0487225229303212,-0.000760191014926748,-0.00182957990571076,-0.0610397365520087,-0.00684206609265734
"gamma",-0.00326749884261307,-0.000760191014926748,0.0385597339559491,0.000130178093716534,0.00968545452567909,-0.00377916525910778
"delta",-0.00152759941158231,-0.00182957990571076,0.000130178093716534,0.0147573570161831,0.0174166597404594,0.00248994922099498
"lambda",0.010524376850904,-0.0610397365520087,0.00968545452567909,0.0174166597404594,1.10944885721144,-0.0711644468324354
"luce",-0.0146602905833673,-0.00684206609265734,-0.00377916525910778,0.00248994922099498,-0.0711644468324354,0.066841508967728
"alpha",0.0688722335661788,-8.63297995752029e-05,0.0123339433701852,0.000131438543366532,0.000155219333984642,-0.00658245762653127
"beta",-8.63297995752029e-05,0.0725627115734882,-0.00357599189682335,-0.00367043705641512,-0.0451406503397176,-0.00773795936564512
"gamma",0.0123339433701852,-0.00357599189682335,0.058598536568957,0.00245345860213989,0.00052788126286107,0.0113707923858237
"delta",0.000131438543366532,-0.00367043705641512,0.00245345860213989,0.0130184886980224,-0.000505654189996872,-0.0021464114428917
"lambda",0.000155219333984642,-0.0451406503397176,0.00052788126286107,-0.000505654189996872,1.09899976283366,-0.0498129825369163
"luce",-0.00658245762653127,-0.00773795936564512,0.0113707923858237,-0.0021464114428917,-0.0498129825369163,0.0668012393383016
"alpha",0.0502547593184804,0.00316847849271371,0.00255860572221082,-0.00113853536131857,0.0121994066216256,-0.0133676200835851
"beta",0.00316847849271371,0.0626478757783016,-0.000579764869697436,0.00249378787339241,-0.0761316447993612,-0.0135276476510511
"gamma",0.00255860572221082,-0.000579764869697436,0.0357488825788743,0.000686147387939876,0.00677231703087303,0.0049218337441393
"delta",-0.00113853536131857,0.00249378787339241,0.000686147387939876,0.0243565832177968,0.0164304456324139,0.00555866611178631
"lambda",0.0121994066216256,-0.0761316447993612,0.00677231703087303,0.0164304456324139,1.08065798194046,-0.0501755922281953
"luce",-0.0133676200835851,-0.0135276476510511,0.0049218337441393,0.00555866611178631,-0.0501755922281953,0.0659216278617077
"alpha",0.0684480972465046,0.00392525027515402,0.00330274123508582,0.000409711615212568,0.00146464615668309,-0.0141712550449663
"beta",0.00392525027515402,0.0479910577699314,0.000406236100456372,0.000232271456898209,-0.0772528717426957,-0.011833588074642
"gamma",0.00330274123508582,0.000406236100456372,0.0453144799592793,0.00119674355037568,-0.00278718228785874,0.0043636931394293
"delta",0.000409711615212568,0.000232271456898209,0.00119674355037568,0.0400499611263349,0.0354128714476043,0.00450841264046362
"lambda",0.00146464615668309,-0.0772528717426957,-0.00278718228785874,0.0354128714476043,1.16543923092981,-0.0779281275933136
"luce",-0.0141712550449663,-0.011833588074642,0.0043636931394293,0.00450841264046362,-0.0779281275933136,0.0773902460210602
"alpha",0.0651560195201082,0.000106261188706221,0.00918984726356924,-0.00135720579658117,0.00392183810331492,-0.0135099066552104
"beta",0.000106261188706221,0.0528700001336321,-0.0016093841842364,-0.00316788183745489,-0.0627457630968431,-0.0122171078030054
"gamma",0.00918984726356924,-0.0016093841842364,0.0549471414263114,0.00173771209568818,-0.0174258285765669,0.00951568487965654
"delta",-0.00135720579658117,-0.00316788183745489,0.00173771209568818,0.0399537742845958,0.0389353801461426,0.00398647503550897
"lambda",0.00392183810331492,-0.0627457630968431,-0.0174258285765669,0.0389353801461426,1.08848149452469,-0.104340728035048
"luce",-0.0135099066552104,-0.0122171078030054,0.00951568487965654,0.00398647503550897,-0.104340728035048,0.0774872906793455
"alpha",0.0640898584306483,-0.00187187367581652,-0.00756715941594162,-0.00131481779988432,-0.011075786057948,-0.0031962402718965
"beta",-0.00187187367581652,0.0599914520345054,0.000792965982057442,-0.00285307334065247,-0.0719946556238825,-0.012159456134405
"gamma",-0.00756715941594162,0.000792965982057442,0.0324538732434433,0.000731972924001997,0.00282501613911633,-0.00190531339701175
"delta",-0.00131481779988432,-0.00285307334065247,0.000731972924001997,0.0155940083112804,0.0244455460444283,0.00286203358176355
"lambda",-0.011075786057948,-0.0719946556238825,0.00282501613911633,0.0244455460444283,1.17471224062941,-0.0695244118824413
"luce",-0.0031962402718965,-0.012159456134405,-0.00190531339701175,0.00286203358176355,-0.0695244118824413,0.0623970530480684
