"","beta","delta","lambdaluce"
"beta",0.0077212885991764,-0.00243703723793672,-0.0538977994827485
"delta",-0.00243703723793672,0.00198896644719611,0.0178724472090822
"lambdaluce",-0.0538977994827485,0.0178724472090822,0.520704499587759
"beta",0.006249900516609,-0.00182312907279281,-0.0594703458563393
"delta",-0.00182312907279281,0.00302691737534309,0.0176737945425818
"lambdaluce",-0.0594703458563393,0.0176737945425818,0.81263719446556
"beta",0.0192270549591835,-0.00195315456845466,-0.0376458687670951
"delta",-0.00195315456845466,0.00244602361100008,0.00434995853305842
"lambdaluce",-0.0376458687670951,0.00434995853305842,0.106276839939893
"beta",0.0567929480525281,-0.00209249572032569,-0.188649655970983
"delta",-0.00209249572032569,0.000338770542934905,0.00537359442423168
"lambdaluce",-0.188649655970983,0.00537359442423168,0.813694120682149
"beta",0.00678171207085877,-0.00146354287699985,-0.0309211354286115
"delta",-0.00146354287699985,0.00494882353835273,0.00839290896906231
"lambdaluce",-0.0309211354286115,0.00839290896906231,0.295160113165074
"beta",0.0531463725105798,-0.000489695924813341,-0.0987506640090392
"delta",-0.000489695924813341,0.00125492160098421,-1.97394291046609e-05
"lambdaluce",-0.0987506640090392,-1.97394291046609e-05,1.31027736603134
"beta",0.0296023529064947,-0.0053905750190155,-0.0213991453358772
"delta",-0.0053905750190155,0.016230750023523,0.001955310029468
"lambdaluce",-0.0213991453358772,0.001955310029468,0.0331569180697849
"beta",0.00197133721604718,-0.000588373814774811,-0.0108529139679096
"delta",-0.000588373814774811,0.00178196520790462,0.00524709832854444
"lambdaluce",-0.0108529139679096,0.00524709832854444,0.339102819943061
"beta",0.00679100509840037,-0.00129194961381613,-0.0498378295437497
"delta",-0.00129194961381613,0.000651315927060621,0.0172213576675644
"lambdaluce",-0.0498378295437497,0.0172213576675644,0.725426978399958
"beta",0.00588104685054959,-0.000980645255898692,-0.0437930738610549
"delta",-0.000980645255898692,0.00218858720248285,0.00767148213505379
"lambdaluce",-0.0437930738610549,0.00767148213505379,0.476891430863227
"beta",0.029312752646794,-0.00122688621886859,-0.0507794169512365
"delta",-0.00122688621886859,0.000460398120721703,0.00330487607547019
"lambdaluce",-0.0507794169512365,0.00330487607547019,0.109363444745759
"beta",0.00584913849410245,-0.000890968222493498,-0.0402801321700285
"delta",-0.000890968222493498,0.000667365978199026,0.0149822190599624
"lambdaluce",-0.0402801321700285,0.0149822190599624,0.625670134483396
"beta",0.018670401319575,-0.00118258245986336,-0.0309485140087475
"delta",-0.00118258245986336,0.00580507730259475,0.00158259714866449
"lambdaluce",-0.0309485140087475,0.00158259714866449,0.0759780498814106
"beta",0.0364751948918017,-0.00114587976084549,-0.0892432302450015
"delta",-0.00114587976084549,0.000271350851968233,0.00230862538718377
"lambdaluce",-0.0892432302450015,0.00230862538718377,0.308631186486498
"beta",0.0145226320511434,-0.00247475361899806,-0.0327660554747959
"delta",-0.00247475361899806,0.00612851073064075,0.00453278399805565
"lambdaluce",-0.0327660554747959,0.00453278399805565,0.114228941379304
"beta",0.0373060924921344,-0.000267857265151504,-0.0655698487065574
"delta",-0.000267857265151504,0.00325704480605509,0.00294300972398811
"lambdaluce",-0.0655698487065574,0.00294300972398811,0.139397765702532
"beta",0.0150625873007368,-0.0017017720168434,-0.0389291654692353
"delta",-0.0017017720168434,0.000561322910592123,0.0057931800997249
"lambdaluce",-0.0389291654692353,0.0057931800997249,0.133816718747674
"beta",0.00390675692297114,-0.000366757364338686,-0.0170043767729865
"delta",-0.000366757364338686,0.0026465556285148,0.00151386098397539
"lambdaluce",-0.0170043767729865,0.00151386098397539,0.130979896376988
"beta",0.0102424146713749,-0.00291222436775306,-0.0423950013421667
"delta",-0.00291222436775306,0.00444556642275341,0.0115840510521279
"lambdaluce",-0.0423950013421667,0.0115840510521279,0.242455833011261
"beta",0.0105327758891297,-0.00172648271099525,-0.0558072750244974
"delta",-0.00172648271099525,0.00059932811741784,0.0130434468248212
"lambdaluce",-0.0558072750244974,0.0130434468248212,0.459135422262015
