"","beta","delta","lambdaluce"
"beta",0.0143564383847755,-0.00294298351196551,-0.0249920218988806
"delta",-0.00294298351196551,0.0052823007595014,0.00406473453885221
"lambdaluce",-0.0249920218988806,0.00406473453885221,0.0605255911290768
"beta",0.00974568144125585,-0.00159579620006269,-0.0391139328372672
"delta",-0.00159579620006269,0.0016330558457689,0.010430871161546
"lambdaluce",-0.0391139328372672,0.010430871161546,0.273576050358113
"beta",0.0530586781189246,0.000216251100101218,-0.126833584585569
"delta",0.000216251100101218,0.00247318754606281,0.000885820333036529
"lambdaluce",-0.126833584585569,0.000885820333036529,0.370085456093365
"beta",0.00790133096798461,-0.00139669325670113,-0.0313228360399013
"delta",-0.00139669325670113,0.000554723954754968,0.00674785832785577
"lambdaluce",-0.0313228360399013,0.00674785832785577,0.189886308215777
"beta",0.0128178864051901,-0.00177886080805495,-0.0612371267940223
"delta",-0.00177886080805495,0.000660882838564514,0.0130445529504268
"lambdaluce",-0.0612371267940223,0.0130445529504268,0.445576041267845
"beta",0.0125759738378803,-0.00137722611782224,-0.0304776815536998
"delta",-0.00137722611782224,0.00051025285922264,0.00459538660404663
"lambdaluce",-0.0304776815536998,0.00459538660404663,0.103783133062495
"beta",0.0604987336641926,-0.000556591459652673,-0.125453064156729
"delta",-0.000556591459652673,0.00205782821639693,-0.00194563215588049
"lambdaluce",-0.125453064156729,-0.00194563215588049,1.34213481290426
"beta",0.0529763257251872,-0.00291107288188933,-0.179453344204717
"delta",-0.00291107288188933,0.000442831919466968,0.00492884055591869
"lambdaluce",-0.179453344204717,0.00492884055591869,0.961359727518409
"beta",0.0178688793142804,-0.000588963486462818,-0.0266033615913707
"delta",-0.000588963486462818,0.001278052353083,0.00356473044036649
"lambdaluce",-0.0266033615913707,0.00356473044036649,0.0694819843247278
"beta",0.0133311677150296,-0.00155194393994713,-0.0329699341338095
"delta",-0.00155194393994713,0.000346837941874795,0.00922793251478766
"lambdaluce",-0.0329699341338095,0.00922793251478766,0.67060956720151
"beta",0.0321976855665646,-6.00388916105919e-05,-0.0428469397307258
"delta",-6.00388916105919e-05,0.00266653607519744,0.00110525336182853
"lambdaluce",-0.0428469397307258,0.00110525336182853,0.0697740699920159
"beta",0.0145734387659722,-0.000538836401404643,-0.0418683857449173
"delta",-0.000538836401404643,0.000522052769548824,0.00399678632582504
"lambdaluce",-0.0418683857449173,0.00399678632582504,0.174126030247552
"beta",0.0186957722831504,-0.0011906574388466,-0.044741952765447
"delta",-0.0011906574388466,0.000278412983807618,0.00326487643589771
"lambdaluce",-0.044741952765447,0.00326487643589771,0.157174449324542
"beta",0.0146961236054116,-0.00305354407697754,-0.037282422400523
"delta",-0.00305354407697754,0.00582179879714361,0.0078548910507086
"lambdaluce",-0.037282422400523,0.0078548910507086,0.150992158951903
"beta",0.0256233912233516,-0.00178312283446431,-0.0702022286127515
"delta",-0.00178312283446431,0.000413372664229602,0.00614401179859655
"lambdaluce",-0.0702022286127515,0.00614401179859655,0.245783515562805
"beta",0.00496720743005474,-0.000799252905321962,-0.0472757417999091
"delta",-0.000799252905321962,0.00187745588267446,0.00811923208770034
"lambdaluce",-0.0472757417999091,0.00811923208770034,0.676446753045751
"beta",0.0445526517019426,-0.00210906952034263,-0.144340126397405
"delta",-0.00210906952034263,0.000355043874582813,0.0066605016779085
"lambdaluce",-0.144340126397405,0.0066605016779085,0.576717059746449
"beta",0.0126943194563704,-0.00268197825199696,-0.0303650395082058
"delta",-0.00268197825199696,0.00605949802266357,0.00531484812107045
"lambdaluce",-0.0303650395082058,0.00531484812107045,0.10086279087077
"beta",0.00616691670370416,-0.0013802875997556,-0.0220497567343788
"delta",-0.0013802875997556,0.00300559735957893,0.00784202673923233
"lambdaluce",-0.0220497567343788,0.00784202673923233,0.181235261297957
"beta",0.0375091693163761,-0.000217890247572441,-0.040790144752475
"delta",-0.000217890247572441,0.00331817918089936,0.00197394778304147
"lambdaluce",-0.040790144752475,0.00197394778304147,0.0563017069397686
"beta",0.00655259578764947,-0.00148024130860944,-0.0247560340898752
"delta",-0.00148024130860944,0.00133092339364276,0.0059311956992556
"lambdaluce",-0.0247560340898752,0.0059311956992556,0.138071887507042
"beta",0.0189434332694012,-0.000133608027491476,-0.0672341536071073
"delta",-0.000133608027491476,0.00210635369240559,0.00131515212314722
"lambdaluce",-0.0672341536071073,0.00131515212314722,0.381192276922026
"beta",0.00869442052577425,-0.00212184290826217,-0.0594760222721892
"delta",-0.00212184290826217,0.000881423100129009,0.0157852623109445
"lambdaluce",-0.0594760222721892,0.0157852623109445,0.557648581299588
"beta",0.00704088435288061,-0.000749267122434909,-0.0172509728769942
"delta",-0.000749267122434909,0.00293928297260482,0.00182176721128199
"lambdaluce",-0.0172509728769942,0.00182176721128199,0.0640405166464413
"beta",0.0136441023646597,-0.00102031156754757,-0.0476424173937416
"delta",-0.00102031156754757,0.000561959461012423,0.0063220409473651
"lambdaluce",-0.0476424173937416,0.0063220409473651,0.235981426455118
"beta",0.0274472808989847,-0.00252922054389263,-0.0187407357743831
"delta",-0.00252922054389263,0.0127404204952724,0.000771117728806274
"lambdaluce",-0.0187407357743831,0.000771117728806274,0.0278074508239855
"beta",0.0133217590291021,-0.00215606882584034,-0.0370095820321555
"delta",-0.00215606882584034,0.002299325175536,0.00744617273530119
"lambdaluce",-0.0370095820321555,0.00744617273530119,0.161992387587655
"beta",0.037902128204983,-0.000998173063421176,-0.0885744819975143
"delta",-0.000998173063421176,0.00031659831333474,0.00311348571210991
"lambdaluce",-0.0885744819975143,0.00311348571210991,0.249873328378169
"beta",0.00466643560762928,-0.0006228909537116,-0.0201075023021482
"delta",-0.0006228909537116,0.00500245503770724,0.00523720245576511
"lambdaluce",-0.0201075023021482,0.00523720245576511,0.262397121474801
"beta",0.0344195173378526,-0.00304813644381168,-0.120193489902856
"delta",-0.00304813644381168,0.000552975567657988,0.0122016177783518
"lambdaluce",-0.120193489902856,0.0122016177783518,0.602603785238699
"beta",0.00834754652137405,-0.00121899702822558,-0.0289142766170388
"delta",-0.00121899702822558,0.00551185633623836,0.00441689631757388
"lambdaluce",-0.0289142766170388,0.00441689631757388,0.189939641970176
"beta",0.0260180348473824,-0.00216267338218819,-0.0858010685649882
"delta",-0.00216267338218819,0.00046470807210179,0.00708443373400887
"lambdaluce",-0.0858010685649882,0.00708443373400887,0.487627648284134
"beta",0.00164399680662751,-0.000324895145903606,-0.00770926379056337
"delta",-0.000324895145903606,0.000277696438849645,0.00200473517815664
"lambdaluce",-0.00770926379056337,0.00200473517815664,0.132578321558949
"beta",0.033696729344016,-0.00135029544178823,-0.0477591530985164
"delta",-0.00135029544178823,0.000775258312950016,0.00360747886129521
"lambdaluce",-0.0477591530985164,0.00360747886129521,0.0849110473127724
"beta",0.0342637508516481,-0.000480471851087402,-0.118880834013905
"delta",-0.000480471851087402,0.000518260880737587,0.00289607510911129
"lambdaluce",-0.118880834013905,0.00289607510911129,0.564647184970117
"beta",0.00780940542867991,-0.00169318475436927,-0.0582443719184905
"delta",-0.00169318475436927,0.000488697342262519,0.0139762885226309
"lambdaluce",-0.0582443719184905,0.0139762885226309,0.747573396105162
"beta",0.0223397604682177,-0.000632987790648823,-0.0219800764484391
"delta",-0.000632987790648823,0.00444083054039782,0.00308618908883641
"lambdaluce",-0.0219800764484391,0.00308618908883641,0.03378489128526
"beta",0.0459524917553269,-0.000376443054937315,-0.0938998635663591
"delta",-0.000376443054937315,0.00262553825966847,0.00261883851772971
"lambdaluce",-0.0938998635663591,0.00261883851772971,0.243000591774089
"beta",0.0484084394564076,-0.000618848333711792,-0.113358012774196
"delta",-0.000618848333711792,0.0032329798011333,0.0053462420411571
"lambdaluce",-0.113358012774196,0.0053462420411571,0.329423156927992
"beta",0.01959116175171,-0.0013405959219149,-0.0416706470905202
"delta",-0.0013405959219149,0.000354537152599221,0.00367923932324415
"lambdaluce",-0.0416706470905202,0.00367923932324415,0.114273379561454
"beta",0.00528961963327907,-0.00149190818272111,-0.0295823898103759
"delta",-0.00149190818272111,0.00301852875466022,0.0139011590795979
"lambdaluce",-0.0295823898103759,0.0139011590795979,0.414442175266671
"beta",0.0165224591737745,-0.00186882006678368,-0.0419222728674961
"delta",-0.00186882006678368,0.000877248752057279,0.00629274966396512
"lambdaluce",-0.0419222728674961,0.00629274966396512,0.144710627292691
"beta",0.00278259139006063,-0.000795888312010952,-0.0103961848526569
"delta",-0.000795888312010952,0.00539487247462352,0.00156581678951263
"lambdaluce",-0.0103961848526569,0.00156581678951263,0.083486960121636
"beta",0.00673153065230604,-0.000446387134013956,-0.0141965776275035
"delta",-0.000446387134013956,0.00297730924232233,0.000822395337325243
"lambdaluce",-0.0141965776275035,0.000822395337325243,0.0470757217123019
"beta",0.0264527273288871,-0.0023603035312422,-0.0711680720868892
"delta",-0.0023603035312422,0.000604519306739444,0.00686794351281208
"lambdaluce",-0.0711680720868892,0.00686794351281208,0.59040567046619
"beta",0.0252282997092172,-0.00201658097984911,-0.0532612469360576
"delta",-0.00201658097984911,0.000508679782300097,-0.00416219004198543
"lambdaluce",-0.0532612469360576,-0.00416219004198543,0.707920238689052
"beta",0.0104027075321273,-0.00207439324549208,-0.0605594683706504
"delta",-0.00207439324549208,0.000681205584419657,0.0139022523893133
"lambdaluce",-0.0605594683706504,0.0139022523893133,0.484526738558361
"beta",0.0247322208836141,-0.000994118275639595,-0.0368689547743193
"delta",-0.000994118275639595,0.000603469622775314,0.00274097259872583
"lambdaluce",-0.0368689547743193,0.00274097259872583,0.0708697386827488
"beta",0.00384626177954713,-0.00050380461156757,-0.0139932776657206
"delta",-0.00050380461156757,0.00391245739388049,0.0018162454500375
"lambdaluce",-0.0139932776657206,0.0018162454500375,0.160224221185727
"beta",0.0110148192463837,-0.000211486932941301,-0.0247350771231549
"delta",-0.000211486932941301,0.00192568868988096,0.00670170025792327
"lambdaluce",-0.0247350771231549,0.00670170025792327,0.105859305718977
"beta",0.00314420918398937,-0.00110588205719515,-0.0306436724613824
"delta",-0.00110588205719515,0.0016214334881482,0.0114825042383436
"lambdaluce",-0.0306436724613824,0.0114825042383436,0.549479918786627
"beta",0.0196811306568955,-0.00228571672668483,-0.0355053236660882
"delta",-0.00228571672668483,0.00167147093930501,0.00486608117326243
"lambdaluce",-0.0355053236660882,0.00486608117326243,0.0856730042382712
"beta",0.00727896081771831,-0.00226508489646243,-0.040360615193853
"delta",-0.00226508489646243,0.00307415696059024,0.011884279770465
"lambdaluce",-0.040360615193853,0.011884279770465,0.312353817098306
"beta",0.0124333096165456,-0.000489779775351465,-0.0418428639531767
"delta",-0.000489779775351465,0.000451092392072198,0.0038424422462732
"lambdaluce",-0.0418428639531767,0.0038424422462732,0.211576077304488
"beta",0.0639780689869374,-0.000462479458118773,-0.120729230036937
"delta",-0.000462479458118773,0.00187941681654173,-0.00141056210527866
"lambdaluce",-0.120729230036937,-0.00141056210527866,1.32016827270454
"beta",0.0399175737540709,-0.000769492054412771,-0.121741815799655
"delta",-0.000769492054412771,0.000332600852542065,0.00292303385509025
"lambdaluce",-0.121741815799655,0.00292303385509025,0.464266608098073
"beta",0.0112854065170593,-0.00108369629116609,-0.0214846118797349
"delta",-0.00108369629116609,0.00225419620675648,0.00358571277511999
"lambdaluce",-0.0214846118797349,0.00358571277511999,0.0820749554645842
"beta",0.0604504197772332,-0.000282493663285748,-0.166691934775901
"delta",-0.000282493663285748,0.00152319196712113,0.000396976083931454
"lambdaluce",-0.166691934775901,0.000396976083931454,0.873580472648611
"beta",0.0239957726028999,-0.00198291423851443,-0.03363422487545
"delta",-0.00198291423851443,0.0021076705785895,0.00330961253868494
"lambdaluce",-0.03363422487545,0.00330961253868494,0.0670044547048259
"beta",0.0299338903570248,-0.0005949287258265,-0.0715620565943988
"delta",-0.0005949287258265,0.000482630902870337,0.00318703436996811
"lambdaluce",-0.0715620565943988,0.00318703436996811,0.211906958262429
"beta",0.0101248066836481,-0.00209047992238691,-0.0334761438777017
"delta",-0.00209047992238691,0.00306848880071108,0.00804889796814575
"lambdaluce",-0.0334761438777017,0.00804889796814575,0.185191870444729
"beta",0.00523404819728866,-0.00136939047334173,-0.0289140934429046
"delta",-0.00136939047334173,0.00455957240956519,0.010474887704469
"lambdaluce",-0.0289140934429046,0.010474887704469,0.330896992709385
"beta",0.0566898190135993,-0.00074608865637247,-0.13912235223958
"delta",-0.00074608865637247,0.00281450666169917,0.00420811357788741
"lambdaluce",-0.13912235223958,0.00420811357788741,0.414736764109593
"beta",0.0228836022509891,-0.000576965477168473,-0.0608994157202634
"delta",-0.000576965477168473,0.000453669005847003,0.00342125596785981
"lambdaluce",-0.0608994157202634,0.00342125596785981,0.206035057537038
"beta",0.0226645997698743,-0.0014890868793885,-0.0165324516599013
"delta",-0.0014890868793885,0.001999329109292,0.0014774975396783
"lambdaluce",-0.0165324516599013,0.0014774975396783,0.019418817234996
"beta",0.0515154155443031,2.99205884283939e-05,-0.116036415268625
"delta",2.99205884283939e-05,0.00234165186709437,0.00101295651999408
"lambdaluce",-0.116036415268625,0.00101295651999408,0.346391180044177
"beta",0.0441603333441882,0.000372951820870764,-0.0725980032244604
"delta",0.000372951820870764,0.00346115636218482,0.00168400518511703
"lambdaluce",-0.0725980032244604,0.00168400518511703,0.139568934766752
"beta",0.0507356919125515,-0.000406935497861906,-0.111415558095608
"delta",-0.000406935497861906,0.00310954723290765,0.00382461361964772
"lambdaluce",-0.111415558095608,0.00382461361964772,0.302535644369926
"beta",0.00540151580327931,-0.00126001857135233,-0.0418365792928651
"delta",-0.00126001857135233,0.00319524023187545,0.0104627128634074
"lambdaluce",-0.0418365792928651,0.0104627128634074,0.497225833444693
"beta",0.0156416360232396,-0.0027382311018485,-0.0359000956550194
"delta",-0.0027382311018485,0.00594305495234118,0.00508508409429549
"lambdaluce",-0.0359000956550194,0.00508508409429549,0.116708223035835
"beta",0.0167976160641115,-0.0028439347766891,-0.0840139159879618
"delta",-0.0028439347766891,0.000693171625483706,0.0186637913112281
"lambdaluce",-0.0840139159879618,0.0186637913112281,0.701761759215932
"beta",0.0331780737671412,-0.000580003818670511,-0.0464670218263937
"delta",-0.000580003818670511,0.0011973184506003,0.00380619703665085
"lambdaluce",-0.0464670218263937,0.00380619703665085,0.0873790145603814
"beta",0.00837578144315716,-0.000744827802973723,-0.0100713792377729
"delta",-0.000744827802973723,0.00139252356015078,0.00103975690416047
"lambdaluce",-0.0100713792377729,0.00103975690416047,0.0205386496056676
"beta",0.012199362059999,-0.00122927347480906,-0.0250253363775595
"delta",-0.00122927347480906,0.00779763085680216,0.000982494157322245
"lambdaluce",-0.0250253363775595,0.000982494157322245,0.0949146207411225
"beta",0.0120318577139679,-0.0016310032759966,-0.0321644883784241
"delta",-0.0016310032759966,0.00695714685093331,0.00392755697105408
"lambdaluce",-0.0321644883784241,0.00392755697105408,0.141029724947658
"beta",0.004286945881371,-0.00102299354985938,-0.0253777305255177
"delta",-0.00102299354985938,0.00334932006020732,0.00633305945017453
"lambdaluce",-0.0253777305255177,0.00633305945017453,0.243283440238893
"beta",0.0102303790748695,-0.00327849256779796,-0.0400256506397186
"delta",-0.00327849256779796,0.0053180568198103,0.0123841074910616
"lambdaluce",-0.0400256506397186,0.0123841074910616,0.224911501506605
"beta",0.0574415498391435,-0.000734309358221047,-0.109980103225985
"delta",-0.000734309358221047,0.00120362086020883,0.000711043414028738
"lambdaluce",-0.109980103225985,0.000711043414028738,1.34846098578702
"beta",0.00406084297233598,-0.00075445808216012,-0.0160796072708022
"delta",-0.00075445808216012,0.00609088694610975,0.00542822423984947
"lambdaluce",-0.0160796072708022,0.00542822423984947,0.191772553652653
"beta",0.0522420900220547,-0.00012423120335035,-0.121260156581025
"delta",-0.00012423120335035,0.00145949715434962,0.00070791161000618
"lambdaluce",-0.121260156581025,0.00070791161000618,0.334806224646122
"beta",0.0572374272117553,0.000140431825875171,-0.14236023139427
"delta",0.000140431825875171,0.00165825996023254,-0.000241955680606992
"lambdaluce",-0.14236023139427,-0.000241955680606992,0.456334289461554
"beta",0.00314469056749985,-0.000956246027354587,-0.0235048955510008
"delta",-0.000956246027354587,0.00093606816547976,0.00732248667145937
"lambdaluce",-0.0235048955510008,0.00732248667145937,0.47438069839228
"beta",0.00707659393664938,-0.00134348803461663,-0.0320319962646097
"delta",-0.00134348803461663,0.000534883649513681,0.00713088781643763
"lambdaluce",-0.0320319962646097,0.00713088781643763,0.219778201589558
"beta",0.0101291849407897,-0.0022633273424437,-0.0747535480888735
"delta",-0.0022633273424437,0.000725492636780658,0.0197254716595941
"lambdaluce",-0.0747535480888735,0.0197254716595941,0.793921796042764
"beta",0.0110466245755946,-0.00141018734162547,-0.0248911245699025
"delta",-0.00141018734162547,0.00070152271049019,0.00403074706826924
"lambdaluce",-0.0248911245699025,0.00403074706826924,0.0774496402205952
"beta",0.032762213272041,-0.000971918430235307,-0.0709463539769483
"delta",-0.000971918430235307,0.00245510006414755,0.00368934829200266
"lambdaluce",-0.0709463539769483,0.00368934829200266,0.188767347233941
"beta",0.0379470805390909,-0.000422070286606175,-0.110769313907645
"delta",-0.000422070286606175,0.000480307795671583,0.0028070471285001
"lambdaluce",-0.110769313907645,0.0028070471285001,0.403118560397776
"beta",0.0600607848966122,-0.00110675732012666,-0.166013425044254
"delta",-0.00110675732012666,0.00262533146602654,0.00341286200934829
"lambdaluce",-0.166013425044254,0.00341286200934829,0.69154180470516
"beta",0.00330840009143837,-0.000331572564088685,-0.016611743146772
"delta",-0.000331572564088685,0.00168414060124458,0.00180492724337998
"lambdaluce",-0.016611743146772,0.00180492724337998,0.159875700205746
"beta",0.0469007981354757,-0.000484260051565839,-0.107911191649128
"delta",-0.000484260051565839,0.00354104927610362,0.0062274231536865
"lambdaluce",-0.107911191649128,0.0062274231536865,0.304449439911324
"beta",0.0604281674469624,-0.00143983026406201,-0.123416368446454
"delta",-0.00143983026406201,0.00228641775941946,0.000646863675285916
"lambdaluce",-0.123416368446454,0.000646863675285916,1.318632983621
"beta",0.00879644283307579,-0.00171365505731842,-0.0146186723431747
"delta",-0.00171365505731842,0.0128086984008252,0.000978647645629878
"lambdaluce",-0.0146186723431747,0.000978647645629878,0.0629442463135643
"beta",0.0100499040808499,-0.000922264559315578,-0.0226778105145455
"delta",-0.000922264559315578,0.000317191376494552,0.00305359874801148
"lambdaluce",-0.0226778105145455,0.00305359874801148,0.0811585988789086
"beta",0.0363774351062216,-0.000465888265023289,-0.107494277594988
"delta",-0.000465888265023289,0.00182089384982086,0.00567457644279461
"lambdaluce",-0.107494277594988,0.00567457644279461,0.409659690119221
"beta",0.00602998027706959,-0.00104569643737955,-0.0268055168606135
"delta",-0.00104569643737955,0.00216436408655933,0.00988786709539721
"lambdaluce",-0.0268055168606135,0.00988786709539721,0.287047751158493
"beta",0.00654317608004066,-0.00169921132408124,-0.0255086250561208
"delta",-0.00169921132408124,0.00609775322383241,0.00960012958684618
"lambdaluce",-0.0255086250561208,0.00960012958684618,0.244764153393948
"beta",0.0074077147930277,-0.00222370377417035,-0.0320700279102467
"delta",-0.00222370377417035,0.00579794525771221,0.0098732723836752
"lambdaluce",-0.0320700279102467,0.0098732723836752,0.228457389925708
"beta",0.0324292588864422,-0.00122131650199261,-0.0726650903193123
"delta",-0.00122131650199261,0.000355502969138369,0.00357186550232781
"lambdaluce",-0.0726650903193123,0.00357186550232781,0.196689407725619
"beta",0.0161224031408502,-0.000763795789099378,-0.0268875014749297
"delta",-0.000763795789099378,0.00124439347242553,0.00362283979284637
"lambdaluce",-0.0268875014749297,0.00362283979284637,0.0772256411194526
"beta",0.00974759185848596,-0.000982612785982944,-0.0219969019748371
"delta",-0.000982612785982944,0.000382370809974556,0.00313150422338637
"lambdaluce",-0.0219969019748371,0.00313150422338637,0.0728271678113513
"beta",0.0107604149027553,-0.00113492428763579,-0.035484002789695
"delta",-0.00113492428763579,0.00136112180117687,0.00649677446132727
"lambdaluce",-0.035484002789695,0.00649677446132727,0.198402394102421
"beta",0.0107934595512997,-0.00129375979572638,-0.0266821054749942
"delta",-0.00129375979572638,0.00387733260719883,0.00280038031362083
"lambdaluce",-0.0266821054749942,0.00280038031362083,0.0909168290443838
"beta",0.0181205667571638,-0.0017544541971089,-0.0320297723888367
"delta",-0.0017544541971089,0.0051699568403,0.00267190774132273
"lambdaluce",-0.0320297723888367,0.00267190774132273,0.0792396207878155
"beta",0.0443813220681639,-0.000418856365624846,-0.166585341245599
"delta",-0.000418856365624846,0.00250891038317966,0.00229756249781618
"lambdaluce",-0.166585341245599,0.00229756249781618,1.0353247230502
"beta",0.0277558537589175,-0.00150837462348334,-0.0700848084099424
"delta",-0.00150837462348334,0.000312972229754233,0.00423715626907537
"lambdaluce",-0.0700848084099424,0.00423715626907537,0.227374202092722
"beta",0.0193243690120914,-0.00128975733284911,-0.0325547498891253
"delta",-0.00128975733284911,0.000584091042281659,0.00315348138725716
"lambdaluce",-0.0325547498891253,0.00315348138725716,0.0710434148916496
"beta",0.0047103429360715,-0.00111161419108292,-0.0184320283344216
"delta",-0.00111161419108292,0.00437529321491289,0.0038461336882279
"lambdaluce",-0.0184320283344216,0.0038461336882279,0.12041731305584
"beta",0.0146758849133988,-0.000320153057887854,-0.0142914748839059
"delta",-0.000320153057887854,0.000653615872580146,0.00143855082921022
"lambdaluce",-0.0142914748839059,0.00143855082921022,0.0220260955127873
"beta",0.0205042082883662,-0.00127484075783808,-0.030688633456683
"delta",-0.00127484075783808,0.00620619910957675,0.00129746353727433
"lambdaluce",-0.030688633456683,0.00129746353727433,0.0680195860517631
"beta",0.0368925467682434,-0.00156802026194367,-0.104470336868069
"delta",-0.00156802026194367,0.000293548601517257,0.00255881562945656
"lambdaluce",-0.104470336868069,0.00255881562945656,0.439059814888948
"beta",0.0345591403209323,-0.00106540672231758,-0.0738421692140094
"delta",-0.00106540672231758,0.00380894150952129,0.00910166399672112
"lambdaluce",-0.0738421692140094,0.00910166399672112,0.202928912259883
"beta",0.00424656599093627,-0.000688602412329911,-0.0355452302414888
"delta",-0.000688602412329911,0.00197517128095424,0.00753830932051153
"lambdaluce",-0.0355452302414888,0.00753830932051153,0.50864256806366
"beta",0.00234774021506823,-0.000214343963334712,-0.00952238335345103
"delta",-0.000214343963334712,0.0052210449439495,0.00278716349442674
"lambdaluce",-0.00952238335345103,0.00278716349442674,0.171305200529839
"beta",0.00320715918297835,-0.000383977758457497,-0.0177111442514437
"delta",-0.000383977758457497,0.000666621996670869,0.0101483288260525
"lambdaluce",-0.0177111442514437,0.0101483288260525,0.442652112796865
"beta",0.0107515682419681,-0.0022778821210082,-0.0736826484053797
"delta",-0.0022778821210082,0.000697934981513797,0.017806265979341
"lambdaluce",-0.0736826484053797,0.017806265979341,0.692836669018578
"beta",0.0223611305964725,-0.00145956571044293,-0.0396760394082823
"delta",-0.00145956571044293,0.000492368211181202,0.00356531215138297
"lambdaluce",-0.0396760394082823,0.00356531215138297,0.0869144591119197
"beta",0.0209828052145614,-0.00153183666546453,-0.0372560708006524
"delta",-0.00153183666546453,0.00666470576847053,0.00185402543482511
"lambdaluce",-0.0372560708006524,0.00185402543482511,0.0950330318426594
"beta",0.00504601116538432,-0.00149171430059773,-0.0495136578709397
"delta",-0.00149171430059773,0.00140700591553306,0.015904007122344
"lambdaluce",-0.0495136578709397,0.015904007122344,0.72870528118205
"beta",0.0202636608244144,-0.000499947359803631,-0.0487313841470101
"delta",-0.000499947359803631,0.00259118552283807,0.00292427935723665
"lambdaluce",-0.0487313841470101,0.00292427935723665,0.159500587554788
"beta",0.0264447903956344,-0.000506677464466352,-0.0545683097385256
"delta",-0.000506677464466352,0.00243037074845731,0.00236604070693929
"lambdaluce",-0.0545683097385256,0.00236604070693929,0.14185522350513
"beta",0.008576918360716,-0.000391877020555344,-0.0331079492068833
"delta",-0.000391877020555344,0.000413696074435549,0.00355381975181393
"lambdaluce",-0.0331079492068833,0.00355381975181393,0.210082532345534
"beta",0.00818781110661946,-0.00216475943711789,-0.0354502204135463
"delta",-0.00216475943711789,0.00470289114796158,0.00928524946598747
"lambdaluce",-0.0354502204135463,0.00928524946598747,0.225654173416614
"beta",0.0137711139202456,-0.00241932878643709,-0.0328499576336314
"delta",-0.00241932878643709,0.00187100595486691,0.00622887536206538
"lambdaluce",-0.0328499576336314,0.00622887536206538,0.10789656141779
