"","alpha","beta","gamma","delta","lambda","luce"
"alpha",0.0120230557467247,0.00051592212053398,-0.00109011830172897,-9.372325675344e-05,0.00701701373968625,-0.00284530965957071
"beta",0.00051592212053398,0.0230219026754807,-0.00032705564502861,-0.000662426688196912,-0.062607326802207,0.000204504946103775
"gamma",-0.00109011830172897,-0.00032705564502861,0.0158627335008356,0.000394418440686889,0.00426997519393562,-0.000600624371073598
"delta",-9.372325675344e-05,-0.000662426688196912,0.000394418440686889,0.000679431104018008,0.00530175663592518,-0.000269396290548581
"lambda",0.00701701373968625,-0.062607326802207,0.00426997519393562,0.00530175663592518,0.316659706080781,-0.0250018087755523
"luce",-0.00284530965957071,0.000204504946103775,-0.000600624371073598,-0.000269396290548581,-0.0250018087755523,0.00592188873433759
"alpha",0.0111273290967197,0.00122261137045721,-0.00100455171477856,-0.0010593767502673,0.0193922649126113,-0.00990995963063346
"beta",0.00122261137045721,0.00294259388935054,-1.59727495385335e-05,-0.00163977331129468,-0.010967239077511,-0.00155935861441131
"gamma",-0.00100455171477856,-1.59727495385335e-05,0.00149580472637865,6.11245981492739e-05,-0.000708549005254355,0.000992302772403037
"delta",-0.0010593767502673,-0.00163977331129468,6.11245981492739e-05,0.00440563644413569,0.00980619485346172,0.00154177191080353
"lambda",0.0193922649126113,-0.010967239077511,-0.000708549005254355,0.00980619485346172,0.240602644175182,-0.0372520716565135
"luce",-0.00990995963063346,-0.00155935861441131,0.000992302772403037,0.00154177191080353,-0.0372520716565135,0.0171957350027525
"alpha",0.0130128023346557,5.77794714581032e-05,-0.000732924948132812,-8.30344405827866e-05,0.00478751443550849,-0.00369353205509697
"beta",5.77794714581032e-05,0.0289110836983752,-0.000186504509407708,-0.000543126605044558,-0.0370572058939733,-0.00146476397451959
"gamma",-0.000732924948132812,-0.000186504509407708,0.00706919911665901,0.000100965402134907,0.000152837788192968,6.05406496826127e-05
"delta",-8.30344405827866e-05,-0.000543126605044558,0.000100965402134907,0.0012774012591708,0.0022892719819172,4.44842360522789e-05
"lambda",0.00478751443550849,-0.0370572058939733,0.000152837788192968,0.0022892719819172,0.0868807041548079,-0.00467509401331924
"luce",-0.00369353205509697,-0.00146476397451959,6.05406496826127e-05,4.44842360522789e-05,-0.00467509401331924,0.00304720576701756
"alpha",0.0203741179489155,0.00471514665943143,-0.000927088955188969,-5.47709329200625e-05,0.0285947574880544,-0.0213535630823303
"beta",0.00471514665943143,0.0240422970016118,0.000216552381594852,-0.00033941015156299,-0.025920685481834,-0.00703859002211873
"gamma",-0.000927088955188969,0.000216552381594852,0.00562299408584898,4.43705405438227e-06,-0.00155059576003973,0.000707380713572037
"delta",-5.47709329200625e-05,-0.00033941015156299,4.43705405438227e-06,0.00080954113805866,0.00263157605503046,-0.000115232032553049
"lambda",0.0285947574880544,-0.025920685481834,-0.00155059576003973,0.00263157605503046,0.129270408666176,-0.0385148907741785
"luce",-0.0213535630823303,-0.00703859002211873,0.000707380713572037,-0.000115232032553049,-0.0385148907741785,0.0290319349740172
"alpha",0.00926328604788622,0.00262020439698582,0.000150013546250664,-0.000460398352665007,0.00507122963411044,-0.00599157528907564
"beta",0.00262020439698582,0.0182674707060849,-0.000790839814249612,-0.00388284584776154,-0.0137914660915104,-0.0032033517470269
"gamma",0.000150013546250664,-0.000790839814249612,0.00398620447588829,0.000632122196584293,-0.00287484973711147,0.00139964919889138
"delta",-0.000460398352665007,-0.00388284584776154,0.000632122196584293,0.017293498825974,0.00178681146835301,0.000421195920129606
"lambda",0.00507122963411044,-0.0137914660915104,-0.00287484973711147,0.00178681146835301,0.0518449855852683,-0.007264511986099
"luce",-0.00599157528907564,-0.0032033517470269,0.00139964919889138,0.000421195920129606,-0.007264511986099,0.00646828410478848
"alpha",0.0337088727088058,0.00150400948851151,-0.000632422773157998,4.58289846247764e-06,0.0670621430228949,-0.0311048699319032
"beta",0.00150400948851151,0.0311963231338224,-0.000120363490859722,-0.00096027204466473,-0.0587024907239123,-0.00218678091037474
"gamma",-0.000632422773157998,-0.000120363490859722,0.00458419771617913,-7.42145181646233e-05,-0.00675888358146719,0.00287842685401748
"delta",4.58289846247764e-06,-0.00096027204466473,-7.42145181646233e-05,0.00242371814530676,0.00390813108305185,-0.000437415541543298
"lambda",0.0670621430228949,-0.0587024907239123,-0.00675888358146719,0.00390813108305185,0.311223777408171,-0.0734379244041975
"luce",-0.0311048699319032,-0.00218678091037474,0.00287842685401748,-0.000437415541543298,-0.0734379244041975,0.0352607259396728
"alpha",0.0277434034731282,0.000517250708338491,-0.000470728854724804,-1.33036140316497e-05,0.0704068119780222,-0.0308352910003847
"beta",0.000517250708338491,0.0397001484457471,9.58459216317385e-06,0.000337975385193481,-0.0829291763638422,-0.000392736931388128
"gamma",-0.000470728854724804,9.58459216317385e-06,0.00433456394937936,-2.07584722233664e-05,-0.00698596836776659,0.00286576341628475
"delta",-1.33036140316497e-05,0.000337975385193481,-2.07584722233664e-05,0.00150083762655362,-0.000325509783701195,-0.000227099327261147
"lambda",0.0704068119780222,-0.0829291763638422,-0.00698596836776659,-0.000325509783701195,0.464679634084617,-0.0933934578494507
"luce",-0.0308352910003847,-0.000392736931388128,0.00286576341628475,-0.000227099327261147,-0.0933934578494507,0.0413617238596216
"alpha",0.00267625136598367,0.00150739793239347,-0.000269258396329685,1.42400594843329e-05,0.0039191820919617,-0.00343564567947208
"beta",0.00150739793239347,0.0673628777647876,-0.000120376249270132,-0.00188494365811504,-0.148079426121911,-0.00406404028538016
"gamma",-0.000269258396329685,-0.000120376249270132,0.000533118539813452,9.52989409588369e-05,-0.000467528813024309,0.000550040009775835
"delta",1.42400594843329e-05,-0.00188494365811504,9.52989409588369e-05,0.000517037761817442,0.00247271210521794,-9.30019639232877e-05
"lambda",0.0039191820919617,-0.148079426121911,-0.000467528813024309,0.00247271210521794,0.609459313964804,-0.0117590004641892
"luce",-0.00343564567947208,-0.00406404028538016,0.000550040009775835,-9.30019639232877e-05,-0.0117590004641892,0.0102956631617047
"alpha",0.0373601372838358,0.000347799560683172,-0.000614751970944046,4.01890721919765e-05,0.109470805298069,-0.0347690066344767
"beta",0.000347799560683172,0.034336963174363,-0.000262974855487973,-0.000678636201665966,-0.0903262318343188,-0.000247916031690032
"gamma",-0.000614751970944046,-0.000262974855487973,0.00396581909580578,9.15216578029708e-05,-0.00637550333266686,0.00216366652063392
"delta",4.01890721919765e-05,-0.000678636201665966,9.15216578029708e-05,0.000267513134776026,0.0031275045163639,-0.000257566191850994
"lambda",0.109470805298069,-0.0903262318343188,-0.00637550333266686,0.0031275045163639,0.687191543051363,-0.117435405317616
"luce",-0.0347690066344767,-0.000247916031690032,0.00216366652063392,-0.000257566191850994,-0.117435405317616,0.0375989522441378
"alpha",0.00628113897202736,-6.62419448469576e-05,-0.000508849914375442,0.000257680984974265,0.0127529829602806,-0.00767634237613477
"beta",-6.62419448469576e-05,0.00691759126653258,3.28821293785715e-05,-0.00209980316200604,-0.0168271288906923,0.000462227217910377
"gamma",-0.000508849914375442,3.28821293785715e-05,0.000538219395827667,-3.39484436794695e-05,-0.000701462218679647,0.000666277285608318
"delta",0.000257680984974265,-0.00209980316200604,-3.39484436794695e-05,0.00328965290779685,0.00493180804521532,-7.34473556722959e-06
"lambda",0.0127529829602806,-0.0168271288906923,-0.000701462218679647,0.00493180804521532,0.0979797158855352,-0.0257674013058894
"luce",-0.00767634237613477,0.000462227217910377,0.000666277285608318,-7.34473556722959e-06,-0.0257674013058894,0.0155357496644217
"alpha",0.00575062173786881,0.000587632301329932,-0.000413860053871415,0.000200337757698775,0.00931014370091061,-0.00818135206589022
"beta",0.000587632301329932,0.0140901125754992,7.68804681636271e-05,-0.00060328924080648,-0.0176691115644462,-0.0018247436744654
"gamma",-0.000413860053871415,7.68804681636271e-05,0.00193063021792472,-4.73183872222697e-05,-0.00078118600210494,0.000572508496556865
"delta",0.000200337757698775,-0.00060328924080648,-4.73183872222697e-05,0.000809514413657333,0.00166821918388045,-0.000166306103115452
"lambda",0.00931014370091061,-0.0176691115644462,-0.00078118600210494,0.00166821918388045,0.0653294419509368,-0.0205263581904983
"luce",-0.00818135206589022,-0.0018247436744654,0.000572508496556865,-0.000166306103115452,-0.0205263581904983,0.0180808004673488
"alpha",0.00737516848346848,0.000835601595026552,-0.000109549442507356,-0.000285980011213572,0.008925536489425,-0.00242278949019426
"beta",0.000835601595026552,0.00388164589035126,0.00046566519855983,-0.00171192241965727,-0.00691093941262745,-0.0021064953399598
"gamma",-0.000109549442507356,0.00046566519855983,0.0141911720972902,-0.000556387151782478,0.00267438364179655,-0.000376258065034242
"delta",-0.000285980011213572,-0.00171192241965727,-0.000556387151782478,0.00311705943067855,0.00323183404729249,0.00102865915334829
"lambda",0.008925536489425,-0.00691093941262745,0.00267438364179655,0.00323183404729249,0.224910038143969,-0.0280267011810714
"luce",-0.00242278949019426,-0.0021064953399598,-0.000376258065034242,0.00102865915334829,-0.0280267011810714,0.0073507182001136
"alpha",0.0266046721253345,0.000531991437481318,-0.00243551835719159,0.000237973313255365,0.0522112918519808,-0.0204551133485056
"beta",0.000531991437481318,0.0213638692534224,-8.2311938497181e-06,-0.000742842504746451,-0.0457978874755016,-0.000467344760131417
"gamma",-0.00243551835719159,-8.2311938497181e-06,0.0122997695987438,0.000199003270049076,0.000455940822989033,0.000413296650982196
"delta",0.000237973313255365,-0.000742842504746451,0.000199003270049076,0.00078510462582574,0.00400455798810499,-0.000477384087627477
"lambda",0.0522112918519808,-0.0457978874755016,0.000455940822989033,0.00400455798810499,0.321776147629005,-0.0656303915091112
"luce",-0.0204551133485056,-0.000467344760131417,0.000413296650982196,-0.000477384087627477,-0.0656303915091112,0.0244747389238914
"alpha",0.00507456239183164,0.000190458759537142,-0.000478680105271939,-3.54884230127985e-05,0.0127928627146151,-0.00509306169773293
"beta",0.000190458759537142,0.00363806398255757,-4.39532500231218e-05,-0.00178361494658569,-0.0187475725490826,-0.000453820954591902
"gamma",-0.000478680105271939,-4.39532500231218e-05,0.000579670983444761,-9.69575156510914e-06,-0.000133007378259615,0.000524685896891765
"delta",-3.54884230127985e-05,-0.00178361494658569,-9.69575156510914e-06,0.00277489935326525,0.00962665378257844,0.000411930240989667
"lambda",0.0127928627146151,-0.0187475725490826,-0.000133007378259615,0.00962665378257844,0.215882671035504,-0.0260588040163817
"luce",-0.00509306169773293,-0.000453820954591902,0.000524685896891765,0.000411930240989667,-0.0260588040163817,0.0115910537676733
"alpha",0.0105859511794781,0.000263487447721123,0.00242115515032593,0.000165139741934184,0.00358718373167796,-0.00184599059554824
"beta",0.000263487447721123,0.0075442260702269,0.000732710135698514,-0.00139054381116714,-0.0226616547339556,0.000476948885346148
"gamma",0.00242115515032593,0.000732710135698514,0.00902928410185799,0.000228487818336127,-0.0082032892792964,0.00169733193307256
"delta",0.000165139741934184,-0.00139054381116714,0.000228487818336127,0.0019117497800656,0.00314949579955712,7.90128242684858e-05
"lambda",0.00358718373167796,-0.0226616547339556,-0.0082032892792964,0.00314949579955712,0.140702994239138,-0.0163597294115881
"luce",-0.00184599059554824,0.000476948885346148,0.00169733193307256,7.90128242684858e-05,-0.0163597294115881,0.00435374629238824
"alpha",0.0212113735845456,2.80822631125861e-05,0.000139344425007873,2.67693164530107e-05,0.0559030522621719,-0.022873401953114
"beta",2.80822631125861e-05,0.0070465641314731,0.000328043515102563,-0.00107262135989312,-0.0226971934244504,0.000543692479842848
"gamma",0.000139344425007873,0.000328043515102563,0.00308877943559401,-1.00881898486119e-05,-0.00468325099875181,0.00128762855744567
"delta",2.67693164530107e-05,-0.00107262135989312,-1.00881898486119e-05,0.0010417301276443,0.00516108492345648,-0.000238623964594396
"lambda",0.0559030522621719,-0.0226971934244504,-0.00468325099875181,0.00516108492345648,0.310091111211247,-0.0812491130687777
"luce",-0.022873401953114,0.000543692479842848,0.00128762855744567,-0.000238623964594396,-0.0812491130687777,0.0318732600393166
"alpha",0.0192365136428349,0.00280994238820214,-0.00222383292115029,-0.000378769861986492,0.03002801647867,-0.00812483024448172
"beta",0.00280994238820214,0.0329418621297122,-0.0005135514899786,-0.000104554930488981,-0.0875984206917141,-0.00404387918665469
"gamma",-0.00222383292115029,-0.0005135514899786,0.0142273000951499,0.000306128646480663,-0.00275179208285775,0.00083288339249244
"delta",-0.000378769861986492,-0.000104554930488981,0.000306128646480663,0.00195576770848331,0.000561070987546275,1.45173306075159e-05
"lambda",0.03002801647867,-0.0875984206917141,-0.00275179208285775,0.000561070987546275,0.532522533838238,-0.0356802538590288
"luce",-0.00812483024448172,-0.00404387918665469,0.00083288339249244,1.45173306075159e-05,-0.0356802538590288,0.00979591879843042
"alpha",0.00610850452381666,-0.000116351472874142,-0.001014841190235,-1.45434058200071e-05,0.0169690432059079,-0.00946302311765101
"beta",-0.000116351472874142,0.00300585128938601,-0.000103523433189526,-0.000495515844937573,-0.00763703764655027,0.000207529087471468
"gamma",-0.001014841190235,-0.000103523433189526,0.00465414778500683,3.7529473908046e-05,3.15559480762223e-05,0.000782670787108233
"delta",-1.45434058200071e-05,-0.000495515844937573,3.7529473908046e-05,0.000306051015902236,0.000909969323812891,0.000231650174500142
"lambda",0.0169690432059079,-0.00763703764655027,3.15559480762223e-05,0.000909969323812891,0.0987421870897264,-0.0377077931047582
"luce",-0.00946302311765101,0.000207529087471468,0.000782670787108233,0.000231650174500142,-0.0377077931047582,0.0222564595787886
"alpha",0.00819062480085614,0.000566138913946032,-0.00220567712081419,5.7301631330307e-05,0.032148059997224,-0.0104669050195618
"beta",0.000566138913946032,0.00763252450451413,-0.000124845777620882,-0.000823021662811114,-0.0245578735753563,-0.00135942629227407
"gamma",-0.00220567712081419,-0.000124845777620882,0.00690953264697611,0.000113807090876868,-0.00166233062029699,0.00163406747725612
"delta",5.7301631330307e-05,-0.000823021662811114,0.000113807090876868,0.000300230013440341,0.00343741497540356,0.000143858249314019
"lambda",0.032148059997224,-0.0245578735753563,-0.00166233062029699,0.00343741497540356,0.328529010126407,-0.0596740834857336
"luce",-0.0104669050195618,-0.00135942629227407,0.00163406747725612,0.000143858249314019,-0.0596740834857336,0.0208827228895171
"alpha",0.0167147656548686,-0.000404920729565425,-0.00325311062893207,0.000116729318778398,0.0351896200185818,-0.0208484544478217
"beta",-0.000404920729565425,0.0103229663618167,-0.000492802235379314,-0.00107402752177766,-0.0215420856772917,0.00126602811329332
"gamma",-0.00325311062893207,-0.000492802235379314,0.00910807372967834,0.000148926916393305,-0.00117733933176523,0.00215464581400054
"delta",0.000116729318778398,-0.00107402752177766,0.000148926916393305,0.000356956343393584,0.00245240632629374,-0.000155227342587771
"lambda",0.0351896200185818,-0.0215420856772917,-0.00117733933176523,0.00245240632629374,0.156644367440354,-0.0610735318935073
"luce",-0.0208484544478217,0.00126602811329332,0.00215464581400054,-0.000155227342587771,-0.0610735318935073,0.0362672687407806
"alpha",0.0169485381326261,0.00635735882125264,0.00060740422823357,3.25950286784458e-05,0.0129436198166994,-0.0186449534678927
"beta",0.00635735882125264,0.0541103684251423,-0.000578651478871203,-0.000850231074224731,-0.0455313872061439,-0.00890020085241954
"gamma",0.00060740422823357,-0.000578651478871203,0.00352168198171504,0.000210617926576971,-0.00464453866118689,0.00284088140015581
"delta",3.25950286784458e-05,-0.000850231074224731,0.000210617926576971,0.00168615263537004,-0.00132915680448865,-4.8792031887851e-05
"lambda",0.0129436198166994,-0.0455313872061439,-0.00464453866118689,-0.00132915680448865,0.474159696293384,-0.0227723386143467
"luce",-0.0186449534678927,-0.00890020085241954,0.00284088140015581,-4.8792031887851e-05,-0.0227723386143467,0.0291844404643829
"alpha",0.0211890990782704,0.0111138374443462,-0.000361773118182796,-0.000250752095300327,0.0345897449906356,-0.022213470740374
"beta",0.0111138374443462,0.0330287832152547,-0.000770343905369594,-0.00128179464616766,-0.0498640552560033,-0.0154446812620219
"gamma",-0.000361773118182796,-0.000770343905369594,0.000687069032017702,7.3338745996956e-05,-0.00202491736525566,0.00143590343977436
"delta",-0.000250752095300327,-0.00128179464616766,7.3338745996956e-05,0.000234486705023038,0.00131593962114074,0.000329512296912152
"lambda",0.0345897449906356,-0.0498640552560033,-0.00202491736525566,0.00131593962114074,0.383893462607808,-0.0484215118395245
"luce",-0.022213470740374,-0.0154446812620219,0.00143590343977436,0.000329512296912152,-0.0484215118395245,0.0306742297678749
"alpha",0.0166028879505704,1.47413211141728e-06,0.00312019022976766,-0.000227803635891656,0.0132322711302032,-0.00477064874662076
"beta",1.47413211141728e-06,0.012245417050779,7.39889026223543e-05,-0.000725397063991036,-0.0337913316046652,0.000403413342199926
"gamma",0.00312019022976766,7.39889026223543e-05,0.00765678850736196,0.000300713378322455,-0.0108924889871347,0.00213201147937011
"delta",-0.000227803635891656,-0.000725397063991036,0.000300713378322455,0.000876859574747434,0.00479551804841242,-0.000268218890605916
"lambda",0.0132322711302032,-0.0337913316046652,-0.0108924889871347,0.00479551804841242,0.25994762994002,-0.0309739125626405
"luce",-0.00477064874662076,0.000403413342199926,0.00213201147937011,-0.000268218890605916,-0.0309739125626405,0.00744648999790178
"alpha",0.00819303688761104,0.00135198722749621,0.000468200764653484,-0.000283207648849993,0.00525780179276571,-0.00529650382868786
"beta",0.00135198722749621,0.00943387825155407,0.000116197773247973,-0.00121208069365507,-0.0111211580012996,-0.00164289408043474
"gamma",0.000468200764653484,0.000116197773247973,0.00252226422964701,-7.69309133336359e-06,0.000191742991491114,7.59297690153053e-05
"delta",-0.000283207648849993,-0.00121208069365507,-7.69309133336359e-06,0.000257638465912029,0.00250432177862534,0.000339184863647367
"lambda",0.00525780179276571,-0.0111211580012996,0.000191742991491114,0.00250432177862534,0.165284131724947,-0.00976535028109909
"luce",-0.00529650382868786,-0.00164289408043474,7.59297690153053e-05,0.000339184863647367,-0.00976535028109909,0.00865121916875632
"alpha",0.0320389977100946,0.00888578495668046,-0.000815159610906324,-0.000534313338997026,0.0401143353398794,-0.0320895990057947
"beta",0.00888578495668046,0.0353132305468881,-0.000869765952489667,-0.0005644726506797,-0.0370134358770145,-0.012362989316166
"gamma",-0.000815159610906324,-0.000869765952489667,0.00127467093434183,6.40829740418767e-05,-0.00360489465943507,0.0025815545698436
"delta",-0.000534313338997026,-0.0005644726506797,6.40829740418767e-05,0.00210761156593084,0.000864658214046117,0.00040262983339688
"lambda",0.0401143353398794,-0.0370134358770145,-0.00360489465943507,0.000864658214046117,0.159813056110765,-0.0475985509107917
"luce",-0.0320895990057947,-0.012362989316166,0.0025815545698436,0.00040262983339688,-0.0475985509107917,0.0402468653578209
"alpha",0.0296424984729199,0.0022094301516873,0.000980432543252264,-0.00030064628618055,0.0813971124455825,-0.0199576535103006
"beta",0.0022094301516873,0.0128561003017343,9.36894832212668e-06,-0.000301213134254708,-0.0363228634784882,-0.00181809247382419
"gamma",0.000980432543252264,9.36894832212668e-06,0.00443761839851356,8.58549778855261e-05,-0.00437764856219285,0.000962995315216487
"delta",-0.00030064628618055,-0.000301213134254708,8.58549778855261e-05,0.000332212394208926,0.00232612283490877,-3.39925688881697e-06
"lambda",0.0813971124455825,-0.0363228634784882,-0.00437764856219285,0.00232612283490877,0.536688190817972,-0.0765682874405316
"luce",-0.0199576535103006,-0.00181809247382419,0.000962995315216487,-3.39925688881697e-06,-0.0765682874405316,0.0182758315254172
"alpha",0.0132026191801506,0.00123681464825728,-0.00079981169457401,-9.91236751335179e-05,0.0151936538177322,-0.00369563113792949
"beta",0.00123681464825728,0.0070485826619139,0.000286183079637806,-0.000458174386672173,-0.00826290288869357,-0.0020263165781581
"gamma",-0.00079981169457401,0.000286183079637806,0.0165714963419449,0.000158101218770789,0.0040766845562144,-0.00034858834252961
"delta",-9.91236751335179e-05,-0.000458174386672173,0.000158101218770789,0.000135152298416749,0.000402510791890034,4.18029137358399e-05
"lambda",0.0151936538177322,-0.00826290288869357,0.0040766845562144,0.000402510791890034,0.275970173652583,-0.0356708707427953
"luce",-0.00369563113792949,-0.0020263165781581,-0.00034858834252961,4.18029137358399e-05,-0.0356708707427953,0.00759725124920454
"alpha",0.0185263448350254,0.00130947583650602,-0.000590937234091453,-2.20816094790783e-05,0.0273155315808073,-0.00632014903847513
"beta",0.00130947583650602,0.00652199548242769,0.000409549251891257,-0.00186069244779002,-0.0203565336703584,-0.001041746126808
"gamma",-0.000590937234091453,0.000409549251891257,0.0120304724963304,-0.000726668076340948,-0.000618042497921007,-3.93733531697498e-05
"delta",-2.20816094790783e-05,-0.00186069244779002,-0.000726668076340948,0.00419333592336828,0.00587630409475318,0.000289161061515852
"lambda",0.0273155315808073,-0.0203565336703584,-0.000618042497921007,0.00587630409475318,0.374900434595991,-0.0409327255728059
"luce",-0.00632014903847513,-0.001041746126808,-3.93733531697498e-05,0.000289161061515852,-0.0409327255728059,0.00795999180466538
"alpha",0.0245483414861756,0.00814760912798234,0.000115182985062514,-0.000715508239116434,0.0338392851802506,-0.0130484725257343
"beta",0.00814760912798234,0.0155610583438503,-0.000670617282032039,-0.00123967924938457,-0.0160300474348143,-0.00726045690437214
"gamma",0.000115182985062514,-0.000670617282032039,0.00166447313778065,0.000123180157074091,-0.00172607944396409,0.00101114600898163
"delta",-0.000715508239116434,-0.00123967924938457,0.000123180157074091,0.000252704105490437,0.00124888952867898,0.000598756940995048
"lambda",0.0338392851802506,-0.0160300474348143,-0.00172607944396409,0.00124888952867898,0.272071768572175,-0.0365403855889669
"luce",-0.0130484725257343,-0.00726045690437214,0.00101114600898163,0.000598756940995048,-0.0365403855889669,0.0128998098354259
"alpha",0.0201631779980122,0.00173389068227884,0.000771732471482012,-0.000729385962829186,0.0460757604827926,-0.0194014972082128
"beta",0.00173389068227884,0.00261253183790471,-3.11426048485859e-05,-0.000834744254866317,-0.0082381421149129,-0.00216763414212242
"gamma",0.000771732471482012,-3.11426048485859e-05,0.00244628398280751,5.50837919056181e-05,0.0012528549947283,-0.00027960688049998
"delta",-0.000729385962829186,-0.000834744254866317,5.50837919056181e-05,0.00170562493244695,0.00315270854064241,0.000918758996677816
"lambda",0.0460757604827926,-0.0082381421149129,0.0012528549947283,0.00315270854064241,0.299552876222523,-0.0618683041271609
"luce",-0.0194014972082128,-0.00216763414212242,-0.00027960688049998,0.000918758996677816,-0.0618683041271609,0.0253629899075393
"alpha",0.0208436812471205,0.00532778945026582,-0.00300266738922289,-0.000132664554533405,0.0348909432265417,-0.0110093444293792
"beta",0.00532778945026582,0.0229826329967104,-0.000831829845098538,-0.00113806327141509,-0.0316617159039714,-0.00705803543567766
"gamma",-0.00300266738922289,-0.000831829845098538,0.0129184873190459,0.000143851148142485,0.000159034956194488,0.000896596989458717
"delta",-0.000132664554533405,-0.00113806327141509,0.000143851148142485,0.00018622877871289,0.00176413109722785,9.23816776618551e-05
"lambda",0.0348909432265417,-0.0316617159039714,0.000159034956194488,0.00176413109722785,0.389709767608205,-0.0489083396780298
"luce",-0.0110093444293792,-0.00705803543567766,0.000896596989458717,9.23816776618551e-05,-0.0489083396780298,0.0149098482074427
"alpha",0.0168749682252819,0.000280139598263152,-0.000614372727538041,-0.000216275689140464,0.030986452988059,-0.0164284040592147
"beta",0.000280139598263152,0.00777251120978626,0.000379301801541789,-0.00219743461061496,-0.0160202293100313,0.000218052808054697
"gamma",-0.000614372727538041,0.000379301801541789,0.00257497208451507,7.1725544298483e-05,-0.00471198661461444,0.00224454002846145
"delta",-0.000216275689140464,-0.00219743461061496,7.1725544298483e-05,0.00427323586411421,0.001787680512142,0.000909695129517523
"lambda",0.030986452988059,-0.0160202293100313,-0.00471198661461444,0.001787680512142,0.162298392316895,-0.0599139192423946
"luce",-0.0164284040592147,0.000218052808054697,0.00224454002846145,0.000909695129517523,-0.0599139192423946,0.0323479845234795
"alpha",0.0223008758331705,-0.000176594916122185,-0.00245637973642917,0.000258130811654421,0.0728273898877119,-0.0246029126454292
"beta",-0.000176594916122185,0.00591760568729474,0.000249713448650876,-0.000943446927495687,-0.0166037024419368,0.00021908910145323
"gamma",-0.00245637973642917,0.000249713448650876,0.0111218918894604,-0.000301017674987825,-0.00228183006567931,0.00125807293031812
"delta",0.000258130811654421,-0.000943446927495687,-0.000301017674987825,0.00227542425384554,0.00254248381835999,-1.53891326759759e-06
"lambda",0.0728273898877119,-0.0166037024419368,-0.00228183006567931,0.00254248381835999,0.429779245751908,-0.115101302691278
"luce",-0.0246029126454292,0.00021908910145323,0.00125807293031812,-1.53891326759759e-06,-0.115101302691278,0.0396133044762261
"alpha",0.0250730089514835,0.00489439119485633,-0.00510328414071877,-0.000627552826638673,0.0250643228331803,-0.0172261129736389
"beta",0.00489439119485633,0.0208415030509267,-0.000333015916970386,4.9606266073538e-06,-0.0200122269886454,-0.0057438193942604
"gamma",-0.00510328414071877,-0.000333015916970386,0.0141380286900458,0.000833048041373411,-0.0043852142383891,0.00217024247264029
"delta",-0.000627552826638673,4.9606266073538e-06,0.000833048041373411,0.00332044816297186,0.00138526236127356,0.000111135471399529
"lambda",0.0250643228331803,-0.0200122269886454,-0.0043852142383891,0.00138526236127356,0.104018539842716,-0.0282364063294228
"luce",-0.0172261129736389,-0.0057438193942604,0.00217024247264029,0.000111135471399529,-0.0282364063294228,0.0189676024336594
"alpha",0.00608208854768956,-0.000192809157303103,-0.000463597168557652,9.0810043863483e-05,0.0112482074011173,-0.00771013240546662
"beta",-0.000192809157303103,0.00588288267249466,5.95627485731625e-05,-0.00162410243671483,-0.0147062416307624,0.000576010369335834
