"","alpha","beta","gamma","delta","lambda","luce"
"delta",-0.0026460531339764,-0.00212136163608631,0.00442907660016507,0.0377322515291667,-0.0129177156537435,-0.00131750705253882
"lambda",0.00940290219119401,-0.0598241451684357,0.0661926133384401,-0.0129177156537435,1.09258966719206,-0.0539953630616136
"luce",-0.00344819217221399,-0.00989148029316406,0.0100705812830186,-0.00131750705253882,-0.0539953630616136,0.0643878492559899
"alpha",0.0744270279484114,-0.00144356526884399,0.0076815942452187,0.000502457243298296,0.00510341324167144,-0.0178251482604467
"beta",-0.00144356526884399,0.0712636361281073,0.00196534451959433,-0.00638009004996151,0.00461830219146051,0.0037277305105662
"gamma",0.0076815942452187,0.00196534451959433,0.0380337362395374,-0.000109694789616644,0.0060568683502942,0.00613775819741835
"delta",0.000502457243298296,-0.00638009004996151,-0.000109694789616644,0.0136456701849014,-0.0371199779203359,-0.00750698968867409
"lambda",0.00510341324167144,0.00461830219146051,0.0060568683502942,-0.0371199779203359,1.31832895533632,0.021549247143971
"luce",-0.0178251482604467,0.0037277305105662,0.00613775819741835,-0.00750698968867409,0.021549247143971,0.0658922505410122
"alpha",0.0536175264006079,-0.00122652270029824,0.00686011167268797,0.00174199900445016,-0.0093461237608729,-0.00998301465513225
"beta",-0.00122652270029824,0.0805966390864767,-0.0031021156792687,-0.00841898280167229,0.0232107134602711,0.000634536411537349
"gamma",0.00686011167268797,-0.0031021156792687,0.0397284370665134,0.00128945939321188,-0.00438138924827415,0.00549002679763155
"delta",0.00174199900445016,-0.00841898280167229,0.00128945939321188,0.0173647113775476,-0.0466414484666964,-0.00511275238946326
"lambda",-0.0093461237608729,0.0232107134602711,-0.00438138924827415,-0.0466414484666964,1.38473288919274,0.00931565010832011
"luce",-0.00998301465513225,0.000634536411537349,0.00549002679763155,-0.00511275238946326,0.00931565010832011,0.0390801196530462
"alpha",0.0698081332228176,-0.00126119908238829,-0.00882194756831178,-0.00490258839788847,0.00166932465048791,-0.0231129475266502
"beta",-0.00126119908238829,0.0749933407018334,0.0030820857846067,-0.0122706525985112,-0.0227843329970784,-0.00344271886360802
"gamma",-0.00882194756831178,0.0030820857846067,0.0335405575892785,0.00670111517006078,0.0275109712950804,-0.00105643577475174
"delta",-0.00490258839788847,-0.0122706525985112,0.00670111517006078,0.0405975065939756,-0.0604013753349218,-0.0168771318115417
"lambda",0.00166932465048791,-0.0227843329970784,0.0275109712950804,-0.0604013753349218,1.33172774429095,-0.0392224403489367
"luce",-0.0231129475266502,-0.00344271886360802,-0.00105643577475174,-0.0168771318115417,-0.0392224403489367,0.0724164281589834
"alpha",0.0758501273283368,-0.00223005902592229,0.00576762605161953,-0.000642487505198164,0.00575724244845688,-0.0155265739268404
"beta",-0.00223005902592229,0.077545227934842,-1.71093415746377e-05,-0.0176174820921068,0.0133379325841584,0.0045116381784826
"gamma",0.00576762605161953,-1.71093415746377e-05,0.0525911753079663,0.0044691170954321,0.00321852051208883,0.00420378532906379
"delta",-0.000642487505198164,-0.0176174820921068,0.0044691170954321,0.0456280571382161,-0.0907330529678294,-0.0160562394724928
"lambda",0.00575724244845688,0.0133379325841584,0.00321852051208883,-0.0907330529678294,1.28827422177248,0.0246702965076646
"luce",-0.0155265739268404,0.0045116381784826,0.00420378532906379,-0.0160562394724928,0.0246702965076646,0.0610223240941097
"alpha",0.0653634900699309,0.00182550336469293,0.00509466354037467,0.00405449149430313,0.00309885437861,-0.0197139353366458
"beta",0.00182550336469293,0.0756328616664294,0.0014984258838168,-0.0136057083145193,-0.0164779963670604,0.00366697927069926
"gamma",0.00509466354037467,0.0014984258838168,0.0653773057703504,0.00937994710147191,-0.000831737743016585,0.00680019843088588
"delta",0.00405449149430313,-0.0136057083145193,0.00937994710147191,0.056745086445945,-0.0986981774591641,-0.0228161936230255
"lambda",0.00309885437861,-0.0164779963670604,-0.000831737743016585,-0.0986981774591641,1.29388447963175,0.0054772286446144
"luce",-0.0197139353366458,0.00366697927069926,0.00680019843088588,-0.0228161936230255,0.0054772286446144,0.0689506883996003
"alpha",0.0516877424172867,0.00119647698064843,0.00560321125058634,0.000183957983949989,0.000601736571522283,-0.00711071403971251
"beta",0.00119647698064843,0.0803390409493848,0.000281262453941758,-0.00798790475090174,0.0158436853715808,0.00415118239127577
"gamma",0.00560321125058634,0.000281262453941758,0.0399863236901194,0.00221547178328738,0.00317747262885625,0.0078040818284363
"delta",0.000183957983949989,-0.00798790475090174,0.00221547178328738,0.018317475440673,-0.0437575527894418,-0.00993662407370748
"lambda",0.000601736571522283,0.0158436853715808,0.00317747262885625,-0.0437575527894418,1.33692902873325,0.0200520587939932
"luce",-0.00711071403971251,0.00415118239127577,0.0078040818284363,-0.00993662407370748,0.0200520587939932,0.0674998334398717
"alpha",0.0593216812407536,0.00541320674786408,-0.00469285530321845,-0.00517185166737819,0.00304214523999504,-0.00930523020281218
"beta",0.00541320674786408,0.073072736442268,-0.00368422492339329,-0.0168964337502429,-0.00230811313784262,-0.00424195089276929
"gamma",-0.00469285530321845,-0.00368422492339329,0.047897360697599,0.017729524846942,0.000917226433853242,-0.000261454697289564
"delta",-0.00517185166737819,-0.0168964337502429,0.017729524846942,0.0521225280854016,-0.0919536283066292,-0.0155920438524723
"lambda",0.00304214523999504,-0.00230811313784262,0.000917226433853242,-0.0919536283066292,1.26364460594199,-0.0118628142566709
"luce",-0.00930523020281218,-0.00424195089276929,-0.000261454697289564,-0.0155920438524723,-0.0118628142566709,0.0636280485051236
"alpha",0.059766646380477,-0.000868848388325223,-0.00985019548969733,-0.00514994952453824,-0.00420684903138378,-0.00505275361406013
"beta",-0.000868848388325223,0.0734299098801803,0.00512266449193777,-0.0155332812653197,-0.0229092131624197,-0.00294990017555427
"gamma",-0.00985019548969733,0.00512266449193777,0.0465043684928043,0.0123149810930432,0.0379578303514927,-0.00115344796240146
"delta",-0.00514994952453824,-0.0155332812653197,0.0123149810930432,0.0522964678080227,-0.0842466923869947,-0.0126914660536676
"lambda",-0.00420684903138378,-0.0229092131624197,0.0379578303514927,-0.0842466923869947,1.30455289516153,-0.029291064715799
"luce",-0.00505275361406013,-0.00294990017555427,-0.00115344796240146,-0.0126914660536676,-0.029291064715799,0.0562709053898272
"alpha",0.0387313011242,0.000332074545904687,0.00521613209977719,0.00256594961638285,-0.00232593458830158,0.00147085637334388
"beta",0.000332074545904687,0.0679688690692779,-0.000318708691553278,-0.017520722874933,-0.0200006920085686,-0.0061301041028482
"gamma",0.00521613209977719,-0.000318708691553278,0.0209696354088657,0.00330110042575375,-0.00659225539061006,0.00686301201393982
"delta",0.00256594961638285,-0.017520722874933,0.00330110042575375,0.0777274279812735,-0.116804700677497,-0.0126875804695555
"lambda",-0.00232593458830158,-0.0200006920085686,-0.00659225539061006,-0.116804700677497,1.06024888523639,-0.0179643164975269
"luce",0.00147085637334388,-0.0061301041028482,0.00686301201393982,-0.0126875804695555,-0.0179643164975269,0.0680579336975251
"alpha",0.0670726091096084,0.000400680264860005,-0.00214954467706879,-0.0018972590089228,0.021953274797237,-0.000841125569803007
"beta",0.000400680264860005,0.0731522543401136,0.00987303657060081,-0.00664732682211479,-0.0883465565601616,-0.00773520799485442
"gamma",-0.00214954467706879,0.00987303657060081,0.0666790393979759,0.00435884710765318,0.0444553538818042,0.0105775381991006
"delta",-0.0018972590089228,-0.00664732682211479,0.00435884710765318,0.0460535886992549,-0.034687273594441,-0.00755520669492133
"lambda",0.021953274797237,-0.0883465565601616,0.0444553538818042,-0.034687273594441,1.17770021340024,-0.0632636790711892
"luce",-0.000841125569803007,-0.00773520799485442,0.0105775381991006,-0.00755520669492133,-0.0632636790711892,0.0679069918856022
"alpha",0.0726921919054289,-0.00045043240340606,0.00903815714676839,0.00587437788857922,-0.0119340698596679,-0.0135128186562776
"beta",-0.00045043240340606,0.0701156734709547,0.00205801482464075,-0.0195291866566799,-0.0262422909532766,0.000487441340781274
"gamma",0.00903815714676839,0.00205801482464075,0.0443061729810612,0.00803051338744809,-0.0102911613233563,0.00463422846828078
"delta",0.00587437788857922,-0.0195291866566799,0.00803051338744809,0.0771528709348953,-0.107790497062594,-0.0226665380694726
"lambda",-0.0119340698596679,-0.0262422909532766,-0.0102911613233563,-0.107790497062594,1.19969161528748,-0.012764017770511
"luce",-0.0135128186562776,0.000487441340781274,0.00463422846828078,-0.0226665380694726,-0.012764017770511,0.0702177399033967
"alpha",0.0789737724950216,0.00339443704006545,-0.0117573161877198,-0.00162552018400065,-0.0211802369128057,-0.00356316801219805
"beta",0.00339443704006545,0.0680649799425583,0.0143625962122879,-0.00404766782119736,-0.0419257671918104,-0.0114757317598913
"gamma",-0.0117573161877198,0.0143625962122879,0.0719414675586224,0.0010834493879546,0.0802887960126978,0.00509952840601896
"delta",-0.00162552018400065,-0.00404766782119736,0.0010834493879546,0.0383113368476816,-0.0199239449733873,-0.00264996357925463
"lambda",-0.0211802369128057,-0.0419257671918104,0.0802887960126978,-0.0199239449733873,1.05995433395941,-0.0321063916809537
"luce",-0.00356316801219805,-0.0114757317598913,0.00509952840601896,-0.00264996357925463,-0.0321063916809537,0.0595725135664058
"alpha",0.0650345275323996,-0.00106094109792455,-0.0100891172527029,-0.00278663096982793,-0.0109479338576179,-0.0165765974733959
"beta",-0.00106094109792455,0.0768571729544853,0.00391987914975454,-0.0121102137920473,-0.0235849545450602,-0.00435559139485074
"gamma",-0.0100891172527029,0.00391987914975454,0.0507652092973941,0.00838252872544007,0.0179717854452346,0.000219783483920461
"delta",-0.00278663096982793,-0.0121102137920473,0.00838252872544007,0.0490074727796286,-0.0870781566480361,-0.0207223217052022
"lambda",-0.0109479338576179,-0.0235849545450602,0.0179717854452346,-0.0870781566480361,1.29797259056621,-0.0152215476091557
"luce",-0.0165765974733959,-0.00435559139485074,0.000219783483920461,-0.0207223217052022,-0.0152215476091557,0.0689867170237138
"alpha",0.0747870301767304,0.000820807182243945,-0.0116686909886976,-0.00646448957690074,-0.00903694242209894,-0.0146496660290357
"beta",0.000820807182243945,0.0708137663765235,0.00461297681005659,-0.0160732117329273,-0.0256968041838894,-0.00507937513602155
"gamma",-0.0116686909886976,0.00461297681005659,0.055336452962038,0.00969461401522561,0.0503901212321438,0.000395330914440698
"delta",-0.00646448957690074,-0.0160732117329273,0.00969461401522561,0.0521961514491219,-0.0547346741069973,-0.0160184193301889
"lambda",-0.00903694242209894,-0.0256968041838894,0.0503901212321438,-0.0547346741069973,1.21862131818272,-0.0463564991444144
"luce",-0.0146496660290357,-0.00507937513602155,0.000395330914440698,-0.0160184193301889,-0.0463564991444144,0.0743037891530293
"alpha",0.0326536768266231,0.000151396868308547,0.00279264384257401,0.000287000828270899,-0.00248619003116565,-0.00646084125215721
"beta",0.000151396868308547,0.0782107135109611,-0.00156074061427865,-0.00427858854735484,0.00160186614718368,-0.000544830133894626
"gamma",0.00279264384257401,-0.00156074061427865,0.0542104829370404,0.000141819993358214,-0.00192024423837904,0.00594206278573918
"delta",0.000287000828270899,-0.00427858854735484,0.000141819993358214,0.00813156956159219,-0.0296869079333085,-0.00200339993340401
"lambda",-0.00248619003116565,0.00160186614718368,-0.00192024423837904,-0.0296869079333085,1.36650449402625,0.000389971469852906
"luce",-0.00646084125215721,-0.000544830133894626,0.00594206278573918,-0.00200339993340401,0.000389971469852906,0.0286949078326555
"alpha",0.0723856123703481,0.00346149108619205,0.00370080879068951,-0.00153312361500258,0.0202250406781155,-0.00390537572795049
"beta",0.00346149108619205,0.0662632713547197,0.00676630708290077,-0.00398822029145789,-0.0644258102583663,-0.0066550103289877
"gamma",0.00370080879068951,0.00676630708290077,0.0637925863771476,0.00577725398204384,0.0435928955195458,0.0106593220296727
"delta",-0.00153312361500258,-0.00398822029145789,0.00577725398204384,0.0506483543126026,-0.0485349678480686,-0.0102561750984227
"lambda",0.0202250406781155,-0.0644258102583663,0.0435928955195458,-0.0485349678480686,1.09973398414848,-0.0719841089841061
"luce",-0.00390537572795049,-0.0066550103289877,0.0106593220296727,-0.0102561750984227,-0.0719841089841061,0.0725547123842506
"alpha",0.0654336717067421,0.00913958952981136,0.00528451168485241,-0.0015931829595197,0.0217192586651373,-0.00992628864838341
"beta",0.00913958952981136,0.072902430549609,0.00438825711811658,-0.00745876320340343,-0.0691592150939809,-0.0100798725856081
"gamma",0.00528451168485241,0.00438825711811658,0.0583462991201673,0.00595328330562471,0.0192705852176645,0.00893497992042791
"delta",-0.0015931829595197,-0.00745876320340343,0.00595328330562471,0.0537870277950191,-0.0670711712206613,-0.0123399897057504
"lambda",0.0217192586651373,-0.0691592150939809,0.0192705852176645,-0.0670711712206613,1.09786175897404,-0.0574660804049098
"luce",-0.00992628864838341,-0.0100798725856081,0.00893497992042791,-0.0123399897057504,-0.0574660804049098,0.0712574880250979
"alpha",0.072275262236772,0.00774922642953626,0.00796171485293862,-0.0015536496837746,0.0202250055479518,-0.00694762454403919
"beta",0.00774922642953626,0.0726464951113258,0.00910638837803718,-0.0041691777427801,-0.0975238169029598,-0.00880228564838516
"gamma",0.00796171485293862,0.00910638837803718,0.0620156392465303,0.00306261709001162,0.0308535256015762,0.0118752567155806
"delta",-0.0015536496837746,-0.0041691777427801,0.00306261709001162,0.0443346918183065,-0.032240929909588,-0.00957819114760673
"lambda",0.0202250055479518,-0.0975238169029598,0.0308535256015762,-0.032240929909588,1.14474263912788,-0.0720125542371518
"luce",-0.00694762454403919,-0.00880228564838516,0.0118752567155806,-0.00957819114760673,-0.0720125542371518,0.0736290137823639
"alpha",0.064967654110898,0.000436979332338548,-0.0110391944129262,-0.00612091266627408,-0.00984006647420999,-0.0146627334547822
"beta",0.000436979332338548,0.0783570033390267,0.00351377964145163,-0.0118829640856726,-0.00588721442636379,-0.00122365270880044
"gamma",-0.0110391944129262,0.00351377964145163,0.0417720663817954,0.00913944984364195,0.0220310499207304,-0.000149874827899779
"delta",-0.00612091266627408,-0.0118829640856726,0.00913944984364195,0.0394949290358663,-0.0671613707390739,-0.019705817507688
"lambda",-0.00984006647420999,-0.00588721442636379,0.0220310499207304,-0.0671613707390739,1.27919611155083,-0.00124883067022877
"luce",-0.0146627334547822,-0.00122365270880044,-0.000149874827899779,-0.019705817507688,-0.00124883067022877,0.0696265423426448
"alpha",0.0626922986338432,0.00139630016612021,-2.27084674681392e-05,-0.0010811976873239,0.013357187565402,-0.0164789500667342
"beta",0.00139630016612021,0.0674323981627852,0.00398057150735026,-0.0140906485742422,-0.0598255593134709,-0.00591495316910099
"gamma",-2.27084674681392e-05,0.00398057150735026,0.0687935215455697,0.00656410998031248,0.028832940058848,0.0082059945807581
"delta",-0.0010811976873239,-0.0140906485742422,0.00656410998031248,0.0592054471146204,-0.0506530474507938,-0.0157742214960872
"lambda",0.013357187565402,-0.0598255593134709,0.028832940058848,-0.0506530474507938,1.16244453014478,-0.0531555083410829
"luce",-0.0164789500667342,-0.00591495316910099,0.0082059945807581,-0.0157742214960872,-0.0531555083410829,0.0661762649048116
"alpha",0.0675156005415254,0.00163042066771341,-0.00703823493153389,-0.00783751614202798,0.00858572340297892,-0.0137038405351333
"beta",0.00163042066771341,0.0752438486725423,-0.00142013509084733,-0.0166938359800586,-0.0311625326719319,0.00250685072225421
"gamma",-0.00703823493153389,-0.00142013509084733,0.0607713862011414,0.016878442821967,0.0207144340380035,-0.00376604667374211
"delta",-0.00783751614202798,-0.0166938359800586,0.016878442821967,0.057475248799753,-0.0868297824591029,-0.0239828052068001
"lambda",0.00858572340297892,-0.0311625326719319,0.0207144340380035,-0.0868297824591029,1.35140906725287,-0.00919603933469093
"luce",-0.0137038405351333,0.00250685072225421,-0.00376604667374211,-0.0239828052068001,-0.00919603933469093,0.0725346396822035
"alpha",0.0734089115934139,-0.00051370707936737,-0.0153097691565605,0.00194698891316287,-0.00970036647680102,-0.00741241138364399
"beta",-0.00051370707936737,0.0585040729090144,0.0106752256784436,-0.00226180670896597,-0.0196417358930727,-0.0074602909886145
"gamma",-0.0153097691565605,0.0106752256784436,0.0648953976018536,0.00121304289820972,0.042233623589673,0.00482428214878102
"delta",0.00194698891316287,-0.00226180670896597,0.00121304289820972,0.0327669896793081,-0.00759166013977801,-0.00422437418692953
"lambda",-0.00970036647680102,-0.0196417358930727,0.042233623589673,-0.00759166013977801,0.833465262563761,-0.0229485072000538
"luce",-0.00741241138364399,-0.0074602909886145,0.00482428214878102,-0.00422437418692953,-0.0229485072000538,0.0537944395645799
"alpha",0.06242634228223,-0.00151108899291838,-0.00028880482667949,-0.000727352826717116,0.00463612258075506,-0.0171862500077459
"beta",-0.00151108899291838,0.0768363800296929,0.00284605121083503,-0.00786351278454001,0.0169702187968666,-0.00111073108859303
"gamma",-0.00028880482667949,0.00284605121083503,0.060619737814025,0.00554672992377154,0.0040375351337251,0.00108695981290616
"delta",-0.000727352826717116,-0.00786351278454001,0.00554672992377154,0.0224955870374606,-0.0587045864197716,-0.00832670859633334
"lambda",0.00463612258075506,0.0169702187968666,0.0040375351337251,-0.0587045864197716,1.40597284220426,-0.00488216193822936
"luce",-0.0171862500077459,-0.00111073108859303,0.00108695981290616,-0.00832670859633334,-0.00488216193822936,0.0569146239257016
"alpha",0.0703311149500668,0.00165937493152369,-0.0124108803694532,-0.00305198111117221,-0.0210310707727209,-0.013956995892025
"beta",0.00165937493152369,0.0752963357490432,0.00691179102794761,-0.0120533035732646,-0.0258931884174347,-0.0102286108663786
"gamma",-0.0124108803694532,0.00691179102794761,0.0505478528987916,0.00265538291222412,0.0519709574237826,0.000170943598479773
"delta",-0.00305198111117221,-0.0120533035732646,0.00265538291222412,0.0417686665430075,-0.0516607910447954,-0.0156765530659357
"lambda",-0.0210310707727209,-0.0258931884174347,0.0519709574237826,-0.0516607910447954,1.23834301544525,-0.0764721432325871
"luce",-0.013956995892025,-0.0102286108663786,0.000170943598479773,-0.0156765530659357,-0.0764721432325871,0.0784067771860501
"alpha",0.0702124061227211,-0.00114745260142162,-0.00319128645565634,-0.000593447028324759,0.00488537694697047,-0.0183347088758564
"beta",-0.00114745260142162,0.0748346171318118,0.0075450024607835,-0.00919210942307694,-0.0331696268446604,-0.0103019296140605
"gamma",-0.00319128645565634,0.0075450024607835,0.0655714686330812,0.00560860789345234,0.0351050488787137,0.00556843650800946
"delta",-0.000593447028324759,-0.00919210942307694,0.00560860789345234,0.047641847150457,-0.0739621785134217,-0.0160986253010553
"lambda",0.00488537694697047,-0.0331696268446604,0.0351050488787137,-0.0739621785134217,1.25446456721797,-0.0681035742479344
"luce",-0.0183347088758564,-0.0103019296140605,0.00556843650800946,-0.0160986253010553,-0.0681035742479344,0.0784762810858176
"alpha",0.0796601350325976,-5.38220551746488e-05,-0.0117789627680728,-0.00398417742735921,-0.0165660573614255,-0.0080116315578989
"beta",-5.38220551746488e-05,0.0749599208373372,0.0080177701820102,-0.0110721466638747,-0.0563000102953442,-0.0130602775421039
"gamma",-0.0117789627680728,0.0080177701820102,0.0552054140627257,0.00365688123487648,0.0565270246906887,0.00168060673564501
"delta",-0.00398417742735921,-0.0110721466638747,0.00365688123487648,0.0464723937453029,-0.0415543893390145,-0.0115133383173234
"lambda",-0.0165660573614255,-0.0563000102953442,0.0565270246906887,-0.0415543893390145,1.20635942603071,-0.06647523071426
"luce",-0.0080116315578989,-0.0130602775421039,0.00168060673564501,-0.0115133383173234,-0.06647523071426,0.0694357601274564
"alpha",0.0618377250700299,0.00528470608174845,-0.00357796449747648,-0.0051931998488516,0.00650640121197274,-0.0113267864150026
"beta",0.00528470608174845,0.0773526567856168,0.00336779571899459,-0.0189630006758413,-0.0404799617543178,-0.00283757274066722
"gamma",-0.00357796449747648,0.00336779571899459,0.0686207521056614,0.0132416873934777,0.0447734300292094,0.00429061299282535
"delta",-0.0051931998488516,-0.0189630006758413,0.0132416873934777,0.0568396733641141,-0.0757721727431847,-0.0127036783765448
"lambda",0.00650640121197274,-0.0404799617543178,0.0447734300292094,-0.0757721727431847,1.26234481099814,-0.0470458484774833
"luce",-0.0113267864150026,-0.00283757274066722,0.00429061299282535,-0.0127036783765448,-0.0470458484774833,0.0669326927393421
"alpha",0.0781536129083165,-0.00162965140430099,-0.0115735352985701,0.000768235580612226,-0.00783269431733609,-0.00525302796615595
"beta",-0.00162965140430099,0.0599922299807572,0.010744370801716,-0.00154285915817496,-0.0132278596353493,-0.00317569820645481
"gamma",-0.0115735352985701,0.010744370801716,0.0624843682890275,0.0010803367166402,0.0406717790787548,-0.000874948561390603
"delta",0.000768235580612226,-0.00154285915817496,0.0010803367166402,0.0331182057272775,-0.00915664562404331,-0.00290721873525823
"lambda",-0.00783269431733609,-0.0132278596353493,0.0406717790787548,-0.00915664562404331,0.800853251272752,-0.015052292459444
"luce",-0.00525302796615595,-0.00317569820645481,-0.000874948561390603,-0.00290721873525823,-0.015052292459444,0.052920014739087
"alpha",0.0419201928533575,0.00286678227291998,-0.00470289553166153,-0.000602265201779363,-0.00134915454028929,-0.0130241363667607
"beta",0.00286678227291998,0.0732335089131564,0.00462562235444159,-0.0137473477517082,-0.0498311296715447,-0.00419324127712224
"gamma",-0.00470289553166153,0.00462562235444159,0.0682702449254006,0.0056339288720741,0.0314502047344274,0.00191577735876762
"delta",-0.000602265201779363,-0.0137473477517082,0.0056339288720741,0.052026836033828,-0.076451553616462,-0.0158565743082979
"lambda",-0.00134915454028929,-0.0498311296715447,0.0314502047344274,-0.076451553616462,1.18448289394121,-0.0346737198676642
"luce",-0.0130241363667607,-0.00419324127712224,0.00191577735876762,-0.0158565743082979,-0.0346737198676642,0.0521607393017861
"alpha",0.064618863577013,0.00464874518510218,0.00720789262209447,-0.00223905224373399,0.0159755134263692,-0.0152484360763526
"beta",0.00464874518510218,0.0720056884178974,0.00180971952972752,-0.00865142405334892,-0.0751672929444257,-0.00595510963677011
"gamma",0.00720789262209447,0.00180971952972752,0.0594764775320568,0.00224287757037428,0.0127156991003046,0.00931722931976771
"delta",-0.00223905224373399,-0.00865142405334892,0.00224287757037428,0.0596606098833993,-0.0669937130385,-0.0155900587455702
"lambda",0.0159755134263692,-0.0751672929444257,0.0127156991003046,-0.0669937130385,1.14287355008483,-0.0684041015836992
"luce",-0.0152484360763526,-0.00595510963677011,0.00931722931976771,-0.0155900587455702,-0.0684041015836992,0.0650598762158995
"alpha",0.0617137661054522,0.00498447868549836,0.00730778874383737,0.00240815098862459,0.0182380874905507,-0.0184944251161432
"beta",0.00498447868549836,0.075012050302624,0.00136059304466375,-0.0133319257797074,-0.0455321036582674,-0.00622661670398041
"gamma",0.00730778874383737,0.00136059304466375,0.0622892720591781,0.00775368483387205,0.011188599260443,0.00715075940553796
"delta",0.00240815098862459,-0.0133319257797074,0.00775368483387205,0.0581060192726698,-0.0820179878109792,-0.0187533312637851
"lambda",0.0182380874905507,-0.0455321036582674,0.011188599260443,-0.0820179878109792,1.18205777313602,-0.0609750821070308
"luce",-0.0184944251161432,-0.00622661670398041,0.00715075940553796,-0.0187533312637851,-0.0609750821070308,0.0801862059479007
"alpha",0.0622342620865198,-0.00146444877059681,0.00412321889002332,-6.84239987134457e-05,0.0074197654514368,-0.0190878529149407
"beta",-0.00146444877059681,0.0776927055552445,-0.00216603583466056,-0.00985080621467353,0.0104062364330905,0.00331175077474677
"gamma",0.00412321889002332,-0.00216603583466056,0.0569535423658818,0.00351181370404645,0.00918453619579546,0.00758204085510884
"delta",-6.84239987134457e-05,-0.00985080621467353,0.00351181370404645,0.0231515893274262,-0.0554186539229442,-0.00937189206950261
"lambda",0.0074197654514368,0.0104062364330905,0.00918453619579546,-0.0554186539229442,1.39284707777427,-0.00933212899591045
"luce",-0.0190878529149407,0.00331175077474677,0.00758204085510884,-0.00937189206950261,-0.00933212899591045,0.0692399814426894
"alpha",0.0757293173785073,0.0041179223405986,-0.00657231933416613,-0.000769225283967046,-0.00631351461102072,-0.00684534548727992
"beta",0.0041179223405986,0.068904717164576,0.011741395734269,-0.00789669467489238,-0.0442431425271561,-0.013119194378559
"gamma",-0.00657231933416613,0.011741395734269,0.0758628491534753,0.00273024516252432,0.0552924801702399,0.00673801291586343
"delta",-0.000769225283967046,-0.00789669467489238,0.00273024516252432,0.0435489952880445,-0.044385535682376,-0.00956792458938291
"lambda",-0.00631351461102072,-0.0442431425271561,0.0552924801702399,-0.044385535682376,1.10083301143818,-0.0624275933652566
"luce",-0.00684534548727992,-0.013119194378559,0.00673801291586343,-0.00956792458938291,-0.0624275933652566,0.0713522338853182
