"","beta","delta","lambdaluce"
"beta",0.0444532895579481,-0.00284466664547445,-0.132404342462564
"delta",-0.00284466664547445,0.00320318109372258,0.0234515664734278
"lambdaluce",-0.132404342462564,0.0234515664734278,0.734506753824644
"beta",0.066097274400244,-0.00194103815416506,-0.117707288239483
"delta",-0.00194103815416506,0.00386863194480739,-0.00196091904929436
"lambdaluce",-0.117707288239483,-0.00196091904929436,1.51525870149868
"beta",0.0582040511085822,-0.00330081203942901,-0.143694720741727
"delta",-0.00330081203942901,0.0012344676917397,0.0060548446199595
"lambdaluce",-0.143694720741727,0.0060548446199595,0.905491022343958
"beta",0.0486891009499318,-0.00714396332783124,-0.0957255895774872
"delta",-0.00714396332783124,0.00773718852258142,0.0212349991341942
"lambdaluce",-0.0957255895774872,0.0212349991341942,0.398293583928021
"beta",0.0399173316947636,-0.00282648940217588,-0.0682661084489043
"delta",-0.00282648940217588,0.00132796221352328,0.014716682605309
"lambdaluce",-0.0682661084489043,0.014716682605309,1.0456733649319
"beta",0.0568192169291578,0.00010956440314162,-0.111761757813583
"delta",0.00010956440314162,0.0044623039017433,0.00346020706834636
"lambdaluce",-0.111761757813583,0.00346020706834636,0.370233270311487
"beta",0.0555886381595402,-0.00138740106721675,-0.0973781292536596
"delta",-0.00138740106721675,0.00474980662587509,0.0154233160042822
"lambdaluce",-0.0973781292536596,0.0154233160042822,0.314004260412375
"beta",0.0662785805680129,-0.0032586310267283,-0.19429329234035
"delta",-0.0032586310267283,0.00148718383114415,0.00555304286412867
"lambdaluce",-0.19429329234035,0.00555304286412867,1.10801252304012
"beta",0.0321509624253559,-0.00604789978084542,-0.0803476262230959
"delta",-0.00604789978084542,0.0163666023970822,0.0155547245676522
"lambdaluce",-0.0803476262230959,0.0155547245676522,0.463454776251173
"beta",0.0409246673569196,-0.00476217474983809,-0.150310618418409
"delta",-0.00476217474983809,0.00178975859522485,0.0356348808485562
"lambdaluce",-0.150310618418409,0.0356348808485562,1.40960831544611
"beta",0.0114597044016388,-0.00324239843889286,-0.0653096837968288
"delta",-0.00324239843889286,0.0071812216089426,0.0249422921183884
"lambdaluce",-0.0653096837968288,0.0249422921183884,0.994911604319181
"beta",0.0599200569925448,-0.00490208302818927,-0.201044312984313
"delta",-0.00490208302818927,0.00194828282646869,0.0277624439408512
"lambdaluce",-0.201044312984313,0.0277624439408512,1.19670073034101
"beta",0.0175642958616675,-0.00183979163555844,-0.0376243274696883
"delta",-0.00183979163555844,0.00812222565752642,0.00560428263082322
"lambdaluce",-0.0376243274696883,0.00560428263082322,0.183671578460044
"beta",0.0380859282692639,-0.00292868445019001,-0.0788606280982806
"delta",-0.00292868445019001,0.0204104354159408,0.00923432206904644
"lambdaluce",-0.0788606280982806,0.00923432206904644,0.403621820358342
"beta",0.0417835756352762,-0.00107315214670643,-0.0467587400132624
"delta",-0.00107315214670643,0.00753755175501114,0.0104308300299883
"lambdaluce",-0.0467587400132624,0.0104308300299883,0.121972202242245
"beta",0.0176532719570998,-0.00331978729180214,-0.0732071312142526
"delta",-0.00331978729180214,0.00907997867650873,0.0109779902321132
"lambdaluce",-0.0732071312142526,0.0109779902321132,0.688798813464718
"beta",0.037306129815164,-0.00044412281613177,-0.0987919014199601
"delta",-0.00044412281613177,0.00400898892459727,0.00505729479400035
"lambdaluce",-0.0987919014199601,0.00505729479400035,0.595990804697915
"beta",0.0188839727095028,-0.004461754630996,-0.0972283297027882
"delta",-0.004461754630996,0.00336375050279248,0.0256698729927363
"lambdaluce",-0.0972283297027882,0.0256698729927363,0.93823946594316
"beta",0.0246236515983592,-0.00206483508801062,-0.130615715528621
"delta",-0.00206483508801062,0.00467756973491153,0.0141065695712354
"lambdaluce",-0.130615715528621,0.0141065695712354,1.19789478044631
"beta",0.0278115780651496,-0.00255674598476355,-0.0634821516279238
"delta",-0.00255674598476355,0.00457755102735071,0.0197660994792874
"lambdaluce",-0.0634821516279238,0.0197660994792874,0.354740202471351
"beta",0.0344061875872934,-0.00323766385980293,-0.0371583971850974
"delta",-0.00323766385980293,0.0243074064276566,0.00379871991682338
"lambdaluce",-0.0371583971850974,0.00379871991682338,0.132553263953407
"beta",0.0158361060797413,-0.00273186740193835,-0.0500579802995767
"delta",-0.00273186740193835,0.0177150525927935,0.0206323928180543
"lambdaluce",-0.0500579802995767,0.0206323928180543,0.558220900515054
"beta",0.0707667913587168,-0.00170518812126129,-0.161508821782296
"delta",-0.00170518812126129,0.00373367763085932,0.0132880804824297
"lambdaluce",-0.161508821782296,0.0132880804824297,0.617845595631358
"beta",0.0265788486272806,-0.00213390840552075,-0.0941041346506838
"delta",-0.00213390840552075,0.00689341591289536,0.0176968077563779
"lambdaluce",-0.0941041346506838,0.0176968077563779,0.937813605369728
"beta",0.049212057741942,-0.00362674740625952,-0.144067126342216
"delta",-0.00362674740625952,0.00161458758728505,0.0191667815968083
"lambdaluce",-0.144067126342216,0.0191667815968083,1.0045322277679
"beta",0.0289018683736758,-0.00173926082659927,-0.0928631656637883
"delta",-0.00173926082659927,0.00709148587549617,0.0130549153675561
"lambdaluce",-0.0928631656637883,0.0130549153675561,0.779105465700652
"beta",0.0362652550231466,-0.00313757191774347,-0.0489529162616983
"delta",-0.00313757191774347,0.00169664098775852,0.00571740881131579
"lambdaluce",-0.0489529162616983,0.00571740881131579,0.949890748157341
"beta",0.00747406540094309,-0.0011553386617321,-0.0231492321833847
"delta",-0.0011553386617321,0.00176180072886406,0.00745581446379019
"lambdaluce",-0.0231492321833847,0.00745581446379019,0.387895322570691
"beta",0.0464003900651637,-0.00181339489739327,-0.0876516277129214
"delta",-0.00181339489739327,0.00337360956617963,0.0108080729095275
"lambdaluce",-0.0876516277129214,0.0108080729095275,0.32013884045611
"beta",0.0674877778716974,-0.0019596143034316,-0.155527452549454
"delta",-0.0019596143034316,0.00464150484825496,0.0105699930435349
"lambdaluce",-0.155527452549454,0.0105699930435349,0.875196555153544
"beta",0.0267704317254796,-0.0050911664928783,-0.115518412497871
"delta",-0.0050911664928783,0.00227580905852682,0.0330676260862828
"lambdaluce",-0.115518412497871,0.0330676260862828,1.39404466287206
"beta",0.0590295657400805,0.00273366370888406,-0.0477696365608315
"delta",0.00273366370888406,0.0103264066985666,0.0117189877011305
"lambdaluce",-0.0477696365608315,0.0117189877011305,0.10131180477123
"beta",0.0693622817456362,-0.00129841469345659,-0.109856899861497
"delta",-0.00129841469345659,0.0036009402411471,-0.00246063268409067
"lambdaluce",-0.109856899861497,-0.00246063268409067,1.62352103626403
"beta",0.0583807565031215,0.000226917364558419,-0.114893732433946
"delta",0.000226917364558419,0.00254815725525283,0.00556037707387974
"lambdaluce",-0.114893732433946,0.00556037707387974,0.384943762059614
"beta",0.0496178269680095,-0.00248991860827991,-0.107068645045965
"delta",-0.00248991860827991,0.00191518453790743,0.0116976794107374
"lambdaluce",-0.107068645045965,0.0116976794107374,0.395919403747377
"beta",0.0229404303072147,-0.00492946626417051,-0.123413837349983
"delta",-0.00492946626417051,0.0117203768816255,0.0386372936997664
"lambdaluce",-0.123413837349983,0.0386372936997664,1.52909332705357
"beta",0.0446597674387788,-0.00345780358724933,-0.102106432579335
"delta",-0.00345780358724933,0.00544172264662888,0.0183263169375666
"lambdaluce",-0.102106432579335,0.0183263169375666,0.436386093349922
"beta",0.0148366883152831,-0.00337158414303165,-0.0430664528932496
"delta",-0.00337158414303165,0.0108480367405116,0.012946635813597
"lambdaluce",-0.0430664528932496,0.012946635813597,0.335337814480286
"beta",0.0178492010615773,-0.00225336820764117,-0.034812799332595
"delta",-0.00225336820764117,0.0105687684816234,0.00356631061362067
"lambdaluce",-0.034812799332595,0.00356631061362067,0.173551300730248
"beta",0.0413968265057998,-0.00374270611306473,-0.0537884754585144
"delta",-0.00374270611306473,0.00195272451065652,0.00606887395224082
"lambdaluce",-0.0537884754585144,0.00606887395224082,0.915041776026836
"beta",0.05375561503857,-0.00390404616215704,-0.108650955074819
"delta",-0.00390404616215704,0.00142861319128882,-0.00365792817149711
"lambdaluce",-0.108650955074819,-0.00365792817149711,1.19383918984439
"beta",0.0326616121080132,-0.0060028091259785,-0.153750307043691
"delta",-0.0060028091259785,0.00257830591743001,0.0389601658266307
"lambdaluce",-0.153750307043691,0.0389601658266307,1.3635464483511
"beta",0.0510686006254417,-0.00143228552928842,-0.0833569979225738
"delta",-0.00143228552928842,0.00575345706293575,0.0149845293788822
"lambdaluce",-0.0833569979225738,0.0149845293788822,0.289551613882444
"beta",0.022072135640735,-0.00349682314044319,-0.0689951480703904
"delta",-0.00349682314044319,0.0122368866871306,0.0240727516631639
"lambdaluce",-0.0689951480703904,0.0240727516631639,0.700929958008597
"beta",0.0558829271717569,-0.000564751334505089,-0.0959012595961517
"delta",-0.000564751334505089,0.00718151025349039,0.0131701223810186
"lambdaluce",-0.0959012595961517,0.0131701223810186,0.301515399273956
"beta",0.0184059136355512,-0.00468446745743362,-0.123725431314787
"delta",-0.00468446745743362,0.00638504877178608,0.0357104286262468
"lambdaluce",-0.123725431314787,0.0357104286262468,1.53962445517866
"beta",0.038523919356611,-0.00652595978014673,-0.0907019826368822
"delta",-0.00652595978014673,0.0121168735651464,0.0207241275281977
"lambdaluce",-0.0907019826368822,0.0207241275281977,0.451067901265572
"beta",0.0116398255950588,-0.00273848511898108,-0.0489847737966629
"delta",-0.00273848511898108,0.00889230068098632,0.0139218972071707
"lambdaluce",-0.0489847737966629,0.0139218972071707,0.515436157426056
"beta",0.0507258233787886,-0.00227228113754024,-0.118148002718191
"delta",-0.00227228113754024,0.00251492594951604,0.0143533471839607
"lambdaluce",-0.118148002718191,0.0143533471839607,0.497697346654735
"beta",0.0649914771722838,-0.000788950831593631,-0.115122563497516
"delta",-0.000788950831593631,0.00260704382562725,-0.00357955327014511
"lambdaluce",-0.115122563497516,-0.00357955327014511,1.61744156229944
"beta",0.064100161160431,-0.00172463303188921,-0.191532439710692
"delta",-0.00172463303188921,0.00358461211632579,0.00999087019229404
"lambdaluce",-0.191532439710692,0.00999087019229404,1.07428414126808
"beta",0.0301662629003709,-0.003568772584411,-0.0734379070792616
"delta",-0.003568772584411,0.0129096346640131,0.0163114351339397
"lambdaluce",-0.0734379070792616,0.0163114351339397,0.489528044526881
"beta",0.0707756646376853,-0.00137255534176004,-0.114389829187916
"delta",-0.00137255534176004,0.00250583973148528,-0.00291743524914579
"lambdaluce",-0.114389829187916,-0.00291743524914579,1.57219008438198
"beta",0.0269971144780386,-0.00241337199428595,-0.0444416118257054
"delta",-0.00241337199428595,0.0129462558095297,0.00310094990201356
"lambdaluce",-0.0444416118257054,0.00310094990201356,0.157723775343005
"beta",0.0538370867667521,-0.00129614034260757,-0.112596483695306
"delta",-0.00129614034260757,0.0018284316055192,0.00696471398295633
"lambdaluce",-0.112596483695306,0.00696471398295633,0.402237614093313
"beta",0.0417517029963998,-0.0110193396455474,-0.0933423743856249
"delta",-0.0110193396455474,0.0164178005719617,0.0258673882167466
"lambdaluce",-0.0933423743856249,0.0258673882167466,0.468046567524877
"beta",0.0258235196799504,-0.00418400917286165,-0.115363928877278
"delta",-0.00418400917286165,0.00882428392134958,0.0287004389994458
"lambdaluce",-0.115363928877278,0.0287004389994458,1.31633660753957
"beta",0.0691151583985334,-0.00159350315768921,-0.104603217397292
"delta",-0.00159350315768921,0.00374767008476894,-0.00580437117328439
"lambdaluce",-0.104603217397292,-0.00580437117328439,1.5928117576806
"beta",0.0536678933899606,-0.00215235865500977,-0.134278679157873
"delta",-0.00215235865500977,0.00168069821052007,0.00932734539751588
"lambdaluce",-0.134278679157873,0.00932734539751588,0.543846910002967
"beta",0.0527145436476454,-0.00123382362004516,-0.0502123192886961
"delta",-0.00123382362004516,0.0130004658928928,0.0044351902288391
"lambdaluce",-0.0502123192886961,0.0044351902288391,0.11151980800628
"beta",0.0697377847763926,-0.000330062852760028,-0.107271489244216
"delta",-0.000330062852760028,0.00264407621664135,-0.00328735007827562
"lambdaluce",-0.107271489244216,-0.00328735007827562,1.49164674369729
"beta",0.063850761200863,-0.000238961451708549,-0.119625527236961
"delta",-0.000238961451708549,0.00385900145710104,0.00370029178957012
"lambdaluce",-0.119625527236961,0.00370029178957012,0.398794325373613
"beta",0.0676080992134749,-0.00127676915221263,-0.164711927916737
"delta",-0.00127676915221263,0.00450386944625957,0.00992672785922668
"lambdaluce",-0.164711927916737,0.00992672785922668,0.935616532801974
"beta",0.0134262172107455,-0.000931419935670053,-0.0811835433919117
"delta",-0.000931419935670053,0.00592285020698817,0.00872492413647028
"lambdaluce",-0.0811835433919117,0.00872492413647028,1.2048742292827
"beta",0.0356849585968164,-0.00547148353749969,-0.0897985263835243
"delta",-0.00547148353749969,0.0115453906612288,0.0145192638044436
"lambdaluce",-0.0897985263835243,0.0145192638044436,0.428465747009098
"beta",0.0293273704500364,-0.00232093259774867,-0.0395486810529324
"delta",-0.00232093259774867,0.00127971367945603,0.0172514346036645
"lambdaluce",-0.0395486810529324,0.0172514346036645,1.09013492952262
"beta",0.0447564111636793,0.000246165862956982,-0.0612253767813524
"delta",0.000246165862956982,0.00728358565536454,0.0185122507289596
"lambdaluce",-0.0612253767813524,0.0185122507289596,0.235810155650247
"beta",0.0421722984822413,-0.00558019534819021,-0.0701140717661837
"delta",-0.00558019534819021,0.0161096758666615,0.00746058617417237
"lambdaluce",-0.0701140717661837,0.00746058617417237,0.220808884017094
"beta",0.0128001689220787,-0.00109813347325844,-0.0500118471989415
"delta",-0.00109813347325844,0.00681055511795896,0.0144970372960233
"lambdaluce",-0.0500118471989415,0.0144970372960233,0.827884857715071
"beta",0.0391411355213103,-0.00254976576194198,-0.102358479353797
"delta",-0.00254976576194198,0.011348684875756,0.0104304638936867
"lambdaluce",-0.102358479353797,0.0104304638936867,0.517477948535756
"beta",0.0143794267473568,-0.00144624606013337,-0.101450142930655
"delta",-0.00144624606013337,0.00522709866444286,0.0161963336463762
"lambdaluce",-0.101450142930655,0.0161963336463762,1.43559765903927
"beta",0.0365277073609212,-0.00520265669580126,-0.105352593130909
"delta",-0.00520265669580126,0.0144409370024762,0.0279427692320882
"lambdaluce",-0.105352593130909,0.0279427692320882,0.621918807105295
"beta",0.0708750811308143,-0.0013683608812289,-0.111722781283071
"delta",-0.0013683608812289,0.00267418799424819,0.00138154471190153
"lambdaluce",-0.111722781283071,0.00138154471190153,1.62921816404659
"beta",0.0282666438781965,-0.00460027355029618,-0.0965584570655345
"delta",-0.00460027355029618,0.0099054557057009,0.0211873664973322
"lambdaluce",-0.0965584570655345,0.0211873664973322,0.778835582470881
"beta",0.0665803350845629,-0.000708274264475816,-0.0936810363162609
"delta",-0.000708274264475816,0.00169760111896243,-0.00288230103579792
"lambdaluce",-0.0936810363162609,-0.00288230103579792,1.52872552285902
"beta",0.0606896849066033,-0.000401290489022465,-0.153969416456745
"delta",-0.000401290489022465,0.00244104339676761,0.000319482494842352
"lambdaluce",-0.153969416456745,0.000319482494842352,0.873507617819129
"beta",0.00946549921037604,-0.00344998681710876,-0.035651236940808
"delta",-0.00344998681710876,0.00452418953048952,0.0043665893170846
"lambdaluce",-0.035651236940808,0.0043665893170846,1.06237035218288
"beta",0.0192296725496676,-0.00305485067671509,-0.0798186240250199
"delta",-0.00305485067671509,0.00223228350347707,0.0228057157333885
"lambdaluce",-0.0798186240250199,0.0228057157333885,0.775119006010819
"beta",0.0203878714034613,-0.00390917891218325,-0.119801004522739
"delta",-0.00390917891218325,0.00310833245705601,0.0368939188314134
"lambdaluce",-0.119801004522739,0.0368939188314134,1.46209476870543
"beta",0.0227215596720558,-0.00186189537065805,-0.0400749896507646
"delta",-0.00186189537065805,0.00256968046996182,0.00914005482574253
"lambdaluce",-0.0400749896507646,0.00914005482574253,0.177076480525157
"beta",0.0584856938377114,-0.000893661765861496,-0.161083308704708
"delta",-0.000893661765861496,0.00515965126627268,0.0180832594421895
"lambdaluce",-0.161083308704708,0.0180832594421895,0.837949567387723
"beta",0.0634923315538691,-0.000785517060361668,-0.11334595307567
"delta",-0.000785517060361668,0.00609201531666388,0.0142450877614937
"lambdaluce",-0.11334595307567,0.0142450877614937,0.357022010979642
"beta",0.0702587600286949,-0.00109760644445417,-0.151038553686507
"delta",-0.00109760644445417,0.00349159939212981,0.00308067754651706
"lambdaluce",-0.151038553686507,0.00308067754651706,0.7825276899533
"beta",0.00649152311763526,-0.00025419893839611,-0.0249835063473819
"delta",-0.00025419893839611,0.00221911140925717,0.00565850670222416
"lambdaluce",-0.0249835063473819,0.00565850670222416,0.446192274912479
"beta",0.0636511300230776,-0.000525974650904536,-0.165165328441957
"delta",-0.000525974650904536,0.00262333078366997,-0.00186332000130487
"lambdaluce",-0.165165328441957,-0.00186332000130487,0.951146915723555
"beta",0.0658155943881692,-0.0015650181260467,-0.116376012096997
"delta",-0.0015650181260467,0.00379157174710711,-0.000514150906281484
"lambdaluce",-0.116376012096997,-0.000514150906281484,1.573992572245
"beta",0.0453096705346892,-0.00269180906222275,-0.0779599434955339
"delta",-0.00269180906222275,0.0150951693685912,0.00892472549859381
"lambdaluce",-0.0779599434955339,0.00892472549859381,0.301521130122159
"beta",0.0378132692282742,-0.00300664783207605,-0.0856788573939613
"delta",-0.00300664783207605,0.00163851482512834,0.0134419149766739
"lambdaluce",-0.0856788573939613,0.0134419149766739,0.399607852303088
"beta",0.0599192489562349,-0.000256853753111069,-0.131711904897304
"delta",-0.000256853753111069,0.00486007187355905,0.00579998042049434
"lambdaluce",-0.131711904897304,0.00579998042049434,0.488891393088384
"beta",0.0373299507016482,-0.00626633783473339,-0.123803920756436
"delta",-0.00626633783473339,0.0138055331504382,0.0283060179296362
"lambdaluce",-0.123803920756436,0.0283060179296362,0.875053202982391
"beta",0.0330860266060835,-0.00663999993459419,-0.0927494570749259
"delta",-0.00663999993459419,0.0136196671975735,0.0212119938209136
"lambdaluce",-0.0927494570749259,0.0212119938209136,0.638405224381158
"beta",0.0344338243780067,-0.00357916191345996,-0.102341721265648
"delta",-0.00357916191345996,0.010456303514561,0.0137953173404244
"lambdaluce",-0.102341721265648,0.0137953173404244,0.614830674856553
"beta",0.0413455638714644,-0.00242175299840371,-0.125272463563177
"delta",-0.00242175299840371,0.00208803441715241,0.0152833092931423
"lambdaluce",-0.125272463563177,0.0152833092931423,0.66633662750238
"beta",0.0419999288990545,-0.000400032074796738,-0.0370952846523189
"delta",-0.000400032074796738,0.0158055740104242,0.0130129575181057
"lambdaluce",-0.0370952846523189,0.0130129575181057,0.130063078978119
"beta",0.0275896564650275,-0.00372499449742962,-0.0983913519264543
"delta",-0.00372499449742962,0.00211673608058831,0.0237728959402486
"lambdaluce",-0.0983913519264543,0.0237728959402486,0.76207479690914
"beta",0.0266450389229371,-0.00654620850799007,-0.0965057145522594
"delta",-0.00654620850799007,0.0126200378013337,0.035071614783806
"lambdaluce",-0.0965057145522594,0.035071614783806,0.829739378399457
"beta",0.0322473292826418,-0.00174181990955728,-0.0505558740820274
"delta",-0.00174181990955728,0.00902614863377545,0.00407819098632848
"lambdaluce",-0.0505558740820274,0.00407819098632848,0.175830380105704
"beta",0.0406661603367167,-0.00353023312382088,-0.0785730189425811
"delta",-0.00353023312382088,0.0155980294789878,0.00867102233475193
"lambdaluce",-0.0785730189425811,0.00867102233475193,0.368826031134308
"beta",0.0547813619144592,-0.00010598279173895,-0.156857242133162
"delta",-0.00010598279173895,0.00491751492323497,0.00634429752992619
"lambdaluce",-0.156857242133162,0.00634429752992619,1.00441367686497
"beta",0.0535476562958489,-0.0016948439204965,-0.17545488852934
"delta",-0.0016948439204965,0.00215738600981519,0.0130797362164992
"lambdaluce",-0.17545488852934,0.0130797362164992,1.01382042226194
"beta",0.0566161078021071,-0.00148056265382378,-0.090172183339831
"delta",-0.00148056265382378,0.00585048230411747,0.0180517744177616
"lambdaluce",-0.090172183339831,0.0180517744177616,0.282450599544798
"beta",0.0233147388423209,-0.0041237315439816,-0.062539371578144
"delta",-0.0041237315439816,0.0109145857409693,0.0153900706205115
"lambdaluce",-0.062539371578144,0.0153900706205115,0.363546594877846
"beta",0.0408501333859565,-0.00044283497388602,-0.0444053718862599
"delta",-0.00044283497388602,0.00287372990980544,0.00619863755139164
"lambdaluce",-0.0444053718862599,0.00619863755139164,0.118427432612295
"beta",0.0363021148098815,-4.92902682595701e-05,-0.0347515519449474
"delta",-4.92902682595701e-05,0.0159915962828098,0.0025320094353398
"lambdaluce",-0.0347515519449474,0.0025320094353398,0.125931678976451
"beta",0.0532815758672095,-0.0029134832008933,-0.137612132640159
"delta",-0.0029134832008933,0.00135576591989715,0.00921935066951363
"lambdaluce",-0.137612132640159,0.00921935066951363,0.749527950254498
"beta",0.0528869540831241,-0.000700389240602897,-0.113872999322777
"delta",-0.000700389240602897,0.00642183509630873,0.0119546176092644
"lambdaluce",-0.113872999322777,0.0119546176092644,0.431387357965658
"beta",0.00751184226254467,-0.000283381549364549,-0.0414018507708481
"delta",-0.000283381549364549,0.00526323010295711,0.0063598487270249
"lambdaluce",-0.0414018507708481,0.0063598487270249,0.803589393457874
"beta",0.0130047009916034,-0.000971068292234343,-0.046770239705882
"delta",-0.000971068292234343,0.00998847287908777,0.0107822840680567
"lambdaluce",-0.046770239705882,0.0107822840680567,0.595254047149413
"beta",0.0209867858690217,-0.00476535104102935,-0.102845003066715
"delta",-0.00476535104102935,0.00785721991739004,0.0356392319311879
"lambdaluce",-0.102845003066715,0.0356392319311879,1.25160826659229
"beta",0.0230204774066613,-0.00512346874359176,-0.123016299227752
"delta",-0.00512346874359176,0.00302446480818483,0.0296384477820718
"lambdaluce",-0.123016299227752,0.0296384477820718,1.11978696549769
"beta",0.0455590327728022,-0.00288943161431628,-0.133301905909962
"delta",-0.00288943161431628,0.0024830824058863,0.0210603340926778
"lambdaluce",-0.133301905909962,0.0210603340926778,0.713859365151972
"beta",0.0416470590860337,-0.000613330371445716,-0.0532880339776711
"delta",-0.000613330371445716,0.0162258342537677,0.00132892407522926
"lambdaluce",-0.0532880339776711,0.00132892407522926,0.16394221269954
"beta",0.0182271966515994,-0.00389638622728792,-0.123103498243946
"delta",-0.00389638622728792,0.00784469686723391,0.0262870485242725
"lambdaluce",-0.123103498243946,0.0262870485242725,1.62123722441398
"beta",0.0615527656320813,-0.000387505827990917,-0.127848405960135
"delta",-0.000387505827990917,0.00683478336235498,0.0124930866940404
"lambdaluce",-0.127848405960135,0.0124930866940404,0.451317557002586
"beta",0.0417630396980535,0.000184939094927399,-0.0788637730387503
"delta",0.000184939094927399,0.00361416770754474,0.00126077716697149
"lambdaluce",-0.0788637730387503,0.00126077716697149,0.270225587175774
"beta",0.0429645282902986,-0.00221190623132356,-0.113904855536578
"delta",-0.00221190623132356,0.00375801879909228,0.020109251193622
"lambdaluce",-0.113904855536578,0.020109251193622,0.571560302957206
"beta",0.028950444966857,-0.00217079793235714,-0.115021311404501
"delta",-0.00217079793235714,0.00571091139364083,0.0111702876954497
"lambdaluce",-0.115021311404501,0.0111702876954497,0.834346521393983
"beta",0.0325985705495408,-0.00643629131405393,-0.0729709622592899
"delta",-0.00643629131405393,0.0139504281511815,0.0143878663007926
"lambdaluce",-0.0729709622592899,0.0143878663007926,0.300901648681996
"beta",0.0241435991074269,-0.00226849888151402,-0.110789622433348
"delta",-0.00226849888151402,0.0107567810395537,0.0302015521910229
"lambdaluce",-0.110789622433348,0.0302015521910229,1.36241746181779
